brewery-id,state,original_index,unique_index
442,MO,1508,423
150,OR,1509,424
150,OR,1510,424
150,OR,1511,424
150,OR,1512,424
184,TX,1513,425
184,TX,1514,425
184,TX,1515,425
184,TX,1516,425
200,OR,1517,426
200,OR,1518,426
200,OR,1519,426
200,OR,1520,426
148,CO,1521,427
148,CO,1522,427
148,CO,1523,427
148,CO,1524,427
148,CO,1525,427
148,CO,1526,427
148,CO,1527,427
471,IA,1528,428
471,IA,1529,428
471,IA,1530,428
471,IA,1531,428
471,IA,1532,428
471,IA,1533,428
301,PA,1534,429
301,PA,1535,429
301,PA,1536,429
301,PA,1537,429
301,PA,1538,429
301,PA,1539,429
301,PA,1540,429
301,PA,1541,429
301,PA,1542,429
301,PA,1543,429
390,WA,1544,430
390,WA,1545,430
390,WA,1546,430
390,WA,1547,430
390,WA,1548,430
216,GA,1549,431
216,GA,1550,431
166,CO,1551,432
166,CO,1552,432
166,CO,1553,432
166,CO,1554,432
166,CO,1555,432
166,CO,1556,432
166,CO,1557,432
166,,1558,433
166,,1559,433
166,CO,1560,432
166,CO,1561,432
166,CO,1562,432
166,CO,1563,432
166,CO,1564,432
166,CO,1565,432
166,CO,1566,432
166,CO,1567,432
166,CO,1568,432
166,CO,1569,432
166,CO,1570,432
166,CO,1571,432
166,CO,1572,432
166,CO,1573,432
166,CO,1574,432
166,CO,1575,432
166,CO,1576,432
166,CO,1577,432
166,CO,1578,432
166,CO,1579,432
166,CO,1580,432
166,CO,1581,432
166,,1582,433
166,CO,1583,432
503,CO,1584,434
503,CO,1585,434
503,CO,1586,434
503,,1587,435
503,CO,1588,434
503,CO,1589,434
503,CO,1590,434
503,,1591,435
503,CO,1592,434
503,CO,1593,434
503,CO,1594,434
503,CO,1595,434
503,CO,1596,434
389,NC,1597,436
389,NC,1598,436
389,NC,1599,436
389,NC,1600,436
389,NC,1601,436
389,NC,1602,436
275,VT,1603,437
261,VT,1604,438
259,AR,1605,439
341,CO,1606,440
341,CO,1607,440
441,CO,1608,441
441,CO,1609,441
441,CO,1610,441
441,CO,1611,441
441,CO,1612,441
307,ID,1613,442
307,ID,1614,442
307,ID,1615,442
307,ID,1616,442
307,ID,1617,442
468,IA,1618,443
266,ME,1619,444
266,,1620,445
187,TX,1621,446
187,TX,1622,446
205,IN,1623,447
205,IN,1624,447
205,IN,1625,447
205,IN,1626,447
13,MI,1627,448
13,MI,1628,448
13,MI,1629,448
13,MI,1630,448
13,MI,1631,448
13,MI,1632,448
470,TX,1633,449
470,TX,1634,449
470,TX,1635,449
470,TX,1636,449
470,TX,1637,449
470,TX,1638,449
470,TX,1639,449
11,MI,1640,450
11,,1641,451
11,MI,1642,450
11,MI,1643,450
157,AZ,1644,452
355,CO,1645,453
355,CO,1646,453
355,CO,1647,453
310,CA,1648,454
310,CA,1649,454
314,MO,1650,455
314,MO,1651,455
314,MO,1652,455
314,MO,1653,455
314,MO,1654,455
314,MO,1655,455
314,MO,1656,455
314,MO,1657,455
52,IL,1658,456
324,NC,1659,457
324,NC,1660,457
370,CA,1661,458
370,CA,1662,458
370,CA,1663,458
147,OH,1664,459
55,IL,1665,460
274,OH,1666,461
548,AZ,1667,462
548,AZ,1668,462
135,CO,1669,463
135,,1670,464
135,CO,1671,463
135,CO,1672,463
135,CO,1673,463
135,CO,1674,463
135,CO,1675,463
544,WA,1676,465
544,WA,1677,465
246,SC,1678,466
246,SC,1679,466
176,TX,1680,467
176,TX,1681,467
128,TX,1682,468
128,TX,1683,468
128,TX,1684,468
128,TX,1685,468
128,TX,1686,468
128,TX,1687,468
128,TX,1688,468
128,TX,1689,468
475,GA,1690,469
475,,1691,470
475,GA,1692,469
68,MD,1693,471
68,MD,1694,471
68,MD,1695,471
68,MD,1696,471
68,MD,1697,471
403,OR,1698,472
487,WA,1699,473
487,WA,1700,473
487,WA,1701,473
421,CO,1702,474
421,CO,1703,474
421,CO,1704,474
225,CA,1705,475
110,CO,1706,476
110,CO,1707,476
110,,1708,477
110,CO,1709,476
110,CO,1710,476
110,CO,1711,476
386,CO,1712,478
386,CO,1713,478
386,,1714,479
386,CO,1715,478
386,CO,1716,478
386,CO,1717,478
386,CO,1718,478
386,CO,1719,478
44,IL,1720,480
44,IL,1721,480
44,IL,1722,480
44,IL,1723,480
44,IL,1724,480
44,IL,1725,480
44,IL,1726,480
44,IL,1727,480
93,OH,1728,481
93,OH,1729,481
93,OH,1730,481
93,OH,1731,481
93,OH,1732,481
93,OH,1733,481
93,OH,1734,481
93,,1735,482
162,MI,1736,483
42,ME,1737,484
42,,1738,485
459,CO,1739,486
459,CO,1740,486
321,OH,1741,487
321,OH,1742,487
43,,1743,488
43,PA,1744,489
43,PA,1745,489
43,PA,1746,489
43,,1747,488
43,PA,1748,489
43,PA,1749,489
43,PA,1750,489
43,PA,1751,489
43,PA,1752,489
43,PA,1753,489
43,PA,1754,489
43,PA,1755,489
43,PA,1756,489
43,PA,1757,489
427,VA,1758,490
229,,1759,491
229,MI,1760,492
229,MI,1761,492
229,MI,1762,492
229,MI,1763,492
229,MI,1764,492
229,MI,1765,492
289,OR,1766,493
376,OK,1767,494
376,OK,1768,494
376,OK,1769,494
164,PA,1770,495
164,PA,1771,495
164,,1772,496
164,PA,1773,495
164,PA,1774,495
164,PA,1775,495
164,PA,1776,495
397,CA,1777,497
397,CA,1778,497
397,CA,1779,497
397,CA,1780,497
397,CA,1781,497
288,CA,1782,498
288,CA,1783,498
288,CA,1784,498
288,CA,1785,498
30,AZ,1786,499
30,AZ,1787,499
30,AZ,1788,499
30,AZ,1789,499
30,AZ,1790,499
30,AZ,1791,499
30,AZ,1792,499
30,AZ,1793,499
30,AZ,1794,499
30,AZ,1795,499
30,AZ,1796,499
30,AZ,1797,499
30,AZ,1798,499
30,AZ,1799,499
30,,1800,500
30,AZ,1801,499
30,AZ,1802,499
30,AZ,1803,499
30,AZ,1804,499
419,CO,1805,501
419,CO,1806,501
252,CA,1807,502
252,CA,1808,502
252,CA,1809,502
392,NM,1810,503
392,NM,1811,503
392,NM,1812,503
392,NM,1813,503
392,NM,1814,503
392,NM,1815,503
392,NM,1816,503
398,MI,1817,504
394,WA,1818,505
394,WA,1819,505
394,WA,1820,505
428,MO,1821,506
428,MO,1822,506
428,MO,1823,506
428,MO,1824,506
428,MO,1825,506
428,MO,1826,506
502,ME,1827,507
432,CA,1828,508
411,WA,1829,509
411,WA,1830,509
494,,1831,510
494,OR,1832,511
183,OH,1833,512
183,OH,1834,512
183,OH,1835,512
183,OH,1836,512
183,OH,1837,512
130,CT,1838,513
511,MA,1839,514
385,ME,1840,515
385,ME,1841,515
385,ME,1842,515
385,ME,1843,515
83,CA,1844,516
83,CA,1845,516
83,CA,1846,516
83,CA,1847,516
83,CA,1848,516
83,CA,1849,516
83,CA,1850,516
83,,1851,517
83,CA,1852,516
137,MI,1853,518
551,CO,1854,519
551,CO,1855,519
551,CO,1856,519
46,NY,1857,520
46,NY,1858,520
46,NY,1859,520
46,,1860,521
46,NY,1861,520
46,NY,1862,520
46,NY,1863,520
46,NY,1864,520
46,,1865,521
46,NY,1866,520
46,NY,1867,520
46,NY,1868,520
46,NY,1869,520
46,NY,1870,520
46,NY,1871,520
46,NY,1872,520
46,NY,1873,520
46,NY,1874,520
46,NY,1875,520
46,NY,1876,520
46,NY,1877,520
46,NY,1878,520
46,NY,1879,520
46,NY,1880,520
264,CO,1881,522
264,CO,1882,522
264,,1883,523
264,CO,1884,522
264,CO,1885,522
264,CO,1886,522
264,CO,1887,522
264,CO,1888,522
264,CO,1889,522
264,CO,1890,522
264,CO,1891,522
264,CO,1892,522
313,ID,1893,524
313,ID,1894,524
64,IL,1895,525
64,IL,1896,525
557,AK,1897,526
163,PA,1898,527
371,PA,1899,528
371,PA,1900,528
371,PA,1901,528
371,PA,1902,528
371,PA,1903,528
371,PA,1904,528
371,,1905,529
371,PA,1906,528
371,PA,1907,528
371,PA,1908,528
371,PA,1909,528
371,PA,1910,528
115,VA,1911,530
115,VA,1912,530
115,VA,1913,530
191,WY,1914,531
191,WY,1915,531
191,WY,1916,531
191,WY,1917,531
191,WY,1918,531
191,WY,1919,531
191,WY,1920,531
309,ID,1921,532
309,ID,1922,532
309,ID,1923,532
309,ID,1924,532
309,ID,1925,532
309,,1926,533
309,ID,1927,532
309,ID,1928,532
309,ID,1929,532
309,ID,1930,532
309,ID,1931,532
309,,1932,533
309,ID,1933,532
309,ID,1934,532
309,ID,1935,532
309,ID,1936,532
309,ID,1937,532
257,TX,1938,534
257,TX,1939,534
257,TX,1940,534
257,TX,1941,534
249,NY,1942,535
436,OR,1943,536
436,OR,1944,536
133,MS,1945,537
133,MS,1946,537
133,MS,1947,537
133,MS,1948,537
133,MS,1949,537
133,MS,1950,537
133,MS,1951,537
133,MS,1952,537
133,MS,1953,537
118,TX,1954,538
118,,1955,539
118,TX,1956,538
118,TX,1957,538
118,TX,1958,538
118,TX,1959,538
118,TX,1960,538
118,TX,1961,538
118,TX,1962,538
118,TX,1963,538
118,TX,1964,538
118,TX,1965,538
118,TX,1966,538
118,TX,1967,538
78,CA,1968,540
508,NE,1969,541
175,IL,1970,542
175,IL,1971,542
175,IL,1972,542
175,IL,1973,542
175,IL,1974,542
175,IL,1975,542
175,IL,1976,542
175,IL,1977,542
175,IL,1978,542
175,,1979,543
175,IL,1980,542
175,IL,1981,542
498,WI,1982,544
498,WI,1983,544
372,PA,1984,545
186,MI,1985,546
383,VA,1986,547
383,VA,1987,547
383,VA,1988,547
383,VA,1989,547
119,CO,1990,548
119,CO,1991,548
119,CO,1992,548
119,CO,1993,548
131,WI,1994,549
131,WI,1995,549
131,WI,1996,549
131,WI,1997,549
131,WI,1998,549
131,WI,1999,549
131,WI,2000,549
131,WI,2001,549
131,WI,2002,549
131,WI,2003,549
131,WI,2004,549
131,WI,2005,549
131,WI,2006,549
131,WI,2007,549
131,WI,2008,549
131,WI,2009,549
131,WI,2010,549
131,WI,2011,549
131,WI,2012,549
131,WI,2013,549
131,WI,2014,549
131,WI,2015,549
486,WI,2016,550
255,MD,2017,551
255,MD,2018,551
255,,2019,552
492,ME,2020,553
412,AL,2021,554
412,AL,2022,554
412,AL,2023,554
129,PA,2024,555
129,PA,2025,555
129,PA,2026,555
129,PA,2027,555
138,MN,2028,556
58,MN,2029,557
58,,2030,558
58,MN,2031,557
25,IN,2032,559
25,IN,2033,559
25,IN,2034,559
25,IN,2035,559
25,IN,2036,559
25,IN,2037,559
25,IN,2038,559
25,IN,2039,559
25,IN,2040,559
25,,2041,560
25,,2042,560
25,IN,2043,559
25,,2044,560
25,IN,2045,559
25,IN,2046,559
25,IN,2047,559
25,IN,2048,559
25,IN,2049,559
25,IN,2050,559
25,IN,2051,559
25,IN,2052,559
25,IN,2053,559
25,IN,2054,559
25,IN,2055,559
25,IN,2056,559
25,IN,2057,559
25,IN,2058,559
25,IN,2059,559
25,,2060,560
25,IN,2061,559
25,IN,2062,559
25,IN,2063,559
25,IN,2064,559
25,IN,2065,559
25,IN,2066,559
25,IN,2067,559
25,IN,2068,559
25,IN,2069,559
455,VA,2070,561
455,VA,2071,561
61,MN,2072,562
61,,2073,563
61,MN,2074,562
61,MN,2075,562
61,MN,2076,562
61,MN,2077,562
61,MN,2078,562
61,MN,2079,562
61,MN,2080,562
61,MN,2081,562
61,MN,2082,562
61,MN,2083,562
61,MN,2084,562
447,FL,2085,564
447,FL,2086,564
447,FL,2087,564
447,FL,2088,564
447,FL,2089,564
381,PA,2090,565
49,GA,2091,566
49,GA,2092,566
49,GA,2093,566
49,GA,2094,566
449,CA,2095,567
449,CA,2096,567
449,CA,2097,567
449,CA,2098,567
449,CA,2099,567
449,CA,2100,567
449,CA,2101,567
449,CA,2102,567
45,KS,2103,568
45,KS,2104,568
45,KS,2105,568
45,KS,2106,568
45,KS,2107,568
45,KS,2108,568
45,KS,2109,568
45,KS,2110,568
45,KS,2111,568
45,,2112,569
45,KS,2113,568
45,KS,2114,568
45,KS,2115,568
45,KS,2116,568
45,KS,2117,568
45,KS,2118,568
45,KS,2119,568
45,KS,2120,568
409,MT,2121,570
409,MT,2122,570
490,FL,2123,571
490,FL,2124,571
7,MI,2125,572
7,MI,2126,572
7,MI,2127,572
28,IN,2128,573
480,CO,2129,574
480,CO,2130,574
480,CO,2131,574
210,,2132,575
210,IL,2133,576
210,IL,2134,576
469,,2135,577
215,TX,2136,578
215,TX,2137,578
215,TX,2138,578
215,TX,2139,578
272,VT,2140,579
272,VT,2141,579
272,VT,2142,579
272,,2143,580
272,VT,2144,579
272,VT,2145,579
457,WY,2146,581
457,WY,2147,581
457,WY,2148,581
457,WY,2149,581
262,MD,2150,582
262,MD,2151,582
262,MD,2152,582
329,NY,2153,583
329,NY,2154,583
329,NY,2155,583
33,CA,2156,584
33,CA,2157,584
33,CA,2158,584
33,CA,2159,584
33,CA,2160,584
328,VT,2161,585
90,PA,2162,586
484,NY,2163,587
9,MI,2164,588
438,MI,2165,589
438,MI,2166,589
438,MI,2167,589
334,VT,2168,590
142,MN,2169,591
142,MN,2170,591
142,MN,2171,591
142,MN,2172,591
108,CT,2173,592
153,OR,2174,593
153,OR,2175,593
153,OR,2176,593
273,VA,2177,594
273,VA,2178,594
21,IN,2179,595
21,IN,2180,595
21,IN,2181,595
21,IN,2182,595
282,NE,2183,596
282,NE,2184,596
282,NE,2185,596
282,,2186,597
17,IN,2187,598
17,IN,2188,598
17,IN,2189,598
17,IN,2190,598
17,IN,2191,598
17,IN,2192,598
17,IN,2193,598
17,IN,2194,598
17,,2195,599
152,LA,2196,600
152,LA,2197,600
152,LA,2198,600
152,LA,2199,600
152,LA,2200,600
152,LA,2201,600
152,LA,2202,600
291,CO,2203,601
291,,2204,602
474,MN,2205,603
474,MN,2206,603
265,NM,2207,604
265,NM,2208,604
265,NM,2209,604
524,NC,2210,605
524,NC,2211,605
524,NC,2212,605
97,PA,2213,606
97,PA,2214,606
97,PA,2215,606
97,PA,2216,606
97,,2217,607
539,DE,2218,608
520,CO,2219,609
38,TX,2220,610
38,TX,2221,610
38,TX,2222,610
190,WA,2223,611
190,WA,2224,611
190,WA,2225,611
190,WA,2226,611
190,WA,2227,611
190,WA,2228,611
190,WA,2229,611
190,WA,2230,611
190,WA,2231,611
190,WA,2232,611
190,WA,2233,611
190,WA,2234,611
74,IL,2235,612
74,IL,2236,612
74,IL,2237,612
74,IL,2238,612
74,IL,2239,612
74,IL,2240,612
74,IL,2241,612
74,IL,2242,612
74,IL,2243,612
74,IL,2244,612
243,FL,2245,613
435,CT,2246,614
435,CT,2247,614
435,CT,2248,614
435,CT,2249,614
435,CT,2250,614
159,UT,2251,615
159,UT,2252,615
159,UT,2253,615
159,UT,2254,615
159,UT,2255,615
159,UT,2256,615
159,UT,2257,615
159,UT,2258,615
159,UT,2259,615
555,CA,2260,616
126,TX,2261,617
126,TX,2262,617
338,MI,2263,618
338,MI,2264,618
338,MI,2265,618
522,CA,2266,619
522,CA,2267,619
522,CA,2268,619
522,CA,2269,619
522,,2270,620
71,MD,2271,621
71,MD,2272,621
71,MD,2273,621
71,MD,2274,621
202,IN,2275,622
202,IN,2276,622
202,IN,2277,622
51,CO,2278,623
51,CO,2279,623
51,CO,2280,623
51,CO,2281,623
51,CO,2282,623
51,CO,2283,623
51,CO,2284,623
51,CO,2285,623
51,,2286,624
51,CO,2287,623
51,CO,2288,623
51,CO,2289,623
51,CO,2290,623
51,CO,2291,623
51,CO,2292,623
51,,2293,624
51,CO,2294,623
51,CO,2295,623
546,NY,2296,625
546,NY,2297,625
302,UT,2298,626
302,UT,2299,626
302,UT,2300,626
302,UT,2301,626
302,UT,2302,626
302,UT,2303,626
302,UT,2304,626
302,UT,2305,626
185,MI,2306,627
185,MI,2307,627
185,MI,2308,627
185,MI,2309,627
185,MI,2310,627
113,PA,2311,628
322,PA,2312,629
322,PA,2313,629
322,,2314,630
322,PA,2315,629
322,PA,2316,629
322,PA,2317,629
295,MA,2318,631
295,,2319,632
295,MA,2320,631
295,MA,2321,631
295,MA,2322,631
295,MA,2323,631
295,MA,2324,631
295,MA,2325,631
295,MA,2326,631
295,MA,2327,631
295,MA,2328,631
506,IN,2329,633
94,OH,2330,634
94,OH,2331,634
94,OH,2332,634
94,OH,2333,634
100,KY,2334,635
100,KY,2335,635
100,KY,2336,635
100,KY,2337,635
384,SC,2338,636
384,SC,2339,636
384,SC,2340,636
384,SC,2341,636
351,MA,2342,637
351,MA,2343,637
351,MA,2344,637
132,MO,2345,638
132,MO,2346,638
132,MO,2347,638
132,MO,2348,638
132,MO,2349,638
132,MO,2350,638
132,MO,2351,638
47,NH,2352,639
47,NH,2353,639
47,NH,2354,639
47,NH,2355,639
396,MI,2356,640
296,OR,2357,641
296,OR,2358,641
296,OR,2359,641
361,IL,2360,642
361,IL,2361,642
361,IL,2362,642
361,IL,2363,642
361,,2364,643
361,IL,2365,642
361,IL,2366,642
361,IL,2367,642
361,IL,2368,642
361,IL,2369,642
181,,2370,644
181,VA,2371,645
181,VA,2372,645
181,VA,2373,645
499,MT,2374,646
499,MT,2375,646
499,,2376,647
550,WY,2377,648
550,WY,2378,648
509,WA,2379,649
509,WA,2380,649
211,WI,2381,650
211,WI,2382,650
211,WI,2383,650
211,WI,2384,650
239,TN,2385,651
239,TN,2386,651
239,TN,2387,651
14,MI,2388,652
14,MI,2389,652
344,VA,2390,653
402,MI,2391,654
501,VT,2392,655
109,,2393,656
109,NH,2394,657
339,MA,2395,658
199,OR,2396,659
199,OR,2397,659
199,OR,2398,659
199,OR,2399,659
199,OR,2400,659
424,CO,2401,660
424,CO,2402,660
424,CO,2403,660
424,CO,2404,660
424,CO,2405,660
424,CO,2406,660
424,CO,2407,660
424,CO,2408,660
424,CO,2409,660
