act_dep_time,sched_arr_time,original_index,unique_index
,Thu  6:55,807,353
,,808,348
,Thu  10:35,809,354
,Thu  12:18,810,355
7:16 a.m.,9:40 a.m.,811,0
7:14 p.m.,,812,356
6:54 a.m.,9:25 a.m.,813,3
8:29 a.m.,11:55 a.m.,814,276
8:42 a.m.,,815,357
,10:30 p.m.,816,219
12:11 p.m.,3:15 p.m.,817,24
3:28 p.m.,5:05 p.m.,818,279
11:32 a.m.,,819,358
10:33 a.m.,,820,359
,6:55 a.m.  Fri 02-Dec-2011,821,360
5:56 a.m.,,822,361
12:41 a.m.,,823,362
3:58 p.m.,6:46 p.m.,824,284
7:29 a.m.,,825,363
10:19 a.m.,,826,80
10:10 a.m.,12:35 p.m.,827,15
8:12 a.m.,,828,364
7:25 a.m.,9:55 a.m.,829,6
4:29 p.m.,7:55 p.m.,830,7
10:55 a.m.,,831,140
2:48 p.m.,,832,365
8:00 a.m.,,833,366
2:46 p.m.,,834,367
12:12 p.m.,3:50 p.m.,835,8
11:56 a.m.,,836,368
6:08 a.m.,9:20 a.m.,837,9
11:30 a.m.,4:57 p.m.,838,291
6:02 a.m.,,839,369
8:40 a.m.,,840,370
10:18 a.m.,12:10 p.m.,841,12
2:04 p.m.,2:35 p.m.,842,14
7:49 a.m.,,843,371
12:35 p.m.,,844,372
12:13 p.m.,,845,74
2:26 p.m.,6:15 p.m.,846,313
11:51 a.m.,1:45 p.m.,847,295
5:22 p.m.,,848,373
8:25 p.m.,,849,374
11:05 a.m.,2:45 p.m.,850,20
1:32 p.m.,,851,375
3:36 p.m.,,852,173
7:21 a.m.,10:35 a.m.,853,22
,7:25 p.m.,854,2
6:55 p.m.,9:10 p.m.,855,23
,12:21 a.m.  Fri 02-Dec-2011,856,376
2:10 p.m.,,857,377
9:14 a.m.,12:18 p.m.,858,301
6:56 a.m.,7:30 a.m.,859,25
7:30 a.m.,9:35 a.m.,860,26
5:08 p.m.,,861,378
4:28 p.m.,6:23 p.m.,862,302
4:15 p.m.,,863,379
8:23 p.m.,9:45 p.m.,864,28
10:20 a.m.,,865,380
7:07 a.m.,,866,381
11:01 a.m.,,867,382
1:31 p.m.,4:31 p.m.,868,306
12:41 p.m.,2:45 p.m.,869,4
1:48 p.m.,,870,109
,5:50 a.m.  Fri 02-Dec-2011,871,383
,12:29 a.m.  Fri 02-Dec-2011,872,384
,12:15 a.m.  Fri 02-Dec-2011,873,385
,11:50 p.m.,874,33
7:22 a.m.,10:34 a.m.,875,34
8:51 a.m.,11:50 a.m.,876,35
8:26 a.m.,,877,67
,3:50 p.m.,878,36
3:01 p.m.,,879,386
7:27 a.m.,,880,387
,5:11 a.m.,881,316
,6:40 p.m.,882,264
1:32 p.m.,,883,375
11:15 a.m.,,884,388
8:39 p.m.,,885,389
2:52 p.m.,,886,390
2:48 p.m.,,887,365
9:16 a.m.,,888,391
2:44 p.m.,4:05 p.m.,889,38
3:27 p.m.,5:55 p.m.,890,39
7:22 a.m.,11:35 a.m.,891,40
12:10 p.m.,2:15 p.m.,892,41
8:04 a.m.,11:05 a.m.,893,11
8:52 a.m.,,894,117
1:19 p.m.,2:35 p.m.,895,42
8:56 a.m.,,896,206
3:36 p.m.,6:30 p.m.,897,44
8:04 a.m.,8:00 a.m.,898,13
11:40 a.m.,,899,392
4:12 p.m.,6:40 p.m.,900,46
11:52 a.m.,2:25 p.m.,901,19
7:39 a.m.,11:10 a.m.,902,17
3:31 p.m.,,903,393
11:43 a.m.,6:17 p.m.,904,322
10:54 a.m.,12:55 p.m.,905,30
6:57 a.m.,7:45 a.m.,906,18
3:58 p.m.,7:05 p.m.,907,323
6:10 a.m.,6:40 a.m.,908,48
7:39 a.m.,10:45 a.m.,909,49
7:31 a.m.,3:30 p.m.,910,47
7:16 a.m.,9:40 a.m.,911,0
6:56 p.m.,7:25 p.m.,912,220
,9:54 a.m.,913,218
12:14 p.m.,,914,84
,7:23 a.m.,915,225
,5:35 a.m.,916,62
7:56 a.m.,,917,156
,1:16 p.m.,918,65
,9:55 a.m.,919,228
,7:03 p.m.,920,71
6:09 a.m.,9:20 a.m.,921,164
10:19 a.m.,12:10 p.m.,922,167
2:04 p.m.,2:35 p.m.,923,14
6:57 a.m.,7:45 a.m.,924,18
12:56 p.m.,,925,83
4:02 p.m.,,926,209
10:11 a.m.,12:35 p.m.,927,158
11:52 a.m.,2:25 p.m.,928,19
11:06 a.m.,2:45 p.m.,929,171
6:55 p.m.,9:10 p.m.,930,23
12:12 p.m.,3:15 p.m.,931,150
7:15 p.m. (Estimated),12:21 a.m.,932,299
,12:18 p.m.,933,98
4:46 p.m.,6:23 p.m.,934,182
4:37 p.m.,,935,104
,9:45 p.m.,936,242
,6:44 p.m.,937,106
7:31 a.m.,,938,100
11:02 a.m.,2:59 p.m.,939,184
1:48 p.m.,4:31 p.m.,940,185
1:48 p.m.,4:17 p.m.,941,307
4:28 p.m. (Estimated runway),12:29 a.m.,942,309
8:29 p.m. (Estimated runway),11:50 p.m.,943,311
8:52 a.m.,11:50 a.m.,944,193
2:43 p.m.,6:15 p.m.,945,168
,9:24 a.m.,946,250
,5:11 a.m.Dec 02,947,196
,6:09 p.m.,948,197
,8:27 a.m.,949,252
11:47 a.m.,,950,125
8:39 p.m.,9:20 p.m.,951,37
9:43 a.m.,,952,199
8:18 a.m.,,953,161
7:23 a.m.,11:35 a.m.,954,201
,5:00 p.m.,955,258
,9:43 a.m.,956,251
12:11 p.m.,2:15 p.m.,957,202
,11:05 a.m.,958,260
,11:53 a.m.,959,132
8:07 a.m.,,960,82
3:38 p.m.,6:30 p.m.,961,207
,5:25 p.m.,962,222
,6:40 p.m.,963,264
9:01 a.m.,,964,148
10:55 a.m.,12:55 p.m.,965,211
6:10 a.m.,6:40 a.m.,966,48
7:40 a.m.,10:45 a.m.,967,215
7:32 a.m.,3:30 p.m.,968,216
7:16 a.m.,9:30 a.m.,969,394
6:56 a.m.,6:50 a.m.,970,395
7:31 a.m.,9:00 a.m.,971,396
6:47 p.m.,7:08 p.m.,972,397
7:39 a.m.,10:43 a.m.,973,398
11:45 a.m.,4:37 p.m.,974,399
8:51 a.m.,9:34 a.m.,975,400
1:48 p.m.,4:20 p.m.,976,401
1:19 p.m.,2:17 p.m.,977,402
8:29 p.m.,11:31 p.m.,978,403
7:25 p.m.,11:52 p.m.,979,404
5:38 p.m.,8:04 p.m.,980,405
4:12 p.m.,6:30 p.m.,981,406
7:27 p.m.,8:46 p.m.,982,407
7:21 a.m.,10:18 a.m.,983,408
3:36 p.m.,3:50 p.m.,984,409
6:10 a.m.,6:30 a.m.,985,410
7:39 a.m.,10:09 a.m.,986,411
6:56 p.m.,9:00 p.m.,987,412
3:36 p.m.,5:57 p.m.,988,413
7:02 a.m.,9:40 a.m.,989,414
6:40 a.m.,9:25 a.m.,990,415
8:48 a.m.,Not Available,991,416
9:00 a.m.,Not Available,992,417
7:45 p.m.,10:30 p.m.,993,418
Not Available,7:25 p.m.,994,175
11:54 a.m.,3:15 p.m.,995,419
Contact Airline,5:05 p.m.,996,420
11:20 a.m.,5:25 p.m.,997,421
Not Available,Dec 02 6:55 a.m.,998,422
6:09 a.m.,Not Available,999,423
12:10 p.m.,2:45 p.m.,1000,424
Contact Airline,6:46 p.m.,1001,425
7:04 a.m.,9:55 a.m.,1002,426
8:24 a.m.,Not Available,1003,427
4:16 p.m.,7:55 p.m.,1004,428
2:48 p.m.,7:03 p.m.,1005,288
11:54 a.m.,3:50 p.m.,1006,429
5:58 a.m.,9:20 a.m.,1007,430
Contact Airline,4:57 p.m.,1008,431
6:02 a.m.,10:20 a.m.,1009,292
8:40 a.m.,10:54 a.m.,1010,293
10:42 a.m.,2:20 p.m.,1011,432
7:51 a.m.,11:05 a.m.,1012,433
10:10 a.m.,12:10 p.m.,1013,434
7:28 a.m.,8:00 a.m.,1014,435
1:48 p.m.,2:35 p.m.,1015,436
9:59 a.m.,12:35 p.m.,1016,437
11:47 a.m.,2:00 p.m.,1017,438
Contact Airline,1:45 p.m.,1018,439
7:22 a.m.,11:10 a.m.,1019,440
11:33 a.m.,2:25 p.m.,1020,441
10:46 a.m.,2:45 p.m.,1021,442
7:08 a.m.,10:35 a.m.,1022,443
8:00 a.m.,11:35 a.m.,1023,298
6:40 p.m.,9:10 p.m.,1024,444
Contact Airline,Dec 02 12:21 a.m.,1025,445
2:37 p.m.,Not Available,1026,446
9:14 a.m.,12:18 p.m.,1027,301
5:59 a.m.,7:30 a.m.,1028,447
7:10 a.m.,9:35 a.m.,1029,448
Contact Airline,6:23 p.m.,1030,449
8:01 p.m.,9:45 p.m.,1031,450
Contact Airline,10:31 a.m.,1032,451
10:47 a.m.,2:59 p.m.,1033,452
1:47 p.m.,Not Available,1034,453
Not Available,Dec 02 5:50 a.m.,1035,454
Not Available,12:29 a.m.,1036,455
Not Available,Dec 02 12:15 a.m.,1037,456
Not Available,11:50 p.m.,1038,191
6:56 a.m.,10:34 a.m.,1039,457
8:31 a.m.,11:50 a.m.,1040,458
2:42 p.m.,Not Available,1041,459
8:35 a.m.,Not Available,1042,460
Not Available,3:50 p.m.,1043,194
3:01 p.m.,4:48 p.m.,1044,315
7:41 a.m.,Not Available,1045,461
1:50 p.m.,Not Available,1046,462
Contact Airline,1:40 p.m.,1047,463
8:30 p.m.,9:20 p.m.,1048,464
Contact Airline,4:53 p.m.,1049,465
Contact Airline,7:03 p.m.,1050,466
2:32 p.m.,4:05 p.m.,1051,467
3:00 p.m.,5:55 p.m.,1052,468
7:10 a.m.,11:35 a.m.,1053,469
Contact Airline,5:00 p.m.,1054,470
12:01 p.m.,2:15 p.m.,1055,471
Contact Airline,11:53 a.m.,1056,472
1:06 p.m.,2:35 p.m.,1057,473
8:07 a.m.,Not Available,1058,474
8:32 a.m.,10:40 a.m.,1059,475
3:09 p.m.,6:30 p.m.,1060,476
3:52 p.m.,6:40 p.m.,1061,477
3:31 p.m.,4:49 p.m.,1062,321
Contact Airline,6:17 p.m.,1063,478
10:35 a.m.,12:55 p.m.,1064,479
7:05 a.m.,3:30 p.m.,1065,480
6:41 a.m.,7:45 a.m.,1066,481
3:58 p.m.,7:05 p.m.,1067,323
5:56 a.m.,6:40 a.m.,1068,482
7:14 a.m.,10:45 a.m.,1069,483
7:16 a.m.,9:40 a.m.,1070,0
7:42 p.m.,,1071,146
6:54 a.m.,9:25 a.m.,1072,3
8:49 a.m.,11:55 a.m.,1073,147
9:01 a.m.,,1074,148
7:59 p.m.,10:30 p.m.,1075,149
12:12 p.m.,3:15 p.m.,1076,150
3:50 p.m.,5:05 p.m.,1077,151
12:37 p.m.,,1078,152
10:53 a.m.,,1079,59
,6:55 a.m. Dec 02,1080,269
6:10 a.m.,,1081,61
12:58 a.m.,,1082,154
4:10 p.m.,6:46 p.m.,1083,155
7:56 a.m.,,1084,156
10:35 a.m.,,1085,157
10:11 a.m.,12:35 p.m.,1086,158
8:26 a.m.,,1087,67
7:25 a.m.,9:55 a.m.,1088,6
4:30 p.m.,7:55 p.m.,1089,159
10:55 a.m.,,1090,140
2:59 p.m.,,1091,160
8:18 a.m.,,1092,161
3:04 p.m.,,1093,73
12:13 p.m.,3:50 p.m.,1094,162
12:06 p.m.,,1095,163
6:09 a.m.,9:20 a.m.,1096,164
11:45 a.m.,4:57 p.m.,1097,165
6:17 a.m.,,1098,166
9:01 a.m.,,1099,148
10:19 a.m.,12:10 p.m.,1100,167
2:04 p.m.,2:35 p.m.,1101,14
8:07 a.m.,,1102,82
12:56 p.m.,,1103,83
12:14 p.m.,,1104,84
2:43 p.m.,6:15 p.m.,1105,168
12:08 p.m.,1:45 p.m.,1106,169
5:38 p.m.,,1107,123
8:36 p.m.,,1108,170
11:06 a.m.,2:45 p.m.,1109,171
1:43 p.m.,,1110,90
3:36 p.m.,,1111,173
7:22 a.m.,10:35 a.m.,1112,174
,7:25 p.m.,1113,2
6:56 p.m.,9:10 p.m.,1114,176
,12:21 a.m. Dec 02,1115,270
2:38 p.m.,,1116,178
9:58 a.m.,12:18 p.m.,1117,179
6:57 a.m.,7:30 a.m.,1118,180
7:31 a.m.,9:35 a.m.,1119,181
5:09 p.m.,,1120,101
4:46 p.m.,6:23 p.m.,1121,182
4:37 p.m.,,1122,104
8:23 p.m.,9:45 p.m.,1123,28
10:37 a.m.,,1124,183
7:31 a.m.,,1125,100
11:02 a.m.,2:59 p.m.,1126,184
1:48 p.m.,4:31 p.m.,1127,185
12:42 p.m.,2:45 p.m.,1128,186
2:01 p.m.,,1129,187
,5:50 a.m. Dec 02,1130,271
,12:29 a.m. Dec 02,1131,272
,12:15 a.m. Dec 02,1132,273
,11:50 p.m.,1133,33
7:23 a.m.,10:34 a.m.,1134,192
8:52 a.m.,11:50 a.m.,1135,193
8:37 a.m.,,1136,118
,3:50 p.m.,1137,36
3:17 p.m.,,1138,195
7:41 a.m.,,1139,121
,5:11 a.m.Dec 02,1140,196
,6:40 p.m.,1141,264
1:45 p.m.,,1142,274
11:47 a.m.,,1143,125
8:40 p.m.,,1144,126
3:04 p.m.,,1145,73
2:59 p.m.,,1146,160
9:43 a.m.,,1147,199
2:44 p.m.,4:05 p.m.,1148,38
3:28 p.m.,5:55 p.m.,1149,200
7:23 a.m.,11:35 a.m.,1150,201
12:11 p.m.,2:15 p.m.,1151,202
8:05 a.m.,11:05 a.m.,1152,203
9:05 a.m.,,1153,204
1:20 p.m.,2:35 p.m.,1154,205
8:56 a.m.,,1155,206
3:38 p.m.,6:30 p.m.,1156,207
8:04 a.m.,8:00 a.m.,1157,13
11:41 a.m.,,1158,58
4:12 p.m.,6:40 p.m.,1159,46
11:52 a.m.,2:25 p.m.,1160,19
7:40 a.m.,11:10 a.m.,1161,208
4:02 p.m.,,1162,209
11:55 a.m.,6:17 p.m.,1163,210
10:55 a.m.,12:55 p.m.,1164,211
6:58 a.m.,7:45 a.m.,1165,212
4:15 p.m.,7:05 p.m.,1166,213
6:11 a.m.,6:40 a.m.,1167,214
7:40 a.m.,10:45 a.m.,1168,215
7:32 a.m.,3:30 p.m.,1169,216
,9:40 a.m.,1170,217
6:54 a.m.,9:25 a.m.,1171,3
7:42 p.m.,,1172,146
,9:54 a.m.,1173,218
,10:30 p.m.,1174,219
6:10 a.m.,,1175,61
8:26 a.m.,,1176,67
7:25 a.m.,9:55 a.m.,1177,6
,7:55 p.m.,1178,230
5:38 p.m.,,1179,123
6:09 a.m.,9:20 a.m.,1180,164
,4:57 p.m.,1181,231
,2:20 p.m.,1182,232
10:19 a.m.,12:10 p.m.,1183,167
6:57 a.m.,7:45 a.m.,1184,18
12:42 p.m.,2:45 p.m.,1185,186
12:56 p.m.,,1186,83
12:08 p.m.,1:45 p.m.,1187,169
11:06 a.m.,2:45 p.m.,1188,171
,4:52 p.m.,1189,172
3:36 p.m.,4:00 p.m.,1190,21
,9:10 p.m.,1191,236
Not Available,12:21 a.m. Dec 02,1192,177
2:38 p.m.,,1193,178
9:14 a.m.,12:18 p.m.,1194,301
8:23 p.m.,9:45 p.m.,1195,28
,6:44 p.m.,1196,106
11:01 a.m.,2:59 p.m.,1197,29
,4:31 p.m.,1198,244
12:10 a.m. (Estimated runway),5:50 a.m.,1199,308
2:43 p.m.,6:15 p.m.,1200,168
8:26 a.m.,9:24 a.m.,1201,314
3:17 p.m.,,1202,195
7:41 a.m.,,1203,121
,5:11 a.m.,1204,316
,6:09 p.m.,1205,197
11:47 a.m.,,1206,125
3:04 p.m.,,1207,73
9:43 a.m.,,1208,199
2:44 p.m.,4:05 p.m.,1209,38
7:23 a.m.,11:35 a.m.,1210,201
Not Available,12:29 a.m. Dec 02,1211,189
,2:15 p.m.,1212,259
,11:05 a.m.,1213,260
,11:53 a.m.,1214,132
1:19 p.m.,2:35 p.m.,1215,42
7:49 a.m.,1:39 p.m.,1216,320
3:38 p.m.,6:30 p.m.,1217,207
6:56 p.m.,7:25 p.m.,1218,220
,5:25 p.m.,1219,222
,6:40 p.m.,1220,264
,6:40 a.m.,1221,267
7:40 a.m.,10:45 a.m.,1222,215
7:16 a.m.,,1223,50
,10:15 p.m.,1224,51
6:54 a.m.,,1225,52
8:48 a.m.,,1226,53
9:00 a.m.,,1227,54
7:59 p.m.,,1228,55
3:50 p.m.,,1229,56
,2:50 p.m.,1230,57
11:41 a.m.,,1231,58
10:53 a.m.,,1232,59
11:29 p.m.,,1233,60
6:10 a.m.,,1234,61
,5:35 a.m.,1235,62
4:10 p.m.,,1236,63
,9:21 a.m.,1237,64
,1:16 p.m.,1238,65
10:11 a.m.,,1239,66
8:26 a.m.,,1240,67
7:25 a.m.,,1241,68
4:29 p.m.,,1242,69
10:54 a.m.,,1243,70
,7:03 p.m.,1244,71
,11:35 a.m.,1245,72
3:04 p.m.,,1246,73
12:13 p.m.,,1247,74
,1:17 p.m.,1248,75
6:09 a.m.,,1249,76
11:45 a.m.,,1250,77
,10:20 a.m.,1251,78
,10:54 a.m.,1252,79
10:19 a.m.,,1253,80
2:03 p.m.,,1254,81
8:07 a.m.,,1255,82
12:56 p.m.,,1256,83
12:14 p.m.,,1257,84
2:43 p.m.,,1258,85
12:07 p.m.,,1259,86
,8:22 p.m.,1260,87
,8:56 p.m.,1261,88
11:06 a.m.,,1262,89
1:43 p.m.,,1263,90
,4:00 p.m.,1264,91
7:22 a.m.,,1265,92
6:47 p.m.,,1266,93
6:56 p.m.,,1267,94
12:12 p.m.,,1268,95
,12/2/11 12:21 a.m.,1269,96
2:04 p.m.,,1270,97
,12:18 p.m.,1271,98
6:57 a.m.,,1272,99
7:31 a.m.,,1273,100
5:09 p.m.,,1274,101
7:39 a.m.,,1275,102
4:44 p.m.,,1276,103
4:37 p.m.,,1277,104
8:23 p.m.,,1278,105
,6:44 p.m.,1279,106
7:30 a.m.,,1280,107
11:02 a.m.,,1281,108
1:48 p.m.,,1282,109
12:42 p.m.,,1283,110
,4:17 p.m.,1284,111
12:11 a.m.,,1285,112
4:28 p.m.,,1286,113
9:06 p.m.,,1287,114
8:29 p.m.,,1288,115
7:23 a.m.,,1289,116
8:52 a.m.,,1290,117
8:37 a.m.,,1291,118
1:41 p.m.,,1292,119
,4:48 p.m.,1293,120
7:41 a.m.,,1294,121
,12/2/11 5:11 a.m.,1295,122
5:38 p.m.,,1296,123
1:50 p.m. (+8:00),,1297,124
11:47 a.m.,,1298,125
8:40 p.m.,,1299,126
3:04 p.m.,,1300,73
,7:03 p.m.,1301,71
,11:45 a.m.,1302,127
2:44 p.m.,,1303,128
3:28 p.m.,,1304,129
7:22 a.m.,,1305,92
12:11 p.m.,,1306,130
8:04 a.m.,,1307,131
,11:53 a.m.,1308,132
1:20 p.m.,,1309,133
8:55 a.m.,,1310,134
3:38 p.m.,,1311,135
8:04 a.m.,,1312,131
4:12 p.m.,,1313,136
11:52 a.m.,,1314,137
,4:49 p.m.,1315,138
11:55 a.m.,,1316,139
10:55 a.m.,,1317,140
6:58 a.m.,,1318,141
,7:05 p.m.,1319,142
6:11 a.m.,,1320,143
7:40 a.m.,,1321,144
7:32 a.m.,,1322,145
7:02aDec 1,9:40aDec 1,1323,484
7:14 p.m.,10:15 p.m.,1324,275
6:40aDec 1,9:25aDec 1,1325,485
8:48aDec 1,11:55aDec 1,1326,486
,9:54aDec 1,1327,487
7:45 p.m.,10:30 p.m.,1328,418
11:54aDec 1,3:15 p.m.,1329,488
3:28 p.m.,5:05 p.m.,1330,279
11:37aDec 1,2:50 p.m.,1331,489
,11:19aDec 1,1332,490
,6:55aDec 2,1333,491
6:09aDec 1,7:23aDec 1,1334,492
12:41aDec 1,5:35aDec 1,1335,493
3:58 p.m.,6:46 p.m.,1336,284
,9:21aDec 2,1337,494
10:19aDec 1,1:16 p.m.,1338,495
9:59aDec 1,12:35 p.m.,1339,496
8:12aDec 1,10:06aDec 1,1340,497
7:04aDec 1,9:55aDec 1,1341,498
4:16 p.m.,7:55 p.m.,1342,428
10:42aDec 1,2:20 p.m.,1343,499
2:48 p.m.,7:03 p.m.,1344,288
8:00aDec 1,11:35aDec 1,1345,500
2:46 p.m.,5:00 p.m.,1346,312
11:54aDec 1,3:50 p.m.,1347,501
11:56aDec 1,1:17 p.m.,1348,502
5:58aDec 1,9:20aDec 1,1349,503
11:30aDec 1,4:57 p.m.,1350,504
6:02aDec 1,10:20aDec 1,1351,505
8:40aDec 1,10:54aDec 1,1352,506
10:10aDec 1,12:10 p.m.,1353,507
1:48 p.m.,2:35 p.m.,1354,436
7:49aDec 1,1:39 p.m.,1355,508
12:35 p.m.,3:03 p.m.,1356,509
11:47aDec 1,2:00 p.m.,1357,510
2:42 p.m.,6:15 p.m.,1358,511
11:51aDec 1,1:45 p.m.,1359,512
5:22 p.m.,8:22 p.m.,1360,289
8:25 p.m.,10:48 p.m.,1361,513
10:46aDec 1,2:45 p.m.,1362,514
1:32 p.m.,5:15 p.m.,1363,297
3:27 p.m.,4:00 p.m.,1364,515
7:08aDec 1,10:35aDec 1,1365,516
,7:25 p.m.,1366,2
6:40 p.m.,9:10 p.m.,1367,444
,12:21aDec 2,1368,517
2:37 p.m.,7:53 p.m.,1369,518
9:14aDec 1,12:18 p.m.,1370,519
5:59aDec 1,7:30aDec 1,1371,520
7:10aDec 1,9:35aDec 1,1372,521
4:56 p.m.,8:05 p.m.,1373,522
4:28 p.m.,6:23 p.m.,1374,302
4:15 p.m.,7:35 p.m.,1375,303
8:01 p.m.,9:45 p.m.,1376,450
10:20aDec 1,6:44 p.m.,1377,523
7:07aDec 1,10:31aDec 1,1378,524
10:47aDec 1,2:59 p.m.,1379,525
1:31 p.m.,4:31 p.m.,1380,306
12:10 p.m.,2:45 p.m.,1381,424
1:48 p.m.,4:17 p.m.,1382,307
,5:50aDec 2,1383,526
,12:29aDec 2,1384,527
,12:15aDec 2,1385,528
,11:50 p.m.,1386,33
6:56aDec 1,10:34aDec 1,1387,529
8:31aDec 1,11:50aDec 1,1388,530
,3:50 p.m.,1389,36
3:01 p.m.,4:48 p.m.,1390,315
7:27aDec 1,9:43aDec 1,1391,531
,5:11aDec 2,1392,532
,6:40 p.m.,1393,264
1:32 p.m.,8:27aDec 1,1394,533
11:15aDec 1,1:40 p.m.,1395,534
8:30 p.m.,9:18 p.m.,1396,535
2:52 p.m.,4:53 p.m.,1397,319
2:48 p.m.,7:03 p.m.,1398,288
9:16aDec 1,12:05 p.m.,1399,536
2:32 p.m.,4:05 p.m.,1400,467
3:00 p.m.,5:55 p.m.,1401,468
7:10aDec 1,11:35aDec 1,1402,537
12:01 p.m.,2:15 p.m.,1403,471
7:51aDec 1,11:05aDec 1,1404,538
8:52aDec 1,11:53aDec 1,1405,539
1:06 p.m.,2:35 p.m.,1406,473
8:32aDec 1,10:40aDec 1,1407,540
3:09 p.m.,6:30 p.m.,1408,476
7:28aDec 1,8:00aDec 1,1409,541
11:20aDec 1,5:25 p.m.,1410,542
3:52 p.m.,6:40 p.m.,1411,477
11:33aDec 1,2:25 p.m.,1412,543
7:22aDec 1,11:10aDec 1,1413,544
3:31 p.m.,4:49 p.m.,1414,321
11:43aDec 1,6:17 p.m.,1415,545
10:35aDec 1,12:55 p.m.,1416,546
6:41aDec 1,7:45aDec 1,1417,547
3:58 p.m.,7:05 p.m.,1418,323
5:56aDec 1,6:40aDec 1,1419,548
7:14aDec 1,10:45aDec 1,1420,549
7:05aDec 1,3:30 p.m.,1421,550
,3:50 p.m.,1422,36
,9:24 a.m.,1423,250
,,1424,348
,4:31 p.m.,1425,244
7:14 p.m.,10:15 p.m.,1426,275
7:29 a.m.,9:21 a.m.,1427,285
11:56 a.m.,1:17 p.m.,1428,290
6:02 a.m.,10:20 a.m.,1429,292
7:15 p.m.,12:21 a.m.,1430,551
12:41 a.m.,5:35 a.m.,1431,283
8:40 a.m.,10:54 a.m.,1432,293
11:32 a.m.,2:50 p.m.,1433,280
3:31 p.m.,4:49 p.m.,1434,321
2:48 p.m.,7:03 p.m.,1435,288
9:14 a.m.,12:18 p.m.,1436,301
10:20 a.m.,6:44 p.m.,1437,304
10:19 a.m.,1:16 p.m.,1438,286
3:01 p.m.,4:48 p.m.,1439,315
8:25 p.m.,8:56 p.m.,1440,296
5:30 p.m.,6:40 p.m.,1441,552
3:58 p.m.,7:05 p.m.,1442,323
5:22 p.m.,8:22 p.m.,1443,289
8:00 a.m.,11:35 a.m.,1444,298
6:56 a.m.,7:30 a.m.,1445,25
2:44 p.m.,4:05 p.m.,1446,38
10:19 a.m.,1:16 p.m.,1447,286
3:27 p.m.,5:55 p.m.,1448,39
4:28 p.m.,6:23 p.m.,1449,302
6:02 a.m.,10:20 a.m.,1450,292
4:15 p.m.,7:35 p.m.,1451,303
8:42 a.m.,9:54 a.m.,1452,277
1:19 p.m.,2:35 p.m.,1453,42
7:21 a.m.,10:35 a.m.,1454,22
1:31 p.m.,4:31 p.m.,1455,306
12:41 p.m.,2:45 p.m.,1456,4
12:41 a.m.,5:35 a.m.,1457,283
11:32 a.m.,2:50 p.m.,1458,280
4:28 p.m. (Estimated runway),12:29 a.m.,1459,309
8:04 a.m.,8:00 a.m.,1460,13
9:06 p.m. (Estimated runway),12:15 a.m.,1461,310
4:12 p.m.,6:40 p.m.,1462,46
8:51 a.m.,11:50 a.m.,1463,35
7:58 p.m.,10:30 p.m.,1464,1
8:26 a.m.,9:24 a.m.,1465,314
11:43 a.m.,6:17 p.m.,1466,322
2:46 p.m.,5:00 p.m.,1467,312
10:20 a.m.,6:44 p.m.,1468,304
3:01 p.m.,4:48 p.m.,1469,315
7:25 a.m.,9:55 a.m.,1470,6
11:05 a.m.,2:45 p.m.,1471,20
8:56 a.m.,10:40 a.m.,1472,43
8:39 p.m.,9:20 p.m.,1473,37
6:10 a.m.,6:40 a.m.,1474,48
7:39 a.m.,10:45 a.m.,1475,49
2:48 p.m.,7:03 p.m.,1476,288
10:10 a.m.,12:35 p.m.,1477,15
12:11 p.m.,3:15 p.m.,1478,24
7:15 p.m. (Estimated),12:21 a.m.,1479,299
12:12 p.m.,3:50 p.m.,1480,8
,11:55 a.m.,1481,553
,6:30 p.m.,1482,263
,11:50 a.m.,1483,554
,10:45 a.m.,1484,555
,6:15 p.m.,1485,249
,7:23 a.m.,1486,225
7:16 a.m.,,1487,50
,10:15 p.m.,1488,51
6:54 a.m.,,1489,52
8:48 a.m.,,1490,53
9:00 a.m.,,1491,54
7:59 p.m.,,1492,55
3:50 p.m.,,1493,56
,2:50 p.m.,1494,57
11:41 a.m.,,1495,58
10:53 a.m.,,1496,59
11:29 p.m.,,1497,60
6:10 a.m.,,1498,61
,5:35 a.m.,1499,62
4:10 p.m.,,1500,63
,9:21 a.m.,1501,64
,1:16 p.m.,1502,65
10:11 a.m.,,1503,66
8:26 a.m.,,1504,67
7:25 a.m.,,1505,68
4:29 p.m.,,1506,69
10:54 a.m.,,1507,70
,7:03 p.m.,1508,71
,11:35 a.m.,1509,72
3:04 p.m.,,1510,73
12:13 p.m.,,1511,74
,1:17 p.m.,1512,75
6:09 a.m.,,1513,76
11:45 a.m.,,1514,77
,10:20 a.m.,1515,78
,10:54 a.m.,1516,79
10:19 a.m.,,1517,80
2:03 p.m.,,1518,81
8:07 a.m.,,1519,82
12:56 p.m.,,1520,83
12:14 p.m.,,1521,84
2:43 p.m.,,1522,85
12:07 p.m.,,1523,86
,8:22 p.m.,1524,87
,8:56 p.m.,1525,88
11:06 a.m.,,1526,89
1:43 p.m.,,1527,90
,4:00 p.m.,1528,91
7:22 a.m.,,1529,92
6:47 p.m.,,1530,93
6:56 p.m.,,1531,94
12:12 p.m.,,1532,95
,12/2/11 12:21 a.m.,1533,96
2:04 p.m.,,1534,97
,12:18 p.m.,1535,98
6:57 a.m.,,1536,99
7:31 a.m.,,1537,100
5:09 p.m.,,1538,101
