act_dep_time,original_index,unique_index,count
1:48 p.m.,940,69,23.0
1:48 p.m.,941,69,23.0
4:28 p.m. (Estimated runway),942,152,5.0
8:29 p.m. (Estimated runway),943,154,4.0
8:52 a.m.,944,76,17.0
2:43 p.m.,945,59,12.0
,946,2,
,947,2,
,948,2,
,949,2,
11:47 a.m.,950,82,13.0
8:39 p.m.,951,31,8.0
9:43 a.m.,952,115,8.0
8:18 a.m.,953,103,7.0
7:23 a.m.,954,75,24.0
,955,2,
,956,2,
12:11 p.m.,957,22,20.0
,958,2,
,959,2,
8:07 a.m.,960,56,13.0
3:38 p.m.,961,87,12.0
,962,2,
,963,2,
9:01 a.m.,964,95,14.0
10:55 a.m.,965,9,25.0
6:10 a.m.,966,40,23.0
7:40 a.m.,967,91,22.0
7:32 a.m.,968,92,14.0
7:16 a.m.,969,0,22.0
6:56 a.m.,970,23,12.0
7:31 a.m.,971,39,29.0
6:47 p.m.,972,63,7.0
7:39 a.m.,973,15,25.0
11:45 a.m.,974,53,13.0
8:51 a.m.,975,30,13.0
1:48 p.m.,976,69,23.0
1:19 p.m.,977,35,12.0
8:29 p.m.,978,74,7.0
7:25 p.m.,979,180,3.0
5:38 p.m.,980,80,14.0
4:12 p.m.,981,38,21.0
7:27 p.m.,982,181,3.0
7:21 a.m.,983,20,11.0
3:36 p.m.,984,19,27.0
6:10 a.m.,985,40,23.0
7:39 a.m.,986,15,25.0
6:56 p.m.,987,64,17.0
3:36 p.m.,988,19,27.0
7:02 a.m.,989,182,1.0
6:40 a.m.,990,183,1.0
8:48 a.m.,991,41,5.0
9:00 a.m.,992,42,5.0
7:45 p.m.,993,184,3.0
Not Available,994,97,18.0
11:54 a.m.,995,185,2.0
Contact Airline,996,186,14.0
11:20 a.m.,997,187,1.0
Not Available,998,97,18.0
6:09 a.m.,999,52,16.0
12:10 p.m.,1000,34,11.0
Contact Airline,1001,186,14.0
7:04 a.m.,1002,188,1.0
8:24 a.m.,1003,189,1.0
4:16 p.m.,1004,190,2.0
2:48 p.m.,1005,134,17.0
11:54 a.m.,1006,185,2.0
5:58 a.m.,1007,191,1.0
Contact Airline,1008,186,14.0
6:02 a.m.,1009,138,8.0
8:40 a.m.,1010,139,7.0
10:42 a.m.,1011,192,1.0
7:51 a.m.,1012,193,1.0
10:10 a.m.,1013,13,12.0
7:28 a.m.,1014,194,1.0
1:48 p.m.,1015,69,23.0
9:59 a.m.,1016,195,2.0
11:47 a.m.,1017,82,13.0
Contact Airline,1018,186,14.0
7:22 a.m.,1019,29,33.0
11:33 a.m.,1020,196,2.0
10:46 a.m.,1021,197,1.0
7:08 a.m.,1022,198,1.0
8:00 a.m.,1023,144,7.0
6:40 p.m.,1024,199,3.0
Contact Airline,1025,186,14.0
2:37 p.m.,1026,200,2.0
9:14 a.m.,1027,147,9.0
5:59 a.m.,1028,201,1.0
7:10 a.m.,1029,202,2.0
Contact Airline,1030,186,14.0
8:01 p.m.,1031,203,3.0
Contact Airline,1032,186,14.0
10:47 a.m.,1033,204,1.0
1:47 p.m.,1034,205,1.0
Not Available,1035,97,18.0
Not Available,1036,97,18.0
Not Available,1037,97,18.0
Not Available,1038,97,18.0
6:56 a.m.,1039,23,12.0
8:31 a.m.,1040,206,1.0
2:42 p.m.,1041,207,5.0
8:35 a.m.,1042,208,1.0
Not Available,1043,97,18.0
3:01 p.m.,1044,157,10.0
7:41 a.m.,1045,79,14.0
1:50 p.m.,1046,209,1.0
Contact Airline,1047,186,14.0
8:30 p.m.,1048,210,3.0
Contact Airline,1049,186,14.0
Contact Airline,1050,186,14.0
2:32 p.m.,1051,211,2.0
3:00 p.m.,1052,212,3.0
7:10 a.m.,1053,202,2.0
Contact Airline,1054,186,14.0
12:01 p.m.,1055,213,3.0
Contact Airline,1056,186,14.0
1:06 p.m.,1057,214,2.0
8:07 a.m.,1058,56,13.0
8:32 a.m.,1059,215,1.0
3:09 p.m.,1060,216,2.0
3:52 p.m.,1061,217,3.0
3:31 p.m.,1062,162,9.0
Contact Airline,1063,186,14.0
10:35 a.m.,1064,100,7.0
7:05 a.m.,1065,218,2.0
6:41 a.m.,1066,219,1.0
3:58 p.m.,1067,131,17.0
5:56 a.m.,1068,129,7.0
7:14 a.m.,1069,220,1.0
7:16 a.m.,1070,0,22.0
7:42 p.m.,1071,93,9.0
6:54 a.m.,1072,3,21.0
8:49 a.m.,1073,94,7.0
9:01 a.m.,1074,95,14.0
7:59 p.m.,1075,43,13.0
12:12 p.m.,1076,7,23.0
3:50 p.m.,1077,44,10.0
12:37 p.m.,1078,96,6.0
10:53 a.m.,1079,46,11.0
,1080,2,
6:10 a.m.,1081,40,23.0
12:58 a.m.,1082,98,6.0
4:10 p.m.,1083,48,12.0
7:56 a.m.,1084,99,9.0
10:35 a.m.,1085,100,7.0
10:11 a.m.,1086,49,13.0
8:26 a.m.,1087,50,19.0
7:25 a.m.,1088,5,22.0
4:30 p.m.,1089,101,8.0
10:55 a.m.,1090,9,25.0
2:59 p.m.,1091,102,12.0
8:18 a.m.,1092,103,7.0
3:04 p.m.,1093,51,21.0
12:13 p.m.,1094,14,19.0
12:06 p.m.,1095,104,8.0
6:09 a.m.,1096,52,16.0
11:45 a.m.,1097,53,13.0
6:17 a.m.,1098,105,6.0
9:01 a.m.,1099,95,14.0
10:19 a.m.,1100,54,23.0
2:04 p.m.,1101,12,22.0
8:07 a.m.,1102,56,13.0
12:56 p.m.,1103,57,14.0
12:14 p.m.,1104,58,12.0
2:43 p.m.,1105,59,12.0
12:08 p.m.,1106,106,7.0
5:38 p.m.,1107,80,14.0
8:36 p.m.,1108,107,6.0
11:06 a.m.,1109,61,14.0
1:43 p.m.,1110,62,9.0
3:36 p.m.,1111,19,27.0
7:22 a.m.,1112,29,33.0
,1113,2,
6:56 p.m.,1114,64,17.0
,1115,2,
2:38 p.m.,1116,108,7.0
9:58 a.m.,1117,109,6.0
6:57 a.m.,1118,16,22.0
7:31 a.m.,1119,39,29.0
5:09 p.m.,1120,65,11.0
4:46 p.m.,1121,110,7.0
4:37 p.m.,1122,67,11.0
8:23 p.m.,1123,26,21.0
10:37 a.m.,1124,111,6.0
7:31 a.m.,1125,39,29.0
11:02 a.m.,1126,68,12.0
1:48 p.m.,1127,69,23.0
12:42 p.m.,1128,70,14.0
2:01 p.m.,1129,112,8.0
,1130,2,
,1131,2,
,1132,2,
,1133,2,
7:23 a.m.,1134,75,24.0
8:52 a.m.,1135,76,17.0
8:37 a.m.,1136,77,11.0
,1137,2,
3:17 p.m.,1138,113,7.0
7:41 a.m.,1139,79,14.0
,1140,2,
,1141,2,
1:45 p.m.,1142,122,5.0
11:47 a.m.,1143,82,13.0
8:40 p.m.,1144,83,12.0
3:04 p.m.,1145,51,21.0
2:59 p.m.,1146,102,12.0
9:43 a.m.,1147,115,8.0
2:44 p.m.,1148,32,22.0
3:28 p.m.,1149,84,17.0
7:23 a.m.,1150,75,24.0
12:11 p.m.,1151,22,20.0
8:05 a.m.,1152,116,9.0
9:05 a.m.,1153,117,6.0
1:20 p.m.,1154,85,12.0
8:56 a.m.,1155,36,13.0
3:38 p.m.,1156,87,12.0
8:04 a.m.,1157,10,32.0
11:41 a.m.,1158,45,11.0
4:12 p.m.,1159,38,21.0
11:52 a.m.,1160,17,22.0
7:40 a.m.,1161,91,22.0
4:02 p.m.,1162,118,7.0
11:55 a.m.,1163,88,13.0
10:55 a.m.,1164,9,25.0
6:58 a.m.,1165,89,12.0
4:15 p.m.,1166,119,14.0
6:11 a.m.,1167,90,11.0
7:40 a.m.,1168,91,22.0
7:32 a.m.,1169,92,14.0
,1170,2,
6:54 a.m.,1171,3,21.0
7:42 p.m.,1172,93,9.0
,1173,2,
,1174,2,
6:10 a.m.,1175,40,23.0
8:26 a.m.,1176,50,19.0
7:25 a.m.,1177,5,22.0
,1178,2,
5:38 p.m.,1179,80,14.0
6:09 a.m.,1180,52,16.0
,1181,2,
,1182,2,
10:19 a.m.,1183,54,23.0
6:57 a.m.,1184,16,22.0
12:42 p.m.,1185,70,14.0
12:56 p.m.,1186,57,14.0
12:08 p.m.,1187,106,7.0
11:06 a.m.,1188,61,14.0
,1189,2,
3:36 p.m.,1190,19,27.0
,1191,2,
Not Available,1192,97,18.0
2:38 p.m.,1193,108,7.0
9:14 a.m.,1194,147,9.0
8:23 p.m.,1195,26,21.0
,1196,2,
11:01 a.m.,1197,27,9.0
,1198,2,
12:10 a.m. (Estimated runway),1199,151,4.0
2:43 p.m.,1200,59,12.0
8:26 a.m.,1201,50,19.0
3:17 p.m.,1202,113,7.0
7:41 a.m.,1203,79,14.0
,1204,2,
,1205,2,
11:47 a.m.,1206,82,13.0
3:04 p.m.,1207,51,21.0
9:43 a.m.,1208,115,8.0
2:44 p.m.,1209,32,22.0
7:23 a.m.,1210,75,24.0
Not Available,1211,97,18.0
,1212,2,
,1213,2,
,1214,2,
1:19 p.m.,1215,35,12.0
7:49 a.m.,1216,161,7.0
3:38 p.m.,1217,87,12.0
6:56 p.m.,1218,64,17.0
,1219,2,
,1220,2,
,1221,2,
7:40 a.m.,1222,91,22.0
7:16 a.m.,1223,0,22.0
,1224,2,
6:54 a.m.,1225,3,21.0
8:48 a.m.,1226,41,5.0
9:00 a.m.,1227,42,5.0
7:59 p.m.,1228,43,13.0
3:50 p.m.,1229,44,10.0
,1230,2,
11:41 a.m.,1231,45,11.0
10:53 a.m.,1232,46,11.0
11:29 p.m.,1233,47,4.0
6:10 a.m.,1234,40,23.0
,1235,2,
4:10 p.m.,1236,48,12.0
,1237,2,
,1238,2,
10:11 a.m.,1239,49,13.0
8:26 a.m.,1240,50,19.0
7:25 a.m.,1241,5,22.0
4:29 p.m.,1242,6,13.0
10:54 a.m.,1243,28,11.0
,1244,2,
,1245,2,
3:04 p.m.,1246,51,21.0
12:13 p.m.,1247,14,19.0
,1248,2,
6:09 a.m.,1249,52,16.0
11:45 a.m.,1250,53,13.0
,1251,2,
,1252,2,
10:19 a.m.,1253,54,23.0
2:03 p.m.,1254,55,4.0
8:07 a.m.,1255,56,13.0
12:56 p.m.,1256,57,14.0
12:14 p.m.,1257,58,12.0
2:43 p.m.,1258,59,12.0
12:07 p.m.,1259,60,6.0
,1260,2,
,1261,2,
11:06 a.m.,1262,61,14.0
1:43 p.m.,1263,62,9.0
,1264,2,
7:22 a.m.,1265,29,33.0
6:47 p.m.,1266,63,7.0
6:56 p.m.,1267,64,17.0
12:12 p.m.,1268,7,23.0
,1269,2,
2:04 p.m.,1270,12,22.0
,1271,2,
6:57 a.m.,1272,16,22.0
7:31 a.m.,1273,39,29.0
5:09 p.m.,1274,65,11.0
7:39 a.m.,1275,15,25.0
4:44 p.m.,1276,66,4.0
4:37 p.m.,1277,67,11.0
8:23 p.m.,1278,26,21.0
,1279,2,
7:30 a.m.,1280,24,11.0
11:02 a.m.,1281,68,12.0
1:48 p.m.,1282,69,23.0
12:42 p.m.,1283,70,14.0
,1284,2,
12:11 a.m.,1285,71,5.0
4:28 p.m.,1286,72,12.0
9:06 p.m.,1287,73,4.0
8:29 p.m.,1288,74,7.0
7:23 a.m.,1289,75,24.0
8:52 a.m.,1290,76,17.0
8:37 a.m.,1291,77,11.0
1:41 p.m.,1292,78,4.0
,1293,2,
7:41 a.m.,1294,79,14.0
,1295,2,
5:38 p.m.,1296,80,14.0
1:50 p.m. (+8:00),1297,81,4.0
11:47 a.m.,1298,82,13.0
8:40 p.m.,1299,83,12.0
3:04 p.m.,1300,51,21.0
,1301,2,
,1302,2,
2:44 p.m.,1303,32,22.0
3:28 p.m.,1304,84,17.0
7:22 a.m.,1305,29,33.0
12:11 p.m.,1306,22,20.0
8:04 a.m.,1307,10,32.0
,1308,2,
1:20 p.m.,1309,85,12.0
8:55 a.m.,1310,86,4.0
3:38 p.m.,1311,87,12.0
8:04 a.m.,1312,10,32.0
4:12 p.m.,1313,38,21.0
11:52 a.m.,1314,17,22.0
,1315,2,
11:55 a.m.,1316,88,13.0
10:55 a.m.,1317,9,25.0
6:58 a.m.,1318,89,12.0
,1319,2,
6:11 a.m.,1320,90,11.0
7:40 a.m.,1321,91,22.0
7:32 a.m.,1322,92,14.0
7:02aDec 1,1323,221,1.0
7:14 p.m.,1324,123,8.0
6:40aDec 1,1325,222,1.0
8:48aDec 1,1326,223,1.0
,1327,2,
7:45 p.m.,1328,184,3.0
11:54aDec 1,1329,224,2.0
3:28 p.m.,1330,84,17.0
11:37aDec 1,1331,225,1.0
,1332,2,
,1333,2,
6:09aDec 1,1334,226,1.0
12:41aDec 1,1335,227,2.0
3:58 p.m.,1336,131,17.0
,1337,2,
10:19aDec 1,1338,228,2.0
9:59aDec 1,1339,229,1.0
8:12aDec 1,1340,230,1.0
7:04aDec 1,1341,231,2.0
4:16 p.m.,1342,190,2.0
10:42aDec 1,1343,232,1.0
2:48 p.m.,1344,134,17.0
8:00aDec 1,1345,233,1.0
2:46 p.m.,1346,155,7.0
11:54aDec 1,1347,224,2.0
11:56aDec 1,1348,234,2.0
5:58aDec 1,1349,235,2.0
11:30aDec 1,1350,236,2.0
6:02aDec 1,1351,237,1.0
8:40aDec 1,1352,238,1.0
10:10aDec 1,1353,239,1.0
1:48 p.m.,1354,69,23.0
7:49aDec 1,1355,240,1.0
12:35 p.m.,1356,140,7.0
11:47aDec 1,1357,241,2.0
2:42 p.m.,1358,207,5.0
11:51aDec 1,1359,242,2.0
5:22 p.m.,1360,135,7.0
8:25 p.m.,1361,142,8.0
10:46aDec 1,1362,243,1.0
1:32 p.m.,1363,143,11.0
3:27 p.m.,1364,33,12.0
7:08aDec 1,1365,244,1.0
,1366,2,
6:40 p.m.,1367,199,3.0
,1368,2,
2:37 p.m.,1369,200,2.0
9:14aDec 1,1370,245,1.0
5:59aDec 1,1371,246,2.0
7:10aDec 1,1372,247,3.0
4:56 p.m.,1373,248,2.0
4:28 p.m.,1374,72,12.0
4:15 p.m.,1375,119,14.0
8:01 p.m.,1376,203,3.0
10:20aDec 1,1377,249,1.0
7:07aDec 1,1378,250,2.0
10:47aDec 1,1379,251,1.0
1:31 p.m.,1380,150,9.0
12:10 p.m.,1381,34,11.0
1:48 p.m.,1382,69,23.0
,1383,2,
,1384,2,
,1385,2,
,1386,2,
6:56aDec 1,1387,252,2.0
8:31aDec 1,1388,253,2.0
,1389,2,
3:01 p.m.,1390,157,10.0
7:27aDec 1,1391,254,1.0
,1392,2,
,1393,2,
1:32 p.m.,1394,143,11.0
11:15aDec 1,1395,255,1.0
8:30 p.m.,1396,210,3.0
2:52 p.m.,1397,160,6.0
2:48 p.m.,1398,134,17.0
9:16aDec 1,1399,256,1.0
2:32 p.m.,1400,211,2.0
3:00 p.m.,1401,212,3.0
7:10aDec 1,1402,247,3.0
12:01 p.m.,1403,213,3.0
7:51aDec 1,1404,257,1.0
8:52aDec 1,1405,258,2.0
1:06 p.m.,1406,214,2.0
8:32aDec 1,1407,259,2.0
3:09 p.m.,1408,216,2.0
7:28aDec 1,1409,260,2.0
11:20aDec 1,1410,261,2.0
3:52 p.m.,1411,217,3.0
11:33aDec 1,1412,262,1.0
7:22aDec 1,1413,263,2.0
3:31 p.m.,1414,162,9.0
11:43aDec 1,1415,264,1.0
10:35aDec 1,1416,265,1.0
6:41aDec 1,1417,266,2.0
3:58 p.m.,1418,131,17.0
5:56aDec 1,1419,267,1.0
7:14aDec 1,1420,268,2.0
7:05aDec 1,1421,269,1.0
,1422,2,
,1423,2,
,1424,2,
,1425,2,
7:14 p.m.,1426,123,8.0
7:29 a.m.,1427,132,6.0
11:56 a.m.,1428,136,6.0
6:02 a.m.,1429,138,8.0
7:15 p.m.,1430,270,1.0
12:41 a.m.,1431,130,7.0
8:40 a.m.,1432,139,7.0
11:32 a.m.,1433,127,7.0
3:31 p.m.,1434,162,9.0
2:48 p.m.,1435,134,17.0
9:14 a.m.,1436,147,9.0
10:20 a.m.,1437,148,7.0
10:19 a.m.,1438,54,23.0
3:01 p.m.,1439,157,10.0
8:25 p.m.,1440,142,8.0
5:30 p.m.,1441,271,1.0
3:58 p.m.,1442,131,17.0
5:22 p.m.,1443,135,7.0
8:00 a.m.,1444,144,7.0
6:56 a.m.,1445,23,12.0
2:44 p.m.,1446,32,22.0
10:19 a.m.,1447,54,23.0
3:27 p.m.,1448,33,12.0
4:28 p.m.,1449,72,12.0
6:02 a.m.,1450,138,8.0
4:15 p.m.,1451,119,14.0
8:42 a.m.,1452,125,7.0
1:19 p.m.,1453,35,12.0
7:21 a.m.,1454,20,11.0
1:31 p.m.,1455,150,9.0
12:41 p.m.,1456,4,8.0
12:41 a.m.,1457,130,7.0
11:32 a.m.,1458,127,7.0
4:28 p.m. (Estimated runway),1459,152,5.0
8:04 a.m.,1460,10,32.0
9:06 p.m. (Estimated runway),1461,153,4.0
4:12 p.m.,1462,38,21.0
8:51 a.m.,1463,30,13.0
7:58 p.m.,1464,1,5.0
8:26 a.m.,1465,50,19.0
11:43 a.m.,1466,163,7.0
2:46 p.m.,1467,155,7.0
10:20 a.m.,1468,148,7.0
3:01 p.m.,1469,157,10.0
7:25 a.m.,1470,5,22.0
11:05 a.m.,1471,18,10.0
8:56 a.m.,1472,36,13.0
8:39 p.m.,1473,31,8.0
6:10 a.m.,1474,40,23.0
7:39 a.m.,1475,15,25.0
2:48 p.m.,1476,134,17.0
10:10 a.m.,1477,13,12.0
12:11 p.m.,1478,22,20.0
7:15 p.m. (Estimated),1479,145,5.0
12:12 p.m.,1480,7,23.0
,1481,2,
,1482,2,
,1483,2,
,1484,2,
,1485,2,
,1486,2,
7:16 a.m.,1487,0,22.0
,1488,2,
6:54 a.m.,1489,3,21.0
8:48 a.m.,1490,41,5.0
9:00 a.m.,1491,42,5.0
7:59 p.m.,1492,43,13.0
3:50 p.m.,1493,44,10.0
,1494,2,
11:41 a.m.,1495,45,11.0
10:53 a.m.,1496,46,11.0
11:29 p.m.,1497,47,4.0
6:10 a.m.,1498,40,23.0
,1499,2,
4:10 p.m.,1500,48,12.0
,1501,2,
,1502,2,
10:11 a.m.,1503,49,13.0
8:26 a.m.,1504,50,19.0
7:25 a.m.,1505,5,22.0
4:29 p.m.,1506,6,13.0
10:54 a.m.,1507,28,11.0
,1508,2,
,1509,2,
3:04 p.m.,1510,51,21.0
12:13 p.m.,1511,14,19.0
,1512,2,
6:09 a.m.,1513,52,16.0
11:45 a.m.,1514,53,13.0
,1515,2,
,1516,2,
10:19 a.m.,1517,54,23.0
2:03 p.m.,1518,55,4.0
8:07 a.m.,1519,56,13.0
12:56 p.m.,1520,57,14.0
12:14 p.m.,1521,58,12.0
2:43 p.m.,1522,59,12.0
12:07 p.m.,1523,60,6.0
,1524,2,
,1525,2,
11:06 a.m.,1526,61,14.0
1:43 p.m.,1527,62,9.0
,1528,2,
7:22 a.m.,1529,29,33.0
6:47 p.m.,1530,63,7.0
6:56 p.m.,1531,64,17.0
12:12 p.m.,1532,7,23.0
,1533,2,
2:04 p.m.,1534,12,22.0
,1535,2,
6:57 a.m.,1536,16,22.0
7:31 a.m.,1537,39,29.0
5:09 p.m.,1538,65,11.0
7:39 a.m.,1539,15,25.0
4:44 p.m.,1540,66,4.0
4:37 p.m.,1541,67,11.0
8:23 p.m.,1542,26,21.0
,1543,2,
7:30 a.m.,1544,24,11.0
11:02 a.m.,1545,68,12.0
1:48 p.m.,1546,69,23.0
12:42 p.m.,1547,70,14.0
,1548,2,
12:11 a.m.,1549,71,5.0
4:28 p.m.,1550,72,12.0
9:06 p.m.,1551,73,4.0
8:29 p.m.,1552,74,7.0
7:23 a.m.,1553,75,24.0
8:52 a.m.,1554,76,17.0
8:37 a.m.,1555,77,11.0
1:41 p.m.,1556,78,4.0
,1557,2,
7:41 a.m.,1558,79,14.0
,1559,2,
5:38 p.m.,1560,80,14.0
1:50 p.m. (+8:00),1561,81,4.0
11:47 a.m.,1562,82,13.0
8:40 p.m.,1563,83,12.0
3:04 p.m.,1564,51,21.0
,1565,2,
,1566,2,
2:44 p.m.,1567,32,22.0
3:28 p.m.,1568,84,17.0
7:22 a.m.,1569,29,33.0
12:11 p.m.,1570,22,20.0
8:04 a.m.,1571,10,32.0
,1572,2,
1:20 p.m.,1573,85,12.0
8:55 a.m.,1574,86,4.0
3:38 p.m.,1575,87,12.0
8:04 a.m.,1576,10,32.0
4:12 p.m.,1577,38,21.0
11:52 a.m.,1578,17,22.0
,1579,2,
11:55 a.m.,1580,88,13.0
10:55 a.m.,1581,9,25.0
6:58 a.m.,1582,89,12.0
,1583,2,
6:11 a.m.,1584,90,11.0
7:40 a.m.,1585,91,22.0
7:32 a.m.,1586,92,14.0
7:45 p.m.,1587,184,3.0
7:14 p.m.,1588,123,8.0
,1589,2,
,1590,2,
Contact Airline,1591,186,14.0
,1592,2,
,1593,2,
12:41aDec 1,1594,227,2.0
3:58 p.m.,1595,131,17.0
10:19aDec 1,1596,228,2.0
7:04aDec 1,1597,231,2.0
2:48 p.m.,1598,134,17.0
11:56aDec 1,1599,234,2.0
5:58aDec 1,1600,235,2.0
11:30aDec 1,1601,236,2.0
10:10 a.m.,1602,13,12.0
7:28aDec 1,1603,260,2.0
12:35 p.m.,1604,140,7.0
9:59 a.m.,1605,195,2.0
11:47aDec 1,1606,241,2.0
11:51aDec 1,1607,242,2.0
8:25 p.m.,1608,142,8.0
11:33 a.m.,1609,196,2.0
5:59aDec 1,1610,246,2.0
7:10aDec 1,1611,247,3.0
4:56 p.m.,1612,248,2.0
7:22aDec 1,1613,263,2.0
8:01 p.m.,1614,203,3.0
7:07aDec 1,1615,250,2.0
6:40 p.m.,1616,199,3.0
,1617,2,
Not Available,1618,97,18.0
,1619,2,
6:56aDec 1,1620,252,2.0
8:31aDec 1,1621,253,2.0
2:42 p.m.,1622,207,5.0
Not Available,1623,97,18.0
3:01 p.m.,1624,157,10.0
,1625,2,
8:30 p.m.,1626,210,3.0
3:00 p.m.,1627,212,3.0
7:41 a.m.,1628,79,14.0
12:01 p.m.,1629,213,3.0
8:52aDec 1,1630,258,2.0
7:14aDec 1,1631,268,2.0
8:32aDec 1,1632,259,2.0
11:20aDec 1,1633,261,2.0
3:52 p.m.,1634,217,3.0
3:31 p.m.,1635,162,9.0
6:41aDec 1,1636,266,2.0
,1637,2,
,1638,2,
,1639,2,
,1640,2,
,1641,2,
,1642,2,
,1643,2,
,1644,2,
,1645,2,
,1646,2,
,1647,2,
,1648,2,
,1649,2,
,1650,2,
,1651,2,
,1652,2,
,1653,2,
,1654,2,
,1655,2,
,1656,2,
,1657,2,
,1658,2,
,1659,2,
,1660,2,
7:16 a.m.,1661,0,22.0
6:54 a.m.,1662,3,21.0
7:42 p.m.,1663,93,9.0
8:51 a.m.,1664,30,13.0
7:59 p.m.,1665,43,13.0
11:57 p.m.,1666,272,2.0
4:10 p.m.,1667,48,12.0
7:56 a.m.,1668,99,9.0
7:25 a.m.,1669,5,22.0
4:29 p.m.,1670,6,13.0
10:10 a.m.,1671,13,12.0
12:13 p.m.,1672,14,19.0
12:06 p.m.,1673,104,8.0
6:08 a.m.,1674,8,9.0
11:45 a.m.,1675,53,13.0
8:05 a.m.,1676,116,9.0
10:19 a.m.,1677,54,23.0
8:04 a.m.,1678,10,32.0
2:04 p.m.,1679,12,22.0
6:57 a.m.,1680,16,22.0
12:42 p.m.,1681,70,14.0
12:56 p.m.,1682,57,14.0
2:42 p.m.,1683,207,5.0
12:07 p.m.,1684,60,6.0
5:38 p.m.,1685,80,14.0
7:39 a.m.,1686,15,25.0
7:27 p.m.,1687,181,3.0
11:52 a.m.,1688,17,22.0
11:05 a.m.,1689,18,10.0
3:36 p.m.,1690,19,27.0
7:21 a.m.,1691,20,11.0
6:47 p.m.,1692,63,7.0
6:56 p.m.,1693,64,17.0
12:12 p.m.,1694,7,23.0
7:25 p.m.,1695,180,3.0
9:57 a.m.,1696,273,2.0
6:56 a.m.,1697,23,12.0
7:31 a.m.,1698,39,29.0
5:08 p.m.,1699,25,8.0
4:45 p.m.,1700,274,2.0
8:23 p.m.,1701,26,21.0
11:01 a.m.,1702,27,9.0
1:48 p.m.,1703,69,23.0
2:01 p.m.,1704,112,8.0
4:35 p.m.,1705,171,3.0
9:16 p.m.,1706,275,2.0
8:29 p.m.,1707,74,7.0
7:22 a.m.,1708,29,33.0
8:51 a.m.,1709,30,13.0
1:40 p.m.,1710,276,2.0
11:35 p.m.,1711,277,2.0
6:11 p.m.,1712,278,2.0
8:40 p.m.,1713,83,12.0
2:44 p.m.,1714,32,22.0
3:27 p.m.,1715,33,12.0
7:23 a.m.,1716,75,24.0
12:10 p.m.,1717,34,11.0
1:19 p.m.,1718,35,12.0
3:36 p.m.,1719,19,27.0
4:12 p.m.,1720,38,21.0
7:32 a.m.,1721,92,14.0
11:55 a.m.,1722,88,13.0
10:55 a.m.,1723,9,25.0
4:14 p.m.,1724,279,2.0
6:10 a.m.,1725,40,23.0
7:39 a.m.,1726,15,25.0
8:29 a.m.,1727,124,7.0
8:42 a.m.,1728,125,7.0
3:27 p.m.,1729,33,12.0
10:33 a.m.,1730,177,4.0
4:00 p.m.,1731,280,1.0
11:30 a.m.,1732,137,7.0
12:35 p.m.            Delayed,1733,281,1.0
3:11 a.m.,1734,282,1.0
7:49 a.m.,1735,161,7.0
8:12 a.m.,1736,133,6.0
1:32 p.m.            Delayed,1737,283,1.0
2:10 p.m.,1738,146,6.0
4:28 p.m.            Delayed,1739,284,1.0
4:15 p.m.,1740,119,14.0
7:05 a.m.,1741,218,2.0
1:31 p.m.,1742,150,9.0
1:48 p.m.            Delayed,1743,285,1.0
4:25 p.m.,1744,286,1.0
8:26 a.m.,1745,50,19.0
7:27 a.m.,1746,178,4.0
11:08 p.m.            On Time,1747,287,1.0
1:32 p.m.,1748,143,11.0
11:15 a.m.,1749,159,6.0
2:55 p.m.,1750,288,2.0
2:48 p.m.,1751,134,17.0
9:16 a.m.            Delayed,1752,289,1.0
2:55 p.m.,1753,288,2.0
8:52 a.m.,1754,76,17.0
11:55 a.m.,1755,88,13.0
5:56 a.m.,1756,129,7.0
2:26 p.m.,1757,156,7.0
7:16 a.m.,1758,0,22.0
7:14 p.m.,1759,123,8.0
6:54 a.m.,1760,3,21.0
8:29 a.m.,1761,124,7.0
8:42 a.m.,1762,125,7.0
,1763,2,
12:11 p.m.,1764,22,20.0
3:28 p.m.,1765,84,17.0
11:32 a.m.,1766,127,7.0
10:33 a.m.,1767,177,4.0
,1768,2,
5:56 a.m.,1769,129,7.0
12:41 a.m.,1770,130,7.0
3:58 p.m.,1771,131,17.0
7:29 a.m.,1772,132,6.0
10:19 a.m.,1773,54,23.0
10:10 a.m.,1774,13,12.0
8:12 a.m.,1775,133,6.0
7:25 a.m.,1776,5,22.0
4:29 p.m.,1777,6,13.0
10:55 a.m.,1778,9,25.0
2:48 p.m.,1779,134,17.0
8:00 a.m.,1780,144,7.0
2:46 p.m.,1781,155,7.0
12:12 p.m.,1782,7,23.0
11:56 a.m.,1783,136,6.0
6:08 a.m.,1784,8,9.0
11:30 a.m.,1785,137,7.0
6:02 a.m.,1786,138,8.0
8:40 a.m.,1787,139,7.0
10:18 a.m.,1788,11,7.0
2:04 p.m.,1789,12,22.0
7:49 a.m.,1790,161,7.0
12:35 p.m.,1791,140,7.0
12:13 p.m.,1792,14,19.0
2:26 p.m.,1793,156,7.0
11:51 a.m.,1794,141,6.0
5:22 p.m.,1795,135,7.0
8:25 p.m.,1796,142,8.0
11:05 a.m.,1797,18,10.0
1:32 p.m.,1798,143,11.0
3:36 p.m.,1799,19,27.0
7:21 a.m.,1800,20,11.0
,1801,2,
6:55 p.m.,1802,21,8.0
,1803,2,
2:10 p.m.,1804,146,6.0
9:14 a.m.,1805,147,9.0
6:56 a.m.,1806,23,12.0
