ounces,original_index,unique_index
12.0 oz.,1131,1
12.0 ounce,1132,2
12.0 oz.,1133,1
12.0 oz,1134,0
12.0 OZ.,1135,3
12.0 oz.,1136,1
12.0 oz,1137,0
12.0 ounce,1138,2
12.0 oz,1139,0
12.0 oz,1140,0
12.0 oz,1141,0
12.0 oz. Alumi-Tek,1142,4
12.0 oz.,1143,1
12.0 oz.,1144,1
12.0 oz.,1145,1
12.0 oz.,1146,1
12.0 ounce,1147,2
12.0 ounce,1148,2
12.0 oz. Alumi-Tek,1149,4
12.0 OZ.,1150,3
12.0 oz.,1151,1
12.0 oz.,1152,1
12.0 oz,1153,0
12.0 oz.,1154,1
12.0 oz,1155,0
12.0 ounce,1156,2
12.0 oz,1157,0
12.0 ounce,1158,2
12.0 oz. Alumi-Tek,1159,4
12.0 oz,1160,0
16.0 oz.,1161,7
16.0 ounce,1162,6
16.0 oz.,1163,7
16.0 oz.,1164,7
16.0 ounce,1165,6
16.0 oz.,1166,7
12.0 oz.,1167,1
12.0 oz.,1168,1
12.0 oz.,1169,1
12.0 oz,1170,0
12.0 oz. Alumi-Tek,1171,4
12.0 oz,1172,0
12.0 oz,1173,0
12.0 oz.,1174,1
12.0 oz.,1175,1
12.0 OZ.,1176,3
12.0 oz. Alumi-Tek,1177,4
12.0 oz.,1178,1
16.0 ounce,1179,6
16.0 oz.,1180,7
24.0 oz.,1181,13
16.0 oz,1182,9
12.0 oz.,1183,1
12.0 oz,1184,0
12.0 oz.,1185,1
16.0 oz.,1186,7
16.0 oz.,1187,7
16.0 ounce,1188,6
12.0 oz.,1189,1
12.0 oz.,1190,1
12.0 ounce,1191,2
12.0 ounce,1192,2
12.0 oz,1193,0
12.0 ounce,1194,2
12.0 oz,1195,0
12.0 ounce,1196,2
12.0 oz,1197,0
12.0 oz. Alumi-Tek,1198,4
12.0 oz.,1199,1
16.0 oz,1200,9
12.0 oz.,1201,1
12.0 oz.,1202,1
12.0 oz,1203,0
12.0 oz.,1204,1
12.0 OZ.,1205,3
16.0 ounce,1206,6
16.0 oz.,1207,7
12.0 oz,1208,0
12.0 oz,1209,0
12.0 oz.,1210,1
12.0 oz.,1211,1
12.0 oz.,1212,1
12.0 oz,1213,0
16.0 oz,1214,9
12.0 oz.,1215,1
12.0 ounce,1216,2
12.0 ounce,1217,2
12.0 oz,1218,0
12.0 oz.,1219,1
16.0 ounce,1220,6
12.0 OZ.,1221,3
12.0 ounce,1222,2
16.0 oz,1223,9
16.0 oz,1224,9
16.0 OZ.,1225,10
16.0 oz.,1226,7
12.0 oz,1227,0
12.0 oz.,1228,1
16.0 oz.,1229,7
16.0 ounce,1230,6
16.0 oz.,1231,7
16.0 ounce,1232,6
12.0 oz. Silo Can,1233,11
12.0 oz.,1234,1
12.0 oz. Alumi-Tek,1235,4
12.0 oz.,1236,1
12.0 ounce,1237,2
12.0 oz. Silo Can,1238,11
12.0 oz,1239,0
12.0 oz,1240,0
12.0 ounce,1241,2
12.0 oz,1242,0
12.0 oz.,1243,1
12.0 oz,1244,0
12.0 ounce,1245,2
16.0 OZ.,1246,10
12.0 oz.,1247,1
12.0 oz.,1248,1
12.0 ounce,1249,2
12.0 ounce,1250,2
12.0 oz.,1251,1
16.0 OZ.,1252,10
12.0 oz.,1253,1
12.0 ounce,1254,2
12.0 oz.,1255,1
12.0 oz.,1256,1
12.0 ounce,1257,2
12.0 ounce,1258,2
12.0 oz.,1259,1
12.0 oz.,1260,1
12.0 oz.,1261,1
12.0 ounce,1262,2
12.0 ounce,1263,2
12.0 oz,1264,0
12.0 oz,1265,0
12.0 oz,1266,0
12.0 ounce,1267,2
12.0 ounce,1268,2
12.0 ounce,1269,2
12.0 ounce,1270,2
12.0 oz,1271,0
12.0 OZ.,1272,3
12.0 oz,1273,0
12.0 oz.,1274,1
16.0 oz,1275,9
16.0 ounce,1276,6
16.0 oz,1277,9
16.0 oz.,1278,7
16.0 oz.,1279,7
16.0 oz,1280,9
16.0 OZ.,1281,10
16.0 oz.,1282,7
16.0 OZ.,1283,10
12.0 oz,1284,0
16.0 oz.,1285,7
12.0 ounce,1286,2
12.0 oz.,1287,1
12.0 oz.,1288,1
12.0 ounce,1289,2
16.0 ounce,1290,6
12.0 OZ.,1291,3
12.0 oz,1292,0
12.0 oz.,1293,1
12.0 ounce,1294,2
12.0 oz,1295,0
12.0 oz,1296,0
12.0 oz. Alumi-Tek,1297,4
12.0 oz,1298,0
12.0 oz.,1299,1
16.0 oz,1300,9
12.0 oz,1301,0
12.0 oz. Alumi-Tek,1302,4
12.0 oz. Alumi-Tek,1303,4
12.0 oz.,1304,1
12.0 oz,1305,0
12.0 oz.,1306,1
12.0 oz,1307,0
12.0 OZ.,1308,3
12.0 ounce,1309,2
12.0 oz,1310,0
12.0 oz.,1311,1
12.0 oz,1312,0
12.0 ounce,1313,2
12.0 oz.,1314,1
12.0 oz.,1315,1
16.0 OZ.,1316,10
16.0 oz.,1317,7
16.0 ounce,1318,6
19.2 oz,1319,16
12.0 OZ.,1320,3
12.0 oz.,1321,1
12.0 oz.,1322,1
12.0 oz,1323,0
12.0 ounce,1324,2
12.0 oz,1325,0
12.0 ounce,1326,2
12.0 oz.,1327,1
12.0 oz,1328,0
12.0 oz.,1329,1
12.0 oz.,1330,1
12.0 oz.,1331,1
12.0 oz.,1332,1
12.0 ounce,1333,2
12.0 oz.,1334,1
16.0 oz.,1335,7
16.0 oz.,1336,7
16.0 ounce,1337,6
16.0 oz.,1338,7
16.0 oz,1339,9
16.0 OZ.,1340,10
24.0 ounce,1341,17
24.0 oz,1342,14
24.0 ounce,1343,17
24.0 oz,1344,14
24.0 oz.,1345,13
24.0 oz. Alumi-Tek,1346,18
24.0 oz,1347,14
24.0 ounce,1348,17
12.0 ounce,1349,2
12.0 oz. Alumi-Tek,1350,4
16.0 oz.,1351,7
16.0 oz.,1352,7
16.0 OZ.,1353,10
16.0 ounce,1354,6
16.0 oz.,1355,7
16.0 oz.,1356,7
16.0 oz,1357,9
16.0 ounce,1358,6
16.0 oz.,1359,7
16.0 oz,1360,9
24.0 oz.,1361,13
16.0 ounce,1362,6
12.0 oz.,1363,1
12.0 ounce,1364,2
16.0 oz.,1365,7
12.0 oz.,1366,1
16.0 oz.,1367,7
12.0 oz. Alumi-Tek,1368,4
12.0 oz.,1369,1
24.0 oz.,1370,13
12.0 oz.,1371,1
12.0 OZ.,1372,3
12.0 OZ.,1373,3
32.0 oz. Alumi-Tek,1374,19
32.0 OZ.,1375,20
32.0 oz.,1376,21
32.0 oz.,1377,21
16.0 OZ.,1378,10
16.0 oz.,1379,7
16.0 ounce,1380,6
16.0 oz.,1381,7
24.0 ounce,1382,17
24.0 oz. Alumi-Tek,1383,18
12.0 oz.,1384,1
16.0 oz.,1385,7
16.0 oz.,1386,7
16.0 ounce,1387,6
16.0 ounce,1388,6
16.0 oz.,1389,7
16.0 ounce,1390,6
16.0 oz.,1391,7
16.0 ounce,1392,6
12.0 oz,1393,0
16.0 OZ.,1394,10
16.0 ounce,1395,6
16.0 oz,1396,9
12.0 oz.,1397,1
12.0 ounce,1398,2
12.0 ounce,1399,2
12.0 oz.,1400,1
12.0 oz,1401,0
12.0 oz.,1402,1
12.0 oz,1403,0
12.0 oz,1404,0
12.0 oz,1405,0
12.0 oz.,1406,1
12.0 oz,1407,0
12.0 ounce,1408,2
16.0 oz.,1409,7
12.0 ounce,1410,2
12.0 oz.,1411,1
12.0 ounce,1412,2
12.0 oz.,1413,1
12.0 OZ.,1414,3
12.0 ounce,1415,2
12.0 ounce,1416,2
12.0 oz.,1417,1
12.0 oz,1418,0
12.0 OZ.,1419,3
16.0 oz,1420,9
16.0 oz.,1421,7
16.0 oz.,1422,7
16.0 ounce,1423,6
12.0 oz.,1424,1
16.0 ounce,1425,6
16.0 oz.,1426,7
16.0 oz,1427,9
16.0 oz.,1428,7
16.0 oz. Alumi-Tek,1429,8
16.0 oz.,1430,7
16.0 oz,1431,9
16.0 oz,1432,9
16.0 ounce,1433,6
16.0 oz.,1434,7
16.0 oz.,1435,7
12.0 oz,1436,0
12.0 ounce,1437,2
12.0 ounce,1438,2
12.0 oz,1439,0
12.0 oz. Alumi-Tek,1440,4
12.0 ounce,1441,2
12.0 oz.,1442,1
12.0 oz.,1443,1
12.0 ounce,1444,2
12.0 oz,1445,0
12.0 oz.,1446,1
12.0 oz.,1447,1
12.0 oz.,1448,1
16.0 ounce,1449,6
12.0 oz.,1450,1
12.0 oz.,1451,1
12.0 oz.,1452,1
12.0 oz.,1453,1
16.0 oz,1454,9
16.0 oz.,1455,7
16.0 oz.,1456,7
12.0 oz.,1457,1
12.0 ounce,1458,2
12.0 ounce,1459,2
12.0 oz.,1460,1
12.0 oz.,1461,1
12.0 ounce,1462,2
12.0 OZ.,1463,3
12.0 oz.,1464,1
12.0 ounce,1465,2
16.0 oz.,1466,7
16.0 oz.,1467,7
12.0 oz,1468,0
12.0 ounce,1469,2
12.0 OZ.,1470,3
12.0 oz.,1471,1
16.0 oz.,1472,7
16.0 oz.,1473,7
16.0 oz.,1474,7
12.0 OZ.,1475,3
12.0 oz,1476,0
12.0 oz. Alumi-Tek,1477,4
12.0 oz.,1478,1
12.0 oz. Alumi-Tek,1479,4
12.0 oz,1480,0
12.0 ounce,1481,2
12.0 oz,1482,0
12.0 oz,1483,0
12.0 oz.,1484,1
12.0 oz.,1485,1
16.0 oz,1486,9
16.0 oz.,1487,7
16.0 oz.,1488,7
12.0 ounce,1489,2
12.0 oz.,1490,1
12.0 oz,1491,0
12.0 oz,1492,0
16.0 ounce,1493,6
16.0 oz,1494,9
16.0 oz.,1495,7
16.0 oz.,1496,7
16.0 oz,1497,9
16.0 oz.,1498,7
16.0 oz.,1499,7
16.0 oz.,1500,7
16.0 oz.,1501,7
12.0 ounce,1502,2
12.0 oz.,1503,1
12.0 ounce,1504,2
12.0 oz.,1505,1
12.0 ounce,1506,2
12.0 oz,1507,0
12.0 oz.,1508,1
12.0 ounce,1509,2
12.0 oz,1510,0
12.0 oz,1511,0
12.0 ounce,1512,2
16.0 oz,1513,9
12.0 oz.,1514,1
12.0 OZ.,1515,3
12.0 oz,1516,0
16.0 ounce,1517,6
16.0 ounce,1518,6
16.0 oz,1519,9
16.0 ounce,1520,6
12.0 oz.,1521,1
12.0 oz.,1522,1
12.0 oz,1523,0
12.0 oz.,1524,1
12.0 oz,1525,0
12.0 ounce,1526,2
12.0 oz,1527,0
16.0 oz,1528,9
16.0 oz.,1529,7
16.0 oz,1530,9
16.0 ounce,1531,6
16.0 oz,1532,9
16.0 oz.,1533,7
16.0 oz.,1534,7
16.0 oz.,1535,7
16.0 oz.,1536,7
16.0 oz,1537,9
16.0 ounce,1538,6
16.0 oz.,1539,7
16.0 OZ.,1540,10
16.0 oz,1541,9
16.0 ounce,1542,6
16.0 oz,1543,9
16.0 oz.,1544,7
16.0 oz.,1545,7
16.0 oz,1546,9
16.0 oz.,1547,7
16.0 oz,1548,9
12.0 oz.,1549,1
12.0 ounce,1550,2
12.0 oz,1551,0
19.2 oz. Alumi-Tek,1552,22
16.0 oz,1553,9
32.0 oz.,1554,21
12.0 ounce,1555,2
16.0 ounce,1556,6
12.0 oz. Alumi-Tek,1557,4
12.0 ounce,1558,2
12.0 OZ.,1559,3
12.0 oz,1560,0
19.2 OZ.,1561,23
19.2 oz.,1562,15
16.0 ounce,1563,6
19.2 OZ.,1564,23
16.0 oz,1565,9
12.0 ounce,1566,2
12.0 oz,1567,0
12.0 oz,1568,0
12.0 oz.,1569,1
12.0 ounce,1570,2
16.0 oz.,1571,7
16.0 oz,1572,9
16.0 oz.,1573,7
12.0 ounce,1574,2
16.0 ounce,1575,6
12.0 ounce,1576,2
12.0 oz.,1577,1
12.0 ounce,1578,2
12.0 OZ.,1579,3
12.0 ounce,1580,2
12.0 oz.,1581,1
12.0 oz,1582,0
12.0 oz.,1583,1
12.0 oz.,1584,1
12.0 oz.,1585,1
12.0 oz.,1586,1
12.0 oz.,1587,1
12.0 oz.,1588,1
12.0 oz,1589,0
12.0 ounce,1590,2
12.0 oz.,1591,1
12.0 oz,1592,0
12.0 oz.,1593,1
12.0 oz,1594,0
12.0 oz,1595,0
12.0 ounce,1596,2
12.0 OZ.,1597,3
12.0 oz,1598,0
16.0 oz,1599,9
12.0 oz,1600,0
19.2 oz.,1601,15
12.0 oz.,1602,1
12.0 oz,1603,0
12.0 oz,1604,0
12.0 oz.,1605,1
12.0 oz. Alumi-Tek,1606,4
12.0 oz,1607,0
16.0 ounce,1608,6
16.0 ounce,1609,6
16.0 oz.,1610,7
16.0 ounce,1611,6
16.0 oz.,1612,7
12.0 oz.,1613,1
12.0 oz,1614,0
12.0 oz,1615,0
12.0 oz.,1616,1
12.0 oz.,1617,1
12.0 ounce,1618,2
12.0 OZ.,1619,3
12.0 oz.,1620,1
12.0 ounce,1621,2
12.0 oz.,1622,1
12.0 oz.,1623,1
12.0 ounce,1624,2
12.0 ounce,1625,2
12.0 oz,1626,0
12.0 oz,1627,0
12.0 oz.,1628,1
12.0 oz.,1629,1
12.0 ounce,1630,2
12.0 oz.,1631,1
12.0 oz.,1632,1
12.0 OZ.,1633,3
12.0 ounce,1634,2
12.0 oz. Alumi-Tek,1635,4
12.0 oz,1636,0
12.0 ounce,1637,2
12.0 oz,1638,0
12.0 oz,1639,0
16.0 oz.,1640,7
16.0 oz.,1641,7
16.0 oz.,1642,7
16.0 oz. Alumi-Tek,1643,8
12.0 oz.,1644,1
16.0 oz.,1645,7
16.0 oz,1646,9
12.0 oz.,1647,1
12.0 oz.,1648,1
12.0 ounce,1649,2
16.0 oz,1650,9
16.0 ounce,1651,6
16.0 oz.,1652,7
16.0 oz.,1653,7
16.0 oz,1654,9
16.0 oz,1655,9
16.0 ounce,1656,6
16.0 ounce,1657,6
16.0 oz.,1658,7
12.0 oz.,1659,1
12.0 ounce,1660,2
16.0 oz,1661,9
16.0 oz,1662,9
16.0 ounce,1663,6
12.0 OZ.,1664,3
12.0 ounce,1665,2
12.0 ounce,1666,2
12.0 oz.,1667,1
12.0 oz.,1668,1
12.0 OZ.,1669,3
12.0 oz.,1670,1
12.0 ounce,1671,2
12.0 oz.,1672,1
12.0 OZ.,1673,3
12.0 oz.,1674,1
12.0 oz.,1675,1
12.0 oz.,1676,1
16.0 oz.,1677,7
12.0 oz,1678,0
12.0 oz,1679,0
12.0 ounce,1680,2
12.0 OZ.,1681,3
12.0 oz.,1682,1
12.0 oz.,1683,1
12.0 OZ.,1684,3
12.0 oz,1685,0
12.0 oz.,1686,1
12.0 oz,1687,0
12.0 oz.,1688,1
12.0 oz.,1689,1
12.0 oz,1690,0
12.0 oz.,1691,1
12.0 oz.,1692,1
16.0 oz.,1693,7
16.0 oz,1694,9
16.0 oz.,1695,7
16.0 oz.,1696,7
16.0 ounce,1697,6
16.0 ounce,1698,6
16.0 oz.,1699,7
12.0 oz.,1700,1
12.0 oz,1701,0
16.0 ounce,1702,6
16.0 oz.,1703,7
16.0 ounce,1704,6
16.0 ounce,1705,6
12.0 ounce,1706,2
12.0 oz.,1707,1
16.0 ounce,1708,6
12.0 OZ.,1709,3
16.0 oz.,1710,7
16.0 oz.,1711,7
16.0 oz.,1712,7
16.0 oz.,1713,7
16.0 oz.,1714,7
16.0 oz.,1715,7
16.0 oz.,1716,7
16.0 oz.,1717,7
12.0 oz,1718,0
12.0 oz,1719,0
12.0 ounce,1720,2
12.0 ounce,1721,2
12.0 ounce,1722,2
12.0 ounce,1723,2
12.0 oz.,1724,1
12.0 oz.,1725,1
12.0 oz,1726,0
12.0 ounce,1727,2
12.0 oz.,1728,1
12.0 oz,1729,0
12.0 oz.,1730,1
12.0 oz.,1731,1
12.0 oz. Alumi-Tek,1732,4
12.0 oz.,1733,1
12.0 oz.,1734,1
12.0 oz.,1735,1
16.0 oz. Alumi-Tek,1736,8
16.0 oz,1737,9
16.0 oz.,1738,7
16.0 ounce,1739,6
16.0 oz.,1740,7
16.0 ounce,1741,6
16.0 oz,1742,9
12.0 oz,1743,0
12.0 OZ.,1744,3
12.0 oz. Alumi-Tek,1745,4
12.0 oz,1746,0
12.0 oz. Alumi-Tek,1747,4
12.0 oz.,1748,1
12.0 oz.,1749,1
12.0 OZ.,1750,3
12.0 oz.,1751,1
12.0 oz. Alumi-Tek,1752,4
12.0 oz,1753,0
12.0 oz.,1754,1
12.0 oz.,1755,1
12.0 ounce,1756,2
12.0 ounce,1757,2
16.0 oz,1758,9
16.0 oz.,1759,7
16.0 oz.,1760,7
16.0 ounce,1761,6
16.0 oz. Alumi-Tek,1762,8
16.0 oz.,1763,7
16.0 ounce,1764,6
12.0 oz. Alumi-Tek,1765,4
16.0 oz,1766,9
16.0 oz.,1767,7
16.0 ounce,1768,6
16.0 OZ.,1769,10
12.0 ounce,1770,2
12.0 ounce,1771,2
12.0 oz.,1772,1
12.0 oz.,1773,1
12.0 oz,1774,0
12.0 oz.,1775,1
12.0 oz.,1776,1
12.0 oz,1777,0
12.0 oz.,1778,1
12.0 oz.,1779,1
16.0 oz.,1780,7
16.0 ounce,1781,6
12.0 oz,1782,0
12.0 oz.,1783,1
12.0 oz.,1784,1
12.0 ounce,1785,2
12.0 oz.,1786,1
16.0 ounce,1787,6
16.0 oz,1788,9
12.0 oz.,1789,1
12.0 ounce,1790,2
12.0 oz.,1791,1
12.0 oz,1792,0
12.0 OZ.,1793,3
12.0 oz.,1794,1
12.0 ounce,1795,2
12.0 oz.,1796,1
12.0 oz,1797,0
12.0 oz.,1798,1
12.0 ounce,1799,2
12.0 ounce,1800,2
12.0 oz,1801,0
12.0 oz.,1802,1
12.0 ounce,1803,2
12.0 oz.,1804,1
12.0 ounce,1805,2
12.0 oz,1806,0
16.0 ounce,1807,6
12.0 ounce,1808,2
16.0 ounce,1809,6
12.0 ounce,1810,2
12.0 oz,1811,0
12.0 oz.,1812,1
12.0 oz.,1813,1
12.0 oz.,1814,1
12.0 oz.,1815,1
12.0 oz.,1816,1
16.0 oz.,1817,7
12.0 oz,1818,0
12.0 oz.,1819,1
12.0 oz.,1820,1
12.0 oz,1821,0
12.0 oz.,1822,1
12.0 ounce,1823,2
12.0 oz.,1824,1
12.0 oz. Alumi-Tek,1825,4
12.0 oz.,1826,1
12.0 oz.,1827,1
12.0 oz.,1828,1
16.0 oz,1829,9
16.0 oz,1830,9
16.0 oz.,1831,7
16.0 ounce,1832,6
16.0 oz,1833,9
16.0 ounce,1834,6
16.0 ounce,1835,6
16.0 oz.,1836,7
16.0 oz.,1837,7
12.0 oz.,1838,1
12.0 ounce,1839,2
12.0 oz.,1840,1
12.0 oz,1841,0
12.0 oz.,1842,1
12.0 oz.,1843,1
12.0 ounce,1844,2
12.0 oz.,1845,1
12.0 oz.,1846,1
12.0 oz.,1847,1
16.0 oz.,1848,7
12.0 ounce,1849,2
12.0 oz.,1850,1
16.0 oz.,1851,7
12.0 oz. Alumi-Tek,1852,4
16.0 oz,1853,9
12.0 oz.,1854,1
12.0 oz.,1855,1
12.0 oz,1856,0
12.0 oz. Alumi-Tek,1857,4
12.0 oz,1858,0
12.0 OZ.,1859,3
16.0 ounce,1860,6
24.0 ounce,1861,17
12.0 oz.,1862,1
12.0 oz.,1863,1
12.0 ounce,1864,2
16.0 OZ.,1865,10
16.0 ounce,1866,6
16.0 oz.,1867,7
16.0 oz.,1868,7
16.0 oz,1869,9
12.0 oz. Alumi-Tek,1870,4
16.0 oz.,1871,7
16.0 oz.,1872,7
16.0 ounce,1873,6
12.0 oz,1874,0
16.0 OZ.,1875,10
16.0 ounce,1876,6
16.0 ounce,1877,6
16.0 oz.,1878,7
16.0 oz.,1879,7
16.0 ounce,1880,6
12.0 oz,1881,0
12.0 oz,1882,0
12.0 OZ.,1883,3
12.0 ounce,1884,2
12.0 oz.,1885,1
12.0 oz,1886,0
12.0 oz.,1887,1
12.0 ounce,1888,2
12.0 oz.,1889,1
12.0 oz,1890,0
12.0 oz,1891,0
12.0 oz.,1892,1
12.0 oz,1893,0
12.0 ounce,1894,2
24.0 ounce,1895,17
24.0 ounce,1896,17
12.0 ounce,1897,2
12.0 oz. Alumi-Tek,1898,4
12.0 oz,1899,0
12.0 ounce,1900,2
12.0 oz.,1901,1
12.0 ounce,1902,2
12.0 oz.,1903,1
12.0 oz.,1904,1
12.0 oz. Alumi-Tek,1905,4
12.0 oz.,1906,1
12.0 oz. Alumi-Tek,1907,4
12.0 OZ.,1908,3
12.0 ounce,1909,2
12.0 oz.,1910,1
12.0 oz,1911,0
12.0 oz.,1912,1
12.0 oz,1913,0
12.0 ounce,1914,2
12.0 oz. Alumi-Tek,1915,4
12.0 oz.,1916,1
12.0 oz.,1917,1
12.0 oz,1918,0
12.0 oz.,1919,1
12.0 oz.,1920,1
12.0 ounce,1921,2
12.0 oz. Alumi-Tek,1922,4
12.0 OZ.,1923,3
12.0 oz,1924,0
16.0 oz,1925,9
12.0 oz,1926,0
12.0 OZ.,1927,3
16.0 oz.,1928,7
16.0 oz,1929,9
12.0 oz,1930,0
12.0 OZ.,1931,3
12.0 oz. Alumi-Tek,1932,4
12.0 oz.,1933,1
12.0 oz.,1934,1
12.0 OZ.,1935,3
16.0 oz.,1936,7
12.0 ounce,1937,2
16.0 ounce,1938,6
16.0 oz. Alumi-Tek,1939,8
16.0 oz.,1940,7
16.0 oz.,1941,7
12.0 oz.,1942,1
16.0 oz.,1943,7
16.0 ounce,1944,6
16.0 oz,1945,9
16.0 oz.,1946,7
12.0 oz,1947,0
12.0 oz.,1948,1
12.0 OZ.,1949,3
16.0 oz,1950,9
16.0 oz,1951,9
16.0 oz. Alumi-Tek,1952,8
16.0 ounce,1953,6
12.0 oz,1954,0
12.0 ounce,1955,2
12.0 oz.,1956,1
12.0 oz.,1957,1
12.0 ounce,1958,2
12.0 oz.,1959,1
12.0 oz,1960,0
16.0 oz.,1961,7
12.0 oz,1962,0
12.0 ounce,1963,2
12.0 oz,1964,0
12.0 oz,1965,0
16.0 ounce,1966,6
12.0 oz.,1967,1
12.0 oz.,1968,1
16.0 oz,1969,9
16.0 oz,1970,9
16.0 oz.,1971,7
16.0 OZ.,1972,10
16.0 oz,1973,9
16.0 oz.,1974,7
16.0 oz.,1975,7
12.0 oz,1976,0
16.0 OZ.,1977,10
12.0 oz.,1978,1
12.0 oz.,1979,1
12.0 oz,1980,0
12.0 oz.,1981,1
12.0 ounce,1982,2
12.0 ounce,1983,2
12.0 oz,1984,0
16.0 oz,1985,9
12.0 oz,1986,0
16.0 ounce,1987,6
12.0 oz,1988,0
12.0 ounce,1989,2
12.0 oz.,1990,1
12.0 oz,1991,0
12.0 oz,1992,0
12.0 oz. Alumi-Tek,1993,4
12.0 oz.,1994,1
12.0 oz. Alumi-Tek,1995,4
12.0 oz,1996,0
12.0 ounce,1997,2
12.0 oz.,1998,1
12.0 oz. Alumi-Tek,1999,4
12.0 oz,2000,0
12.0 oz,2001,0
16.0 oz.,2002,7
12.0 oz.,2003,1
16.0 ounce,2004,6
16.0 oz,2005,9
12.0 oz. Alumi-Tek,2006,4
12.0 oz. Alumi-Tek,2007,4
12.0 oz,2008,0
12.0 oz.,2009,1
12.0 ounce,2010,2
12.0 oz,2011,0
12.0 oz,2012,0
12.0 ounce,2013,2
12.0 oz.,2014,1
12.0 oz,2015,0
16.0 ounce,2016,6
12.0 OZ.,2017,3
12.0 oz.,2018,1
12.0 ounce,2019,2
12.0 oz,2020,0
12.0 oz.,2021,1
12.0 oz.,2022,1
12.0 oz.,2023,1
12.0 oz,2024,0
12.0 oz.,2025,1
12.0 oz.,2026,1
12.0 oz.,2027,1
12.0 oz.,2028,1
12.0 ounce,2029,2
16.0 ounce,2030,6
16.0 oz.,2031,7
16.0 ounce,2032,6
16.0 ounce,2033,6
16.0 oz.,2034,7
16.0 ounce,2035,6
16.0 oz.,2036,7
16.0 ounce,2037,6
16.0 oz,2038,9
16.0 ounce,2039,6
16.0 oz. Alumi-Tek,2040,8
16.0 oz,2041,9
16.0 oz.,2042,7
16.0 oz,2043,9
16.0 ounce,2044,6
16.0 ounce,2045,6
16.0 oz. Silo Can,2046,12
16.0 oz,2047,9
16.0 ounce,2048,6
16.0 oz.,2049,7
16.0 oz.,2050,7
16.0 OZ.,2051,10
16.0 ounce,2052,6
16.0 oz.,2053,7
16.0 oz.,2054,7
16.0 oz,2055,9
16.0 oz,2056,9
16.0 ounce,2057,6
16.0 oz. Alumi-Tek,2058,8
16.0 oz,2059,9
16.0 oz,2060,9
16.0 oz,2061,9
16.0 oz.,2062,7
16.0 oz,2063,9
16.0 oz.,2064,7
16.0 ounce,2065,6
16.0 oz,2066,9
16.0 oz.,2067,7
16.0 oz,2068,9
16.0 oz. Alumi-Tek,2069,8
12.0 OZ.,2070,3
12.0 ounce,2071,2
16.0 oz.,2072,7
16.0 oz.,2073,7
16.0 oz,2074,9
16.0 ounce,2075,6
16.0 ounce,2076,6
16.0 ounce,2077,6
16.0 oz,2078,9
16.0 oz,2079,9
16.0 oz.,2080,7
16.0 OZ.,2081,10
16.0 oz.,2082,7
16.0 oz.,2083,7
16.0 oz. Alumi-Tek,2084,8
12.0 oz,2085,0
12.0 oz.,2086,1
12.0 OZ.,2087,3
12.0 OZ.,2088,3
12.0 oz,2089,0
12.0 OZ.,2090,3
12.0 oz.,2091,1
12.0 oz.,2092,1
12.0 oz.,2093,1
12.0 oz.,2094,1
12.0 ounce,2095,2
12.0 oz.,2096,1
24.0 oz.,2097,13
12.0 oz. Silo Can,2098,11
24.0 oz.,2099,13
24.0 oz.,2100,13
12.0 oz,2101,0
12.0 ounce,2102,2
16.9 OZ.,2103,24
16.0 oz.,2104,7
16.0 oz.,2105,7
16.0 OZ.,2106,10
16.0 oz,2107,9
16.0 oz,2108,9
16.0 oz,2109,9
16.0 ounce,2110,6
16.0 oz.,2111,7
16.0 ounce,2112,6
16.0 oz.,2113,7
16.0 OZ.,2114,10
12.0 ounce,2115,2
16.0 oz,2116,9
16.0 oz.,2117,7
16.0 oz.,2118,7
16.0 oz,2119,9
16.0 oz,2120,9
16.0 oz. Alumi-Tek,2121,8
16.0 oz.,2122,7
16.0 oz.,2123,7
16.0 oz. Alumi-Tek,2124,8
16.0 oz.,2125,7
16.0 oz.,2126,7
16.0 oz,2127,9
12.0 oz,2128,0
12.0 ounce,2129,2
12.0 oz.,2130,1
12.0 oz.,2131,1
12.0 oz.,2132,1
12.0 oz. Alumi-Tek,2133,4
12.0 ounce,2134,2
12.0 oz,2135,0
12.0 ounce,2136,2
12.0 oz,2137,0
12.0 oz,2138,0
12.0 oz.,2139,1
16.0 oz,2140,9
16.0 oz.,2141,7
16.0 oz.,2142,7
16.0 oz.,2143,7
16.0 oz. Alumi-Tek,2144,8
16.0 oz. Alumi-Tek,2145,8
12.0 ounce,2146,2
12.0 ounce,2147,2
12.0 ounce,2148,2
12.0 oz.,2149,1
12.0 ounce,2150,2
12.0 oz,2151,0
12.0 oz,2152,0
16.0 oz,2153,9
16.0 oz,2154,9
16.0 ounce,2155,6
16.0 ounce,2156,6
16.0 oz.,2157,7
16.0 oz,2158,9
16.0 oz.,2159,7
16.0 oz,2160,9
12.0 ounce,2161,2
12.0 oz. Alumi-Tek,2162,4
12.0 ounce,2163,2
16.0 oz.,2164,7
12.0 OZ.,2165,3
16.0 oz.,2166,7
16.0 oz.,2167,7
12.0 oz.,2168,1
12.0 oz. Alumi-Tek,2169,4
12.0 oz,2170,0
12.0 oz,2171,0
12.0 ounce,2172,2
12.0 ounce,2173,2
12.0 oz. Alumi-Tek,2174,4
12.0 oz.,2175,1
12.0 oz.,2176,1
12.0 oz. Silo Can,2177,11
12.0 oz,2178,0
16.0 oz,2179,9
16.0 oz.,2180,7
16.0 oz,2181,9
