Address3,MeasureName,original_index,unique_index
empty,heart failure patients given discharge instructions,386,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,387,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),388,17
empty,heart xailure patients given smoking cessation advice/counseling,389,39
empty,pneumonia patients assessed and given pneumococcal vaccination,390,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,391,20
empty,heart attack patients given aspirin at discharge,392,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),393,10
empty,heart attack patients given smoking cessation advice/counseling,394,11
empty,heart attack patients given beta blocker at discharge,395,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,396,13
empty,heart attack patients given pci within 90 minutes of arrival,397,14
empty,heart failure patients given discharge instructions,398,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,399,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),400,17
empty,heart failure patients given smoking cessation advice/counseling,401,18
empty,pneumonia patients assessed and given pneumococcal vaccination,402,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,403,20
empty,pneumonia patients given smoking cessation advice/counseling,404,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,405,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),406,23
empty,pneumonia patients assessed and given influenza vaccination,407,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,408,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,409,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,410,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),411,3
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,412,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,413,7
empty,heart attack patients given aspirin at arrival,414,8
empty,heart attack patients given aspirin at discharge,415,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),416,10
empty,heart attack patients given smoking cessation advice/counseling,417,11
empty,heart attack patients given beta blocker at discharge,418,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,419,13
empty,heart attack patients given pci within 90 minutes of arrival,420,14
empty,heart failure patients given discharge instructions,421,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,422,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),423,17
empty,heart failure patients given smoking cessation advice/counseling,424,18
empty,pneumonia patients assessed and given pneumococcal vaccination,425,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,426,20
empty,pneumonia patients given smoking cessation advice/counseling,427,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,428,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),429,23
empty,pneumonia patients assessed and given influenza vaccination,430,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,431,25
empty,heart failure patients given discharge instructions,432,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,433,16
empty,heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),434,40
empty,heart failure patients given smoking cessation advice/counseling,435,18
empty,pneumonia patients assessed and given pneumococcal vaccination,436,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,437,20
empty,pneumonia patients given smoking cessation advice/counseling,438,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,439,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),440,23
empty,pneumonia patients assessed and given influenza vaccination,441,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,442,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,443,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,444,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),445,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,446,4
empty,surgeryxpatientsxneedingxhairxremovedxfromxthexsurgicalxareaxbeforexsurgery& xwhoxhadxhairxremovedxusingxaxsaferxmethodx(electricxclippersxorxhairxremovalxcreamxï¿½cxnotxaxrazor),447,41
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,448,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,449,7
empty,heart attack patients given aspirin at arrival,450,8
empty,heart attack patients given aspirin at discharge,451,9
empty,pneumonia patients assessed and given pneumococcal vaccination,452,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,453,20
empty,pneumonia patients given smoking cessation advice/counseling,454,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,455,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),456,23
empty,pneumonia patients assessed and given influenza vaccination,457,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,458,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,459,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,460,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),461,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,462,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),463,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,464,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,465,7
empty,heart attack patients given aspirin at arrival,466,8
empty,heart attack patients given aspirin at discharge,467,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),468,10
empty,heart attack patients given smoking cessation advice/counseling,469,11
empty,heart attack patients given beta blocker at discharge,470,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,471,13
empty,heart attack patients given pci within 90 minutes of arrival,472,14
empty,heaxt failuxe patients given dischaxge instxuctions,473,42
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,474,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),475,17
empty,heart failure patients given smoking cessation advice/counseling,476,18
empty,pneumonia patients assessed and given pneumococcal vaccination,477,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,478,20
empty,pneumonia patients given smoking cessation advice/counseling,479,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,480,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),481,23
empty,pneumonia patients assessed and given influenza vaccination,482,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,483,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,484,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,485,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),486,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,487,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),488,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,489,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,490,7
empty,heart attack patients given aspirin at arrival,491,8
empty,heart attack patients given aspirin at discharge,492,9
empty,hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),493,43
empty,heart attack patients given smoking cessation advice/counseling,494,11
empty,heart attack patients given beta blocker at discharge,495,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,496,13
empty,heart attack patients given pci within 90 minutes of arrival,497,14
empty,heart failure patients given discharge instructions,498,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,499,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),500,17
empty,heart failure patients given smoking cessation advice/counseling,501,18
empty,pneumonia patients assessed and given pneumococcal vaccination,502,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,503,20
empty,pneumonia patients given smoking cessation advice/counseling,504,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,505,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),506,23
empty,pneumonix pxtients assessed xnd given influenzx vxccinxtion,507,44
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,508,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,509,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,510,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),511,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,512,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),513,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,514,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,515,7
empty,heart attack patients given aspirin at arrival,516,8
empty,heart attack patients given aspirin at discharge,517,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),518,10
empty,heart attack patients given smoking cessation advice/counseling,519,11
empty,heart attack patients given beta blocker at discharge,520,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,521,13
empty,heart attack patients given pci within 90 minutes of arrival,522,14
empty,heart failure patients given discharge instructions,523,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,524,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),525,17
empty,heart failure patients given smoking cessation advice/counseling,526,18
empty,pneumonia patients assessed and given pneumococcal vaccination,527,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,528,20
empty,pneumonia patients given smoking cessation advice/counseling,529,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,530,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),531,23
empty,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,532,45
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,533,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,534,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,535,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),536,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,537,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),538,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,539,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,540,7
empty,hexrt attxck pxtients given aspirin xt arrivxl,541,46
empty,heart attack patients given aspirin at discharge,542,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),543,10
empty,heart attack patients given smoking cessation advice/counseling,544,11
empty,heaxt attack patients given beta blockex at dischaxge,545,47
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,546,13
empty,heart attack patients given pci within 90 minutes of arrival,547,14
empty,heart failure patients given discharge instructions,548,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,549,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),550,17
empty,heart failure patients given smoking cessation advice/counseling,551,18
empty,pneumonia patients assessed and given pneumococcal vaccination,552,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,553,20
empty,pneumonia patients given smoking cessation advice/counseling,554,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,555,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),556,23
empty,pneumonia patients assessed and given influenza vaccination,557,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,558,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,559,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,560,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),561,3
empty,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,562,48
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),563,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,564,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,565,7
empty,heart attack patients given aspirin at arrival,566,8
empty,heart attack patients given aspirin at discharge,567,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),568,10
empty,heart attack patients given smoking cessation advice/counseling,569,11
empty,heart attack patients given beta blocker at discharge,570,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,571,13
empty,heart attack patients given pci within 90 minutes of arrival,572,14
empty,heart failure patients given discharge instructions,573,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,574,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),575,17
empty,heart failure patients given smoking cessation advice/counseling,576,18
empty,pneumonia patients assessed and given pneumococcal vaccination,577,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,578,20
empty,pneumonia patients given smoking cessation advice/counseling,579,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,580,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),581,23
empty,pneumonia patients assessed and given influenza vaccination,582,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,583,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,584,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,585,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),586,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,587,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),588,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,589,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,590,7
empty,heart attack patients given aspirin at arrival,591,8
empty,heart attack patients given aspirin at discharge,592,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),593,10
empty,heart attack patients given smoking cessation advice/counseling,594,11
empty,heart attack patients given beta blocker at discharge,595,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,596,13
empty,heart attack patients given pci within 90 minutes of arrival,597,14
empty,heart failure patients given discharge instructions,598,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,599,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),600,17
empty,heart failure patients given smoking cessation advice/counseling,601,18
empty,pneumonia patients assessed and given pneumococcal vaccination,602,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,603,20
empty,pneumonia patients given smoking cessation advice/counseling,604,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,605,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),606,23
empty,pneumonia patients assessed and given influenza vaccination,607,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,608,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,609,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,610,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),611,3
empty,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,612,49
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),613,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,614,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,615,7
empty,heart attack patients given aspirin at arrival,616,8
empty,heart attack patients given aspirin at discharge,617,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),618,10
empty,heart attack patients given smoking cessation advice/counseling,619,11
empty,heart attack patients given beta blocker at discharge,620,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,621,13
empty,heart attack patients given pci within 90 minutes of arrival,622,14
empty,heart failure patients given discharge instructions,623,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,624,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),625,17
empty,heart failure patients given smoking cessation advice/counseling,626,18
empty,pneumonia patients assessed and given pneumococcal vaccination,627,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,628,20
empty,pneumonia patients given smoking cessation advice/counseling,629,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,630,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),631,23
empty,pneumonia patients assessed and given influenza vaccination,632,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,633,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,634,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,635,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),636,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,637,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),638,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,639,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,640,7
empty,heart attack patients given aspirin at arrival,641,8
empty,heart attack patients given aspirin at discharge,642,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),643,10
empty,heart attack patients given smoking cessation advice/counseling,644,11
empty,heart attack patients given beta blocker at discharge,645,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,646,13
empty,heart attack patients given pci within 90 minutes of arrival,647,14
empty,heart failure patients given discharge instructions,648,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,649,16
empty,heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd),650,50
empty,heart faxlure patxents gxven smokxng cessatxon advxce/counselxng,651,51
empty,pneumonia patients assessed and given pneumococcal vaccination,652,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,653,20
empty,pneumonia patients given smoking cessation advice/counseling,654,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,655,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),656,23
empty,pneumonia patients assessed and given influenza vaccination,657,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,658,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,659,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,660,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),661,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,662,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),663,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,664,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,665,7
empty,heart attack patients given aspirin at arrival,666,8
empty,heart attack patients given aspirin at discharge,667,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),668,10
empty,heart attack patients given smoking cessation advice/counseling,669,11
empty,heart attack patients given beta blocker at discharge,670,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,671,13
empty,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,672,52
empty,heart failure patients given discharge instructions,673,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,674,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),675,17
empty,heart failure patients given smoking cessation advice/counseling,676,18
empty,pneumonia patients assessed and given pneumococcal vaccination,677,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,678,20
empty,pneumonia patients given smoking cessation advice/counseling,679,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,680,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),681,23
empty,pneumonia patients assessed and given influenza vaccination,682,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,683,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,684,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,685,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),686,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,687,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),688,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,689,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,690,7
empty,heart attack patients given aspirin at arrival,691,8
empty,heart attack patients given aspirin at discharge,692,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),693,10
empty,heart attack patients given smoking cessation advice/counseling,694,11
empty,heart attack patients given beta blocker at discharge,695,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,696,13
empty,heart attack patients given pci within 90 minutes of arrival,697,14
empty,heart failure patients given discharge instructions,698,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,699,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),700,17
empty,heart failure patients given smoking cessation advice/counseling,701,18
empty,pneumonia patients assessed and given pneumococcal vaccination,702,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,703,20
empty,pneumonia patients given smoking cessation advice/counseling,704,21
empty,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,705,53
empty,pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s),706,54
empty,pneumonia patients assessed and given influenza vaccination,707,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,708,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,709,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,710,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),711,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,712,4
empty,surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor),713,55
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,714,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,715,7
empty,heart attack patients given aspirin at arrival,716,8
empty,heart attack patients given aspirin at discharge,717,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),718,10
empty,heart attack patients given smoking cessation advice/counseling,719,11
empty,heart attack patients given beta blocker at discharge,720,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,721,13
empty,heart attack patients given pci within 90 minutes of arrival,722,14
empty,heart failure patients given discharge instructions,723,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,724,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),725,17
empty,heart failure patients given smoking cessation advice/counseling,726,18
empty,pneumonia patients assessed and given pneumococcal vaccination,727,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,728,20
empty,pneumonia patients given smoking cessation advice/counseling,729,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,730,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),731,23
empty,pneumonia patients assessed and given influenza vaccination,732,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,733,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,734,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,735,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),736,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,737,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),738,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,739,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,740,7
empty,heart attack patients given aspirin at arrival,741,8
empty,heart attack patients given aspirin at discharge,742,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),743,10
empty,heart attack patients given smoking cessation advice/counseling,744,11
empty,heart attack patients given beta blocker at discharge,745,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,746,13
empty,heart attack patients given pci within 90 minutes of arrival,747,14
empty,heart failure patients given discharge instructions,748,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,749,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),750,17
empty,heart failure patients given smoking cessation advice/counseling,751,18
empty,pneumonia patients assessed and given pneumococcal vaccination,752,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,753,20
empty,pneumonia patients given smoking cessation advice/counseling,754,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,755,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),756,23
empty,pneumonia patients assessed and given influenza vaccination,757,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,758,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,759,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,760,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),761,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,762,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),763,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,764,6
