HospitalType,EmergencyService,original_index,unique_index,count
acute care hospitals,yes,824,0,802
acute care hospitals,yes,825,0,802
acute care hospitals,yes,826,0,802
acute care hospitals,yes,827,0,802
acute care hospitals,yes,828,0,802
acute care hospitals,yes,829,0,802
acute care hospitals,yes,830,0,802
acute care hospitals,yes,831,0,802
acute care hospitals,yes,832,0,802
acute care hospitals,yes,833,0,802
acute care hospitals,yes,834,0,802
acute care hospitals,yes,835,0,802
acute care hospitals,yes,836,0,802
acute care hospitals,yes,837,0,802
acute care hospitals,yes,838,0,802
acute care hospitals,yes,839,0,802
acute care hospitals,yes,840,0,802
acute care hospitals,yes,841,0,802
acute care hospitals,yes,842,0,802
acute care hospitals,yes,843,0,802
acute care hospitals,yes,844,0,802
acute care hospitals,yes,845,0,802
acute care hospitals,yes,846,0,802
acute care hospitals,yes,847,0,802
acute caxe hospitals,yes,848,13,2
acute care hospitals,yes,849,0,802
acute care hospitals,yes,850,0,802
acute care hospitals,yes,851,0,802
acute care hospitals,yes,852,0,802
acute care hospitals,yes,853,0,802
acute care hospitals,yes,854,0,802
acute care hospitals,yes,855,0,802
acute care hospitals,yes,856,0,802
acute care hospitals,yes,857,0,802
acute care hospitals,yes,858,0,802
acute care hospitals,yes,859,0,802
acute care hospitals,yes,860,0,802
acute care hospitals,yes,861,0,802
acute care hospitals,yes,862,0,802
acute care hospitals,yes,863,0,802
acute care hospitals,yes,864,0,802
acute care hospitals,yes,865,0,802
acute care hospitals,yxs,866,2,11
acute care hospitals,yes,867,0,802
acute care hospitals,yes,868,0,802
acute care hospitals,yes,869,0,802
acute care hospitals,yes,870,0,802
acute care hospitals,yes,871,0,802
acute care hospitals,yes,872,0,802
acute care hospitals,yes,873,0,802
acute care hospitals,yes,874,0,802
acute care hospitals,yes,875,0,802
acute care hospitals,yes,876,0,802
acute care hoxpitalx,yes,877,18,1
acute care hospitals,yes,878,0,802
acute care hospitals,yes,879,0,802
acute care hospitals,yes,880,0,802
acute care hospitals,yes,881,0,802
acute care hospitals,yes,882,0,802
acute care hospitals,yes,883,0,802
acute care hospitals,yes,884,0,802
acute care hospitals,yes,885,0,802
acute care hospitals,yes,886,0,802
acute care hospitals,yes,887,0,802
acute care hospitals,yes,888,0,802
acute care hospitals,yex,889,4,9
acute care hospitals,yes,890,0,802
acute care hospitals,yes,891,0,802
acute care hospitals,yes,892,0,802
acute care hospitals,yes,893,0,802
acute care hospitals,yes,894,0,802
acute care hospitals,yes,895,0,802
acute care hospitals,yes,896,0,802
acute care hospitals,yes,897,0,802
acute care hospitals,yes,898,0,802
acute care hospitals,yes,899,0,802
acute care hospitals,yes,900,0,802
acute care hospitals,yes,901,0,802
acutexcarexhospitals,yes,902,9,6
acute care hospitals,yes,903,0,802
acute care hospitals,yes,904,0,802
acute care hospitals,yes,905,0,802
acute care hospitals,yes,906,0,802
acute care hospitals,yes,907,0,802
acute care hospitals,yes,908,0,802
acute care hospitals,yes,909,0,802
acute care hospitals,yes,910,0,802
acute care hospitals,yes,911,0,802
acute care hospitals,yes,912,0,802
acute care hospitals,yes,913,0,802
acute care hospitals,yes,914,0,802
acute care hospitals,yes,915,0,802
acute care hospitals,yes,916,0,802
acute care hospitals,yes,917,0,802
acute care hospitals,yes,918,0,802
acute care hospitals,yex,919,4,9
acute care hospitals,yes,920,0,802
acute care hospitals,yxs,921,2,11
acute care hospitals,yes,922,0,802
acute care hospitals,yes,923,0,802
acute care hospitals,yes,924,0,802
acute care hospitals,yes,925,0,802
acuxe care hospixals,yes,926,1,8
acute care hospitals,yes,927,0,802
acute care hospitals,yes,928,0,802
acute care hospitals,yes,929,0,802
acute care hospitals,no,930,5,139
acute care hospitals,no,931,5,139
acute care hospitals,no,932,5,139
acute care hospitals,no,933,5,139
acute care hospitals,no,934,5,139
acute care hospitals,no,935,5,139
acute care hospitals,no,936,5,139
acute care hospitals,no,937,5,139
acute care hospitals,no,938,5,139
acute care hospitals,no,939,5,139
acute care hospitals,no,940,5,139
acute care hospitals,no,941,5,139
acute care hospitals,no,942,5,139
acute care hospitals,no,943,5,139
acute care hospitals,no,944,5,139
acute care hospitals,no,945,5,139
acute care hospitals,no,946,5,139
acute care hospitals,no,947,5,139
acute care hospitals,no,948,5,139
acute care hosxitals,no,949,6,2
acute care hospitals,no,950,5,139
acute care hospitals,no,951,5,139
acute care hospitals,no,952,5,139
acute care hospitals,no,953,5,139
acute care hospitals,no,954,5,139
acute care hospitals,yes,955,0,802
acute xare hospitals,yes,956,19,1
acute care hospitals,yes,957,0,802
acute care hospitals,yes,958,0,802
acute care hospitals,yes,959,0,802
acute care hospitals,yes,960,0,802
acute care hospitals,yes,961,0,802
acute care hospitals,yes,962,0,802
acute care hospitals,yes,963,0,802
acutexcarexhospitals,yes,964,9,6
acute care hospitals,yes,965,0,802
acute care hospitals,yes,966,0,802
acute care hospitals,yes,967,0,802
acute care hospitals,yes,968,0,802
acute care hospitals,yes,969,0,802
acute care hospitals,yes,970,0,802
acute care hospitals,yes,971,0,802
acute care hospitals,yes,972,0,802
acute care hospitals,yes,973,0,802
acute care hospitals,yes,974,0,802
acute care hospitals,yes,975,0,802
acutexcarexhospitals,yes,976,9,6
acute care hospitals,yes,977,0,802
acute care hospitals,yes,978,0,802
acute care hospitals,yes,979,0,802
acute care hospitals,yes,980,0,802
acute care hospitals,yes,981,0,802
acute care hospitals,yes,982,0,802
acute care hospitals,yes,983,0,802
acute care hospitals,yes,984,0,802
acute care hospitals,yes,985,0,802
acute care hospitals,yes,986,0,802
acute care hospitals,yes,987,0,802
acute care hospitals,yes,988,0,802
acute care hospitals,yes,989,0,802
acute care hospitals,yes,990,0,802
acute care hospitals,yes,991,0,802
acute care hospitals,yes,992,0,802
acute care hospitals,yes,993,0,802
acute care hospitals,yes,994,0,802
acute care hospitals,yes,995,0,802
acute care hospitals,yes,996,0,802
acute care hospitals,yes,997,0,802
acute care hospitals,yes,998,0,802
acute care hospitals,yes,999,0,802
