Language,original_index,unique_index
English,1633,0
"English,Cantonese,Mandarin",1634,195
"Hebrew,English,Arabic",1635,196
"English,Spanish,Assyrian Neo-Aramaic",1636,197
English,1637,0
English,1638,0
"English,Italian,Spanish",1639,35
English,1640,0
English,1641,0
English,1642,0
English,1643,0
"English,Inuktitut",1644,198
"English,Japanese",1645,12
English,1646,0
English,1647,0
"English,French,Spanish,German",1648,199
English,1649,0
English,1650,0
"English,Spanish",1651,10
English,1652,0
English,1653,0
"English,Spanish",1654,10
"English,French",1655,2
English,1656,0
English,1657,0
"English,Tagalog,Spanish",1658,200
English,1659,0
"Portuguese,English",1660,201
English,1661,0
English,1662,0
English,1663,0
English,1664,0
"English,Italian,Russian,French",1665,202
English,1666,0
English,1667,0
English,1668,0
"English,Somali",1669,203
English,1670,0
English,1671,0
English,1672,0
English,1673,0
English,1674,0
English,1675,0
English,1676,0
English,1677,0
English,1678,0
"English,Swedish",1679,87
English,1680,0
English,1681,0
English,1682,0
English,1683,0
English,1684,0
English,1685,0
English,1686,0
English,1687,0
"English,Russian",1688,11
English,1689,0
English,1690,0
English,1691,0
"English,Spanish",1692,10
English,1693,0
English,1694,0
English,1695,0
"English,Mandarin",1696,6
English,1697,0
"English,French,Vietnamese",1698,204
English,1699,0
English,1700,0
English,1701,0
English,1702,0
English,1703,0
English,1704,0
"English,Spanish",1705,10
English,1706,0
English,1707,0
English,1708,0
English,1709,0
English,1710,0
"English,Spanish,Portuguese",1711,205
English,1712,0
English,1713,0
English,1714,0
English,1715,0
English,1716,0
English,1717,0
English,1718,0
English,1719,0
English,1720,0
English,1721,0
"English,Italian",1722,4
"English,Spanish",1723,10
"English,French,Italian",1724,206
English,1725,0
English,1726,0
English,1727,0
English,1728,0
English,1729,0
English,1730,0
English,1731,0
English,1732,0
English,1733,0
English,1734,0
English,1735,0
English,1736,0
English,1737,0
English,1738,0
English,1739,0
English,1740,0
English,1741,0
"English,French",1742,2
English,1743,0
English,1744,0
English,1745,0
English,1746,0
"English,Spanish",1747,10
English,1748,0
English,1749,0
English,1750,0
"English,French,Italian",1751,206
"English,Spanish",1752,10
English,1753,0
English,1754,0
English,1755,0
English,1756,0
English,1757,0
English,1758,0
English,1759,0
English,1760,0
English,1761,0
English,1762,0
English,1763,0
English,1764,0
English,1765,0
English,1766,0
English,1767,0
English,1768,0
English,1769,0
English,1770,0
English,1771,0
English,1772,0
English,1773,0
English,1774,0
English,1775,0
English,1776,0
"English,Russian",1777,11
"English,German,Cantonese,Japanese,Hungarian",1778,207
"English,Italian,Latin",1779,208
"English,French,German,Czech",1780,209
"English,Hebrew,German,Polish",1781,210
English,1782,0
"English,Japanese,French",1783,211
"English,Vietnamese",1784,126
"English,Italian",1785,4
"English,Hmong",1786,212
"English,French",1787,2
English,1788,0
"English,German,French",1789,41
"English,Mandarin",1790,6
"English,Japanese,French",1791,211
English,1792,0
English,1793,0
"English,Cantonese,Mandarin,Spanish",1794,213
English,1795,0
English,1796,0
English,1797,0
English,1798,0
English,1799,0
"English,Spanish",1800,10
English,1801,0
"English,Spanish",1802,10
English,1803,0
English,1804,0
"English,Spanish",1805,10
"English,Ibo",1806,214
English,1807,0
"English,French,German",1808,103
"English,French",1809,2
English,1810,0
English,1811,0
"English,Hungarian",1812,113
"English,German,French,Russian,Arabic,Italian",1813,215
"English,Swahili",1814,25
"English,Italian",1815,4
"English,German,Russian",1816,58
English,1817,0
English,1818,0
English,1819,0
English,1820,0
English,1821,0
English,1822,0
English,1823,0
English,1824,0
English,1825,0
English,1826,0
English,1827,0
English,1828,0
English,1829,0
English,1830,0
English,1831,0
"English,Mandarin",1832,6
English,1833,0
"English,Swedish",1834,87
English,1835,0
English,1836,0
English,1837,0
English,1838,0
English,1839,0
English,1840,0
English,1841,0
English,1842,0
English,1843,0
English,1844,0
"English,Korean",1845,76
English,1846,0
"English,Russian",1847,11
English,1848,0
English,1849,0
English,1850,0
English,1851,0
English,1852,0
English,1853,0
English,1854,0
English,1855,0
English,1856,0
English,1857,0
English,1858,0
English,1859,0
English,1860,0
English,1861,0
English,1862,0
English,1863,0
English,1864,0
"English,Spanish,French,German",1865,216
English,1866,0
English,1867,0
English,1868,0
English,1869,0
"English,Spanish",1870,10
"English,Italian",1871,4
"English,German",1872,17
"English,German",1873,17
English,1874,0
English,1875,0
English,1876,0
English,1877,0
English,1878,0
English,1879,0
English,1880,0
English,1881,0
English,1882,0
"English,Welsh,Italian,Latin,Russian,Hungarian",1883,217
English,1884,0
"English,German",1885,17
"English,Lao,Vietnamese",1886,218
English,1887,0
English,1888,0
"English,Chinese",1889,184
"English,German,Spanish",1890,64
"English,Arabic",1891,42
"English,Urdu,Mandarin",1892,219
English,1893,0
English,1894,0
"English,Spanish,Korean",1895,164
English,1896,0
English,1897,0
"English,Spanish",1898,10
"English,Spanish",1899,10
"English,Spanish",1900,10
"English,Spanish",1901,10
"English,Italian,French",1902,38
"English,French,German,Spanish,Yiddish",1903,220
English,1904,0
English,1905,0
English,1906,0
English,1907,0
"English,German,French",1908,41
English,1909,0
"English,Spanish",1910,10
English,1911,0
English,1912,0
English,1913,0
English,1914,0
English,1915,0
English,1916,0
"English,Cantonese,Latin",1917,221
English,1918,0
English,1919,0
English,1920,0
English,1921,0
"English,Portuguese",1922,15
"English,German,Luxembourgish",1923,222
English,1924,0
English,1925,0
English,1926,0
English,1927,0
English,1928,0
English,1929,0
English,1930,0
English,1931,0
"English,German",1932,17
English,1933,0
English,1934,0
English,1935,0
"English,French",1936,2
English,1937,0
English,1938,0
English,1939,0
English,1940,0
English,1941,0
English,1942,0
English,1943,0
"English,French,Italian,German",1944,33
English,1945,0
"English,German",1946,17
"English,German",1947,17
"English,Russian,Vietnamese,French",1948,223
English,1949,0
English,1950,0
English,1951,0
English,1952,0
English,1953,0
English,1954,0
"English,Spanish,French",1955,128
"English,Spanish",1956,10
English,1957,0
English,1958,0
"English,Spanish",1959,10
"English,French,German",1960,103
English,1961,0
English,1962,0
English,1963,0
"English,French,German,Serbian",1964,224
English,1965,0
"English,Hindi",1966,225
English,1967,0
"English,Japanese",1968,12
English,1969,0
"English,Syriac,Assyrian Neo-Aramaic",1970,226
English,1971,0
English,1972,0
"English,German,Italian",1973,132
English,1974,0
English,1975,0
English,1976,0
English,1977,0
"English,Italian,Spanish,Latin,Sicilian",1978,227
English,1979,0
English,1980,0
"English,French",1981,2
English,1982,0
"English,Spanish,Latin",1983,138
"English,French",1984,2
English,1985,0
"English,French,Portuguese",1986,228
"English,German",1987,17
English,1988,0
English,1989,0
English,1990,0
"English,German",1991,17
"English,Spanish",1992,10
English,1993,0
English,1994,0
"English,German",1995,17
English,1996,0
"English,Italian",1997,4
English,1998,0
English,1999,0
English,2000,0
English,2001,0
English,2002,0
"English,American Sign Language",2003,43
English,2004,0
English,2005,0
English,2006,0
"English,Polynesian",2007,229
English,2008,0
"English,Japanese",2009,12
English,2010,0
"English,Spanish",2011,10
English,2012,0
English,2013,0
"English,Russian,Panjabi,Arabic",2014,230
"English,Tibetan,Panjabi,German",2015,231
English,2016,0
"English,Spanish",2017,10
English,2018,0
"English,French",2019,2
"English,Italian",2020,4
English,2021,0
English,2022,0
"English,French",2023,2
"English,Portuguese",2024,15
English,2025,0
"English,Italian,German",2026,232
"English,French",2027,2
"English,French",2028,2
English,2029,0
English,2030,0
"English,French,German,Italian",2031,13
English,2032,0
"English,French",2033,2
English,2034,0
English,2035,0
"English,German",2036,17
"English,French",2037,2
"English,Russian,French,German",2038,233
English,2039,0
English,2040,0
"English,German,Latin",2041,234
English,2042,0
"English,Spanish",2043,10
"English,Yiddish",2044,108
"English,Russian",2045,11
"English,Russian",2046,11
English,2047,0
English,2048,0
English,2049,0
"English,French,Italian",2050,206
"English,German,Mandarin,Tibetan,Hindi",2051,235
English,2052,0
"English,Crow,French",2053,236
English,2054,0
English,2055,0
English,2056,0
English,2057,0
English,2058,0
"English,Tamil,French,Japanese,Hindi,Chinese",2059,237
English,2060,0
English,2061,0
English,2062,0
English,2063,0
English,2064,0
English,2065,0
English,2066,0
"English,Spanish,French,German",2067,216
"English,Arabic,Spanish",2068,9
English,2069,0
English,2070,0
English,2071,0
"English,German",2072,17
English,2073,0
"English,Spanish",2074,10
English,2075,0
English,2076,0
"English,French,Italian",2077,206
English,2078,0
"English,Russian",2079,11
English,2080,0
English,2081,0
"English,Spanish",2082,10
"English,Norwegian,Swedish",2083,238
English,2084,0
English,2085,0
"English,Italian",2086,4
English,2087,0
"English,Italian,German",2088,232
English,2089,0
English,2090,0
English,2091,0
English,2092,0
"English,German",2093,17
"English,Spanish",2094,10
English,2095,0
English,2096,0
English,2097,0
"English,Spanish",2098,10
"English,Russian,French",2099,116
"English,French",2100,2
"English,Hindi,French",2101,239
English,2102,0
English,2103,0
"English,Klingon",2104,62
English,2105,0
English,2106,0
English,2107,0
English,2108,0
"English,French",2109,2
"English,Portuguese,Spanish,Italian",2110,240
English,2111,0
English,2112,0
"English,Spanish",2113,10
"English,Spanish",2114,10
English,2115,0
"English,Spanish",2116,10
English,2117,0
"English,Spanish",2118,10
"English,Spanish",2119,10
"English,Japanese",2120,12
English,2121,0
"English,Spanish",2122,10
English,2123,0
"English,Spanish",2124,10
"English,French,Czech",2125,241
"English,Spanish",2126,10
"English,German",2127,17
"English,Italian,Mandarin,Cantonese,German,Czech",2128,242
"English,Finnish",2129,243
English,2130,0
English,2131,0
English,2132,0
"English,Japanese,French",2133,211
English,2134,0
"English,Mandarin,Sanskrit",2135,244
"English,Romanian,Czech",2136,245
English,2137,0
"English,Russian",2138,11
English,2139,0
"English,French,Latin,Spanish",2140,246
"English,French,German",2141,103
English,2142,0
"English,Cantonese",2143,107
"English,Russian,Italian",2144,247
"English,Italian,Japanese,Mandarin",2145,248
English,2146,0
"English,French,Mandarin",2147,249
English,2148,0
"English,Italian",2149,4
English,2150,0
English,2151,0
English,2152,0
English,2153,0
"English,German",2154,17
"English,Ukrainian,German,Spanish,Russian,French,Arabic,Turkish",2155,250
"English,Esperanto",2156,251
English,2157,0
"English,Romanian,Greek,Bulgarian,Latin",2158,252
"English,Russian",2159,11
"English,Dutch,French,Italian,Mandarin",2160,253
"English,Italian,Cantonese",2161,254
"English,French,Spanish",2162,71
"English,French,Italian,German,Romany",2163,255
English,2164,0
"English,Italian,Latin,French,Swiss German,German,Chinese",2165,256
English,2166,0
English,2167,0
"English,Spanish",2168,10
"English,Russian",2169,11
English,2170,0
English,2171,0
"English,Italian,Spanish",2172,35
"English,Spanish",2173,10
English,2174,0
English,2175,0
English,2176,0
"English,German,French",2177,41
English,2178,0
"English,French,Russian",2179,24
"English,French",2180,2
English,2181,0
"English,Dutch",2182,105
English,2183,0
"English,Spanish",2184,10
"English,Italian",2185,4
English,2186,0
English,2187,0
English,2188,0
English,2189,0
English,2190,0
"English,French",2191,2
"English,French,Portuguese",2192,228
"English,French,German",2193,103
English,2194,0
English,2195,0
English,2196,0
English,2197,0
"English,Hungarian,Spanish,French",2198,257
"English,Russian",2199,11
English,2200,0
"English,Italian,German,Latin",2201,258
English,2202,0
English,2203,0
"English,Russian",2204,11
English,2205,0
English,2206,0
English,2207,0
English,2208,0
English,2209,0
English,2210,0
"English,Spanish",2211,10
"English,Cantonese",2212,107
English,2213,0
English,2214,0
English,2215,0
"English,Italian",2216,4
English,2217,0
English,2218,0
English,2219,0
"English,Italian",2220,4
English,2221,0
"English,Irish,Chinese,Latin",2222,259
"English,Arabic",2223,42
English,2224,0
"English,Spanish,French",2225,128
"English,Japanese",2226,12
English,2227,0
"English,Italian,Chinese",2228,260
English,2229,0
English,2230,0
"English,Arabic",2231,42
English,2232,0
"English,Spanish",2233,10
English,2234,0
English,2235,0
"English,Spanish",2236,10
English,2237,0
English,2238,0
English,2239,0
English,2240,0
English,2241,0
"Spanish,English",2242,60
English,2243,0
"English,Arabic,Spanish,Japanese,Berber languages,French,Russian,Japanese Sign Language",2244,261
"English,Russian,Spanish,Korean",2245,262
English,2246,0
"English,French,Arabic",2247,171
"English,Spanish,Portuguese",2248,205
English,2249,0
"English,Spanish",2250,10
"English,Spanish",2251,10
English,2252,0
English,2253,0
English,2254,0
English,2255,0
"English,French",2256,2
English,2257,0
English,2258,0
"English,Spanish",2259,10
English,2260,0
"English,Italian",2261,4
"English,French",2262,2
"English,German",2263,17
English,2264,0
"English,Spanish Sign Language",2265,263
English,2266,0
"English,American Sign Language",2267,43
"English,Spanish",2268,10
"English,French,German,Arabic,Italian,Japanese",2269,264
English,2270,0
English,2271,0
English,2272,0
English,2273,0
"English,German,Spanish,Russian,Czech",2274,265
English,2275,0
English,2276,0
English,2277,0
English,2278,0
English,2279,0
English,2280,0
"English,Polish",2281,179
"English,Italian",2282,4
English,2283,0
English,2284,0
English,2285,0
English,2286,0
English,2287,0
English,2288,0
English,2289,0
English,2290,0
"English,Spanish",2291,10
English,2292,0
"English,French",2293,2
English,2294,0
English,2295,0
English,2296,0
"English,Spanish",2297,10
English,2298,0
"English,Spanish",2299,10
English,2300,0
English,2301,0
English,2302,0
English,2303,0
English,2304,0
English,2305,0
English,2306,0
"English,French",2307,2
English,2308,0
"English,French",2309,2
English,2310,0
English,2311,0
"English,French,German",2312,103
English,2313,0
"English,Spanish",2314,10
"English,Spanish,Hungarian",2315,266
"English,Spanish",2316,10
English,2317,0
"English,Spanish",2318,10
"English,German,Italian,Arabic",2319,267
"English,Persian,Spanish,Mandarin,Korean",2320,268
English,2321,0
English,2322,0
"English,Russian",2323,11
"English,Spanish",2324,10
English,2325,0
English,2326,0
English,2327,0
English,2328,0
"English,Russian",2329,11
English,2330,0
"English,Italian",2331,4
English,2332,0
English,2333,0
"English,German",2334,17
English,2335,0
English,2336,0
"English,Russian",2337,11
"English,French,Russian",2338,24
English,2339,0
English,2340,0
English,2341,0
English,2342,0
English,2343,0
English,2344,0
"English,Arabic,German",2345,269
"English,Navajo,Japanese",2346,165
"English,Thai",2347,270
"English,Italian",2348,4
English,2349,0
"English,Russian",2350,11
English,2351,0
English,2352,0
English,2353,0
English,2354,0
English,2355,0
English,2356,0
English,2357,0
English,2358,0
English,2359,0
English,2360,0
"English,Japanese",2361,12
English,2362,0
English,2363,0
English,2364,0
English,2365,0
English,2366,0
English,2367,0
English,2368,0
"English,Russian,French,Hawaiian,Spanish",2369,271
English,2370,0
"English,French",2371,2
English,2372,0
"English,Spanish",2373,10
"English,Portuguese",2374,15
English,2375,0
English,2376,0
English,2377,0
English,2378,0
English,2379,0
English,2380,0
English,2381,0
English,2382,0
English,2383,0
English,2384,0
English,2385,0
English,2386,0
English,2387,0
"English,Italian",2388,4
English,2389,0
English,2390,0
English,2391,0
"English,Spanish,Italian",2392,272
English,2393,0
"English,Cantonese,Spanish",2394,273
English,2395,0
English,2396,0
"English,Spanish",2397,10
English,2398,0
English,2399,0
English,2400,0
English,2401,0
"English,Spanish",2402,10
"English,Spanish",2403,10
English,2404,0
English,2405,0
"English,American Sign Language,Portuguese",2406,274
English,2407,0
English,2408,0
"English,Japanese",2409,12
English,2410,0
"English,Japanese",2411,12
"English,Mandarin",2412,6
"English,French,Italian,German",2413,33
English,2414,0
English,2415,0
English,2416,0
English,2417,0
English,2418,0
English,2419,0
English,2420,0
English,2421,0
English,2422,0
English,2423,0
"English,German",2424,17
"English,Italian",2425,4
English,2426,0
English,2427,0
"English,Portuguese,Japanese",2428,275
English,2429,0
English,2430,0
"English,Hawaiian,Mandarin,Turkish",2431,276
English,2432,0
"English,Hebrew",2433,32
"English,Spanish",2434,10
English,2435,0
English,2436,0
"English,Turkish",2437,277
English,2438,0
English,2439,0
English,2440,0
English,2441,0
English,2442,0
English,2443,0
English,2444,0
English,2445,0
English,2446,0
English,2447,0
English,2448,0
English,2449,0
English,2450,0
"English,Esperanto",2451,251
English,2452,0
English,2453,0
English,2454,0
English,2455,0
English,2456,0
English,2457,0
English,2458,0
"English,Czech,Russian,Greek,Afrikaans",2459,278
English,2460,0
"English,Japanese,Spanish",2461,279
"English,Hebrew,Russian",2462,280
"English,Spanish",2463,10
English,2464,0
English,2465,0
English,2466,0
English,2467,0
"English,Norwegian,Latin,French",2468,281
"English,Dutch",2469,105
English,2470,0
English,2471,0
English,2472,0
English,2473,0
English,2474,0
"English,Icelandic,French,Italian,Russian",2475,282
English,2476,0
English,2477,0
"English,German",2478,17
English,2479,0
English,2480,0
English,2481,0
English,2482,0
English,2483,0
English,2484,0
English,2485,0
English,2486,0
English,2487,0
English,2488,0
"English,Italian",2489,4
English,2490,0
"English,Finnish",2491,243
"English,American Sign Language",2492,43
English,2493,0
English,2494,0
English,2495,0
"English,Spanish,Portuguese",2496,205
English,2497,0
English,2498,0
English,2499,0
English,2500,0
English,2501,0
English,2502,0
"English,French,Swedish",2503,283
English,2504,0
"English,Cantonese,Spanish",2505,273
"English,French",2506,2
"English,Spanish",2507,10
English,2508,0
English,2509,0
English,2510,0
English,2511,0
English,2512,0
English,2513,0
English,2514,0
English,2515,0
English,2516,0
English,2517,0
English,2518,0
English,2519,0
English,2520,0
English,2521,0
"English,French,Spanish",2522,71
English,2523,0
English,2524,0
English,2525,0
English,2526,0
English,2527,0
English,2528,0
English,2529,0
English,2530,0
English,2531,0
English,2532,0
English,2533,0
English,2534,0
English,2535,0
English,2536,0
"English,Spanish",2537,10
English,2538,0
English,2539,0
English,2540,0
English,2541,0
English,2542,0
English,2543,0
English,2544,0
English,2545,0
English,2546,0
English,2547,0
English,2548,0
English,2549,0
English,2550,0
English,2551,0
"English,Dutch",2552,105
English,2553,0
English,2554,0
English,2555,0
English,2556,0
English,2557,0
"English,French",2558,2
"English,Spanish",2559,10
"English,German,French",2560,41
English,2561,0
"English,Spanish",2562,10
English,2563,0
"English,French",2564,2
English,2565,0
English,2566,0
English,2567,0
English,2568,0
English,2569,0
English,2570,0
English,2571,0
English,2572,0
English,2573,0
English,2574,0
English,2575,0
"English,French",2576,2
English,2577,0
English,2578,0
English,2579,0
English,2580,0
"English,Russian,Spanish",2581,194
English,2582,0
English,2583,0
English,2584,0
English,2585,0
"English,Hebrew,Arabic,Persian,Spanish",2586,284
"English,French",2587,2
English,2588,0
English,2589,0
English,2590,0
English,2591,0
English,2592,0
"English,Esperanto",2593,251
English,2594,0
English,2595,0
English,2596,0
English,2597,0
English,2598,0
English,2599,0
English,2600,0
English,2601,0
English,2602,0
English,2603,0
English,2604,0
English,2605,0
English,2606,0
English,2607,0
English,2608,0
English,2609,0
English,2610,0
"English,French",2611,2
English,2612,0
English,2613,0
English,2614,0
English,2615,0
"English,Hawaiian",2616,91
"English,Spanish",2617,10
English,2618,0
English,2619,0
"English,Latin,Greek,French,German,Arabic",2620,285
English,2621,0
English,2622,0
English,2623,0
English,2624,0
English,2625,0
English,2626,0
English,2627,0
English,2628,0
"English,Spanish",2629,10
English,2630,0
English,2631,0
English,2632,0
English,2633,0
English,2634,0
English,2635,0
English,2636,0
English,2637,0
English,2638,0
"English,Spanish,Hindi",2639,286
"English,Turkish",2640,277
"English,Japanese",2641,12
English,2642,0
"English,Russian,Spanish",2643,194
"English,Korean,Cantonese,Spanish,German,Icelandic,Italian",2644,287
"English,Russian,Spanish",2645,194
English,2646,0
"English,Spanish",2647,10
English,2648,0
"English,Tagalog,Cantonese,Mandarin,Spanish",2649,288
English,2650,0
"English,Hebrew",2651,32
English,2652,0
"English,Spanish",2653,10
English,2654,0
English,2655,0
English,2656,0
"English,Cantonese,Korean",2657,289
"English,Spanish",2658,10
English,2659,0
English,2660,0
English,2661,0
"English,German,French",2662,41
"English,Spanish",2663,10
English,2664,0
English,2665,0
English,2666,0
English,2667,0
"English,Spanish,Latin",2668,138
"English,Hindi",2669,225
English,2670,0
English,2671,0
English,2672,0
English,2673,0
English,2674,0
English,2675,0
English,2676,0
English,2677,0
English,2678,0
English,2679,0
"English,Spanish",2680,10
"English,Spanish,Chinese",2681,290
"English,Mandarin,Swiss German,Cantonese,Russian",2682,291
"English,French,Japanese",2683,85
English,2684,0
English,2685,0
"English,French,German,Italian,Japanese",2686,292
English,2687,0
English,2688,0
English,2689,0
English,2690,0
English,2691,0
English,2692,0
English,2693,0
"English,French",2694,2
"English,Spanish",2695,10
English,2696,0
English,2697,0
English,2698,0
"English,Japanese,Spanish",2699,279
English,2700,0
English,2701,0
English,2702,0
English,2703,0
English,2704,0
English,2705,0
English,2706,0
English,2707,0
"Hopi,English,Spanish",2708,293
English,2709,0
English,2710,0
English,2711,0
English,2712,0
English,2713,0
English,2714,0
English,2715,0
English,2716,0
English,2717,0
English,2718,0
"English,Cantonese",2719,107
English,2720,0
English,2721,0
English,2722,0
English,2723,0
English,2724,0
English,2725,0
English,2726,0
English,2727,0
English,2728,0
English,2729,0
English,2730,0
English,2731,0
English,2732,0
"Cantonese,English,Mandarin",2733,294
English,2734,0
English,2735,0
"English,French",2736,2
English,2737,0
English,2738,0
"English,Spanish",2739,10
"English,German",2740,17
English,2741,0
English,2742,0
English,2743,0
"English,Russian",2744,11
"English,Spanish",2745,10
English,2746,0
English,2747,0
English,2748,0
English,2749,0
English,2750,0
"English,Latin",2751,133
English,2752,0
English,2753,0
English,2754,0
"English,Japanese",2755,12
"English,Persian",2756,295
English,2757,0
English,2758,0
"English,Russian",2759,11
English,2760,0
English,2761,0
English,2762,0
English,2763,0
English,2764,0
English,2765,0
English,2766,0
English,2767,0
"English,Italian",2768,4
English,2769,0
English,2770,0
English,2771,0
English,2772,0
English,2773,0
English,2774,0
English,2775,0
English,2776,0
English,2777,0
English,2778,0
"English,Italian",2779,4
"English,Spanish",2780,10
English,2781,0
"English,Russian",2782,11
"English,French,Latin,Scottish Gaelic",2783,296
"English,Italian",2784,4
English,2785,0
English,2786,0
English,2787,0
English,2788,0
English,2789,0
English,2790,0
English,2791,0
English,2792,0
English,2793,0
English,2794,0
English,2795,0
English,2796,0
English,2797,0
English,2798,0
English,2799,0
English,2800,0
English,2801,0
English,2802,0
English,2803,0
English,2804,0
English,2805,0
English,2806,0
English,2807,0
English,2808,0
English,2809,0
English,2810,0
English,2811,0
"English,Latin,French",2812,297
"English,German",2813,17
"English,Yiddish,German",2814,298
"English,Polish",2815,179
"English,German",2816,17
English,2817,0
"English,Spanish",2818,10
English,2819,0
English,2820,0
English,2821,0
English,2822,0
English,2823,0
English,2824,0
English,2825,0
English,2826,0
English,2827,0
English,2828,0
English,2829,0
English,2830,0
English,2831,0
English,2832,0
English,2833,0
English,2834,0
"English,Klingon",2835,62
English,2836,0
English,2837,0
English,2838,0
English,2839,0
English,2840,0
English,2841,0
English,2842,0
"English,Russian,Polish",2843,26
English,2844,0
English,2845,0
English,2846,0
"English,Spanish",2847,10
English,2848,0
English,2849,0
English,2850,0
English,2851,0
English,2852,0
English,2853,0
English,2854,0
English,2855,0
English,2856,0
English,2857,0
English,2858,0
English,2859,0
English,2860,0
English,2861,0
English,2862,0
English,2863,0
English,2864,0
English,2865,0
English,2866,0
English,2867,0
"English,Spanish,German",2868,63
English,2869,0
"English,Italian,German,French",2870,299
English,2871,0
English,2872,0
English,2873,0
English,2874,0
English,2875,0
English,2876,0
"English,Spanish",2877,10
English,2878,0
English,2879,0
English,2880,0
English,2881,0
English,2882,0
English,2883,0
English,2884,0
"English,French",2885,2
English,2886,0
English,2887,0
English,2888,0
English,2889,0
English,2890,0
English,2891,0
English,2892,0
English,2893,0
English,2894,0
English,2895,0
English,2896,0
English,2897,0
"English,German,Russian",2898,58
English,2899,0
English,2900,0
English,2901,0
English,2902,0
English,2903,0
English,2904,0
English,2905,0
English,2906,0
English,2907,0
English,2908,0
English,2909,0
English,2910,0
English,2911,0
English,2912,0
English,2913,0
English,2914,0
"English,Spanish",2915,10
English,2916,0
English,2917,0
"English,Japanese",2918,12
"English,Romanian",2919,300
English,2920,0
English,2921,0
"English,Spanish,Chinese",2922,290
"English,Japanese",2923,12
English,2924,0
"English,Swedish",2925,87
English,2926,0
English,2927,0
English,2928,0
English,2929,0
English,2930,0
English,2931,0
English,2932,0
English,2933,0
English,2934,0
English,2935,0
English,2936,0
English,2937,0
English,2938,0
English,2939,0
English,2940,0
English,2941,0
English,2942,0
"English,Latin",2943,133
English,2944,0
English,2945,0
English,2946,0
English,2947,0
English,2948,0
English,2949,0
English,2950,0
English,2951,0
English,2952,0
English,2953,0
English,2954,0
English,2955,0
English,2956,0
English,2957,0
English,2958,0
English,2959,0
English,2960,0
English,2961,0
English,2962,0
"English,Berber languages,French",2963,301
English,2964,0
English,2965,0
English,2966,0
English,2967,0
English,2968,0
English,2969,0
English,2970,0
"English,Russian",2971,11
English,2972,0
English,2973,0
English,2974,0
English,2975,0
English,2976,0
English,2977,0
English,2978,0
English,2979,0
English,2980,0
English,2981,0
"English,Latin",2982,133
English,2983,0
English,2984,0
English,2985,0
English,2986,0
"English,Korean",2987,76
English,2988,0
English,2989,0
English,2990,0
English,2991,0
English,2992,0
"English,Latin",2993,133
English,2994,0
"English,Russian,French,Polish,German",2995,302
English,2996,0
English,2997,0
English,2998,0
English,2999,0
English,3000,0
English,3001,0
English,3002,0
"English,Spanish",3003,10
English,3004,0
English,3005,0
English,3006,0
"English,American Sign Language",3007,43
English,3008,0
"English,Dutch",3009,105
English,3010,0
"English,Polish",3011,179
English,3012,0
English,3013,0
English,3014,0
English,3015,0
English,3016,0
"English,Spanish",3017,10
English,3018,0
English,3019,0
English,3020,0
English,3021,0
English,3022,0
English,3023,0
"English,Spanish,Portuguese",3024,205
"English,French",3025,2
English,3026,0
"English,French",3027,2
English,3028,0
English,3029,0
English,3030,0
English,3031,0
English,3032,0
English,3033,0
English,3034,0
"English,Spanish",3035,10
"English,French,Italian",3036,206
English,3037,0
English,3038,0
English,3039,0
English,3040,0
English,3041,0
English,3042,0
English,3043,0
English,3044,0
English,3045,0
English,3046,0
English,3047,0
English,3048,0
"English,Italian",3049,4
English,3050,0
English,3051,0
English,3052,0
English,3053,0
"English,French",3054,2
English,3055,0
English,3056,0
English,3057,0
English,3058,0
English,3059,0
English,3060,0
English,3061,0
"English,Swedish,Norwegian,Danish,Icelandic,French",3062,303
English,3063,0
English,3064,0
English,3065,0
"English,Spanish",3066,10
English,3067,0
English,3068,0
English,3069,0
"English,Scottish Gaelic",3070,304
English,3071,0
English,3072,0
English,3073,0
English,3074,0
"English,Irish",3075,305
English,3076,0
English,3077,0
English,3078,0
English,3079,0
English,3080,0
English,3081,0
English,3082,0
"English,French",3083,2
English,3084,0
English,3085,0
English,3086,0
English,3087,0
English,3088,0
English,3089,0
English,3090,0
English,3091,0
"English,Spanish",3092,10
"English,German",3093,17
English,3094,0
"English,French",3095,2
"English,Japanese",3096,12
English,3097,0
"English,French",3098,2
English,3099,0
English,3100,0
English,3101,0
English,3102,0
English,3103,0
"English,Spanish",3104,10
English,3105,0
"English,French",3106,2
English,3107,0
English,3108,0
English,3109,0
English,3110,0
English,3111,0
"English,Spanish,French,German,Italian",3112,306
"English,Sioux,French",3113,307
English,3114,0
"English,Thai",3115,270
"English,Hawaiian",3116,91
"English,Italian",3117,4
English,3118,0
English,3119,0
"English,Spanish",3120,10
English,3121,0
English,3122,0
English,3123,0
"English,Russian,Hungarian",3124,308
English,3125,0
English,3126,0
English,3127,0
"English,Spanish",3128,10
"English,Turkish",3129,277
"English,Pushto",3130,309
"English,Korean,French,Japanese,Czech",3131,310
English,3132,0
English,3133,0
"English,Greenlandic",3134,311
English,3135,0
"English,German",3136,17
English,3137,0
English,3138,0
English,3139,0
English,3140,0
"English,Spanish",3141,10
English,3142,0
English,3143,0
English,3144,0
English,3145,0
"English,Arabic,Italian",3146,312
English,3147,0
English,3148,0
English,3149,0
English,3150,0
English,3151,0
English,3152,0
English,3153,0
English,3154,0
"English,Swahili",3155,25
English,3156,0
English,3157,0
English,3158,0
