RatingValue,RatingCount,original_index,unique_index
8.3,"776,279",1107,1080
8.9,"1,193,651",1108,1081
8.6,"709,827",1109,1082
8.4,"592,830",1110,1083
8.4,"749,700",1111,1084
8.4,"545,566",1112,1085
8.4,"454,989",1113,1086
8.3,"150,735",1114,1087
6.2,"97,380",1115,1088
8.6,"598,080",1116,1089
6.6,"64,021",1117,1090
6.7,"106,076",1118,1091
6.7,"46,145",1119,1092
6.5,"72,748",1120,1093
8.0,"205,117",1121,1094
6.2,"59,950",1122,1095
5.8,"57,810",1123,1096
6.9,"99,821",1124,1097
5.9,999,1125,1098
6.2,"19,273",1126,1099
5.7,"12,116",1127,1100
3.7,"2,216",1128,1101
7.7,"50,642",1129,1102
6.9,58,1130,1103
7.2,"101,118",1131,1104
7.4,"23,938",1132,1105
7.5,"151,434",1133,1106
8.0,"234,333",1134,1107
7.2,"125,318",1135,1108
6.2,"101,845",1136,1109
8.7,"1,098,318",1137,1110
8.7,"786,718",1138,1111
8.3,"539,915",1139,1112
7.8,"294,929",1140,1113
7.4,"244,949",1141,1114
7.7,"19,020",1142,1115
7.4,"15,037",1143,1116
8.0,"44,872",1144,1117
7.9,"29,837",1145,1118
6.5,"5,070",1146,1119
7.0,"15,806",1147,1120
7.2,"5,901",1148,1121
7.2,"14,571",1149,1122
7.8,"49,683",1150,1123
7.8,"40,983",1151,1124
8.2,"135,367",1152,1125
7.7,"38,078",1153,1126
7.7,"32,400",1154,1127
6.8,"12,811",1155,1128
7.4,"37,871",1156,1129
7.2,"76,783",1157,1130
7.0,"31,379",1158,1131
6.8,"10,171",1159,1132
6.3,"12,885",1160,1133
7.5,"23,722",1161,1134
6.9,"91,087",1162,1135
6.8,"65,001",1163,1136
7.0,"63,597",1164,1137
8.3,"486,409",1165,1138
7.5,"3,225",1166,1139
8.2,"17,580",1167,1140
7.8,"31,747",1168,1141
8.1,"60,675",1169,1142
7.7,"40,919",1170,1143
8.3,"98,264",1171,1144
8.2,"36,736",1172,1145
8.0,"13,676",1173,1146
8.5,"126,615",1174,1147
8.4,"54,849",1175,1148
8.4,"88,548",1176,1149
8.0,"23,064",1177,1150
5.8,"133,589",1178,1151
7.7,"120,240",1179,1152
7.1,"414,132",1180,1153
8.1,"884,909",1181,1154
5.9,"65,493",1182,1155
7.4,"408,812",1183,1156
8.1,"555,319",1184,1157
7.3,"498,006",1185,1158
7.1,"361,387",1186,1159
7.0,"478,150",1187,1160
6.8,"440,804",1188,1161
8.0,"38,748",1189,1162
7.5,"368,783",1190,1163
6.9,"302,921",1191,1164
6.7,"303,082",1192,1165
7.5,"394,561",1193,1166
7.0,"418,008",1194,1167
6.5,"278,025",1195,1168
5.9,"3,898",1196,1169
7.2,"482,730",1197,1170
7.0,"350,935",1198,1171
7.7,"281,444",1199,1172
7.9,"369,460",1200,1173
8.0,"586,896",1201,1174
7.1,"431,384",1202,1175
7.3,"645,461",1203,1176
8.0,"434,969",1204,1177
8.1,"734,822",1205,1178
7.3,"477,986",1206,1179
7.7,"721,462",1207,1180
7.7,"447,194",1208,1181
6.7,"292,182",1209,1182
"6.2/10,5.5/10","345,529",1210,1183
7.3,"30,700",1211,1184
6.3,"304,716",1212,1185
7.3,"367,404",1213,1186
6.7,"323,600",1214,1187
6.8,"347,971",1215,1188
7.7,"16,208",1216,1189
6.0,"301,036",1217,1190
5.8,"219,082",1218,1191
6.5,"310,570",1219,1192
6.1,"245,681",1220,1193
6.4,"310,338",1221,1194
5.8,"262,168",1222,1195
6.6,"300,661",1223,1196
6.4,"308,606",1224,1197
6.0,"162,418",1225,1198
6.5,"205,441",1226,1199
6.0,"179,279",1227,1200
6.5,"314,933",1228,1201
5.7,"146,670",1229,1202
6.5,"170,316",1230,1203
6.4,"230,993",1231,1204
7.3,"116,630",1232,1205
5.9,"10,847",1233,1206
8.7,"990,248",1234,1207
8.9,"1,098,637",1235,1208
8.8,"1,123,075",1236,1209
6.5,"457,317",1237,1210
7.7,"444,293",1238,1211
6.7,"392,617",1239,1212
7.6,"296,441",1240,1213
6.8,"69,768",1241,1214
7.8,"128,985",1242,1215
7.2,"26,616",1243,1216
6.6,"68,061",1244,1217
4.7,293,1245,1218
7.8,"88,854",1246,1219
6.4,"22,352",1247,1220
5.8,"57,428",1248,1221
5.7,"47,561",1249,1222
6.1,"89,327",1250,1223
7.2,"81,667",1251,1224
6.8,"249,504",1252,1225
7.6,"349,489",1253,1226
6.3,"96,672",1254,1227
7.7,"294,769",1255,1228
7.5,"286,912",1256,1229
7.5,"320,053",1257,1230
7.3,"350,275",1258,1231
8.3,"395,693",1259,1232
8.0,"181,418",1260,1233
7.4,"21,184",1261,1234
7.8,"211,889",1262,1235
6.8,"74,100",1263,1236
7.8,"105,244",1264,1237
6.5,"61,054",1265,1238
6.3,"79,528",1266,1239
6.9,"50,706",1267,1240
6.0,"33,982",1268,1241
7.6,"163,417",1269,1242
8.2,"94,703",1270,1243
7.3,"9,600",1271,1244
7.1,"23,101",1272,1245
7.6,"128,157",1273,1246
7.2,"72,236",1274,1247
7.1,"192,574",1275,1248
5.5,"9,528",1276,1249
"5.4/10,5.1/10","113,897",1277,1250
6.2,"1,008",1278,1251
6.1,"50,121",1279,1252
5.9,"62,897",1280,1253
7.2,"64,867",1281,1254
6.8,"40,007",1282,1255
6.8,"10,259",1283,1256
7.3,"161,596",1284,1257
8.0,"172,952",1285,1258
7.3,"43,433",1286,1259
7.8,"200,757",1287,1260
8.0,"205,176",1288,1261
6.6,121,1289,1262
7.9,"4,858",1290,1263
6.0,"64,991",1291,1264
5.1,"13,674",1292,1265
6.5,"42,484",1293,1266
6.0,"73,747",1294,1267
7.1,"43,489",1295,1268
7.3,"163,389",1296,1269
7.2,"32,620",1297,1270
7.5,"62,003",1298,1271
7.8,"150,419",1299,1272
"6.4/10,6.3/10","47,389",1300,1273
7.7,"202,010",1301,1274
6.9,"30,618",1302,1275
"6.9/10,6.2/10","39,612",1303,1276
7.2,"85,246",1304,1277
7.5,"34,213",1305,1278
"6.2/10,6.2/10","15,725",1306,1279
6.8,"28,657",1307,1280
5.9,"2,723",1308,1281
6.3,"2,628",1309,1282
6.5,"1,045",1310,1283
7.4,"2,584",1311,1284
6.8/10,"21,203",1312,1285
7.8,"92,153",1313,1286
8.4,"199,341",1314,1287
8.2,"301,391",1315,1288
7.8,"239,553",1316,1289
7.2,"244,342",1317,1290
7.2,"396,500",1318,1291
6.7,"342,197",1319,1292
6.9,"218,328",1320,1293
7.3,"266,023",1321,1294
6.6,"23,211",1322,1295
5.4,"8,795",1323,1296
6.4,"119,872",1324,1297
5.5,"38,196",1325,1298
6.3,"21,294",1326,1299
7.2,"46,077",1327,1300
7.2,"1,735",1328,1301
5.5,"53,759",1329,1302
5.3,"21,529",1330,1303
7.1,"28,383",1331,1304
6.8,"97,008",1332,1305
7.9,"62,056",1333,1306
8.1,"265,122",1334,1307
7.0,"24,066",1335,1308
7.8,"14,679",1336,1309
6.8,"16,511",1337,1310
"5.4/10,4.2/10","8,781",1338,1311
7.7,"127,971",1339,1312
5.6,"30,752",1340,1313
6.9,"165,924",1341,1314
7.1,"7,569",1342,1315
7.1,"55,984",1343,1316
7.3,"76,582",1344,1317
7.6,"74,710",1345,1318
7.5,"79,846",1346,1319
7.4,"87,859",1347,1320
7.4,"73,448",1348,1321
7.2,"58,437",1349,1322
7.4,"8,250",1350,1323
7.4,"84,132",1351,1324
7.3,"94,407",1352,1325
7.3,"89,401",1353,1326
4.7,"34,048",1354,1327
4.5,"22,181",1355,1328
5.3,"25,150",1356,1329
5.8,"46,114",1357,1330
5.6,"1,204",1358,1331
5.8,"14,021",1359,1332
6.0,"36,183",1360,1333
5.0,73,1361,1334
5.7,125,1362,1335
7.4,"49,639",1363,1336
6.0,223,1364,1337
6.0,"20,153",1365,1338
6.4,"14,419",1366,1339
6.0,"17,362",1367,1340
7.1,"103,454",1368,1341
6.4,"166,932",1369,1342
6.1,"67,794",1370,1343
6.4,"25,636",1371,1344
7.8,"61,763",1372,1345
8.1,"38,705",1373,1346
7.3,"4,811",1374,1347
8.7,"11,169",1375,1348
8.1,"63,863",1376,1349
5.9,"130,787",1377,1350
8.0,"117,647",1378,1351
7.5,"108,542",1379,1352
7.9,"39,563",1380,1353
8.5,"286,574",1381,1354
8.4,"223,680",1382,1355
8.4,"273,898",1383,1356
5.2,338,1384,1357
7.8,"118,830",1385,1358
8.7,"619,370",1386,1359
4.2,"66,784",1387,1360
7.0,"198,142",1388,1361
7.4,"91,777",1389,1362
7.1,"32,089",1390,1363
7.0,31,1391,1364
7.8,"24,346",1392,1365
6.6,"108,617",1393,1366
5.3,"68,554",1394,1367
5.6,"66,678",1395,1368
6.2,"27,907",1396,1369
6.0,"35,602",1397,1370
5.5,"28,791",1398,1371
6.2,"46,838",1399,1372
"6.5/10,3.1/10","80,340",1400,1373
6.4,"97,976",1401,1374
7.0,"59,313",1402,1375
6.6,"47,284",1403,1376
6.7,"63,720",1404,1377
6.5,"138,355",1405,1378
6.9,"3,411",1406,1379
7.0,"264,274",1407,1380
4.8,"7,759",1408,1381
6.7,"171,010",1409,1382
6.3,"121,280",1410,1383
7.3,"248,082",1411,1384
6.4,"117,655",1412,1385
"6.5/10,6.6/10","120,793",1413,1386
6.9,"197,275",1414,1387
7.0,"143,734",1415,1388
6.2,"29,535",1416,1389
5.9,"111,727",1417,1390
6.4,"156,330",1418,1391
6.2,"174,861",1419,1392
7.1,"193,617",1420,1393
5.5,"79,060",1421,1394
6.4,"195,897",1422,1395
7.0,"297,701",1423,1396
6.2,"64,415",1424,1397
5.9,"1,957",1425,1398
5.3,"10,430",1426,1399
5.6,"58,622",1427,1400
5.4,"65,623",1428,1401
"5.4/10,4.9/10","43,498",1429,1402
4.9,"30,334",1430,1403
5.4,"15,491",1431,1404
6.0,"128,024",1432,1405
6.1,"141,353",1433,1406
6.8,"65,128",1434,1407
7.8,"167,144",1435,1408
7.2,"113,809",1436,1409
7.8,"164,513",1437,1410
5.1,"102,876",1438,1411
7.2,"101,915",1439,1412
6.1,"61,537",1440,1413
6.1,"56,580",1441,1414
7.0,"83,951",1442,1415
6.2,"33,059",1443,1416
6.2,"31,750",1444,1417
5.9,"21,203",1445,1418
6.0,"18,211",1446,1419
5.4,"20,529",1447,1420
5.5,"45,890",1448,1421
5.9,"79,159",1449,1422
,,1450,29
5.9,"131,012",1451,1423
4.8,"14,772",1452,1424
5.1,994,1453,1425
5.2,"41,198",1454,1426
5.4,"109,068",1455,1427
6.4,"23,810",1456,1428
5.9,"19,200",1457,1429
5.9,"28,541",1458,1430
6.2,"110,261",1459,1431
6.7,"267,878",1460,1432
8.4,"445,310",1461,1433
6.4,"282,396",1462,1434
8.5,"508,285",1463,1435
6.4,"190,468",1464,1436
7.5,"223,970",1465,1437
6.7,"102,297",1466,1438
7.2,"178,478",1467,1439
5.6,"134,077",1468,1440
6.2,"95,177",1469,1441
6.4,"161,928",1470,1442
7.5,"166,128",1471,1443
6.6,"105,169",1472,1444
3.4,314,1473,1445
3.2,367,1474,1446
2.7,86,1475,1447
1.8,"3,134",1476,1448
7.2,"13,561",1477,1449
8.1,"327,200",1478,1450
5.8,85,1479,1451
5.2,963,1480,1452
4.1,"5,533",1481,1453
6.3,"32,205",1482,1454
7.4,"1,962",1483,1455
5.8,"4,592",1484,1456
6.7,777,1485,1457
5.8,54,1486,1458
6.1,123,1487,1459
7.1,816,1488,1460
5.5,"7,286",1489,1461
6.7,"72,631",1490,1462
5.8,"84,050",1491,1463
7.6,"85,176",1492,1464
4.9,"5,992",1493,1465
2.8,"19,181",1494,1466
3.2,996,1495,1467
5.2,"45,535",1496,1468
4.5,"1,648",1497,1469
6.1,"9,666",1498,1470
7.3,"58,039",1499,1471
7.2,"30,300",1500,1472
6.9,"38,941",1501,1473
7.0,"27,837",1502,1474
5.6,"1,222",1503,1475
6.5,"3,579",1504,1476
5.3,"3,750",1505,1477
6.4,"16,510",1506,1478
7.4,"84,953",1507,1479
5.0,"16,681",1508,1480
6.4,"19,375",1509,1481
6.2,"10,243",1510,1482
5.7,"2,280",1511,1483
6.7,"29,678",1512,1484
5.9,"15,076",1513,1485
5.7,"3,902",1514,1486
7.8,"4,214",1515,1487
6.4,"20,280",1516,1488
3.8,"18,439",1517,1489
5.9,"15,093",1518,1490
5.5,"22,010",1519,1491
5.2,"17,751",1520,1492
5.4,"6,434",1521,1493
5.9,"16,575",1522,1494
6.3,"18,052",1523,1495
6.0,"40,511",1524,1496
5.9,"25,908",1525,1497
6.4,"41,269",1526,1498
5.1,"13,051",1527,1499
5.5,465,1528,1500
5.4,"8,717",1529,1501
3.5/10,"8,045",1530,1502
4.8,"13,749",1531,1503
5.0,"1,467",1532,1504
4.7,"1,475",1533,1505
5.3,"7,010",1534,1506
4.2,"16,935",1535,1507
5.1,"7,087",1536,1508
4.1,"10,639",1537,1509
5.1,"30,991",1538,1510
5.2,"43,227",1539,1511
5.1,"75,167",1540,1512
6.1,"59,668",1541,1513
6.7,"223,037",1542,1514
,,1543,29
6.7,"40,853",1544,1515
6.9,"49,267",1545,1516
4.8,46,1546,1517
6.4,"78,884",1547,1518
5.1,30,1548,1519
5.5,"55,970",1549,1520
7.8,68,1550,1521
8.4,22,1551,1522
6.7,20,1552,1523
5.4,50,1553,1524
8.1,20,1554,1525
8.4,58,1555,1526
7.2,23,1556,1527
6.3,301,1557,1528
5.5,53,1558,1529
6.4,601,1559,1530
6.2,26,1560,1531
6.9,"110,416",1561,1532
6.3,853,1562,1533
5.7,77,1563,1534
4.7,180,1564,1535
5.9,620,1565,1536
7.6,19,1566,1537
7.4,"62,509",1567,1538
7.9,"194,449",1568,1539
7.9,335,1569,1540
6.8,"16,041",1570,1541
8.7,21,1571,1542
6.4,83,1572,1543
6.3,170,1573,1544
6.7,"12,462",1574,1545
7.3,"1,518",1575,1546
6.3,"1,307",1576,1547
6.3,"18,503",1577,1548
6.2,"5,420",1578,1549
4.8,"24,047",1579,1550
8.0,"52,765",1580,1551
7.9,"176,399",1581,1552
6.7,"35,169",1582,1553
5.2,338,1583,1357
4.8,208,1584,1554
4.4,801,1585,1555
6.1,228,1586,1556
6.7,51,1587,1557
,,1588,29
5.4,233,1589,1558
6.7,98,1590,1559
7.8,284,1591,1560
8.0,69,1592,1561
7.5,117,1593,1562
7.7,818,1594,1563
7.8,"102,990",1595,1564
7.7,"10,481",1596,1565
6.7,"29,814",1597,1566
3.5,"9,895",1598,1567
7.5,"3,076",1599,1568
5.4,"9,800",1600,1569
6.6,"5,702",1601,1570
6.6,"24,101",1602,1571
6.4,"32,752",1603,1572
6.4,"57,131",1604,1573
7.5,"51,182",1605,1574
6.3,"153,533",1606,1575
7.2,"198,076",1607,1576
3.9,447,1608,1577
6.8,"298,428",1609,1578
6.7,"5,986",1610,1579
6.3,"4,406",1611,1580
5.6,742,1612,1581
7.3,"6,188",1613,1582
4.9,"6,625",1614,1583
6.7,"17,005",1615,1584
6.2,"11,966",1616,1585
5.8,417,1617,1586
7.7,"12,176",1618,1587
7.3,"4,345",1619,1588
6.8,"18,808",1620,1589
5.3,"10,852",1621,1590
7.2,"11,726",1622,1591
,,1623,29
4.2,"2,359",1624,1592
7.4,"117,492",1625,1593
6.9,"18,540",1626,1594
6.4,"149,497",1627,1595
6.7,"120,871",1628,1596
6.7,"71,277",1629,1597
7.3,"116,850",1630,1598
7.3,43,1631,1599
7.6,73,1632,1600
7.1,"106,432",1633,1601
6.6,"120,921",1634,1602
7.4,148,1635,1603
5.9,"20,853",1636,1604
4.9,"12,877",1637,1605
6.6,"1,083",1638,1606
6.0,"15,736",1639,1607
6.2,907,1640,1608
8.3,"1,446",1641,1609
5.5,"26,483",1642,1610
5.4,"34,056",1643,1611
4.3,"16,884",1644,1612
4.4,"5,523",1645,1613
7.6,"228,690",1646,1614
7.4,"166,534",1647,1615
7.7,"276,997",1648,1616
5.7,"20,181",1649,1617
5.3,"14,619",1650,1618
7.5,"3,122",1651,1619
6.4,"38,654",1652,1620
6.0,"22,668",1653,1621
6.6,"20,715",1654,1622
7.0,50,1655,1623
8.1,16,1656,1624
7.4,270,1657,1625
"6.3/10,7.1/10",108,1658,1626
6.5,173,1659,1627
7.7,769,1660,1628
7.2,202,1661,1629
7.8,"19,146",1662,1630
6.0,"44,145",1663,1631
7.7,"168,175",1664,1632
7.6,"103,118",1665,1633
6.8,"26,521",1666,1634
6.7,"22,614",1667,1635
7.5,"19,838",1668,1636
7.9,"297,120",1669,1637
6.1,"16,978",1670,1638
,,1671,29
7.0,"47,305",1672,1639
,,1673,29
,,1674,29
5.9,"61,520",1675,1640
5.3,"32,296",1676,1641
3.5,245,1677,1642
,,1678,29
5.5,"34,569",1679,1643
6.3,"26,297",1680,1644
6.7,"89,190",1681,1645
5.8,"12,964",1682,1646
6.1,"7,405",1683,1647
,,1684,29
5.2,"22,466",1685,1648
5.9,466,1686,1649
7.0,472,1687,1650
7.6,"88,732",1688,1651
7.5,"17,853",1689,1652
7.2,"7,213",1690,1653
7.1,"21,490",1691,1654
6.3,"28,174",1692,1655
7.5,"1,552",1693,1656
5.3,"41,781",1694,1657
8.2,"1,832",1695,1658
6.6,"47,062",1696,1659
7.9,"1,701",1697,1660
8.5,"411,966",1698,1661
4.5,"20,902",1699,1662
5.2,"11,705",1700,1663
7.3,"45,316",1701,1664
2.8,"11,716",1702,1665
5.1,"12,197",1703,1666
5.4,92,1704,1667
7.1,"21,537",1705,1668
4.1,389,1706,1669
6.5,"17,306",1707,1670
,,1708,29
,,1709,29
,,1710,29
7.5,"24,871",1711,1671
5.6,"61,415",1712,1672
5.8,"11,920",1713,1673
,,1714,29
,,1715,29
,,1716,29
,,1717,29
6.7,"23,383",1718,1674
,,1719,29
6.0,"79,768",1720,1675
7.2,"32,351",1721,1676
6.4,"57,683",1722,1677
7.0,"186,783",1723,1678
6.3,"91,577",1724,1679
"5.7/10,6.1/10","195,002",1725,1680
5.4,"69,152",1726,1681
5.7,"45,842",1727,1682
5.9,"11,034",1728,1683
6.5,"83,211",1729,1684
,,1730,29
,,1731,29
5.7,"2,865",1732,1685
,,1733,29
7.1,"20,996",1734,1686
5.7,"2,001",1735,1687
,,1736,29
5.7,"3,971",1737,1688
5.4,138,1738,1689
,,1739,29
6.0,268,1740,1690
6.9,476,1741,1691
,,1742,29
7.5,414,1743,1692
7.5,199,1744,1693
,,1745,29
7.0,"26,060",1746,1694
7.2,"1,230",1747,1695
,,1748,29
,,1749,29
4.3,"6,324",1750,1696
7.0,"42,131",1751,1697
7.5,"15,773",1752,1698
7.2,"16,934",1753,1699
6.4,"20,404",1754,1700
6.2,454,1755,1701
6.1,"3,977",1756,1702
6.6,"5,338",1757,1703
7.8,29,1758,1704
6.4,"25,147",1759,1705
6.0,"1,648",1760,1706
7.1,"14,671",1761,1707
6.9,"4,921",1762,1708
6.6,"2,384",1763,1709
"6.2/10,6.1/10","8,869",1764,1710
7.3,"67,228",1765,1711
7.5,"37,035",1766,1712
6.6,"9,448",1767,1713
7.5,"3,126",1768,1714
7.4,"2,590",1769,1715
5.8,"8,104",1770,1716
6.6,"21,931",1771,1717
6.7,"2,960",1772,1718
6.8,"14,274",1773,1719
8.1,"597,810",1774,1720
8.9,"1,207,524",1775,1721
8.5,"768,484",1776,1722
8.5,"314,678",1777,1723
8.2,"423,353",1778,1724
9.2,"1,050,087",1779,1725
8.6,"789,146",1780,1726
8.9,"779,282",1781,1727
5.1,"3,078",1782,1728
8.8,"1,306,429",1783,1729
8.1,"267,705",1784,1730
8.7,"659,127",1785,1731
8.2,"513,107",1786,1732
8.2,"651,201",1787,1733
7.2,"348,872",1788,1734
8.5,"828,927",1789,1735
9.0,"1,507,976",1790,1736
8.1,"662,614",1791,1737
7.5,"10,651",1792,1738
9.3,"1,532,446",1793,1739
8.0,"467,402",1794,1740
2.9,856,1795,1741
8.2,"541,013",1796,1742
7.8,"32,940",1797,1743
8.3,"215,055",1798,1744
8.4,"159,077",1799,1745
8.1,"137,568",1800,1746
8.2,"110,294",1801,1747
7.8,"59,816",1802,1748
8.3,"253,508",1803,1749
8.3,"70,871",1804,1750
8.1,"90,070",1805,1751
6.3,"21,419",1806,1752
8.0,"45,637",1807,1753
7.3,"20,201",1808,1754
"7.4/10,5.8/10","13,542",1809,1755
7.4,"37,351",1810,1756
6.6,"15,044",1811,1757
7.2,"161,760",1812,1758
8.0,"72,221",1813,1759
7.2,"47,844",1814,1760
7.9,"71,450",1815,1761
6.2,"307,760",1816,1762
6.1,"2,613",1817,1763
6.8,"31,712",1818,1764
8.0,"117,980",1819,1765
5.4,"40,358",1820,1766
5.3,"38,013",1821,1767
6.1,"78,774",1822,1768
5.9,"35,245",1823,1769
5.5,"89,589",1824,1770
5.6,"65,266",1825,1771
7.0,"144,277",1826,1772
6.1,"129,050",1827,1773
5.6,"14,665",1828,1774
5.2,"5,629",1829,1775
5.5,"59,992",1830,1776
6.1,"29,268",1831,1777
6.2,"75,286",1832,1778
5.4,"3,187",1833,1779
7.7,"372,105",1834,1780
6.3,"86,093",1835,1781
6.3,"24,044",1836,1782
5.7,"5,080",1837,1783
4.2,884,1838,1784
6.1,"3,622",1839,1785
5.2,"4,564",1840,1786
3.5,111,1841,1787
5.6,"5,730",1842,1788
5.1,"6,606",1843,1789
5.6,"39,976",1844,1790
6.0,"25,353",1845,1791
6.8,"41,461",1846,1792
4.8,"21,071",1847,1793
6.2,"1,614",1848,1794
5.7,"18,089",1849,1795
6.5,"2,179",1850,1796
7.6,"123,202",1851,1797
6.1,"14,294",1852,1798
5.7,"57,894",1853,1799
5.8,"6,067",1854,1800
6.0,"26,438",1855,1801
6.3,"11,699",1856,1802
6.6,"6,591",1857,1803
5.4,"2,480",1858,1804
4.4,17,1859,1805
4.7,739,1860,1806
4.3,208,1861,1807
4.7,"7,088",1862,1808
6.2,"104,698",1863,1809
7.4,"60,729",1864,1810
7.8,"18,641",1865,1811
7.3,"56,209",1866,1812
6.1,"3,521",1867,1813
8.0,"307,995",1868,1814
6.8,"31,231",1869,1815
6.8,"2,593",1870,1816
7.1,"34,315",1871,1817
7.2,"67,552",1872,1818
4.2,"5,971",1873,1819
6.7,"24,511",1874,1820
7.5,"34,651",1875,1821
6.8,"32,975",1876,1822
5.8,"18,211",1877,1823
6.6,"1,403",1878,1824
7.3,"22,944",1879,1825
6.2,"14,496",1880,1826
,,1881,29
6.4,"21,056",1882,1827
6.0,"71,071",1883,1828
6.9,"57,007",1884,1829
6.6,"62,726",1885,1830
7.4,"80,236",1886,1831
7.5,"245,157",1887,1832
6.1,"133,788",1888,1833
7.8,"223,433",1889,1834
5.9,"55,910",1890,1835
7.1,"183,582",1891,1836
8.3,"872,532",1892,1837
7.4,"91,301",1893,1838
6.3,"145,433",1894,1839
7.0,"51,676",1895,1840
8.1,"479,521",1896,1841
8.1,"373,026",1897,1842
6.5,"249,533",1898,1843
7.8,"83,343",1899,1844
5.9,"198,024",1900,1845
7.1,"250,134",1901,1846
7.2,"319,326",1902,1847
7.5,"41,742",1903,1848
7.3,"295,653",1904,1849
2.4,661,1905,1850
4.0,332,1906,1851
6.8,"1,001",1907,1852
8.0,"30,112",1908,1853
5.8,"2,458",1909,1854
6.1,"2,902",1910,1855
5.5,851,1911,1856
5.8,"20,971",1912,1857
7.4/10,"4,095",1913,1858
6.5,"1,845",1914,1859
6.2,"3,868",1915,1860
7.3,"4,886",1916,1861
6.4,"3,181",1917,1862
6.1,"3,543",1918,1863
7.7,"8,623",1919,1864
6.9,"32,885",1920,1865
6.3,"2,043",1921,1866
4.9,"171,728",1922,1867
6.9,"33,094",1923,1868
5.5,"8,338",1924,1869
5.2/10,"9,975",1925,1870
5.7,701,1926,1871
6.2,"31,248",1927,1872
5.3,"49,308",1928,1873
2.3,557,1929,1874
6.7,"53,638",1930,1875
6.2,"2,917",1931,1876
6.4,"3,565",1932,1877
7.6,"10,143",1933,1878
5.8,"2,981",1934,1879
6.1,"1,978",1935,1880
5.6,"1,384",1936,1881
7.3,"13,806",1937,1882
3.7,301,1938,1883
5.8,"1,911",1939,1884
5.5,"3,533",1940,1885
5.0,"63,982",1941,1886
5.7,"1,524",1942,1887
4.8,"4,809",1943,1888
7.2,"14,666",1944,1889
6.0,"18,864",1945,1890
6.7,"6,018",1946,1891
6.4,"2,339",1947,1892
"8.6/10,8/10","213,637",1948,1893
4.5,"48,896",1949,1894
8.2,"196,577",1950,1895
8.3,"91,185",1951,1896
7.8,"107,883",1952,1897
6.8,"30,017",1953,1898
7.2,"40,379",1954,1899
7.0,"15,758",1955,1900
6.8,"27,965",1956,1901
6.5,"10,970",1957,1902
7.0,"23,257",1958,1903
6.5,"11,557",1959,1904
7.3,"5,274",1960,1905
6.5,419,1961,1906
4.9,"73,385",1962,1907
6.9,14,1963,1908
6.2,"62,993",1964,1909
6.6,"10,791",1965,1910
7.1,"31,407",1966,1911
6.9,"34,355",1967,1912
7.3,"25,156",1968,1913
7.6,"45,363",1969,1914
7.0,"54,467",1970,1915
6.5,"43,389",1971,1916
6.6,"82,780",1972,1917
7.2,"9,511",1973,1918
4.6,"42,471",1974,1919
7.0,"38,765",1975,1920
6.4,"35,351",1976,1921
7.2,"1,673",1977,1922
9.1,"710,109",1978,1923
8.1,"28,713",1979,1924
8.1,"49,866",1980,1925
8.1,"86,977",1981,1926
8.1,"59,297",1982,1927
8.1,"42,638",1983,1928
8.1,"47,591",1984,1929
8.1,"59,128",1985,1930
8.1,"68,044",1986,1931
8.3,"38,835",1987,1932
6.2,"118,737",1988,1933
7.2,"5,216",1989,1934
7.4,"8,603",1990,1935
6.2,976,1991,1936
8.2,"297,556",1992,1937
7.1,"4,837",1993,1938
7.3,"8,390",1994,1939
7.6/10,"4,203",1995,1940
6.9,31,1996,1941
7.2,"6,618",1997,1942
6.6,"3,106",1998,1943
7.6,"4,001",1999,1944
8.0,"15,496",2000,1945
8.0,"15,300",2001,1946
8.2,"19,265",2002,1947
8.1,"21,166",2003,1948
7.6,"9,189",2004,1949
7.2/10,"14,128",2005,1950
7.4,"9,973",2006,1951
7.8,"15,113",2007,1952
7.7,"14,463",2008,1953
5.2,"83,699",2009,1954
6.5,"149,182",2010,1955
8.2,"66,616",2011,1956
5.8,"136,658",2012,1957
5.2,"13,200",2013,1958
6.5,"159,970",2014,1959
5.5,"40,892",2015,1960
8.2,"103,596",2016,1961
8.1,"73,470",2017,1962
6.3,390,2018,1963
8.0,"21,878",2019,1964
7.9,"26,761",2020,1965
7.3,"23,414",2021,1966
6.3,"38,298",2022,1967
6.2,"28,181",2023,1968
7.8,"112,327",2024,1969
6.4,"5,235",2025,1970
8.1,"89,622",2026,1971
7.3,"9,398",2027,1972
7.1,"17,369",2028,1973
7.9,"19,226",2029,1974
7.6,"15,286",2030,1975
8.0,"46,303",2031,1976
8.2,"58,168",2032,1977
8.4,"75,716",2033,1978
8.9,"396,052",2034,1979
6.9,116,2035,1980
7.6,"10,671",2036,1981
8.2,"79,831",2037,1982
7.2,"7,223",2038,1983
7.4,"12,046",2039,1984
8.0,"15,100",2040,1985
8.5,"108,510",2041,1986
8.6,"95,113",2042,1987
5.5,"58,296",2043,1988
7.6,"3,244",2044,1989
8.0,"16,739",2045,1990
7.6,"12,150",2046,1991
5.8,246,2047,1992
7.3,"4,493",2048,1993
7.3,"6,821",2049,1994
8.1,"393,108",2050,1995
7.0,"89,683",2051,1996
6.2,260,2052,1997
7.6,"20,054",2053,1998
7.1,"10,896",2054,1999
6.2,"5,212",2055,2000
5.3,"4,790",2056,2001
5.9,"7,545",2057,2002
4.3/10,"5,398",2058,2003
8.0,"394,673",2059,2004
7.7,"98,697",2060,2005
6.8,"37,264",2061,2006
7.1,"87,390",2062,2007
