flight,sched_dep_time,original_index,unique_index
UA-664-ORD-PHL,1:33 p.m.,595,171
UA-37-EWR-MCO,1:29 p.m.,596,110
AA-1522-SFO-ORD,11:55 p.m.,597,31
UA-233-LAX-JFK,4:25 p.m.,598,173
AA-3823-LAX-DEN,9:00 p.m.,599,32
AA-2312-DFW-DTW,8:25 p.m.,600,33
UA-2314-ATL-PHL,2:55 p.m.,601,193
AA-1165-JFK-MIA,6:59 a.m.,602,34
AA-431-MIA-SFO,8:35 a.m.,603,35
UA-257-JFK-SFO,2:30 p.m.,604,163
UA-3373-IAD-PHL,8:29 a.m.,605,188
CO-1250-MIA-IAH,2:53 p.m.,606,119
UA-828-SFO-ORD,11:08 p.m.,607,121
CO-4888-IAH-DAL,5:30 p.m.,608,175
UA-2704-DTW-PHX,11:15 a.m.,609,191
AA-3063-SLC-LAX,8:20 p.m.,610,37
UA-2708-EWR-CLT,2:55 p.m.,611,192
UA-62-IAH-EWR,2:30 p.m.,612,127
AA-3804-PHL-ORD,2:35 p.m.,613,38
AA-1917-JFK-MCO,2:55 p.m.,614,39
AA-2268-PHX-ORD,7:15 a.m.,615,40
AA-4277-CVG-JFK,12:10 p.m.,616,41
AA-789-ORD-DEN,1:05 p.m.,617,42
UA-854-SFO-IAH,7:53 a.m.,618,195
AA-415-BOS-ORD,8:35 a.m.,619,43
AA-85-JFK-SFO,3:05 p.m.,620,44
AA-3786-IAH-ORD,4:00 p.m.,621,46
AA-222-LAX-BOS,7:10 a.m.,622,47
CO-50-CLE-EWR,2:55 p.m.,623,141
UA-3099-PHX-PHL,11:55 a.m.,624,180
AA-4198-ORD-CLE,10:40 a.m.,625,30
CO-45-EWR-MIA,4:00 p.m.,626,145
AA-3809-PHX-LAX,6:00 a.m.,627,48
AA-59-JFK-SFO,7:10 a.m.,628,49
AA-3859-IAH-ORD,7:10 a.m.,629,0
CO-1586-IAH-MCO,,630,149
AA-518-MIA-JFK,6:40 a.m.,631,3
UA-397-JFK-SFO,8:00 a.m.,632,150
UA-3925-IAD-ORF,,633,54
AA-1733-ORD-PHX,7:45 p.m.,634,1
AA-3-JFK-LAX,12:00 p.m.,635,24
UA-2830-MCO-CLT,3:27 p.m.,636,151
CO-58-DEN-IAH,,637,152
UA-5487-SFO-MRY,,638,59
AA-204-LAX-MCO,11:25 p.m.,639,5
UA-414-LAX-SFO,,640,61
CO-1614-LAX-IAH,,641,153
UA-2726-FLL-PHL,4:00 p.m.,642,154
CO-52-IAH-LAX,,643,155
CO-1090-BOS-IAH,,644,156
AA-616-DFW-DTW,9:05 a.m.,645,15
UA-3515-IAD-MSP,,646,67
AA-3468-CVG-MIA,7:00 a.m.,647,6
AA-484-DFW-MIA,4:15 p.m.,648,7
AA-1886-BOS-MIA,,649,70
CO-62-IAH-EWR,,650,157
CO-1561-PHX-IAH,,651,158
UA-2314-ATL-PHL,,652,73
AA-446-DFW-PHL,11:50 a.m.,653,8
CO-1023-IAH-DEN,,654,159
AA-466-IAH-MIA,6:00 a.m.,655,9
UA-3050-PHX-CLT,11:05 a.m.,656,160
CO-89-IAH-EWR,,657,161
CO-1088-CLE-IAH,,658,162
AA-1664-MIA-ATL,10:15 a.m.,659,12
AA-1279-DFW-PHX,1:00 p.m.,660,14
UA-854-SFO-IAH,,661,82
UA-382-IAD-LAX,,662,83
AA-4344-ORD-DTW,,663,84
UA-257-JFK-SFO,2:30 p.m.,664,163
UA-2945-PHL-CLT,12:00 p.m.,665,164
CO-63-EWR-IAH,,666,165
CO-47-IAH-LAX,,667,166
AA-2050-ORD-MIA,10:40 a.m.,668,20
UA-248-PHX-ORD,,669,90
AA-4330-CVG-ORD,,670,168
AA-1434-DFW-MCO,7:15 a.m.,671,22
AA-1640-MIA-MCO,6:30 p.m.,672,2
AA-4307-ORD-DTW,6:45 p.m.,673,23
CO-1694-LAX-IAH,7:15 p.m.,674,95
UA-843-LAX-ORD,,675,96
CO-1193-EWR-MCO,9:15 a.m.,676,97
AA-3842-MSP-ORD,6:00 a.m.,677,25
AA-643-MIA-ORD,7:10 a.m.,678,26
AA-1007-MIA-PHX,,679,100
UA-2906-PHL-MCO,3:50 p.m.,680,169
UA-938-DEN-ORD,,681,103
AA-1221-MCO-ORD,8:00 p.m.,682,28
CO-16-LAX-EWR,,683,170
UA-2515-DFW-CLT,,684,106
AA-400-DFW-JFK,10:40 a.m.,685,29
UA-664-ORD-PHL,1:33 p.m.,686,171
AA-3756-ORD-SLC,12:15 p.m.,687,4
UA-37-EWR-MCO,,688,172
AA-1522-SFO-ORD,11:55 p.m.,689,31
UA-233-LAX-JFK,4:25 p.m.,690,173
AA-3823-LAX-DEN,9:00 p.m.,691,32
AA-2312-DFW-DTW,8:25 p.m.,692,33
AA-1165-JFK-MIA,6:59 a.m.,693,34
AA-431-MIA-SFO,8:35 a.m.,694,35
UA-3373-IAD-PHL,,695,117
AA-649-ORD-SNA,1:30 p.m.,696,36
CO-1250-MIA-IAH,,697,174
UA-6273-YYC-SFO,,698,120
UA-828-SFO-ORD,11:08 p.m.,699,121
CO-4888-IAH-DAL,5:30 p.m.,700,175
UA-858-PVG-SFO,,701,123
UA-2704-DTW-PHX,,702,124
AA-3063-SLC-LAX,,703,125
UA-2708-EWR-CLT,,704,126
UA-62-IAH-EWR,,705,176
UA-1500-IAH-GUA,,706,177
AA-3804-PHL-ORD,2:35 p.m.,707,38
AA-1917-JFK-MCO,2:55 p.m.,708,39
AA-2268-PHX-ORD,7:15 a.m.,709,40
AA-4277-CVG-JFK,12:10 p.m.,710,41
AA-2957-DFW-CVG,7:55 a.m.,711,11
UA-37-EDI-EWR,,712,178
AA-789-ORD-DEN,1:05 p.m.,713,42
AA-415-BOS-ORD,,714,136
AA-85-JFK-SFO,3:05 p.m.,715,44
AA-3979-CVG-ORD,7:30 a.m.,716,13
AA-1544-SAN-ORD,,717,58
AA-3786-IAH-ORD,4:00 p.m.,718,46
AA-271-MIA-LAX,11:35 a.m.,719,19
AA-2525-DFW-MIA,7:25 a.m.,720,17
CO-50-CLE-EWR,,721,179
UA-3099-PHX-PHL,11:55 a.m.,722,180
AA-4198-ORD-CLE,10:40 a.m.,723,30
AA-404-MIA-MCO,6:45 a.m.,724,18
CO-45-EWR-MIA,4:00 p.m.,725,145
AA-3809-PHX-LAX,6:00 a.m.,726,48
AA-59-JFK-SFO,7:10 a.m.,727,49
AA-222-LAX-BOS,7:10 a.m.,728,47
AA-3859-IAH-ORD,,729,50
AA-1733-ORD-PHX,,730,55
CO-1586-IAH-MCO,,731,149
UA-397-JFK-SFO,,732,53
UA-3925-IAD-ORF,,733,54
AA-1640-MIA-MCO,6:30 p.m.,734,2
AA-1544-SAN-ORD,,735,58
UA-5487-SFO-MRY,,736,59
AA-204-LAX-MCO,11:25 p.m.,737,5
UA-414-LAX-SFO,,738,61
CO-1614-LAX-IAH,,739,153
AA-3756-ORD-SLC,,740,109
AA-3468-CVG-MIA,,741,68
AA-484-DFW-MIA,,742,69
AA-616-DFW-DTW,,743,66
AA-446-DFW-PHL,,744,74
CO-1023-IAH-DEN,,745,159
AA-466-IAH-MIA,,746,76
AA-2957-DFW-CVG,,747,133
AA-1664-MIA-ATL,,748,80
AA-3979-CVG-ORD,,749,138
AA-1279-DFW-PHX,,750,81
UA-382-IAD-LAX,,751,83
AA-4344-ORD-DTW,,752,84
UA-257-JFK-SFO,,753,85
AA-271-MIA-LAX,,754,140
AA-2050-ORD-MIA,,755,89
UA-248-PHX-ORD,1:09 p.m.,756,197
AA-4330-CVG-ORD,,757,168
AA-1434-DFW-MCO,,758,91
AA-4307-ORD-DTW,,759,93
AA-3-JFK-LAX,,760,94
CO-1193-EWR-MCO,,761,198
AA-3842-MSP-ORD,,762,98
AA-643-MIA-ORD,,763,99
AA-1007-MIA-PHX,,764,100
AA-2525-DFW-MIA,,765,101
UA-938-DEN-ORD,,766,103
AA-1221-MCO-ORD,,767,104
AA-1886-BOS-MIA,,768,70
UA-664-ORD-PHL,,769,108
UA-37-EWR-MCO,,770,172
AA-1522-SFO-ORD,11:55 p.m.,771,31
AA-3823-LAX-DEN,9:00 p.m.,772,32
AA-2312-DFW-DTW,8:25 p.m.,773,33
AA-1165-JFK-MIA,,774,115
AA-431-MIA-SFO,,775,116
UA-3373-IAD-PHL,,776,117
AA-649-ORD-SNA,1:30 p.m.,777,36
UA-828-SFO-ORD,,778,199
CO-4888-IAH-DAL,5:30 p.m.,779,175
CO-1561-PHX-IAH,,780,158
AA-3804-PHL-ORD,,781,129
AA-2268-PHX-ORD,,782,131
UA-233-LAX-JFK,4:25 p.m.,783,173
UA-6273-YYC-SFO,,784,120
AA-4277-CVG-JFK,,785,132
AA-789-ORD-DEN,,786,135
AA-222-LAX-BOS,,787,148
AA-4198-ORD-CLE,,788,143
AA-404-MIA-MCO,,789,144
AA-3809-PHX-LAX,,790,146
AA-59-JFK-SFO,,791,147
AA-2050-ORD-MIA,,792,89
AA-1165-JFK-MIA,,793,115
AA-484-DFW-MIA,,794,69
AA-466-IAH-MIA,,795,76
AA-2525-DFW-MIA,,796,101
UA-382-IAD-LAX,12:30,797,200
AA-1279-DFW-PHX,1:00 p.m.,798,14
AA-2312-DFW-DTW,8:25 p.m.,799,33
AA-446-DFW-PHL,11:50 a.m.,800,8
AA-400-DFW-JFK,10:40 a.m.,801,29
AA-484-DFW-MIA,4:15 p.m.,802,7
CO-1586-IAH-MCO,,803,149
AA-1917-JFK-MCO,,804,130
AA-1640-MIA-MCO,,805,92
AA-404-MIA-MCO,,806,144
AA-204-LAX-MCO,,807,60
AA-1221-MCO-ORD,Thu  20:00,808,201
AA-1434-DFW-MCO,,809,91
CO-1193-EWR-MCO,,810,198
AA-3859-IAH-ORD,7:10 a.m.,811,0
CO-1586-IAH-MCO,,812,149
AA-518-MIA-JFK,6:40 a.m.,813,3
UA-397-JFK-SFO,8:00 a.m.,814,150
UA-3925-IAD-ORF,,815,54
AA-1733-ORD-PHX,7:45 p.m.,816,1
AA-3-JFK-LAX,12:00 p.m.,817,24
UA-2830-MCO-CLT,3:27 p.m.,818,151
CO-58-DEN-IAH,,819,152
UA-5487-SFO-MRY,,820,59
AA-204-LAX-MCO,11:25 p.m.,821,5
UA-414-LAX-SFO,,822,61
CO-1614-LAX-IAH,,823,153
UA-2726-FLL-PHL,4:00 p.m.,824,154
CO-52-IAH-LAX,,825,155
CO-1090-BOS-IAH,,826,156
AA-616-DFW-DTW,9:05 a.m.,827,15
UA-3515-IAD-MSP,,828,67
AA-3468-CVG-MIA,7:00 a.m.,829,6
AA-484-DFW-MIA,4:15 p.m.,830,7
AA-1886-BOS-MIA,,831,70
CO-62-IAH-EWR,,832,157
CO-1561-PHX-IAH,,833,158
UA-2314-ATL-PHL,,834,73
AA-446-DFW-PHL,11:50 a.m.,835,8
CO-1023-IAH-DEN,,836,159
AA-466-IAH-MIA,6:00 a.m.,837,9
UA-3050-PHX-CLT,11:05 a.m.,838,160
CO-89-IAH-EWR,,839,161
CO-1088-CLE-IAH,,840,162
AA-1664-MIA-ATL,10:15 a.m.,841,12
AA-1279-DFW-PHX,1:00 p.m.,842,14
UA-854-SFO-IAH,,843,82
UA-382-IAD-LAX,,844,83
AA-4344-ORD-DTW,,845,84
UA-257-JFK-SFO,2:30 p.m.,846,163
UA-2945-PHL-CLT,12:00 p.m.,847,164
CO-63-EWR-IAH,,848,165
CO-47-IAH-LAX,,849,166
AA-2050-ORD-MIA,10:40 a.m.,850,20
UA-248-PHX-ORD,,851,90
AA-4330-CVG-ORD,,852,168
AA-1434-DFW-MCO,7:15 a.m.,853,22
AA-1640-MIA-MCO,6:30 p.m.,854,2
AA-4307-ORD-DTW,6:45 p.m.,855,23
CO-1694-LAX-IAH,7:15 p.m.,856,95
UA-843-LAX-ORD,,857,96
CO-1193-EWR-MCO,9:15 a.m.,858,97
AA-3842-MSP-ORD,6:00 a.m.,859,25
AA-643-MIA-ORD,7:10 a.m.,860,26
AA-1007-MIA-PHX,,861,100
UA-2906-PHL-MCO,3:50 p.m.,862,169
UA-938-DEN-ORD,,863,103
AA-1221-MCO-ORD,8:00 p.m.,864,28
CO-16-LAX-EWR,,865,170
UA-2515-DFW-CLT,,866,106
AA-400-DFW-JFK,,867,107
UA-664-ORD-PHL,1:33 p.m.,868,171
AA-3756-ORD-SLC,12:15 p.m.,869,4
UA-37-EWR-MCO,,870,172
AA-1522-SFO-ORD,11:55 p.m.,871,31
UA-233-LAX-JFK,4:25 p.m.,872,173
AA-3823-LAX-DEN,9:00 p.m.,873,32
AA-2312-DFW-DTW,8:25 p.m.,874,33
AA-1165-JFK-MIA,6:59 a.m.,875,34
AA-431-MIA-SFO,8:35 a.m.,876,35
UA-3373-IAD-PHL,,877,117
AA-649-ORD-SNA,1:30 p.m.,878,36
CO-1250-MIA-IAH,,879,174
UA-6273-YYC-SFO,,880,120
UA-828-SFO-ORD,11:08 p.m.,881,121
CO-4888-IAH-DAL,5:30 p.m.,882,175
UA-858-PVG-SFO,,883,123
UA-2704-DTW-PHX,,884,124
AA-3063-SLC-LAX,,885,125
UA-2708-EWR-CLT,,886,126
UA-62-IAH-EWR,,887,176
UA-1500-IAH-GUA,,888,177
AA-3804-PHL-ORD,2:35 p.m.,889,38
AA-1917-JFK-MCO,2:55 p.m.,890,39
AA-2268-PHX-ORD,7:15 a.m.,891,40
AA-4277-CVG-JFK,12:10 p.m.,892,41
AA-2957-DFW-CVG,7:55 a.m.,893,11
UA-37-EDI-EWR,,894,178
AA-789-ORD-DEN,1:05 p.m.,895,42
AA-415-BOS-ORD,,896,136
AA-85-JFK-SFO,3:05 p.m.,897,44
AA-3979-CVG-ORD,7:30 a.m.,898,13
AA-1544-SAN-ORD,,899,58
AA-3786-IAH-ORD,4:00 p.m.,900,46
AA-271-MIA-LAX,11:35 a.m.,901,19
AA-2525-DFW-MIA,7:25 a.m.,902,17
CO-50-CLE-EWR,,903,179
UA-3099-PHX-PHL,11:55 a.m.,904,180
AA-4198-ORD-CLE,10:40 a.m.,905,30
AA-404-MIA-MCO,6:45 a.m.,906,18
CO-45-EWR-MIA,4:00 p.m.,907,145
AA-3809-PHX-LAX,6:00 a.m.,908,48
AA-59-JFK-SFO,7:10 a.m.,909,49
AA-222-LAX-BOS,7:10 a.m.,910,47
AA-3859-IAH-ORD,7:10 a.m.,911,0
AA-1640-MIA-MCO,6:30 p.m.,912,2
UA-3925-IAD-ORF,8:41 a.m.,913,181
AA-4344-ORD-DTW,,914,84
UA-414-LAX-SFO,6:00 a.m.,915,183
CO-1614-LAX-IAH,12:30 a.m.,916,62
CO-52-IAH-LAX,,917,155
CO-1090-BOS-IAH,9:45 a.m.,918,65
AA-3468-CVG-MIA,7:00 a.m.,919,6
CO-62-IAH-EWR,2:30 p.m.,920,71
AA-466-IAH-MIA,6:00 a.m.,921,9
AA-1664-MIA-ATL,10:15 a.m.,922,12
AA-1279-DFW-PHX,1:00 p.m.,923,14
AA-404-MIA-MCO,6:45 a.m.,924,18
UA-382-IAD-LAX,,925,83
CO-50-CLE-EWR,,926,179
AA-616-DFW-DTW,9:05 a.m.,927,15
AA-271-MIA-LAX,11:35 a.m.,928,19
AA-2050-ORD-MIA,10:40 a.m.,929,20
AA-4307-ORD-DTW,6:45 p.m.,930,23
AA-3-JFK-LAX,12:00 p.m.,931,24
CO-1694-LAX-IAH,7:15 p.m.,932,95
CO-1193-EWR-MCO,9:15 a.m.,933,97
UA-2906-PHL-MCO,3:50 p.m.,934,169
UA-938-DEN-ORD,,935,103
AA-1221-MCO-ORD,8:00 p.m.,936,28
CO-16-LAX-EWR,10:25 a.m.,937,105
UA-2515-DFW-CLT,,938,106
AA-400-DFW-JFK,10:40 a.m.,939,29
UA-664-ORD-PHL,1:33 p.m.,940,171
UA-37-EWR-MCO,1:29 p.m.,941,110
UA-233-LAX-JFK,4:25 p.m.,942,173
AA-2312-DFW-DTW,8:25 p.m.,943,33
AA-431-MIA-SFO,8:35 a.m.,944,35
UA-257-JFK-SFO,2:30 p.m.,945,163
UA-3373-IAD-PHL,8:29 a.m.,946,188
UA-828-SFO-ORD,11:08 p.m.,947,121
CO-4888-IAH-DAL,5:30 p.m.,948,175
UA-858-PVG-SFO,1:45 p.m.,949,190
UA-2704-DTW-PHX,,950,124
AA-3063-SLC-LAX,8:20 p.m.,951,37
UA-1500-IAH-GUA,,952,177
CO-1561-PHX-IAH,,953,158
AA-2268-PHX-ORD,7:15 a.m.,954,40
UA-2314-ATL-PHL,2:55 p.m.,955,193
UA-6273-YYC-SFO,7:35 a.m.,956,189
AA-4277-CVG-JFK,12:10 p.m.,957,41
AA-2957-DFW-CVG,7:55 a.m.,958,11
UA-37-EDI-EWR,9:05 a.m.,959,194
UA-854-SFO-IAH,,960,82
AA-85-JFK-SFO,3:05 p.m.,961,44
AA-1544-SAN-ORD,11:25 a.m.,962,45
AA-3786-IAH-ORD,4:00 p.m.,963,46
CO-1088-CLE-IAH,,964,162
AA-4198-ORD-CLE,10:40 a.m.,965,30
AA-3809-PHX-LAX,6:00 a.m.,966,48
AA-59-JFK-SFO,7:10 a.m.,967,49
AA-222-LAX-BOS,7:10 a.m.,968,47
AA-3859-IAH-ORD,7:10 a.m.,969,0
AA-3842-MSP-ORD,6:00 a.m.,970,25
AA-643-MIA-ORD,7:10 a.m.,971,26
AA-1640-MIA-MCO,6:30 p.m.,972,2
AA-2525-DFW-MIA,7:25 a.m.,973,17
UA-3050-PHX-CLT,11:05 a.m.,974,160
UA-3925-IAD-ORF,8:41 a.m.,975,181
UA-664-ORD-PHL,1:33 p.m.,976,171
AA-789-ORD-DEN,1:05 p.m.,977,42
AA-2312-DFW-DTW,8:25 p.m.,978,33
CO-1694-LAX-IAH,7:15 p.m.,979,95
CO-63-EWR-IAH,5:25 p.m.,980,87
AA-3786-IAH-ORD,4:00 p.m.,981,46
CO-47-IAH-LAX,7:27 p.m.,982,202
AA-1434-DFW-MCO,7:15 a.m.,983,22
AA-4330-CVG-ORD,3:35 p.m.,984,21
AA-3809-PHX-LAX,6:00 a.m.,985,48
AA-59-JFK-SFO,7:10 a.m.,986,49
AA-4307-ORD-DTW,6:45 p.m.,987,23
AA-85-JFK-SFO,3:05 p.m.,988,44
AA-3859-IAH-ORD,7:10 a.m.,989,0
AA-518-MIA-JFK,6:40 a.m.,990,3
UA-397-JFK-SFO,Not Available,991,203
UA-3925-IAD-ORF,Not Available,992,204
AA-1733-ORD-PHX,7:45 p.m.,993,1
AA-1640-MIA-MCO,6:30 p.m.,994,2
AA-3-JFK-LAX,12:00noon,995,205
UA-2830-MCO-CLT,3:27 p.m.,996,151
AA-1544-SAN-ORD,11:25 a.m.,997,45
AA-204-LAX-MCO,11:25 p.m.,998,5
UA-414-LAX-SFO,Not Available,999,206
AA-3756-ORD-SLC,12:15 p.m.,1000,4
UA-2726-FLL-PHL,4:00 p.m.,1001,154
AA-3468-CVG-MIA,7:00 a.m.,1002,6
UA-3515-IAD-MSP,Not Available,1003,207
AA-484-DFW-MIA,4:15 p.m.,1004,7
CO-62-IAH-EWR,2:30 p.m.,1005,71
AA-446-DFW-PHL,11:50 a.m.,1006,8
AA-466-IAH-MIA,6:00 a.m.,1007,9
UA-3050-PHX-CLT,11:05 a.m.,1008,160
CO-89-IAH-EWR,6:00 a.m.,1009,78
CO-1088-CLE-IAH,8:40 a.m.,1010,79
AA-1886-BOS-MIA,10:45 a.m.,1011,10
AA-2957-DFW-CVG,7:55 a.m.,1012,11
AA-1664-MIA-ATL,10:15 a.m.,1013,12
AA-3979-CVG-ORD,7:30 a.m.,1014,13
AA-1279-DFW-PHX,1:00 p.m.,1015,14
AA-616-DFW-DTW,9:05 a.m.,1016,15
AA-4344-ORD-DTW,11:45 a.m.,1017,16
UA-2945-PHL-CLT,12:00noon,1018,208
AA-2525-DFW-MIA,7:25 a.m.,1019,17
AA-271-MIA-LAX,11:35 a.m.,1020,19
AA-2050-ORD-MIA,10:40 a.m.,1021,20
AA-1434-DFW-MCO,7:15 a.m.,1022,22
CO-1561-PHX-IAH,8:05 a.m.,1023,72
AA-4307-ORD-DTW,6:45 p.m.,1024,23
CO-1694-LAX-IAH,7:15 p.m.,1025,95
UA-843-LAX-ORD,Not Available,1026,209
CO-1193-EWR-MCO,9:15 a.m.,1027,97
AA-3842-MSP-ORD,6:00 a.m.,1028,25
AA-643-MIA-ORD,7:10 a.m.,1029,26
UA-2906-PHL-MCO,3:50 p.m.,1030,169
AA-1221-MCO-ORD,8:00 p.m.,1031,28
UA-2515-DFW-CLT,7:05 a.m.,1032,187
AA-400-DFW-JFK,10:40 a.m.,1033,29
UA-664-ORD-PHL,Not Available,1034,210
AA-1522-SFO-ORD,11:55 p.m.,1035,31
UA-233-LAX-JFK,4:25 p.m.,1036,173
AA-3823-LAX-DEN,9:00 p.m.,1037,32
AA-2312-DFW-DTW,8:25 p.m.,1038,33
AA-1165-JFK-MIA,6:59 a.m.,1039,34
AA-431-MIA-SFO,8:35 a.m.,1040,35
UA-257-JFK-SFO,Not Available,1041,211
UA-3373-IAD-PHL,Not Available,1042,212
AA-649-ORD-SNA,1:30 p.m.,1043,36
CO-1250-MIA-IAH,2:53 p.m.,1044,119
UA-6273-YYC-SFO,Not Available,1045,213
UA-858-PVG-SFO,Not Available,1046,214
UA-2704-DTW-PHX,11:15 a.m.,1047,191
AA-3063-SLC-LAX,8:20 p.m.,1048,37
UA-2708-EWR-CLT,2:55 p.m.,1049,192
UA-62-IAH-EWR,2:30 p.m.,1050,127
AA-3804-PHL-ORD,2:35 p.m.,1051,38
AA-1917-JFK-MCO,2:55 p.m.,1052,39
AA-2268-PHX-ORD,7:15 a.m.,1053,40
UA-2314-ATL-PHL,2:55 p.m.,1054,193
AA-4277-CVG-JFK,12:10 p.m.,1055,41
UA-37-EDI-EWR,9:05 a.m.,1056,194
AA-789-ORD-DEN,1:05 p.m.,1057,42
UA-854-SFO-IAH,Not Available,1058,215
AA-415-BOS-ORD,8:35 a.m.,1059,43
AA-85-JFK-SFO,3:05 p.m.,1060,44
AA-3786-IAH-ORD,4:00 p.m.,1061,46
CO-50-CLE-EWR,2:55 p.m.,1062,141
UA-3099-PHX-PHL,11:55 a.m.,1063,180
AA-4198-ORD-CLE,10:40 a.m.,1064,30
AA-222-LAX-BOS,7:10 a.m.,1065,47
AA-404-MIA-MCO,6:45 a.m.,1066,18
CO-45-EWR-MIA,4:00 p.m.,1067,145
AA-3809-PHX-LAX,6:00 a.m.,1068,48
AA-59-JFK-SFO,7:10 a.m.,1069,49
AA-3859-IAH-ORD,7:10 a.m.,1070,0
CO-1586-IAH-MCO,,1071,149
AA-518-MIA-JFK,6:40 a.m.,1072,3
UA-397-JFK-SFO,8:00 a.m.,1073,150
UA-3925-IAD-ORF,,1074,54
AA-1733-ORD-PHX,7:45 p.m.,1075,1
AA-3-JFK-LAX,12:00 p.m.,1076,24
UA-2830-MCO-CLT,3:27 p.m.,1077,151
CO-58-DEN-IAH,,1078,152
UA-5487-SFO-MRY,,1079,59
AA-204-LAX-MCO,11:25 p.m.,1080,5
UA-414-LAX-SFO,,1081,61
CO-1614-LAX-IAH,,1082,153
UA-2726-FLL-PHL,4:00 p.m.,1083,154
CO-52-IAH-LAX,,1084,155
CO-1090-BOS-IAH,,1085,156
AA-616-DFW-DTW,9:05 a.m.,1086,15
UA-3515-IAD-MSP,,1087,67
AA-3468-CVG-MIA,7:00 a.m.,1088,6
AA-484-DFW-MIA,4:15 p.m.,1089,7
AA-1886-BOS-MIA,,1090,70
CO-62-IAH-EWR,,1091,157
CO-1561-PHX-IAH,,1092,158
UA-2314-ATL-PHL,,1093,73
AA-446-DFW-PHL,11:50 a.m.,1094,8
CO-1023-IAH-DEN,,1095,159
AA-466-IAH-MIA,6:00 a.m.,1096,9
UA-3050-PHX-CLT,11:05 a.m.,1097,160
CO-89-IAH-EWR,,1098,161
CO-1088-CLE-IAH,,1099,162
AA-1664-MIA-ATL,10:15 a.m.,1100,12
AA-1279-DFW-PHX,1:00 p.m.,1101,14
UA-854-SFO-IAH,,1102,82
UA-382-IAD-LAX,,1103,83
AA-4344-ORD-DTW,,1104,84
UA-257-JFK-SFO,2:30 p.m.,1105,163
UA-2945-PHL-CLT,12:00 p.m.,1106,164
CO-63-EWR-IAH,,1107,165
CO-47-IAH-LAX,,1108,166
AA-2050-ORD-MIA,10:40 a.m.,1109,20
UA-248-PHX-ORD,,1110,90
AA-4330-CVG-ORD,,1111,168
AA-1434-DFW-MCO,7:15 a.m.,1112,22
AA-1640-MIA-MCO,6:30 p.m.,1113,2
AA-4307-ORD-DTW,6:45 p.m.,1114,23
CO-1694-LAX-IAH,7:15 p.m.,1115,95
UA-843-LAX-ORD,,1116,96
CO-1193-EWR-MCO,9:15 a.m.,1117,97
AA-3842-MSP-ORD,6:00 a.m.,1118,25
AA-643-MIA-ORD,7:10 a.m.,1119,26
AA-1007-MIA-PHX,,1120,100
UA-2906-PHL-MCO,3:50 p.m.,1121,169
UA-938-DEN-ORD,,1122,103
AA-1221-MCO-ORD,8:00 p.m.,1123,28
CO-16-LAX-EWR,,1124,170
UA-2515-DFW-CLT,,1125,106
AA-400-DFW-JFK,10:40 a.m.,1126,29
UA-664-ORD-PHL,1:33 p.m.,1127,171
AA-3756-ORD-SLC,12:15 p.m.,1128,4
UA-37-EWR-MCO,,1129,172
AA-1522-SFO-ORD,11:55 p.m.,1130,31
UA-233-LAX-JFK,4:25 p.m.,1131,173
AA-3823-LAX-DEN,9:00 p.m.,1132,32
AA-2312-DFW-DTW,8:25 p.m.,1133,33
AA-1165-JFK-MIA,6:59 a.m.,1134,34
AA-431-MIA-SFO,8:35 a.m.,1135,35
UA-3373-IAD-PHL,,1136,117
AA-649-ORD-SNA,1:30 p.m.,1137,36
CO-1250-MIA-IAH,,1138,174
UA-6273-YYC-SFO,,1139,120
UA-828-SFO-ORD,11:08 p.m.,1140,121
CO-4888-IAH-DAL,5:30 p.m.,1141,175
UA-858-PVG-SFO,,1142,123
UA-2704-DTW-PHX,,1143,124
AA-3063-SLC-LAX,,1144,125
UA-2708-EWR-CLT,,1145,126
UA-62-IAH-EWR,,1146,176
UA-1500-IAH-GUA,,1147,177
AA-3804-PHL-ORD,2:35 p.m.,1148,38
AA-1917-JFK-MCO,2:55 p.m.,1149,39
AA-2268-PHX-ORD,7:15 a.m.,1150,40
AA-4277-CVG-JFK,12:10 p.m.,1151,41
AA-2957-DFW-CVG,7:55 a.m.,1152,11
UA-37-EDI-EWR,,1153,178
AA-789-ORD-DEN,1:05 p.m.,1154,42
AA-415-BOS-ORD,,1155,136
AA-85-JFK-SFO,3:05 p.m.,1156,44
AA-3979-CVG-ORD,7:30 a.m.,1157,13
AA-1544-SAN-ORD,,1158,58
AA-3786-IAH-ORD,4:00 p.m.,1159,46
AA-271-MIA-LAX,11:35 a.m.,1160,19
AA-2525-DFW-MIA,7:25 a.m.,1161,17
CO-50-CLE-EWR,,1162,179
UA-3099-PHX-PHL,11:55 a.m.,1163,180
AA-4198-ORD-CLE,10:40 a.m.,1164,30
AA-404-MIA-MCO,6:45 a.m.,1165,18
CO-45-EWR-MIA,4:00 p.m.,1166,145
AA-3809-PHX-LAX,6:00 a.m.,1167,48
AA-59-JFK-SFO,7:10 a.m.,1168,49
AA-222-LAX-BOS,7:10 a.m.,1169,47
AA-3859-IAH-ORD,7:10 a.m.,1170,0
AA-518-MIA-JFK,6:40 a.m.,1171,3
CO-1586-IAH-MCO,,1172,149
UA-3925-IAD-ORF,8:41 a.m.,1173,181
AA-1733-ORD-PHX,7:45 p.m.,1174,1
UA-414-LAX-SFO,,1175,61
UA-3515-IAD-MSP,,1176,67
AA-3468-CVG-MIA,7:00 a.m.,1177,6
