id,author_list,original_index,unique_index,count
787529,"{""S. McCormick"",""B. Gillis"",""A. Virus"",""M. A. Staten"",""C. Mobley"",""S. L. Volpe"",""J. Bridgman"",""L. El ghormli"",""D. D. Stadler"",""J. Hartstein""}",223,223,1
431348,{NULL},224,224,1
441393,{NULL},225,225,1
481882,"{""Thomas Scherer"",""Jose M Garcia"",""Victor Papusha"",""Ji-an Chen"",""Mark Asnicar"",""Joanna Smiechowska"",""Bobby Guillory"",""Christoph Buettner"",""Roy G Smith"",""Anriada Nassif""}",226,226,1
572425,"{""D M Aboulafia""}",227,227,1
581864,"{""Marcie W. Handler"",""James K. Luiselli"",""Jennifer A. Mautone""}",228,228,1
455406,{NULL},229,229,1
696362,"{""C. G. Mendez""}",230,230,1
504206,"{""E Senneville"",""H Melliez"",""V Lovi"",""C Joseph"",""M Douaud"",""M Pradier"",""T Boyer"",""A Meybeck"",""L Fortin-Lebraud""}",231,231,1
800900,"{""Andrew Paul Baranowski""}",232,232,1
235689,"{""K. C. McDermott"",""J. L. Blomquist"",""V. L. Handa"",""E. C. Evers""}",233,233,1
659896,"{""Benjamin Zendejas"",""Stanley J Hamstra"",""Rose Hatala"",""David A Cook"",""Amy T Wang"",""Jason H Szostek"",""Patricia J Erwin"",""Ryan Brydges""}",234,234,1
84944,"{""Jae Jun Lee"",""Sang Yong Song"",""Soomin Ahn"",""Young Lyun Oh"",""Ji-Youn Sung"",""Chang Ohk Sung"",""Yoo-Young Lee""}",235,235,1
326944,"{""Andreas M���_gge"",""Christoph Hanefeld"",""Rainer H B���ger"",""[Collective Name] CARDIAC study investigators""}",236,236,1
922795,"{""R M Jones"",""P Conzen""}",237,237,1
768486,"{""C. Mills"",""S. Dalkin"",""J. Greenhalgh"",""C. Wood"",""L. Wood"",""J. Wright"",""E. Gibbons"",""N. Black"",""J. M. Valderas"",""R. Pawson"",""D. Meads""}",238,238,1
428363,"{""L Ramos"",""S Mathur�_n"",""A Mateo"",""C L�_pez"",""C G�_mez""}",239,239,1
519287,"{""Glen M Blake"",""Tim D Spector"",""Ignac Fogelman"",""Usha Chinappen-Horsley""}",240,240,1
638918,"{""R Webster"",""E Spezi"",""S Mukherjee"",""R Adams"",""S Gwynne"",""J Staffurth"",""B Coles""}",241,241,1
111336,"{""Anders Halling"",""H̴kan Odeberg"",""Henrik Forssell"",""Jacob Odeberg"",""Marie-Louise Persson"",""Lennart R̴stam"",""Ivar Vaara"",""Ulf Lindblad"",""Michael Freitag""}",242,242,1
747279,"{""Patil S."",""Horobin H.""}",243,243,1
674696,"{""A Brand"",""J Van der Heyden"",""S de Viron"",""H Van Oyen"",""N Malats""}",244,244,1
258108,"{""Mushro A"",""Niaura R S"",""Graham A L"",""Cobb N K"",""Fang Y"",""Cha S""}",245,245,1
59308,"{""Ramune Grambaite"",""Anders M Fjell"",""Tormod Fladby"",""Kristine B Walhovd"",""Vidar Stenset"",""Ivar Reinvang""}",246,246,1
610641,"{""Luiz Rog̩rio de Carvalho Oliveira"",""Nilza Aparecida Almeida de Carvalho"",""Fl��vio C L Cavalcanti Ara̼jo"",""Izabela Menezes Pagotto"",""Paulo Chiavone""}",247,247,1
631704,"{""Qiong Chen"",""Wei Fan"",""Qianhong Ma"",""Zhongying Huang"",""Zhun Xiao"",""Shangwei Li""}",248,248,1
846537,"{""Lemack G.E.""}",249,249,1
973076,"{""E. Mainardi"",""G. Moscato"",""A. Montanelli"",""M. Dotti"",""R. Nano""}",250,250,1
931402,"{""A. K. Marcee"",""S. P. Roaten"",""J. B. Morrow"",""K. J. Kowalske"",""L. E. Snell"",""L. L. Goetz""}",251,251,1
908690,"{""Address Correspondence"",""S. Karimifard"",""Addresses Author"",""ahmadian@sina.tums.ac.ir "",""Tehran Medical Physics"",""Tehran Medical Physics"",""Department of Biomedical Systems S. Karimifard"",""Tums Tehran Iran Email University of Medical Sciences"",""A. Ahmadian"",""Tums Tehran Iran University of Medical Sciences"",""Systems Department of Biomedical""}",252,252,1
417373,"{""J. E. Wennberg""}",253,253,1
759329,"{""V Youtananukorn"",""P Mantangkasombut""}",254,254,1
386327,"{""Dalia Elimam"",""Keith A Webster"",""Ahmed Omran"",""Fei Yin"",""Lina A Shehadeh""}",255,255,1
695010,"{""Jia-rui Pu"",""Dan Li"",""De-hua Yang"",""Li-duan Zheng"",""Xiao-dan Zheng"",""Hong Mei"",""Xuan Xiang"",""Qiang-song Tong""}",256,256,1
191908,"{""J. Falkingham"",""M. Evandrou"",""A. Vlachantoni"",""J. Robards""}",257,257,1
384767,"{""Sarah H O'Brien"",""Marisa Tucci"",""Antonio Rodriguez Nunez"",""Philip C Spinella"",""Li Qin"",""Edward Vincent S Faustino"",""Adrienne G Randolph"",""Edward Truemper"",""Simon Li"",""Kimberly Marohn"",""Sheila Hanson"",""Michael Yung"",""[Collective Name] PROphylaxis against ThRombosis prACTice (PROTRACT) Study Investigators of the PALISI BloodNet""}",258,258,1
855912,"{""E. A. Martin"",""L. F. Costa"",""H. Li"",""Y. Zhang"",""M. P. Viana"",""S. M. Rafelski"",""W. F. Marshall""}",259,259,1
710727,"{""DeLosh EL"",""Bugg JM"",""Clegg BA""}",260,260,1
816996,"{""C.P. Richter"",""L.H. Riley Jr.""}",261,261,1
625016,"{""P E Goretzki"",""B J Lammers"",""T Otto""}",262,262,1
275675,"{""J. Robinson"",""D. W. Smith"",""B. Colwell"",""S. L. Stevens"",""C. McMillan""}",263,263,1
967376,"{""H. C. Chen"",""S. M. Lin"",""C. L. Chou"",""C. T. Yu"",""H. P. Kuo"",""C. H. Kuo""}",264,264,1
640230,"{""Justin W Timbie"",""Marcela Horvitz-Lennon"",""Sharon-Lise T Normand"",""Richard G Frank""}",265,265,1
625663,"{""Paola Bollini"",""Giuseppe Tibaldi"",""Bruce Kupelnick"",""Carmine Munizza"",""Sandro Pampallona""}",266,266,1
480649,"{""A. Ungkanungdecha"",""C. Chayachinda"",""J. Veeragul"",""J. Jisabai""}",267,267,1
782541,"{""D. G. Nezic""}",268,268,1
692358,"{""A Green"",""J Lewis"",""C Worsfold"",""J Saranga""}",269,269,1
836847,"{""Elefteriades J.A.""}",270,270,1
867207,"{""H. Jungk"",""W. Madla"",""V. Schottstedt"",""T. Alt""}",271,271,1
253149,"{""A. S. Lee"",""S. Davies"",""P. C. Naik""}",272,272,1
929971,"{""R. A. Rosenheck"",""J. Tsai"",""A. S. Mares""}",273,273,1
470385,"{""Lee W."",""Kirk J.S."",""Shaheen K.W."",""Romero R."",""Hodges A.N."",""Comstock C.H.""}",274,274,1
731703,"{""NCT01413984 ""}",275,275,1
113399,"{""D. W. Badger""}",276,276,1
685178,"{""Mark Kern"",""Karen Dikeman"",""Barbara Grande"",""Marta Kazandjian"",""Terilynn Nitschke"",""Stephanie Daniels"",""Benson Massey"",""Reza Shaker"",""Caryn Easterling""}",277,277,1
653325,"{""Min Zeng"",""Yue Pan"",""Qunyuan Zhang"",""Ke-Sheng Wang"",""Nagesh Aragam"",""Xuefeng Liu""}",278,278,1
893573,"{""Ahmad Qamar"",""Muhammad Shahid"",""Md. Abdur Rahman"",""Ahmed Lbath"",""Akhlaq Ahmad"",""Faizan Ur Rehman"",""Abdullah Murad"",""Bilal Sadiq""}",279,279,1
56272,"{""Virginia D Buckles"",""Andrew J Saykin"",""Eric McDade"",""Stephen P Salloway"",""Aaron P Schultz"",""Peter R Schofield"",""Randall Bateman"",""Adam M Brickman"",""Nick C Fox"",""John C Morris"",""John M Ringman"",""Christopher C Rowe"",""Paul Thompson"",""Clifford Jack"",""Beau M Ances"",""Allison M Goate"",""Robert A Koeppe"",""Stephen Correia"",""Jasmeer P Chhatwal"",""Caroline A Sullivan"",""Anne M Fagan"",""Richard Mayeux"",""Daniel S Marcus"",""Tammie L S Benzinger"",""Keith Johnson"",""Reisa A Sperling"",""Chengjie Xiong""}",280,280,1
737786,"{""R. R. M. Bos"",""E. W. Hoving"",""M. Wagemakers""}",281,281,1
680306,"{""William W Thatcher"",""Normand R St-Pierre"",""Dale E Bauman"",""Joseph S Hogan"",""K Larry Smith"",""Robert J Collier"",""George A Milliken"",""Jan K Shearer""}",282,282,1
53877,"{""Sheu-jen Huang"",""Maiga Chang"",""Wen-chi Hung"",""Janie Chang""}",283,283,1
504928,"{""Ilaria Casetta"",""Gerardo Iuliano"",""Graziella Filippini""}",284,284,1
198650,{NULL},285,285,1
671386,"{""Jasmin Abbas"",""Cholpan Jasaabuu"",""Andreas Gunter Bach"",""Alexey Surov"",""Dominik Schramm"",""Andreas Wienke""}",286,286,1
981412,"{""N. M. Pinheiro"",""R. Almeida-Reis"",""L. Oliva"",""M. A. Martins"",""M. L. V. Oliva"",""O. A. Theodoro-Junior"",""E. A. Leick"",""I. F. L. C. Tib̩rio"",""C. M. Prado"",""R. F. Righetti"",""B. T. M. Oliveira""}",287,287,1
785472,"{""G. Rahav"",""G. Regev-Yochay"",""I. Abullaish"",""A. Elhamdany"",""R. Malley"",""M. Raz"",""A. Goral"",""Y. Roytman"",""B. Shainberg"",""M. Varon"",""A. Ziv""}",288,288,1
734077,"{""M. Niewada"",""J. Pawe��ska"",""A. Budaj"",""T. Macioch"",""P. Perkowski""}",289,289,1
46028,"{""S Ikawa"",""M Sudoh"",""M Suzuki"",""S Matsubara"",""M Shiota"",""K Kawakami""}",290,290,1
743129,"{""Pardis Pedram"",""Guang Sun""}",291,291,1
392246,"{""Narumi Tomisawa"",""Akihiro C Yamashita""}",292,292,1
904889,"{""Ge H.-Y."",""Fern��ndez-de-las-Pe̱as C."",""Yue S.-W.""}",293,293,1
360147,"{""M. A. Alba"",""S. Prieto-Gonzalez"",""A. Garcia-Martinez"",""M. C. Cid"",""M. Butjosa"",""G. Espigol-Frigole"",""J. Hernandez-Rodriguez""}",294,294,1
670289,"{""Bin Hu"",""Hong-ju Mao"",""Jing Zhao"",""Ying Huang"",""Rong-huan Yu"",""Chao Guan""}",295,295,1
821702,"{""T. Foltynie"",""R.A. Barker"",""S.J.G. Lewis"",""C.H. Williams-Gray""}",296,296,1
188890,"{""R Asanger"",""P M Shah"",""F M Kahan""}",297,297,1
321660,"{""J. F. Murray""}",298,298,1
427455,"{""Katherine A Yeager"",""Susan Bauer-Wu""}",299,299,1
246204,"{""J. Oskam"",""J. H. Hegeman"",""J. Palen"",""H. J. Duis"",""P. A. M. Vierhout""}",300,300,1
857402,"{""D. A. Tyurin"",""V. A. Belov"",""D. N. Laikov"",""A. V. Akimov"",""E. Y. Misochko""}",301,301,1
704357,"{""A. Sudo"",""S. Ishiguro"",""K. Iida""}",302,302,1
716785,"{""Rutherford OM"",""Kennedy J"",""Skelton DA""}",303,303,1
746065,"{""Costin M."",""Dumbrav�_ E.L."",""Postolache P."",""Cojocaru D.C.""}",304,304,1
738322,"{""S. Pelofsky"",""P. D. Hunter""}",305,305,1
934177,"{""NCT00750412 ""}",306,306,1
351534,"{""T Delormier"",""A C Macaulay"",""M Cargo"",""A M McComber"",""L Potvin""}",307,307,1
872389,"{""R H Dowling"",""G M Murphy"",""P B Hylemon"",""G French"",""M J Veysey"",""L A Thomas""}",308,308,1
499983,"{""Gao YH"",""Lin ZY"",""Zhang GJ"",""Zhong NS"",""Chen RC"",""Gao Y"",""Tang Y"",""Lin ZM"",""Xu G"",""Li HM"",""Guan WJ""}",309,309,1
452432,{NULL},310,310,1
320139,"{""J. P. Cegielski"",""S. P. Althomsons""}",311,311,1
735083,"{""Sebastien Racinais"",""Olivier Girard"",""Lars Nybo"",""Magni Mohr"",""Martin Thomassen""}",312,312,1
978471,"{""Gary P. Wormser"",""Alvin E. Friedman-Kien"",""Miguel Sanchez""}",313,313,1
152626,"{""D. D. Town"",""C. P. Chen"",""Y. N. Su"",""W. CN  - PubMed DA  - Dec DO  - 10.1016/s1028-4559(10)60117-9 DP  - NLM ET  - 2011/01/05 Wang"",""C. W. Pan"",""C. C. Lee"",""F. J. Tsai"",""P. C. Wu"",""M. C. Huang""}",314,314,1
90272,"{""Qiao-Hong Hu"",""Zhi-Liang Huang"",""Xiao-Ming Fan"",""Shuang-Xi Chen"",""Xiang-Yang Song"",""Xiao-Ying Qiu""}",315,315,1
776651,"{""K. Kristensson"",""L. Svensson"",""H. B. Greenberg"",""K. Weclewicz""}",316,316,1
931361,"{""R. Kern"",""A. Pronovost"",""P. Peng""}",317,317,1
623358,"{""Paschal Sheeran"",""Richard Cooke""}",318,318,1
385940,"{""Jesper I Reimers"",""Sabrina G Elles��e"",""Henrik �� Andersen""}",319,319,1
951168,"{""Christian T. L. Janssen""}",320,320,1
515254,"{""S Murat"",""H Avsever"",""S Y�_ksel"",""C S Paksoy"",""B Onder"",""K Kamburoglu""}",321,321,1
674623,"{""Angel Rosa-Alc����zar"",""Ana I Rosa-Alc����zar"",""Marina Iniesta-Sep���lveda""}",322,322,1
226419,"{""Enie Akhtar Bt Nawawi"",""Ahlam M Al-Kharabsheh"",""Tsia-Shu Lo""}",323,323,1
178078,"{""J. De La Camera"",""M. M. Mesfin"",""A. M. Kedir"",""G. Amanual"",""T. Araya"",""I. G. Tareke""}",324,324,1
453637,{NULL},325,325,1
57483,"{""Diana Duro"",""Augusto Gouḷo"",""Gon̤alo Santos"",""Nuno Mendon̤a"",""Isabel Santana"",""Eg�_dio Machado""}",326,326,1
462849,{NULL},327,327,1
338547,"{""Bruno Vincenzi"",""Daniele Santini"",""Giuseppe Tonini"",""Anna Maria Frezza""}",328,328,1
438808,{NULL},329,329,1
352040,"{""Joel W. Grube"",""Juan A. Luna"",""David A. Gilder"",""Jennifer Roberts"",""Daniel Calac"",""Cindy L. Ehlers"",""Roland S. Moore""}",330,330,1
887131,"{""Angela Marie Abbatecola"",""Andrea Corsonello"",""Silvia Bustacchini"",""Fabrizia Lattanzio"",""Giuseppe Paolisso""}",331,331,1
182296,"{""Aitken Alderson Anderson Aptekar Backett-Milburn Beazley Becker Bello Berman Billig Bluebond-Langner Borchgrevink Bucholtz Christensen Constantino Cornwall Dell Clark DiCarlo Diprose Douglas Downe Geissler Goodenough Hart James James Jocano Katz Koppitz L Aguilar"",""Lisa M. Mitchell""}",332,332,1
49847,"{""M. D. Jiang"",""Z. J. Fan"",""T. Q. DA  - Jul DP  - NLM ET  - 2007/07/17 Li"",""Q. Xia"",""L. Wang"",""Z. Yu"",""R. M. Zhang"",""F. X. Zhang"",""X. N. Yang"",""H. R. Zhang""}",333,333,1
524073,"{""M Eckerbom"",""T Magnusson""}",334,334,1
348813,"{""G Vaksmann"",""A Vincentelli"",""C Francart"",""M A Cajot"",""G M Brevi̬re"",""F Godart"",""J M Coullet"",""P Devos"",""C Rey""}",335,335,1
427933,"{""Carmelo Graffagnino"",""DaiWai M Olson""}",336,336,1
6862,"{""A. Wotherspoon"",""M.M. Taj"",""N. Hadzic"",""M. Burke"",""R. Hobson"",""S.E. Height"",""M. Viskaduraki"",""C.R. Pinkerton""}",337,337,1
853676,"{""Meletios A Dimopoulos"",""Nikolaos Anagnostopoulos"",""Markela P Zorzou"",""Athanasios Anagnostopoulos"",""Eleni Efstathiou"",""Christos Poziopoulos"",""George Hamilos"",""Vassiliki Grigoraki"",""Dimitra Gika"",""Athanasios Zomas"",""Irini Xilouri""}",338,338,1
556116,{NULL},339,339,1
734870,"{""Stephen E Gilman"",""Chaoqiang Jiang"",""Kar Keung Cheng"",""C Mary Schooling"",""Tai Hing Lam"",""Michael Y Ni"",""Gabriel M Leung"",""Weisen Zhang""}",340,340,1
540850,"{""W. Bodsch"",""T. Rommel""}",341,341,1
465756,{NULL},342,342,1
762269,"{""Renata Vrsalovi����"",""Eva Verona"",""Iva Mihatov-Stefanovi����"",""Biserka Cicak""}",343,343,1
441902,{NULL},344,344,1
950233,"{""S. A. Murrell"",""B. T. Mast"",""A. R. Azar""}",345,345,1
621415,"{""N D Osgood"",""T O Tengs""}",346,346,1
633877,"{""H Weatherly"",""D Epstein"",""J Burch"",""N Woolacott"",""D Jayne"",""D Fox"",""A Baba-Akbari Sari""}",347,347,1
756208,"{""Barbara Zeligs"",""Stephen M Peters"",""Onorina Di Mita"",""Shahla Riazi"",""Henry Yeager"",""German A Benavides"",""Joseph A Bellanti""}",348,348,1
97853,"{""S. Orita"",""M. Takaso"",""S. Ohtori"",""S. Kishida"",""G. Inoue"",""M. Suzuki"",""K. Yamauchi"",""N. Ochiai"",""M. Yamashita"",""Y. Eguchi"",""K. Takahashi""}",349,349,1
720775,"{""S. Sakamoto"",""Y. Okumura""}",350,350,1
294439,"{""W Odero""}",351,351,1
375430,"{""M. Thomas"",""E. Fairholme"",""N. Nichols"",""M. George""}",352,352,1
689666,"{""Franco Roviello"",""Daniele Marrelli"",""Carla Vindigni"",""Valeria Pascale"",""Giovanni Corso""}",353,353,1
896848,"{""Michiko Osuda"",""Satoshi Kazuma"",""Michiaki Yamakage"",""Shunsuke Tachibana"",""Tomo Hayase""}",354,354,1
231182,"{""D. L. Spangler""}",355,355,1
232896,"{""S Arora"",""A Zhan"",""S Donohue"",""E R Dorsey"",""K M Biglan"",""V Venkataraman"",""M A Little""}",356,356,1
798716,"{""Akin Uz�_mc�_gil"",""Meral Top̤u"",""M Fani Bozkurt"",""Sinem Akg�_l""}",357,357,1
704812,"{""R. McCandlish"",""S. Petrou"",""J. Henderson"",""L. Kumiega""}",358,358,1
203084,"{""Sauer N."",""Szecsenyi J."",""Faber R."",""Guthrie E."",""Schaefert R."",""Herzog W."",""Boelter R."",""Wild B."",""Kaufmann C."",""Schellberg D.""}",359,359,1
81959,"{""Y Y Lee"",""K E L McColl""}",360,360,1
235924,"{""F. Bolandard"",""M. Bonnin"",""P. Duband"",""J. E. Bazin"",""J. P. Mission""}",361,361,1
291020,"{""O Serresse"",""C Boudreau-Lariviere"",""S Grelier"",""R Zory""}",362,362,1
408188,"{""Silke Zimmermann"",""Stefan A Stachelhaus"",""Christiane Hollmann""}",363,363,1
283460,"{""Marc N. Gourevitch"",""Jennifer McNeely"",""David Stevens"",""John Rotrosen"",""Ellie Grossman"",""Laura Huben"",""Marc Manseau"",""Joshua D. Lee""}",364,364,1
563505,"{""Valeria Panebianco"",""Flavio Barchetti""}",365,365,1
761676,"{""Prem Ramburuth"",""Massimiliano Tani""}",366,366,1
923043,"{""H Fukuda"",""H Kasuda"",""J Saitoh"",""H Mitsuhata"",""Y Hirabayashi"",""K Saitoh"",""R Shimizu""}",367,367,1
248075,"{""B. Rossi"",""A. Piccioli"",""G. Maccauro"",""L. Scaramuzzo"",""F. Frenos"",""R. Capanna""}",368,368,1
313030,"{""Carey E. Andrzejewski""}",369,369,1
885384,"{""O Widholm"",""A M Lehtinen"",""J Hovorka""}",370,370,1
361906,"{""Waleed Alhazzani"",""Lehana Thabane"",""Deborah J Cook"",""Wojciech Szczeklik"",""Anees Sindi"",""Qi Zhou"",""Sultan Altayyar"",""Anna Wludarczyk"",""Gordon H Guyatt"",""[Collective Name] Fluids in Sepsis and Septic Shock Group"",""Michael Wang"",""Guowei Li"",""Roman Jaeschke"",""Diane Heels-Ansdell"",""Alison Fox-Robichaud"",""Bram Rochwerg"",""Fayez Alshamsi"",""Wang-Chun Ip"",""Djillali Annane"",""Lawrence Mbuagbaw""}",371,371,1
180827,"{""W. Yu"",""R. Pagani"",""L. Huang""}",372,372,1
723057,"{""C. W. Belter""}",373,373,1
894502,"{""David B. Finkelstein""}",374,374,1
793410,"{""Qiang Huang"",""Yang Wu"",""Zhi Qiang Zhu"",""Wei Liang"",""Feng Shao"",""Han Hui Yao""}",375,375,1
816944,"{""A.D. Nimbarte"",""J.A. Sivak-Callcotta"",""C.A. Mancinelli""}",376,376,1
632040,"{""Talal Ibrahim"",""Mohamad Al Tannir"",""Imad M Tleyjeh"",""Abed Allehibi"",""Musa A Garbati"",""Abdur Rahman Khan"",""Muhammad Riaz"",""Alex J Sutton"",""Larry M Baddour"",""Faisal A Alasmari"",""Mushabab AlGhamdi"",""Aref A Bin Abdulhak"",""Patricia J Erwin""}",377,377,1
752280,"{""C. Y. Yang"",""T. N. Wang"",""H. F. Chiu"",""C. H. Lee"",""J. F. Chiu"",""Y. C. Ko""}",378,378,1
716594,{NULL},379,379,1
919751,"{""Michael J Paech"",""Stephan A Schug"",""Bhavesh Patel"",""Thomas Ledowski""}",380,380,1
60309,"{""D N Levine""}",381,381,1
757176,"{""Shinya Kondo"",""Tomoo Miyagawa""}",382,382,1
261329,{NULL},383,383,1
615903,"{""T Reinhold"",""F M�_ller-Riemenschneider"",""S N Willich""}",384,384,1
169524,"{""B. A. Moed"",""S. M. Doyle"",""A. V. Nero"",""K. L. Revzan"",""M. B. Schwehr"",""R. G. Sextro"",""W. W. Nazaroff""}",385,385,1
178424,"{""Bafna Bassler Blarney Coleman Hillier Kerr Kerr Kerr Livingston Marshall Pauls Peponis Pikora Stokols Templer Zimring Andersen"",""Gayle Nicoll""}",386,386,1
716357,"{""Durstine JL"",""Mayo K"",""Martin SL"",""Kirkner GJ"",""Matthews CE"",""Hebert JR""}",387,387,1
448010,{NULL},388,388,1
788729,"{""C. S. Berry-Caban"",""L. Bowers"",""S. Wallgren""}",389,389,1
624354,"{""D J Bruno"",""B S Bloom"",""R Jayadevappa"",""D Y Maman""}",390,390,1
112716,"{""W C Knowler"",""P J Savage"",""P H Bennett"",""D J Pettitt""}",391,391,1
881020,"{""J Arana"",""E Rezola"",""A Villanueva"",""M I Intxaurrondo"",""M Su̱ol"",""I Eizaguirre"",""J Garay""}",392,392,1
605643,"{""Eunice Fabiani Hilleshein"",""Liana Lautert"",""Karine Kummer Gemelli""}",393,393,1
5782,"{""S. Gouin"",""J. Gravel"",""M. Roy"",""D. Lebel"",""T.-T. Vo""}",394,394,1
852332,"{""Julia Dawn Jones"",""Touran Heidi Keen"",""Peter Sze Chai Wong"",""Reza Ashrafi"",""Omer Khanzada"",""Derek Richard Robinson"",""Upul Wickramarachchi""}",395,395,1
343395,"{""A Rezq"",""D Covello"",""C Godino"",""M Montorfano"",""A Colombo""}",396,396,1
826830,"{""Pyung Bok Lee"",""Francis Sahngun Nahm"",""Hyung Seok Yoo"",""Chul Joong Lee""}",397,397,1
905100,"{""Patwardhan S.K."",""Bodas K.S."",""Gundewar S.S.""}",398,398,1
34517,"{""Zhongsheng Sun"",""Huajing Teng"",""Tao Cai"",""Xusheng Huang"",""Ping Yu"",""Fang Cui"",""Zhaohui Chen"",""Fengbiao Mao"",""Wanshi Cai"",""Zhanjun Wang"",""Lin Chen"",""Jiesi Wang""}",399,399,1
771377,"{""N. Wilson""}",400,400,1
32426,"{""Akikazu Ishihara"",""Maxey L Wellman"",""Andrea R Barnaba"",""Alicia L Bertone"",""Peter M Kanter"",""Rebecca A Schwarze"",""Michael L Schmall"",""Ron L Genovese"",""Lisa J Zekas"",""Katharine B Lewis""}",401,401,1
722451,"{""Birgit Schulze-Ehlers"",""Achim Spiller"",""Nina Steffen"",""Gesa Busch""}",402,402,1
318542,"{""S. Livesay"",""S.D. Ruppert""}",403,403,1
533425,"{""R F Hofstein"",""J M Mott"",""T L Barrera"",""E J Teng""}",404,404,1
854232,"{""H H Fiebig"",""K Mross"",""R Velagapudi"",""W E Berdel"",""C Unger"",""I M von Broen""}",405,405,1
2842,"{""P. Gluszko"",""A. Bielinska""}",406,406,1
789057,"{""Kenichi Kokubo"",""Taro Kamisasanuki"",""Kengo Hayashi"",""Kenichiro Kasai"",""Nobutada Katori""}",407,407,1
205187,"{""A. G. Della Valle"",""M. Buttaro"",""G. Slullitel"",""R. Vestri"",""F. Comba"",""F. CN  - CINAHL_postop_care_150220 DB  - c8h DP  - EBSCOhost Piccaluga""}",408,408,1
970712,"{""W. J. Schnedl"",""R. W. Lipp"",""G. Leitner""}",409,409,1
161630,"{""J. DO  - 000268051 [pii] 10.1159/000268051 [doi] DP  - Nlm ET  - 2009/12/24 Rizvi"",""F. H. Nawaz""}",410,410,1
583682,"{""Reva Kasman""}",411,411,1
891722,"{""Sebastian Paul Suggate""}",412,412,1
54613,"{""Andrew J Winzelberg"",""Heidi Roberts"",""C Barr Taylor"",""Catherine Classen"",""Heidemarie Ernst"",""Cheryl Koopman"",""Robert E Adams"",""Georg W Alpers"",""Parvati Dev"",""D Ph""}",413,413,1
450749,{NULL},414,414,1
19086,"{""Gary Chisholm"",""Eduardo Bruera"",""Swati Bansal"",""David Hui"",""Rony Dev"",""Margarita Morgado""}",415,415,1
852213,"{""C J Langer"",""J Orsini"",""J K Hon"",""S R Dakhil"",""M F Renschler"",""R D Page"",""V Hirsh"",""H Zhang"",""I Okamoto"",""M A Socinski""}",416,416,1
475847,"{""J M Teno""}",417,417,1
893664,"{""Deepika and Leibowitz Keith and Gowda Ramesh M. and Shapiro Michael and Khan Ijaz A. Misra""}",418,418,1
450528,{NULL},419,419,1
838034,"{""A.U. Monsch"",""M. Tolnay"",""K.I. Taylor"",""A. Probst"",""A.R. Miserez""}",420,420,1
119186,"{""J J SALLEY""}",421,421,1
274083,"{""B. E. Perron"",""Q. Fu"",""L. T. Wu"",""M. G. Vaughn""}",422,422,1
784224,"{""D. A. Paul"",""R. G. Locke"",""L. Saiman"",""D. Tuttle"",""A. Novitsky"",""A. Mackley""}",423,423,1
260769,"{""M. D. Schmittner"",""A. Janke"",""D. G. Bussen"",""G. C. Beck"",""C. Weiss""}",424,424,1
592831,"{""R. V. Iyer"",""G. M. Woods"",""E. Vichinsky"",""T. R. Kinney"",""J. I. Verter"",""S. T. Miller"",""C. T. Holbrook"",""C. H. Pegelow"",""J. M. Falletta"",""G. R. Buchanan""}",425,425,1
464911,{NULL},426,426,1
369162,"{""Serkan Durdu"",""Ahmet R���_���han Akar"",""G���_nseli Cubuk���uo����lu Deniz""}",427,427,1
209896,{NULL},428,428,1
217524,"{""K. Tamaki"",""A. G. C��lar"",""S. Beyrer"",""H. Aoki""}",429,429,1
694007,"{""R F Castien"",""J van Wagenberg""}",430,430,1
53319,"{""N. Smith"",""B. Milne"",""M. Zenios"",""M. Ramachandran"",""D. Little""}",431,431,1
962338,"{""W. Rottbauer"",""V. Hombach"",""S. Stiller"",""P. Bernhardt"",""D. Walcher""}",432,432,1
972821,"{""W. Frehner"",""S. Aeschbacher"",""L. Risch"",""T. Schon"",""M. Risch"",""G. Pare"",""D. Conen""}",433,433,1
587024,"{""S. Christen"",""Q. Jiang"",""B. N. Ames"",""M. K. Shigenaga""}",434,434,1
49274,"{""J. Naesdal"",""M. Danilewitz"",""J. Adler"",""D. G. DA  - Oct DO  - 10.1111/j.1572-0241.2008.02115.x DP  - NLM ET  - 2008/09/09 Silberg"",""C. Hwang"",""D. A. Drossman""}",435,435,1
687404,"{""Yi Wang"",""Yu Zhou"",""RongDang Hu"",""XiuYing Wang"",""Gerald Voli̬re""}",436,436,1
858569,"{""M. Gatti"",""S. Bonaccorsi"",""V. Mottier-Pavie"",""F. Verni"",""G. Cenci""}",437,437,1
982590,"{""I. Yang"",""J. Stonestreet"",""P. Collins"",""P. Masel""}",438,438,1
853882,"{""M Raderer"",""C Gedlicka"",""A Lenauer"",""D Depisch"",""W Scheithauer"",""B Schneeweiss"",""W Fiebiger"",""F Lang"",""G V Kornek"",""B Sch���_ll""}",439,439,1
743989,"{""Ahmad A.S.""}",440,440,1
71263,"{""N Zwetyenga"",""A Bouaichi"",""S Aimad-Eddine"",""B Ella"",""X-A Mommers""}",441,441,1
111970,"{""Branislava Ivanovic"",""Marijana Tadic""}",442,442,1
941646,"{""A. Stumpo"",""G. Palmieri"",""M. F. Pantusa"",""M. Marasco"",""V. Fuoco""}",443,443,1
397190,{NULL},444,444,1
