src,act_dep_time,original_index,unique_index
flights,,874,611
flights,7:22 a.m.,875,663
flights,8:51 a.m.,876,664
flights,8:26 a.m.,877,665
flights,,878,611
flights,3:01 p.m.,879,666
flights,7:27 a.m.,880,667
flights,,881,611
flights,,882,611
flights,1:32 p.m.,883,645
flights,11:15 a.m.,884,668
flights,8:39 p.m.,885,669
flights,2:52 p.m.,886,670
flights,2:48 p.m.,887,626
flights,9:16 a.m.,888,671
flights,2:44 p.m.,889,672
flights,3:27 p.m.,890,673
flights,7:22 a.m.,891,663
flights,12:10 p.m.,892,674
flights,8:04 a.m.,893,675
flights,8:52 a.m.,894,676
flights,1:19 p.m.,895,677
flights,8:56 a.m.,896,678
flights,3:36 p.m.,897,646
flights,8:04 a.m.,898,675
flights,11:40 a.m.,899,679
flights,4:12 p.m.,900,680
flights,11:52 a.m.,901,681
flights,7:39 a.m.,902,682
flights,3:31 p.m.,903,683
flights,11:43 a.m.,904,684
flights,10:54 a.m.,905,685
flights,6:57 a.m.,906,686
flights,3:58 p.m.,907,618
flights,6:10 a.m.,908,687
flights,7:39 a.m.,909,682
flights,7:31 a.m.,910,688
flightarrival,7:16 a.m.,911,689
flightarrival,6:56 p.m.,912,690
flightarrival,,913,691
flightarrival,12:14 p.m.,914,692
flightarrival,,915,691
flightarrival,,916,691
flightarrival,7:56 a.m.,917,693
flightarrival,,918,691
flightarrival,,919,691
flightarrival,,920,691
flightarrival,6:09 a.m.,921,694
flightarrival,10:19 a.m.,922,695
flightarrival,2:04 p.m.,923,696
flightarrival,6:57 a.m.,924,697
flightarrival,12:56 p.m.,925,698
flightarrival,4:02 p.m.,926,699
flightarrival,10:11 a.m.,927,700
flightarrival,11:52 a.m.,928,701
flightarrival,11:06 a.m.,929,702
flightarrival,6:55 p.m.,930,703
flightarrival,12:12 p.m.,931,704
flightarrival,7:15 p.m. (Estimated),932,705
flightarrival,,933,691
flightarrival,4:46 p.m.,934,706
flightarrival,4:37 p.m.,935,707
flightarrival,,936,691
flightarrival,,937,691
flightarrival,7:31 a.m.,938,708
flightarrival,11:02 a.m.,939,709
flightarrival,1:48 p.m.,940,710
flightarrival,1:48 p.m.,941,710
flightarrival,4:28 p.m. (Estimated runway),942,711
flightarrival,8:29 p.m. (Estimated runway),943,712
flightarrival,8:52 a.m.,944,713
flightarrival,2:43 p.m.,945,714
flightarrival,,946,691
flightarrival,,947,691
flightarrival,,948,691
flightarrival,,949,691
flightarrival,11:47 a.m.,950,715
flightarrival,8:39 p.m.,951,716
flightarrival,9:43 a.m.,952,717
flightarrival,8:18 a.m.,953,718
flightarrival,7:23 a.m.,954,719
flightarrival,,955,691
flightarrival,,956,691
flightarrival,12:11 p.m.,957,720
flightarrival,,958,691
flightarrival,,959,691
flightarrival,8:07 a.m.,960,721
flightarrival,3:38 p.m.,961,722
flightarrival,,962,691
flightarrival,,963,691
flightarrival,9:01 a.m.,964,723
flightarrival,10:55 a.m.,965,724
flightarrival,6:10 a.m.,966,725
flightarrival,7:40 a.m.,967,726
flightarrival,7:32 a.m.,968,727
flightwise,7:16 a.m.,969,728
flightwise,6:56 a.m.,970,729
flightwise,7:31 a.m.,971,730
flightwise,6:47 p.m.,972,731
flightwise,7:39 a.m.,973,732
flightwise,11:45 a.m.,974,733
flightwise,8:51 a.m.,975,734
flightwise,1:48 p.m.,976,735
flightwise,1:19 p.m.,977,736
flightwise,8:29 p.m.,978,737
flightwise,7:25 p.m.,979,738
flightwise,5:38 p.m.,980,739
flightwise,4:12 p.m.,981,740
flightwise,7:27 p.m.,982,741
flightwise,7:21 a.m.,983,742
flightwise,3:36 p.m.,984,743
flightwise,6:10 a.m.,985,744
flightwise,7:39 a.m.,986,732
flightwise,6:56 p.m.,987,745
flightwise,3:36 p.m.,988,743
travelocity,7:02 a.m.,989,746
travelocity,6:40 a.m.,990,747
travelocity,8:48 a.m.,991,748
travelocity,9:00 a.m.,992,749
travelocity,7:45 p.m.,993,750
travelocity,Not Available,994,751
travelocity,11:54 a.m.,995,752
travelocity,Contact Airline,996,753
travelocity,11:20 a.m.,997,754
travelocity,Not Available,998,751
travelocity,6:09 a.m.,999,755
travelocity,12:10 p.m.,1000,756
travelocity,Contact Airline,1001,753
travelocity,7:04 a.m.,1002,757
travelocity,8:24 a.m.,1003,758
travelocity,4:16 p.m.,1004,759
travelocity,2:48 p.m.,1005,760
travelocity,11:54 a.m.,1006,752
travelocity,5:58 a.m.,1007,761
travelocity,Contact Airline,1008,753
travelocity,6:02 a.m.,1009,762
travelocity,8:40 a.m.,1010,763
travelocity,10:42 a.m.,1011,764
travelocity,7:51 a.m.,1012,765
travelocity,10:10 a.m.,1013,766
travelocity,7:28 a.m.,1014,767
travelocity,1:48 p.m.,1015,768
travelocity,9:59 a.m.,1016,769
travelocity,11:47 a.m.,1017,770
travelocity,Contact Airline,1018,753
travelocity,7:22 a.m.,1019,771
travelocity,11:33 a.m.,1020,772
travelocity,10:46 a.m.,1021,773
travelocity,7:08 a.m.,1022,774
travelocity,8:00 a.m.,1023,775
travelocity,6:40 p.m.,1024,776
travelocity,Contact Airline,1025,753
travelocity,2:37 p.m.,1026,777
travelocity,9:14 a.m.,1027,778
travelocity,5:59 a.m.,1028,779
travelocity,7:10 a.m.,1029,780
travelocity,Contact Airline,1030,753
travelocity,8:01 p.m.,1031,781
travelocity,Contact Airline,1032,753
travelocity,10:47 a.m.,1033,782
travelocity,1:47 p.m.,1034,783
travelocity,Not Available,1035,751
travelocity,Not Available,1036,751
travelocity,Not Available,1037,751
travelocity,Not Available,1038,751
travelocity,6:56 a.m.,1039,784
travelocity,8:31 a.m.,1040,785
travelocity,2:42 p.m.,1041,786
travelocity,8:35 a.m.,1042,787
travelocity,Not Available,1043,751
travelocity,3:01 p.m.,1044,788
travelocity,7:41 a.m.,1045,789
travelocity,1:50 p.m.,1046,790
travelocity,Contact Airline,1047,753
travelocity,8:30 p.m.,1048,791
travelocity,Contact Airline,1049,753
travelocity,Contact Airline,1050,753
travelocity,2:32 p.m.,1051,792
travelocity,3:00 p.m.,1052,793
travelocity,7:10 a.m.,1053,780
travelocity,Contact Airline,1054,753
travelocity,12:01 p.m.,1055,794
travelocity,Contact Airline,1056,753
travelocity,1:06 p.m.,1057,795
travelocity,8:07 a.m.,1058,796
travelocity,8:32 a.m.,1059,797
travelocity,3:09 p.m.,1060,798
travelocity,3:52 p.m.,1061,799
travelocity,3:31 p.m.,1062,800
travelocity,Contact Airline,1063,753
travelocity,10:35 a.m.,1064,801
travelocity,7:05 a.m.,1065,802
travelocity,6:41 a.m.,1066,803
travelocity,3:58 p.m.,1067,804
travelocity,5:56 a.m.,1068,805
travelocity,7:14 a.m.,1069,806
foxbusiness,7:16 a.m.,1070,807
foxbusiness,7:42 p.m.,1071,808
foxbusiness,6:54 a.m.,1072,809
foxbusiness,8:49 a.m.,1073,810
foxbusiness,9:01 a.m.,1074,811
foxbusiness,7:59 p.m.,1075,812
foxbusiness,12:12 p.m.,1076,813
foxbusiness,3:50 p.m.,1077,814
foxbusiness,12:37 p.m.,1078,815
foxbusiness,10:53 a.m.,1079,816
foxbusiness,,1080,817
foxbusiness,6:10 a.m.,1081,818
foxbusiness,12:58 a.m.,1082,819
foxbusiness,4:10 p.m.,1083,820
foxbusiness,7:56 a.m.,1084,821
foxbusiness,10:35 a.m.,1085,822
foxbusiness,10:11 a.m.,1086,823
foxbusiness,8:26 a.m.,1087,824
foxbusiness,7:25 a.m.,1088,825
foxbusiness,4:30 p.m.,1089,826
foxbusiness,10:55 a.m.,1090,827
foxbusiness,2:59 p.m.,1091,828
foxbusiness,8:18 a.m.,1092,829
foxbusiness,3:04 p.m.,1093,830
foxbusiness,12:13 p.m.,1094,831
foxbusiness,12:06 p.m.,1095,832
foxbusiness,6:09 a.m.,1096,833
foxbusiness,11:45 a.m.,1097,834
foxbusiness,6:17 a.m.,1098,835
foxbusiness,9:01 a.m.,1099,811
foxbusiness,10:19 a.m.,1100,836
foxbusiness,2:04 p.m.,1101,837
foxbusiness,8:07 a.m.,1102,838
foxbusiness,12:56 p.m.,1103,839
foxbusiness,12:14 p.m.,1104,840
foxbusiness,2:43 p.m.,1105,841
foxbusiness,12:08 p.m.,1106,842
foxbusiness,5:38 p.m.,1107,843
foxbusiness,8:36 p.m.,1108,844
foxbusiness,11:06 a.m.,1109,845
foxbusiness,1:43 p.m.,1110,846
foxbusiness,3:36 p.m.,1111,847
foxbusiness,7:22 a.m.,1112,848
foxbusiness,,1113,817
foxbusiness,6:56 p.m.,1114,849
foxbusiness,,1115,817
foxbusiness,2:38 p.m.,1116,850
foxbusiness,9:58 a.m.,1117,851
foxbusiness,6:57 a.m.,1118,852
foxbusiness,7:31 a.m.,1119,853
foxbusiness,5:09 p.m.,1120,854
foxbusiness,4:46 p.m.,1121,855
foxbusiness,4:37 p.m.,1122,856
foxbusiness,8:23 p.m.,1123,857
foxbusiness,10:37 a.m.,1124,858
foxbusiness,7:31 a.m.,1125,853
foxbusiness,11:02 a.m.,1126,859
foxbusiness,1:48 p.m.,1127,860
foxbusiness,12:42 p.m.,1128,861
foxbusiness,2:01 p.m.,1129,862
foxbusiness,,1130,817
foxbusiness,,1131,817
foxbusiness,,1132,817
foxbusiness,,1133,817
foxbusiness,7:23 a.m.,1134,863
foxbusiness,8:52 a.m.,1135,864
foxbusiness,8:37 a.m.,1136,865
foxbusiness,,1137,817
foxbusiness,3:17 p.m.,1138,866
foxbusiness,7:41 a.m.,1139,867
foxbusiness,,1140,817
foxbusiness,,1141,817
foxbusiness,1:45 p.m.,1142,868
foxbusiness,11:47 a.m.,1143,869
foxbusiness,8:40 p.m.,1144,870
foxbusiness,3:04 p.m.,1145,830
foxbusiness,2:59 p.m.,1146,828
foxbusiness,9:43 a.m.,1147,871
foxbusiness,2:44 p.m.,1148,872
foxbusiness,3:28 p.m.,1149,873
foxbusiness,7:23 a.m.,1150,863
foxbusiness,12:11 p.m.,1151,874
foxbusiness,8:05 a.m.,1152,875
foxbusiness,9:05 a.m.,1153,876
foxbusiness,1:20 p.m.,1154,877
foxbusiness,8:56 a.m.,1155,878
foxbusiness,3:38 p.m.,1156,879
foxbusiness,8:04 a.m.,1157,880
foxbusiness,11:41 a.m.,1158,881
foxbusiness,4:12 p.m.,1159,882
foxbusiness,11:52 a.m.,1160,883
foxbusiness,7:40 a.m.,1161,884
foxbusiness,4:02 p.m.,1162,885
foxbusiness,11:55 a.m.,1163,886
foxbusiness,10:55 a.m.,1164,827
foxbusiness,6:58 a.m.,1165,887
foxbusiness,4:15 p.m.,1166,888
foxbusiness,6:11 a.m.,1167,889
foxbusiness,7:40 a.m.,1168,884
foxbusiness,7:32 a.m.,1169,890
usatoday,,1170,891
usatoday,6:54 a.m.,1171,892
usatoday,7:42 p.m.,1172,893
usatoday,,1173,891
usatoday,,1174,891
usatoday,6:10 a.m.,1175,894
usatoday,8:26 a.m.,1176,895
usatoday,7:25 a.m.,1177,896
usatoday,,1178,891
usatoday,5:38 p.m.,1179,897
usatoday,6:09 a.m.,1180,898
usatoday,,1181,891
usatoday,,1182,891
usatoday,10:19 a.m.,1183,899
usatoday,6:57 a.m.,1184,900
usatoday,12:42 p.m.,1185,901
usatoday,12:56 p.m.,1186,902
usatoday,12:08 p.m.,1187,903
usatoday,11:06 a.m.,1188,904
usatoday,,1189,891
usatoday,3:36 p.m.,1190,905
usatoday,,1191,891
usatoday,Not Available,1192,906
usatoday,2:38 p.m.,1193,907
usatoday,9:14 a.m.,1194,908
usatoday,8:23 p.m.,1195,909
usatoday,,1196,891
usatoday,11:01 a.m.,1197,910
usatoday,,1198,891
usatoday,12:10 a.m. (Estimated runway),1199,911
usatoday,2:43 p.m.,1200,912
usatoday,8:26 a.m.,1201,895
usatoday,3:17 p.m.,1202,913
usatoday,7:41 a.m.,1203,914
usatoday,,1204,891
usatoday,,1205,891
usatoday,11:47 a.m.,1206,915
usatoday,3:04 p.m.,1207,916
usatoday,9:43 a.m.,1208,917
usatoday,2:44 p.m.,1209,918
usatoday,7:23 a.m.,1210,919
usatoday,Not Available,1211,906
usatoday,,1212,891
usatoday,,1213,891
usatoday,,1214,891
usatoday,1:19 p.m.,1215,920
usatoday,7:49 a.m.,1216,921
usatoday,3:38 p.m.,1217,922
usatoday,6:56 p.m.,1218,923
usatoday,,1219,891
usatoday,,1220,891
usatoday,,1221,891
usatoday,7:40 a.m.,1222,924
myrateplan,7:16 a.m.,1223,925
myrateplan,,1224,926
myrateplan,6:54 a.m.,1225,927
myrateplan,8:48 a.m.,1226,928
myrateplan,9:00 a.m.,1227,929
myrateplan,7:59 p.m.,1228,930
myrateplan,3:50 p.m.,1229,931
myrateplan,,1230,926
myrateplan,11:41 a.m.,1231,932
myrateplan,10:53 a.m.,1232,933
myrateplan,11:29 p.m.,1233,934
myrateplan,6:10 a.m.,1234,935
myrateplan,,1235,926
myrateplan,4:10 p.m.,1236,936
myrateplan,,1237,926
myrateplan,,1238,926
myrateplan,10:11 a.m.,1239,937
myrateplan,8:26 a.m.,1240,938
myrateplan,7:25 a.m.,1241,939
myrateplan,4:29 p.m.,1242,940
myrateplan,10:54 a.m.,1243,941
myrateplan,,1244,926
myrateplan,,1245,926
myrateplan,3:04 p.m.,1246,942
myrateplan,12:13 p.m.,1247,943
myrateplan,,1248,926
myrateplan,6:09 a.m.,1249,944
myrateplan,11:45 a.m.,1250,945
myrateplan,,1251,926
myrateplan,,1252,926
myrateplan,10:19 a.m.,1253,946
myrateplan,2:03 p.m.,1254,947
myrateplan,8:07 a.m.,1255,948
myrateplan,12:56 p.m.,1256,949
myrateplan,12:14 p.m.,1257,950
myrateplan,2:43 p.m.,1258,951
myrateplan,12:07 p.m.,1259,952
myrateplan,,1260,926
myrateplan,,1261,926
myrateplan,11:06 a.m.,1262,953
myrateplan,1:43 p.m.,1263,954
myrateplan,,1264,926
myrateplan,7:22 a.m.,1265,955
myrateplan,6:47 p.m.,1266,956
myrateplan,6:56 p.m.,1267,957
myrateplan,12:12 p.m.,1268,958
myrateplan,,1269,926
myrateplan,2:04 p.m.,1270,959
myrateplan,,1271,926
myrateplan,6:57 a.m.,1272,960
myrateplan,7:31 a.m.,1273,961
myrateplan,5:09 p.m.,1274,962
myrateplan,7:39 a.m.,1275,963
myrateplan,4:44 p.m.,1276,964
myrateplan,4:37 p.m.,1277,965
myrateplan,8:23 p.m.,1278,966
myrateplan,,1279,926
myrateplan,7:30 a.m.,1280,967
myrateplan,11:02 a.m.,1281,968
myrateplan,1:48 p.m.,1282,969
myrateplan,12:42 p.m.,1283,970
myrateplan,,1284,926
myrateplan,12:11 a.m.,1285,971
myrateplan,4:28 p.m.,1286,972
myrateplan,9:06 p.m.,1287,973
myrateplan,8:29 p.m.,1288,974
myrateplan,7:23 a.m.,1289,975
myrateplan,8:52 a.m.,1290,976
myrateplan,8:37 a.m.,1291,977
myrateplan,1:41 p.m.,1292,978
myrateplan,,1293,926
myrateplan,7:41 a.m.,1294,979
myrateplan,,1295,926
myrateplan,5:38 p.m.,1296,980
myrateplan,1:50 p.m. (+8:00),1297,981
myrateplan,11:47 a.m.,1298,982
myrateplan,8:40 p.m.,1299,983
myrateplan,3:04 p.m.,1300,942
myrateplan,,1301,926
myrateplan,,1302,926
myrateplan,2:44 p.m.,1303,984
myrateplan,3:28 p.m.,1304,985
myrateplan,7:22 a.m.,1305,955
myrateplan,12:11 p.m.,1306,986
myrateplan,8:04 a.m.,1307,987
myrateplan,,1308,926
myrateplan,1:20 p.m.,1309,988
myrateplan,8:55 a.m.,1310,989
myrateplan,3:38 p.m.,1311,990
myrateplan,8:04 a.m.,1312,987
myrateplan,4:12 p.m.,1313,991
myrateplan,11:52 a.m.,1314,992
myrateplan,,1315,926
myrateplan,11:55 a.m.,1316,993
myrateplan,10:55 a.m.,1317,994
myrateplan,6:58 a.m.,1318,995
myrateplan,,1319,926
myrateplan,6:11 a.m.,1320,996
myrateplan,7:40 a.m.,1321,997
myrateplan,7:32 a.m.,1322,998
orbitz,7:02aDec 1,1323,999
orbitz,7:14 p.m.,1324,1000
orbitz,6:40aDec 1,1325,1001
orbitz,8:48aDec 1,1326,1002
orbitz,,1327,1003
orbitz,7:45 p.m.,1328,1004
orbitz,11:54aDec 1,1329,1005
orbitz,3:28 p.m.,1330,1006
orbitz,11:37aDec 1,1331,1007
orbitz,,1332,1003
orbitz,,1333,1003
orbitz,6:09aDec 1,1334,1008
orbitz,12:41aDec 1,1335,1009
orbitz,3:58 p.m.,1336,1010
orbitz,,1337,1003
orbitz,10:19aDec 1,1338,1011
orbitz,9:59aDec 1,1339,1012
orbitz,8:12aDec 1,1340,1013
orbitz,7:04aDec 1,1341,1014
orbitz,4:16 p.m.,1342,1015
orbitz,10:42aDec 1,1343,1016
orbitz,2:48 p.m.,1344,1017
orbitz,8:00aDec 1,1345,1018
orbitz,2:46 p.m.,1346,1019
orbitz,11:54aDec 1,1347,1005
orbitz,11:56aDec 1,1348,1020
orbitz,5:58aDec 1,1349,1021
orbitz,11:30aDec 1,1350,1022
orbitz,6:02aDec 1,1351,1023
orbitz,8:40aDec 1,1352,1024
orbitz,10:10aDec 1,1353,1025
orbitz,1:48 p.m.,1354,1026
orbitz,7:49aDec 1,1355,1027
orbitz,12:35 p.m.,1356,1028
orbitz,11:47aDec 1,1357,1029
orbitz,2:42 p.m.,1358,1030
orbitz,11:51aDec 1,1359,1031
orbitz,5:22 p.m.,1360,1032
orbitz,8:25 p.m.,1361,1033
orbitz,10:46aDec 1,1362,1034
orbitz,1:32 p.m.,1363,1035
orbitz,3:27 p.m.,1364,1036
orbitz,7:08aDec 1,1365,1037
orbitz,,1366,1003
orbitz,6:40 p.m.,1367,1038
orbitz,,1368,1003
orbitz,2:37 p.m.,1369,1039
orbitz,9:14aDec 1,1370,1040
orbitz,5:59aDec 1,1371,1041
orbitz,7:10aDec 1,1372,1042
orbitz,4:56 p.m.,1373,1043
orbitz,4:28 p.m.,1374,1044
orbitz,4:15 p.m.,1375,1045
orbitz,8:01 p.m.,1376,1046
orbitz,10:20aDec 1,1377,1047
orbitz,7:07aDec 1,1378,1048
orbitz,10:47aDec 1,1379,1049
orbitz,1:31 p.m.,1380,1050
orbitz,12:10 p.m.,1381,1051
orbitz,1:48 p.m.,1382,1026
orbitz,,1383,1003
orbitz,,1384,1003
orbitz,,1385,1003
orbitz,,1386,1003
orbitz,6:56aDec 1,1387,1052
orbitz,8:31aDec 1,1388,1053
orbitz,,1389,1003
orbitz,3:01 p.m.,1390,1054
orbitz,7:27aDec 1,1391,1055
orbitz,,1392,1003
orbitz,,1393,1003
orbitz,1:32 p.m.,1394,1035
orbitz,11:15aDec 1,1395,1056
orbitz,8:30 p.m.,1396,1057
orbitz,2:52 p.m.,1397,1058
orbitz,2:48 p.m.,1398,1017
orbitz,9:16aDec 1,1399,1059
orbitz,2:32 p.m.,1400,1060
orbitz,3:00 p.m.,1401,1061
orbitz,7:10aDec 1,1402,1042
orbitz,12:01 p.m.,1403,1062
orbitz,7:51aDec 1,1404,1063
orbitz,8:52aDec 1,1405,1064
orbitz,1:06 p.m.,1406,1065
orbitz,8:32aDec 1,1407,1066
orbitz,3:09 p.m.,1408,1067
orbitz,7:28aDec 1,1409,1068
orbitz,11:20aDec 1,1410,1069
orbitz,3:52 p.m.,1411,1070
orbitz,11:33aDec 1,1412,1071
orbitz,7:22aDec 1,1413,1072
orbitz,3:31 p.m.,1414,1073
orbitz,11:43aDec 1,1415,1074
orbitz,10:35aDec 1,1416,1075
orbitz,6:41aDec 1,1417,1076
orbitz,3:58 p.m.,1418,1010
orbitz,5:56aDec 1,1419,1077
orbitz,7:14aDec 1,1420,1078
orbitz,7:05aDec 1,1421,1079
phl,,1422,1080
phl,,1423,1080
phl,,1424,1080
phl,,1425,1080
CO,7:14 p.m.,1426,1081
CO,7:29 a.m.,1427,1082
CO,11:56 a.m.,1428,1083
CO,6:02 a.m.,1429,1084
CO,7:15 p.m.,1430,1085
CO,12:41 a.m.,1431,1086
CO,8:40 a.m.,1432,1087
CO,11:32 a.m.,1433,1088
CO,3:31 p.m.,1434,1089
CO,2:48 p.m.,1435,1090
CO,9:14 a.m.,1436,1091
CO,10:20 a.m.,1437,1092
CO,10:19 a.m.,1438,1093
CO,3:01 p.m.,1439,1094
CO,8:25 p.m.,1440,1095
CO,5:30 p.m.,1441,1096
CO,3:58 p.m.,1442,1097
CO,5:22 p.m.,1443,1098
CO,8:00 a.m.,1444,1099
ifly,6:56 a.m.,1445,1100
ifly,2:44 p.m.,1446,1101
ifly,10:19 a.m.,1447,1102
ifly,3:27 p.m.,1448,1103
ifly,4:28 p.m.,1449,1104
ifly,6:02 a.m.,1450,1105
ifly,4:15 p.m.,1451,1106
ifly,8:42 a.m.,1452,1107
ifly,1:19 p.m.,1453,1108
ifly,7:21 a.m.,1454,1109
ifly,1:31 p.m.,1455,1110
ifly,12:41 p.m.,1456,1111
ifly,12:41 a.m.,1457,1112
ifly,11:32 a.m.,1458,1113
ifly,4:28 p.m. (Estimated runway),1459,1114
ifly,8:04 a.m.,1460,1115
ifly,9:06 p.m. (Estimated runway),1461,1116
ifly,4:12 p.m.,1462,1117
ifly,8:51 a.m.,1463,1118
ifly,7:58 p.m.,1464,1119
ifly,8:26 a.m.,1465,1120
ifly,11:43 a.m.,1466,1121
ifly,2:46 p.m.,1467,1122
ifly,10:20 a.m.,1468,1123
ifly,3:01 p.m.,1469,1124
ifly,7:25 a.m.,1470,1125
ifly,11:05 a.m.,1471,1126
ifly,8:56 a.m.,1472,1127
ifly,8:39 p.m.,1473,1128
ifly,6:10 a.m.,1474,1129
ifly,7:39 a.m.,1475,1130
ifly,2:48 p.m.,1476,1131
ifly,10:10 a.m.,1477,1132
ifly,12:11 p.m.,1478,1133
ifly,7:15 p.m. (Estimated),1479,1134
ifly,12:12 p.m.,1480,1135
sfo,,1481,1136
sfo,,1482,1136
sfo,,1483,1136
sfo,,1484,1136
sfo,,1485,1136
sfo,,1486,1136
flytecomm,7:16 a.m.,1487,1137
flytecomm,,1488,1138
flytecomm,6:54 a.m.,1489,1139
flytecomm,8:48 a.m.,1490,1140
flytecomm,9:00 a.m.,1491,1141
flytecomm,7:59 p.m.,1492,1142
flytecomm,3:50 p.m.,1493,1143
flytecomm,,1494,1138
flytecomm,11:41 a.m.,1495,1144
flytecomm,10:53 a.m.,1496,1145
flytecomm,11:29 p.m.,1497,1146
flytecomm,6:10 a.m.,1498,1147
flytecomm,,1499,1138
flytecomm,4:10 p.m.,1500,1148
flytecomm,,1501,1138
flytecomm,,1502,1138
flytecomm,10:11 a.m.,1503,1149
flytecomm,8:26 a.m.,1504,1150
flytecomm,7:25 a.m.,1505,1151
flytecomm,4:29 p.m.,1506,1152
flytecomm,10:54 a.m.,1507,1153
flytecomm,,1508,1138
flytecomm,,1509,1138
flytecomm,3:04 p.m.,1510,1154
flytecomm,12:13 p.m.,1511,1155
flytecomm,,1512,1138
flytecomm,6:09 a.m.,1513,1156
flytecomm,11:45 a.m.,1514,1157
flytecomm,,1515,1138
flytecomm,,1516,1138
flytecomm,10:19 a.m.,1517,1158
flytecomm,2:03 p.m.,1518,1159
flytecomm,8:07 a.m.,1519,1160
flytecomm,12:56 p.m.,1520,1161
flytecomm,12:14 p.m.,1521,1162
flytecomm,2:43 p.m.,1522,1163
flytecomm,12:07 p.m.,1523,1164
flytecomm,,1524,1138
flytecomm,,1525,1138
flytecomm,11:06 a.m.,1526,1165
flytecomm,1:43 p.m.,1527,1166
flytecomm,,1528,1138
flytecomm,7:22 a.m.,1529,1167
flytecomm,6:47 p.m.,1530,1168
flytecomm,6:56 p.m.,1531,1169
flytecomm,12:12 p.m.,1532,1170
flytecomm,,1533,1138
flytecomm,2:04 p.m.,1534,1171
flytecomm,,1535,1138
flytecomm,6:57 a.m.,1536,1172
flytecomm,7:31 a.m.,1537,1173
flytecomm,5:09 p.m.,1538,1174
flytecomm,7:39 a.m.,1539,1175
flytecomm,4:44 p.m.,1540,1176
flytecomm,4:37 p.m.,1541,1177
flytecomm,8:23 p.m.,1542,1178
flytecomm,,1543,1138
flytecomm,7:30 a.m.,1544,1179
flytecomm,11:02 a.m.,1545,1180
flytecomm,1:48 p.m.,1546,1181
flytecomm,12:42 p.m.,1547,1182
flytecomm,,1548,1138
flytecomm,12:11 a.m.,1549,1183
flytecomm,4:28 p.m.,1550,1184
flytecomm,9:06 p.m.,1551,1185
flytecomm,8:29 p.m.,1552,1186
flytecomm,7:23 a.m.,1553,1187
flytecomm,8:52 a.m.,1554,1188
flytecomm,8:37 a.m.,1555,1189
flytecomm,1:41 p.m.,1556,1190
flytecomm,,1557,1138
flytecomm,7:41 a.m.,1558,1191
flytecomm,,1559,1138
flytecomm,5:38 p.m.,1560,1192
flytecomm,1:50 p.m. (+8:00),1561,1193
flytecomm,11:47 a.m.,1562,1194
flytecomm,8:40 p.m.,1563,1195
flytecomm,3:04 p.m.,1564,1154
flytecomm,,1565,1138
flytecomm,,1566,1138
flytecomm,2:44 p.m.,1567,1196
flytecomm,3:28 p.m.,1568,1197
flytecomm,7:22 a.m.,1569,1167
flytecomm,12:11 p.m.,1570,1198
flytecomm,8:04 a.m.,1571,1199
flytecomm,,1572,1138
flytecomm,1:20 p.m.,1573,1200
flytecomm,8:55 a.m.,1574,1201
flytecomm,3:38 p.m.,1575,1202
flytecomm,8:04 a.m.,1576,1199
flytecomm,4:12 p.m.,1577,1203
flytecomm,11:52 a.m.,1578,1204
flytecomm,,1579,1138
flytecomm,11:55 a.m.,1580,1205
flytecomm,10:55 a.m.,1581,1206
flytecomm,6:58 a.m.,1582,1207
flytecomm,,1583,1138
flytecomm,6:11 a.m.,1584,1208
flytecomm,7:40 a.m.,1585,1209
flytecomm,7:32 a.m.,1586,1210
mytripandmore,7:45 p.m.,1587,1211
mytripandmore,7:14 p.m.,1588,1212
mytripandmore,,1589,1213
mytripandmore,,1590,1213
mytripandmore,Contact Airline,1591,1214
mytripandmore,,1592,1213
mytripandmore,,1593,1213
mytripandmore,12:41aDec 1,1594,1215
mytripandmore,3:58 p.m.,1595,1216
mytripandmore,10:19aDec 1,1596,1217
mytripandmore,7:04aDec 1,1597,1218
mytripandmore,2:48 p.m.,1598,1219
mytripandmore,11:56aDec 1,1599,1220
mytripandmore,5:58aDec 1,1600,1221
mytripandmore,11:30aDec 1,1601,1222
mytripandmore,10:10 a.m.,1602,1223
mytripandmore,7:28aDec 1,1603,1224
mytripandmore,12:35 p.m.,1604,1225
mytripandmore,9:59 a.m.,1605,1226
mytripandmore,11:47aDec 1,1606,1227
mytripandmore,11:51aDec 1,1607,1228
mytripandmore,8:25 p.m.,1608,1229
mytripandmore,11:33 a.m.,1609,1230
mytripandmore,5:59aDec 1,1610,1231
mytripandmore,7:10aDec 1,1611,1232
mytripandmore,4:56 p.m.,1612,1233
mytripandmore,7:22aDec 1,1613,1234
mytripandmore,8:01 p.m.,1614,1235
mytripandmore,7:07aDec 1,1615,1236
mytripandmore,6:40 p.m.,1616,1237
mytripandmore,,1617,1213
mytripandmore,Not Available,1618,1238
mytripandmore,,1619,1213
mytripandmore,6:56aDec 1,1620,1239
mytripandmore,8:31aDec 1,1621,1240
mytripandmore,2:42 p.m.,1622,1241
mytripandmore,Not Available,1623,1238
mytripandmore,3:01 p.m.,1624,1242
mytripandmore,,1625,1213
mytripandmore,8:30 p.m.,1626,1243
mytripandmore,3:00 p.m.,1627,1244
mytripandmore,7:41 a.m.,1628,1245
mytripandmore,12:01 p.m.,1629,1246
mytripandmore,8:52aDec 1,1630,1247
mytripandmore,7:14aDec 1,1631,1248
mytripandmore,8:32aDec 1,1632,1249
mytripandmore,11:20aDec 1,1633,1250
