beer_name,original_index,unique_index,count
The 26th,849,828,1
The Gadget,850,829,1
Leprechaun Lager,851,830,1
Sunbru Kölsch,852,831,2
Kilt Lifter Scottish-Style Ale,853,832,1
Pumpkin Porter,854,833,1
Four Peaks Peach Ale,855,834,1
Hop Knot IPA,856,835,1
Kilt Lifter Scottish-Style Ale (2009),857,836,1
Sunbru Kölsch,858,831,2
Four String Vanilla Porter,859,837,1
Suncaster Summer Wheat,860,838,1
Brass Knuckle Pale Ale,861,839,1
Big Star White IPA,862,840,1
Old Detroit,863,841,1
Batch 69 IPA,864,842,1
Twisted Helles Summer Lager,865,843,1
OktoberFiesta,866,844,1
Texicali,867,845,1
Pinata Protest,868,846,1
Bat Outta Helles,869,847,1
Original,870,848,1
Rye Wit,871,849,1
Soul Doubt,872,850,1
Yo Soy Un Berliner,873,851,1
77 Fremont Select Spring Session IPA,874,852,1
Fremont Organic Pale Ale,875,853,1
Abominable Ale,876,854,1
Harvest Ale,877,855,1
Fremont Summer Ale,878,856,1
Universale Pale Ale,879,857,1
Interurban IPA,880,858,1
Gateway Kolsch Style Ale,881,859,1
Wee-Heavy-Er Scotch Ale,882,860,1
13 Rebels ESB,883,861,1
Salamander Slam,884,862,1
Cack-A-Lacky,885,863,1
No Wake IPA,886,864,1
Boathouse Blonde,887,865,1
Cedar Point,888,866,1
Clean Shave IPA,889,867,1
Might As Well IPL,890,868,1
Saison Pamplemousse,891,869,1
2020 IPA,892,870,1
Wolf Among Weeds IPA,893,871,1
Better Weather IPA,894,872,1
Point the Way IPA,895,873,2
Golden Road Hefeweizen,896,874,1
Heal the Bay IPA,897,875,1
Point the Way IPA,898,873,2
Cabrillo Kölsch,899,876,1
Get Up Offa That Brown,900,877,1
Burning Bush Smoked IPA,901,878,1
Wolf Among Weeds IPA (2012),902,879,1
Point the Way IPA (2012),903,880,1
Golden Road Hefeweizen (2012),904,881,1
Vanilla Porter,905,882,2
Descender IPA,906,883,1
Sweet As Pacific Ale,907,884,1
Good People Pale Ale,908,885,1
Snake Handler Double IPA,909,886,1
Coffee Oatmeal Stout,910,887,1
Good People IPA,911,888,1
Good People American Brown Ale,912,889,1
Mountain Rescue Pale Ale,913,890,1
Goose Island India Pale Ale,914,891,1
312 Urban Pale Ale,915,892,2
312 Urban Pale Ale,916,892,2
312 Urban Wheat Ale,917,893,2
312 Urban Wheat Ale,918,893,2
312 Urban Wheat Ale (2012),919,894,1
Beaver Logger,920,895,1
White Water Wheat,921,896,1
Grand Canyon American Pilsner,922,897,1
Grand Canyon Sunset Amber Ale,923,898,1
Black Iron India Pale Ale,924,899,1
Monarch Classic American Wheat,925,900,1
Sir William's English Brown Ale,926,901,1
Lakefire Rye Pale Ale,927,902,1
Beer Agent Re-Ignition,928,903,1
Cherry Ale,929,904,1
Bourbon Barrel Aged Coconut Porter,930,905,1
Great Crescent IPA,931,906,1
Aurora Lager,932,907,1
Great Crescent Blonde Ale,933,908,1
Great Crescent Coconut Porter,934,909,1
Great Crescent Oktoberfest Lager,935,910,1
Great Crescent Brown Ale,936,911,1
Cherry Ale (1),937,912,1
Aurora Lager (2011),938,913,1
Frosted Fields Winter Wheat,939,914,1
Great Crescent Belgian Style Wit,940,915,1
Bourbon's Barrel Stout,941,916,1
Great Crescent Stout,942,917,1
Great Crescent Coconut Porter (2012),943,918,1
Great Crescent Dark Lager,944,919,1
Great Crescent Mild Ale,945,920,1
Great Crescent IPA (2011),946,921,1
Great Crescent Blonde Ale (2011),947,922,1
Denver Pale Ale (Artist Series No. 1),948,923,1
Hibernation Ale,949,924,1
Whitewater,950,925,1
Rumble,951,926,1
Orabelle,952,927,1
Lasso,953,928,1
Yeti  Imperial Stout,954,929,1
Colette,955,930,1
Titan IPA,956,931,1
Black Star Double Hopped Golden Lager (24 oz.),957,932,1
Black Star Double Hopped Golden Lager (12 oz.),958,933,1
Commotion APA,959,934,1
Southern Drawl Pale Lager,960,935,1
Chickawawa Lemonale,961,936,1
Barrel Aged Farmer,962,937,1
Great River Golden Ale,963,938,1
Dirty Blonde Chocolate Ale,964,939,1
Dos Pistolas,965,940,1
Owney Irish Style Red Ale,966,941,1
Aaah Bock Lager,967,942,1
Widespread Wit,968,943,1
Roller Dam Red Ale,969,944,1
483 Pale Ale,970,945,1
Hop A Potamus Double Dark Rye Pale Ale,971,946,1
Farmer Brown Ale,972,947,1
Big Cock IPA,973,948,1
Oktoberfest,974,571,6
40th Annual Bix Street Fest Copper Ale (Current),975,949,1
Redband Stout,976,950,1
483 Pale Ale (2010),977,951,1
Roller Dam Red Ale (2010),978,952,1
Pablo Beach Pale Ale,979,953,1
Wild Trail Pale Ale,980,954,1
Mothman Black IPA,981,955,1
Autumn Winds Fest Beer,982,956,1
Captain's Daughter,983,957,1
Autumn Winds,984,958,1
Flying Jenny Extra Pale Ale,985,959,1
Hazy Day Belgian-Style Wit,986,960,1
Bring Back the Beach Blonde Ale,987,961,1
Leaning Chimney Smoked Porter,988,962,1
Flying Jenny Extra Pale Ale (2012),989,963,1
Flagship Ale,990,964,1
Mr. Blue Sky,991,965,1
3 Scrooges,992,966,1
Screamin’ Pumpkin,993,967,1
Grand Trunk Bohemian Pils,994,968,1
El Rojo,995,969,1
Norm's Raggedy Ass IPA,996,970,1
Grind Line,997,971,1
Norm's Gateway IPA,998,972,1
Lemon Shandy Tripel,999,973,1
Little Red Cap,1000,974,1
Supergoose IPA,1001,975,1
Hale's Pale American Ale,1002,976,1
Heyoka IPA,1003,977,1
Guest Lager,1004,978,1
Pony Pilsner,1005,979,1
Akari Shogun American Wheat Ale,1006,980,1
Meat Wave,1007,981,1
Over Ale,1008,982,1
Gossamer Golden Ale,1009,983,1
Daisy Cutter Pale Ale,1010,984,1
Pursuit,1011,985,1
Half Full Bright Ale,1012,986,1
Orange Wheat,1013,987,1
Hangar 24 Helles Lager,1014,988,1
The Great Return,1015,989,1
Hardywood Cream Ale,1016,990,1
Capital Trail Pale Ale,1017,991,1
UFO Gingerland,1018,992,1
The Long Thaw White IPA,1019,993,1
Honey Cider,1020,994,1
Harpoon Summer Beer,1021,995,1
Harpoon IPA,1022,996,1
UFO Pumpkin,1023,997,1
Harpoon Octoberfest,1024,998,1
Harpoon IPA (2012),1025,999,1
Harpoon Summer Beer (2012),1026,1000,1
UFO White,1027,1001,1
Harpoon Summer Beer (2010),1028,1002,1
Harpoon IPA (2010),1029,1003,1
Great Falls Select Pale Ale,1030,1004,1
Beltian White,1031,1005,1
Kaua'i Golden Ale,1032,1006,1
Sunset Amber,1033,1007,1
Hapa Brown Ale,1034,1008,2
Hapa Brown Ale,1035,1008,2
Southern Cross,1036,1009,1
Groupe G,1037,1010,1
Pt. Bonita Rustic Lager,1038,1011,1
Hill 88 Double IPA,1039,1012,1
Loose Cannon,1040,1013,1
AARGHtoberfest!,1041,1014,1
Davy Jones Lager,1042,1015,1
Grazias,1043,1016,2
Habitus IPA,1044,1017,1
Ex Umbris Rye Imperial Stout,1045,1018,1
The Golden One,1046,1019,1
The Power of Zeus,1047,1020,1
Tonganoxie Honey Wheat,1048,1021,1
Oregon Trail Unfiltered Raspberry Wheat,1049,1022,1
Annie's Amber Ale,1050,1023,1
The 12th Can™,1051,1024,1
Hilliard's Pils,1052,1025,1
Hilliard's Blonde,1053,1026,1
Hilliard's Amber Ale,1054,1027,1
Hilliard's Saison,1055,1028,1
White Cap White IPA,1056,1029,1
Provision,1057,1030,1
One Nut Brown,1058,1031,2
Hop Farm IPA,1059,1032,1
Double D Blonde,1060,1033,1
Festeroo Winter Ale,1061,1034,1
Proxima IPA,1062,1035,1
Double D Blonde (2013),1063,1036,1
541 American Lager,1064,1037,1
Alphadelic IPA,1065,1038,1
Alphadelic IPA (2011),1066,1039,1
Double D Blonde (2011),1067,1040,1
Green House India Pale Ale,1068,1041,1
The One They Call Zoe,1069,1042,1
Alteration,1070,1043,1
Pale Dog,1071,1044,1
Porter Culture,1072,1045,1
Hard Cider,1073,1046,1
Totally Radler,1074,1047,1
Nonstop Hef Hop,1075,1048,12
Nonstop Hef Hop,1076,1048,12
Nonstop Hef Hop,1077,1048,12
Nonstop Hef Hop,1078,1048,12
Nonstop Hef Hop,1079,1048,12
Nonstop Hef Hop,1080,1048,12
Nonstop Hef Hop,1081,1048,12
Nonstop Hef Hop,1082,1048,12
Nonstop Hef Hop,1083,1048,12
Nonstop Hef Hop,1084,1048,12
Nonstop Hef Hop,1085,1048,12
Nonstop Hef Hop,1086,1048,12
Rise Up Red,1087,1049,1
Survival Stout,1088,1050,1
Hopworks IPA,1089,1051,1
Abominable Winter Ale,1090,1052,1
Pigwar White India Pale Ale,1091,1053,1
Rise-Up Red (2014),1092,1054,1
Abominable Winter Ale (2012),1093,1055,1
HUB Lager,1094,1056,1
Hopworks IPA (2012),1095,1057,1
Watermelon Wheat,1096,1058,1
Laka Laka Pineapple,1097,1059,1
Oktoberfest,1098,571,6
Trail Maker Pale Ale,1099,1060,1
Action Man Lager,1100,1061,1
Let It Ride IPA,1101,1062,1
Stir Crazy Winter Ale,1102,1063,1
Sweet Yamma Jamma Ale,1103,1064,1
Shenanigans Summer Ale,1104,1065,1
Midnight Ryder,1105,1066,1
Day Tripper Pale Ale,1106,1067,1
Oklahoma Suks,1107,1068,1
Power & Light,1108,1069,1
White Rabbit,1109,1070,1
Tribute,1110,1071,1
Infamous IPA,1111,1072,1
Hijack,1112,1073,1
Jon Boat Coastal Ale,1113,1074,1
I-10 IPA,1114,1075,1
People's Pale Ale,1115,1076,1
Summer Ale,1116,1077,1
Appreciation Ale,1117,1078,1
House Lager,1118,1079,1
Leisure Time,1119,1080,1
Excess IPL,1120,1081,1
Hoponius Union,1121,1082,1
Calyptra,1122,1083,1
Helen's Blend,1123,1084,1
Jack's Hard Cider,1124,1085,1
Thunder Ann,1125,1086,1
Razz Wheat,1126,1087,1
Hop Ryot,1127,1088,1
Mystic Mama IPA,1128,1089,1
Firefly Amber Ale,1129,1090,1
Chomolungma Honey Nut Brown Ale,1130,1091,1
Welcome to Scoville,1131,1092,1
Bastian,1132,1093,1
Healani,1133,1094,1
Yabba Dhaba Chai Tea Porter,1134,1095,1
A Capella Gluten Free Pale Ale,1135,1096,1
Casper White Stout,1136,1097,1
JP's Ould Sod Irish Red IPA,1137,1098,1
Weize Guy,1138,1099,1
Fox Tail Gluten Free Ale,1139,1100,1
Hop Box Imperial IPA,1140,1101,1
Joseph James American Lager,1141,1102,1
Sucha Much IPA,1142,1103,1
Lewbricator Wheat Dopplebock,1143,1104,1
Weisse Versa (2012),1144,1105,1
Mother in Lager,1145,1106,1
Weekend Warrior Pale Ale,1146,1107,1
Karbachtoberfest,1147,1108,1
Love Street Summer Seasonal (2014),1148,1109,1
Barn Burner Saison,1149,1110,1
Rodeo Clown Double IPA,1150,1111,1
Sympathy for the Lager,1151,1112,1
Weisse Versa,1152,1113,1
Hopadillo India Pale Ale,1153,1114,1
KelSo Nut Brown Lager,1154,1115,1
KelSo India Pale Ale,1155,1116,1
KelSo Pilsner,1156,1117,1
Skilak Scottish Ale,1157,1118,1
Peninsula Brewers Reserve (PBR),1158,1119,1
Sunken Island IPA,1159,1120,1
Skilak Scottish Ale (2011),1160,1121,1
Cold Smoke Scotch Ale (2007),1161,1122,1
Double Haul IPA (2009),1162,1123,1
Double Haul IPA (2006),1163,1124,1
Eddy Out Pale Ale,1164,1125,1
Double Haul IPA,1165,1126,1
Cold Smoke Scotch Ale,1166,1127,1
U. P. Witbier,1167,1128,1
November Gale Pale Ale,1168,1129,1
Olde Ore Dock Scottish Ale,1169,1130,1
Widow Maker Black Ale,1170,1131,1
Lift Bridge Brown Ale,1171,1132,1
Pick Axe Blonde Ale,1172,1133,1
Red Jacket Amber Ale,1173,1134,1
Amber Ale,1174,1135,1
King Street Pilsner,1175,1136,1
King Street IPA,1176,1137,1
King Street Hefeweizen,1177,1138,1
King Street Blonde Ale,1178,1139,1
India Pale Ale,1179,1140,1
Blackberry Wheat,1180,1141,1
Longboard Island Lager,1181,1142,4
Longboard Island Lager,1182,1142,4
Longboard Island Lager,1183,1142,4
Longboard Island Lager,1184,1142,4
Choc Beer (2003),1185,1143,1
Bellingham Beer Week 2013 Collaboration,1186,1144,1
A Slice of Hefen,1187,1145,1
Elevated IPA,1188,1146,1
Rumspringa Golden Bock,1189,1147,1
Lancaster German Style Kölsch,1190,1148,1
Beach Cruiser,1191,1149,1
I.P. Eh!,1192,1150,1
Schoolhouse Honey,1193,1151,1
10 Degrees of Separation,1194,1152,1
Laughing Dog Cream Ale,1195,1153,1
Two-One Niner,1196,1154,1
Laughing Dog IPA,1197,1155,1
Madra Allta,1198,1156,1
Duluchan India Pale Ale,1199,1157,1
Lazy Monk Bohemian Pilsner,1200,1158,1
Yellowstone Golden Ale,1201,1159,1
Tumbleweed IPA,1202,1160,1
Lewis & Clark Amber Ale,1203,1161,1
Miner's Gold Hefeweizen,1204,1162,1
Back Country Scottish Ale,1205,1163,1
Getaway,1206,1164,1
Farm Girl Saison,1207,1165,1
Adam's Stout,1208,1166,1
American Hero,1209,1167,1
Schweet Ale,1210,1168,1
Irregardless IPA,1211,1169,1
Peach Pale Ale,1212,1170,1
Deadeye Jack,1213,1171,1
Pistols at Dawn,1214,1172,1
Peacemaker Pale Ale,1215,1173,1
Shotgun Betty,1216,1174,1
Sweet Josie,1217,1175,1
Long Trail IPA,1218,1176,1
Long Trail Ale,1219,1177,1
Double Bag,1220,1178,1
Blackbeary Wheat,1221,1179,1
Long Trail Ale (1),1222,1180,1
Gose,1223,1181,2
Vermont Pilsner,1224,1182,1
Mosaic Single Hop IPA,1225,1183,1
Lost Galaxy,1226,1184,1
Face Plant IPA,1227,1185,1
Rhino Chasers Pilsner,1228,1186,1
Slow Hand Stout,1229,1187,1
Hips Don't Lie,1230,1188,1
Ride Again Pale Ale,1231,1189,1
The Farmer's Daughter,1232,1190,1
Pub Ale,1233,1191,1
Ballistic Blonde,1234,1192,1
Knotty Pine,1235,1193,1
Lumberyard Pilsner,1236,1194,1
Lumberyard IPA,1237,1195,1
Lumberyard Red Ale,1238,1196,1
Mac's Highlander Pale Ale (2000),1239,1197,1
Mac's Scottish Style Amber Ale (2000),1240,1198,1
Macon Progress Ale,1241,1199,1
Macon History Ale,1242,1200,1
Galaxy High,1243,1201,1
Sol Drifter,1244,1202,1
Thunder Snow,1245,1203,1
The Great Pumpcan,1246,1204,1
LIFT,1247,1205,1
SPRYE,1248,1206,1
Psychopathy,1249,1207,1
Gnarly Brown,1250,1208,1
Happy Amber,1251,1209,1
#9,1252,1210,2
Elder Betty,1253,1211,1
#9,1254,1210,2
High Country Pilsner (Current),1255,1212,1
Epic IPA,1256,1213,1
Golden Trout Pilsner,1257,1214,1
Real McCoy Amber Ale (Current),1258,1215,1
Festivus (1),1259,1216,1
Manayunk Oktoberfest,1260,1217,1
Belgian Style Session Ale,1261,1218,1
Manayunk IPA,1262,1219,1
Yunkin' Punkin',1263,1220,1
Summer Paradise,1264,1221,1
Monk from the 'Yunk,1265,1222,1
Schuylkill Punch,1266,1223,1
Dreamin' Double IPA,1267,1224,1
Chaotic Double IPA,1268,1225,1
Manzanita IPA,1269,1226,1
Riverwalk Blonde Ale,1270,1227,1
Gillespie Brown Ale,1271,1228,1
Manzanita Pale Ale,1272,1229,1
Marble Pilsner,1273,1230,1
Marble India Pale Ale,1274,1231,1
Toughcats IPA,1275,1232,1
Tug Pale Ale,1276,1233,1
Sexy Chaos,1277,1234,1
Ace Hole American Pale Ale,1278,1235,1
Cant Dog Imperial Pale Ale,1279,1236,1
River House,1280,1237,1
Pretzel Stout,1281,1238,1
Rubberneck Red,1282,1239,1
The Imperial Texan,1283,1240,2
The Imperial Texan,1284,1240,2
Day Break 4-Grain Breakfast Beer,1285,1241,1
River House Saison,1286,1242,1
There Will Be Stout,1287,1243,1
Our Legacy IPA,1288,1244,2
Saranac Shandy,1289,1245,1
Our Legacy IPA,1290,1244,2
Saranac Golden Pilsener (2003),1291,1246,1
Saranac Adirondack Light (2002),1292,1247,1
DAX Light (1998),1293,1248,1
Saranac Traditional Lager (2000),1294,1249,1
Pomegranate Wheat (2008),1295,1250,1
Blueberry Blonde Ale,1296,1251,1
Saranac White IPA,1297,1252,1
Saranac Summer Ale (2011),1298,1253,1
Saranac Pale Ale (12 oz.),1299,1254,1
Saranac Pale Ale (16 oz.),1300,1255,1
Lahaina Town Brown,1301,1256,1
Pau Hana Pilsner,1302,1257,1
Lemongrass Saison,1303,1258,1
Aloha B’ak’tun,1304,1259,1
Liquid Breadfruit,1305,1260,1
Sobrehumano Palena'ole,1306,1261,1
La Perouse White,1307,1262,1
Flyin' HI.P.Hay,1308,1263,1
Mana Wheat,1309,1264,1
Bikini Blonde Lager,1310,1265,1
CoCoNut Porter,1311,1266,1
Big Swell IPA,1312,1267,1
Pit Stop Chocolate Porter,1313,1268,1
Pace Setter Belgian Style Wit,1314,1269,1
Back in the Saddle Rye Pale Ale,1315,1270,1
Bushwhacker Cider,1316,1271,1
Weim-R-Iner,1317,1272,1
Cherry Bomb,1318,1273,1
Tsunami IPA,1319,1274,2
Tsunami IPA,1320,1274,2
Humpback Blonde Ale,1321,1275,1
Hawaiian Crow Porter,1322,1276,1
Volcano Red Ale,1323,1277,1
Mauna Kea Pale Ale,1324,1278,1
Shark Bait,1325,1279,1
Gator Tail Brown Ale,1326,1280,1
Miami Vice IPA,1327,1281,1
Big Rod Coconut Ale,1328,1282,1
Mickey Finn's Amber Ale,1329,1283,1
Pleasure Town,1330,1284,1
Pleasure Town IPA,1331,1285,1
Snowshoe White Ale,1332,1286,1
Kodiak Brown Ale,1333,1287,1
Sockeye Red IPA,1334,1288,1
Habitus (2014),1335,1289,1
Solis,1336,1290,1
Jucundus,1337,1291,1
Habitus,1338,1292,1
Grazias,1339,1016,2
Claritas,1340,1293,1
Vinyl Frontier,1341,1294,1
Disco Superfly,1342,1295,1
Misty Mountain Hop,1343,1296,1
One-Hit Wonderful,1344,1297,1
En Parfaite Harmonie,1345,1298,1
Daft Funk,1346,1299,1
Love In An Ellavator,1347,1300,1
Spin Doctor,1348,1301,1
Keeper (Current),1349,1302,1
Better Half,1350,1303,1
SNO White Ale,1351,1304,1
BRIK Irish Red Ale,1352,1305,1
AXL Pale Ale,1353,1306,1
Hop Freak,1354,1307,1
Louie's Demise Amber Ale,1355,1308,1
Hop Happy,1356,1309,1
Booyah Farmhouse Ale,1357,1310,1
O-Gii,1358,1311,1
Flaming Damsel Lager (2010),1359,1312,1
Louie’s Demise Immort-Ale (2010),1360,1313,1
Axe Head Malt Liquor,1361,1314,1
Huber Bock (2014),1362,1315,1
Minhas Light (2012),1363,1316,1
Huber,1364,1317,1
Clear Creek Ice,1365,1318,2
Clear Creek Ice,1366,1318,2
Mountain Crest,1367,1319,2
Mountain Crest,1368,1319,2
Mountain Creek (2013),1369,1320,1
Boxer,1370,1321,2
Boxer Light,1371,1322,1
Boxer Ice,1372,1323,1
Boxer,1373,1321,2
Cortez Gold,1374,1324,1
Mission IPA,1375,1325,1
El Conquistador Extra Pale Ale,1376,1326,1
Shipwrecked Double IPA,1377,1327,1
Squeaky Bike Nut Brown Ale,1378,1328,1
Dead Horse Amber,1379,1329,1
Rocket Bike American Lager,1380,1330,1
Johnny's American IPA,1381,1331,1
Boneshaker Brown Ale,1382,1332,1
Iron Mike Pale Ale,1383,1333,1
Monkadelic,1384,1334,1
City of the Sun,1385,1335,1
Booming Rollers,1386,1336,1
Oneida,1387,1337,1
Aurora,1388,1338,1
Lomaland,1389,1339,1
Fortunate Islands,1390,1340,1
Black House,1391,1341,1
Blazing World,1392,1342,1
Wapiti Amber Ale,1393,1343,1
Sweet Georgia Brown,1394,1344,1
Rich Man's IIPA,1395,1345,1
Monkey Paw Oatmeal Pale Ale,1396,1346,1
Montauk Summer Ale,1397,1347,1
Driftwood Ale,1398,1348,1
When Helles Freezes Over,1399,1349,1
Morgan Street Oktoberfest,1400,1350,1
Honey Wheat,1401,1351,1
Black Bear Dark Lager,1402,1352,1
Golden Pilsner,1403,1353,1
Cali Creamin',1404,1354,1
Second Wind Pale Ale,1405,1355,1
Sunny Haze,1406,1356,1
Towhead,1407,1357,1
Lil' Helper,1408,1358,1
Train Wreck,1409,1359,1
Full Moon Belgian White Ale,1410,1360,1
Desert Magic IPA,1411,1361,1
Up River Light,1412,1362,1
Full Moon Belgian White Ale (2007),1413,1363,1
Dry Heat Hefeweizen (2006),1414,1364,1
Mustang Sixty-Six,1415,1365,1
Mustang '33,1416,1366,1
Session '33 (2011),1417,1367,1
Mustang Golden Ale,1418,1368,1
Washita Wheat,1419,1369,1
Gansett Light,1420,1370,1
Bohemian Pils,1421,1371,1
Autocrat Coffee Milk Stout,1422,1372,1
Narragansett Bohemian Pilsner,1423,1373,1
Narragansett Summer Ale,1424,1374,2
Narragansett Cream Ale,1425,1375,1
Narragansett Summer Ale,1426,1374,2
Narragansett Porter,1427,1376,1
Narragansett Bock,1428,1377,1
Narragansett Fest Lager,1429,1378,1
Undun Blonde Ale,1430,1379,1
CuDa Cascadian Dark Ale,1431,1380,1
Old Grogham Imperial India Pale Ale,1432,1381,1
Old Grogham Imperial India Pale Ale (2012),1433,1382,1
CuDa Cascadian Dark Ale (2012),1434,1383,1
Undun Blonde Ale (2012),1435,1384,1
Wick For Brains,1436,1385,1
Nebraska India Pale Ale,1437,1386,1
EOS Hefeweizen,1438,1387,1
Brunette Nut Brown Ale,1439,1388,1
Cardinal Pale Ale,1440,1389,1
County Line IPA,1441,1390,1
Trauger Pilsner,1442,1391,1
Slow Ride,1443,1392,2
Ranger IPA,1444,1393,2
Shift,1445,1394,2
1554 Black Lager,1446,1395,1
Blue Paddle,1447,1396,1
California Route,1448,1397,1
Snapshot,1449,1398,1
Sunshine Wheat Beer,1450,1399,1
Fat Tire Amber Ale,1451,1400,2
Shift (1),1452,1401,1
Fat Tire Amber Ale (2011),1453,1402,1
Shift,1454,1394,2
Ranger IPA,1455,1393,2
Fat Tire Amber Ale,1456,1400,2
Ranger IPA (Current),1457,1403,1
Sunshine Wheat Beer (2009),1458,1404,1
Fat Tire Amber Ale (2008),1459,1405,1
Weiss Trash Culture,1460,1406,1
Sea Hag IPA,1461,1407,1
Elm City Pilsner,1462,1408,1
Atlantic Amber Ale (2004),1463,1409,1
668 Neighbor of the Beast12 oz.,1464,1410,1
Gandhi-Bot Double IPA (12 oz.),1465,1411,1
668 Neighbor of the Beast (16 oz.) (2010),1466,1412,1
Gandhi-Bot Double IPA (16 oz.) (2010),1467,1413,1
Elm City Lager (2007),1468,1414,1
Atlantic Amber Ale (2007),1469,1415,1
Sea Hag IPA (Current),1470,1416,1
Rebirth Pale Ale,1471,1417,1
Irish Channel Stout,1472,1418,1
MechaHopzilla,1473,1419,1
Hopitoulas IPA,1474,1420,1
NOLA Brown Ale,1475,1421,1
NOLA Blonde Ale,1476,1422,1
Skylight,1477,1423,1
Kadigan,1478,1424,1
Dammit Jim!,1479,1425,1
Nut Brown Ale,1480,1426,1
White Ale,1481,1427,1
Cream Ale,1482,1428,1
Green Head IPA,1483,1429,1
Plum Island Belgian White,1484,1430,1
Newburyport Pale Ale,1485,1431,1
Marblehead,1486,1432,1
Jam Session,1487,1433,1
Hop Drop 'N Roll IPA,1488,1434,1
Paleo IPA,1489,1435,1
Buck Snort Stout,1490,1436,1
Station 33 Firehouse Red,1491,1437,1
Slimy Pebble Pils,1492,1438,1
Get Together,1493,1439,1
Maggie's Leap,1494,1440,1
Wall's End,1495,1441,1
Pumpion,1496,1442,1
Stronghold,1497,1443,1
Parapet ESB,1498,1444,1
Blue Boots IPA,1499,1445,1
Hoppy Bitch IPA,1500,1446,1
Three Skulls Ale Pale Ale,1501,1447,1
Walter's Premium Pilsener Beer,1502,1448,1
Floppin' Crappie,1503,1449,1
Left of the Dial IPA,1504,1450,1
Notch Session Pils,1505,1451,1
O'Fallon Pumpkin Beer,1506,1452,1
5 Day IPA,1507,1453,1
O'Fallon Wheach,1508,1454,1
Watershed IPA,1509,1455,1
Oakshire Amber Ale,1510,1456,1
Overcast Espresso Stout,1511,1457,1
Watershed IPA (2013),1512,1458,1
Lake Monster,1513,1459,1
London Homesick Ale,1514,1460,1
Luchesa Lager,1515,1461,1
Slow Ride,1516,1392,2
Occidental Hefeweizen,1517,1462,1
Occidental Dunkel,1518,1463,1
Occidental Altbier,1519,1464,1
Occidental Kölsch,1520,1465,1
Perpetual Darkness,1521,1466,1
Clan Warrior,1522,1467,1
Psycho Penguin Vanilla Porter,1523,1468,1
Heliocentric Hefeweizen,1524,1469,1
Ghose Drifter Pale Ale,1525,1470,1
Ghost Rider Pale Ale (2013),1526,1471,1
Helios Hefeweizen (2013),1527,1472,1
The Hole in Hadrian's Wall,1528,1473,1
33 Select Brown Ale,1529,1474,1
Midwest Charm Farmhouse Ale,1530,1475,1
Boji Blue Pale Ale,1531,1476,1
Winter Games Select #32 Stout,1532,1477,1
Boji Beach Golden Rye Ale,1533,1478,1
Hopsmith Pale Lager,1534,1479,1
Falling Down Brown Ale,1535,1480,1
Resolution Rye Stout,1536,1481,1
Plowshare Porter,1537,1482,1
Old Forge Pumpkin Ale,1538,1483,1
Endless Sun Ale,1539,1484,1
Celestial Blonde Ale,1540,1485,1
Overbite IPA,1541,1486,1
T-Rail Pale Ale,1542,1487,1
Endless Summer Ale (2011),1543,1488,1
Clem's Gold,1544,1489,1
Lizzy's Red,1545,1490,1
Orlison India Pale Lager,1546,1491,1
Brünette,1547,1492,1
Havanüther,1548,1493,1
Lyric Ale,1549,1494,1
Atalanta,1550,1495,1
Pinner Throwback IPA,1551,1496,1
Centennial State Pale Ale,1552,1497,1
Old Chub NITRO,1553,1498,1
The CROWLER™,1554,1499,1
CAN'D AID Foundation,1555,1500,1
Icey.P.A.,1556,1501,1
One Nut Brown,1557,1031,2
Birth IPA,1558,1502,1
Dale's Pale Ale,1559,1503,6
Dale's Pale Ale,1560,1503,6
Mama's Little Yella Pils,1561,1504,2
oSKAr the G'Rauch,1562,1505,2
oSKAr the G'Rauch,1563,1505,2
Dale's Pale Ale,1564,1503,6
The Deuce,1565,1506,2
Dale's Pale Ale (10 Year Anniversary),1566,1507,1
Dale's Pale Ale (2012),1567,1508,1
Gordon Imperial Red (2010),1568,1509,1
Dale's Pale Ale (2011),1569,1510,1
Dale's Pale Ale (2010),1570,1511,1
G'KNIGHT (16 oz.),1571,1512,1
15th Anniversary Abbey Ale (2012),1572,1513,1
Chaka,1573,1514,2
HGH (Home Grown Hops): Part Duh,1574,1515,1
Deviant Dale's IPA,1575,1516,2
One Hit Wonder,1576,1517,1
G'KNIGHT (12 oz.),1577,1518,1
Ten Fidy Imperial Stout,1578,1519,1
Mama's Little Yella Pils,1579,1504,2
GUBNA Imperial IPA,1580,1520,1
Old Chub,1581,1521,2
Gordon Ale (2009),1582,1522,1
Dale's Pale Ale,1583,1503,6
Gordon (2005),1584,1523,1
Ten Fidy Imperial Stout (2008),1585,1524,1
Ten Fidy Imperial Stout (2007),1586,1525,1
Old Chub (2008),1587,1526,1
Old Chub (2004),1588,1527,1
Old Chub (2003),1589,1528,1
Dale's Pale Ale (2008),1590,1529,1
Dale's Pale Ale (2006),1591,1530,1
Dale's Pale Ale (2004),1592,1531,1
Dale's Pale Ale (2003),1593,1532,1
Dale's Pale Ale (2002),1594,1533,1
Leroy (2005),1595,1534,1
Gordon Beer (2006),1596,1535,1
G'KNIGHT,1597,1536,1
Ten Fidy,1598,1537,1
Deviant Dale's IPA,1599,1516,2
Old Chub,1600,1521,2
Dale's Pale Ale,1601,1503,6
Dale's Pale Ale,1602,1503,6
Fresh Slice White IPA,1603,1538,1
Overgrown American Pale Ale,1604,1539,1
