flight,act_dep_time,original_index,unique_index
CO-1088-CLE-IAH,8:40 a.m.,564,248
AA-2957-DFW-CVG,8:04 a.m.,565,11
AA-1664-MIA-ATL,10:18 a.m.,566,12
AA-3979-CVG-ORD,8:04 a.m.,567,13
AA-1279-DFW-PHX,2:04 p.m.,568,14
AA-404-MIA-MCO,6:57 a.m.,569,18
AA-3756-ORD-SLC,12:41 p.m.,570,4
UA-382-IAD-LAX,12:35 p.m.,571,249
UA-2945-PHL-CLT,11:51 a.m.,572,250
CO-47-IAH-LAX,8:25 p.m.,573,251
AA-271-MIA-LAX,11:52 a.m.,574,19
AA-2050-ORD-MIA,11:05 a.m.,575,20
UA-248-PHX-ORD,1:32 p.m.,576,252
AA-4330-CVG-ORD,3:36 p.m.,577,21
AA-1434-DFW-MCO,7:21 a.m.,578,22
CO-1561-PHX-IAH,8:00 a.m.,579,253
AA-4307-ORD-DTW,6:55 p.m.,580,23
AA-3-JFK-LAX,12:11 p.m.,581,24
CO-1694-LAX-IAH,7:15 p.m. (Estimated),582,254
UA-843-LAX-ORD,2:10 p.m.,583,255
CO-1193-EWR-MCO,9:14 a.m.,584,256
AA-3842-MSP-ORD,6:56 a.m.,585,25
AA-643-MIA-ORD,7:30 a.m.,586,26
AA-1007-MIA-PHX,5:08 p.m.,587,27
AA-2525-DFW-MIA,7:39 a.m.,588,17
UA-2906-PHL-MCO,4:28 p.m.,589,257
UA-938-DEN-ORD,4:15 p.m.,590,258
AA-1221-MCO-ORD,8:23 p.m.,591,28
CO-16-LAX-EWR,10:20 a.m.,592,259
UA-2515-DFW-CLT,7:07 a.m.,593,260
AA-400-DFW-JFK,11:01 a.m.,594,29
UA-664-ORD-PHL,1:31 p.m.,595,261
UA-37-EWR-MCO,1:48 p.m.,596,262
AA-1522-SFO-ORD,12:10 a.m. (Estimated runway),597,263
UA-233-LAX-JFK,4:28 p.m. (Estimated runway),598,264
AA-3823-LAX-DEN,9:06 p.m. (Estimated runway),599,265
AA-2312-DFW-DTW,8:29 p.m. (Estimated runway),600,266
UA-2314-ATL-PHL,2:46 p.m.,601,267
AA-1165-JFK-MIA,7:22 a.m.,602,34
AA-431-MIA-SFO,8:51 a.m.,603,35
UA-257-JFK-SFO,2:26 p.m.,604,268
UA-3373-IAD-PHL,8:26 a.m.,605,269
CO-1250-MIA-IAH,3:01 p.m.,606,270
UA-828-SFO-ORD,,607,116
CO-4888-IAH-DAL,5:30 p.m. (Estimated),608,271
UA-2704-DTW-PHX,11:15 a.m.,609,272
AA-3063-SLC-LAX,8:39 p.m.,610,37
UA-2708-EWR-CLT,2:52 p.m.,611,273
UA-62-IAH-EWR,2:48 p.m.,612,274
AA-3804-PHL-ORD,2:44 p.m.,613,38
AA-1917-JFK-MCO,3:27 p.m.,614,39
AA-2268-PHX-ORD,7:22 a.m.,615,40
AA-4277-CVG-JFK,12:10 p.m.,616,41
AA-789-ORD-DEN,1:19 p.m.,617,42
UA-854-SFO-IAH,7:49 a.m.,618,275
AA-415-BOS-ORD,8:56 a.m.,619,43
AA-85-JFK-SFO,3:36 p.m.,620,44
AA-3786-IAH-ORD,4:12 p.m.,621,46
AA-222-LAX-BOS,7:31 a.m.,622,47
CO-50-CLE-EWR,3:31 p.m.,623,276
UA-3099-PHX-PHL,11:43 a.m.,624,277
AA-4198-ORD-CLE,10:54 a.m.,625,30
CO-45-EWR-MIA,3:58 p.m.,626,278
AA-3809-PHX-LAX,6:10 a.m.,627,48
AA-59-JFK-SFO,7:39 a.m.,628,49
AA-3859-IAH-ORD,7:16 a.m.,629,0
CO-1586-IAH-MCO,7:42 p.m.,630,138
AA-518-MIA-JFK,6:54 a.m.,631,3
UA-397-JFK-SFO,8:49 a.m.,632,139
UA-3925-IAD-ORF,9:01 a.m.,633,140
AA-1733-ORD-PHX,7:59 p.m.,634,53
AA-3-JFK-LAX,12:12 p.m.,635,91
UA-2830-MCO-CLT,3:50 p.m.,636,54
CO-58-DEN-IAH,12:37 p.m.,637,141
UA-5487-SFO-MRY,10:53 a.m.,638,57
AA-204-LAX-MCO,,639,5
UA-414-LAX-SFO,6:10 a.m.,640,59
CO-1614-LAX-IAH,12:58 a.m.,641,143
UA-2726-FLL-PHL,4:10 p.m.,642,61
CO-52-IAH-LAX,7:56 a.m.,643,144
CO-1090-BOS-IAH,10:35 a.m.,644,145
AA-616-DFW-DTW,10:11 a.m.,645,64
UA-3515-IAD-MSP,8:26 a.m.,646,65
AA-3468-CVG-MIA,7:25 a.m.,647,6
AA-484-DFW-MIA,4:30 p.m.,648,146
AA-1886-BOS-MIA,10:55 a.m.,649,10
CO-62-IAH-EWR,2:59 p.m.,650,147
CO-1561-PHX-IAH,8:18 a.m.,651,148
UA-2314-ATL-PHL,3:04 p.m.,652,69
AA-446-DFW-PHL,12:13 p.m.,653,70
CO-1023-IAH-DEN,12:06 p.m.,654,149
AA-466-IAH-MIA,6:09 a.m.,655,72
UA-3050-PHX-CLT,11:45 a.m.,656,73
CO-89-IAH-EWR,6:17 a.m.,657,150
CO-1088-CLE-IAH,9:01 a.m.,658,151
AA-1664-MIA-ATL,10:19 a.m.,659,76
AA-1279-DFW-PHX,2:04 p.m.,660,14
UA-854-SFO-IAH,8:07 a.m.,661,78
UA-382-IAD-LAX,12:56 p.m.,662,79
AA-4344-ORD-DTW,12:14 p.m.,663,80
UA-257-JFK-SFO,2:43 p.m.,664,81
UA-2945-PHL-CLT,12:08 p.m.,665,152
CO-63-EWR-IAH,5:38 p.m.,666,153
CO-47-IAH-LAX,8:36 p.m.,667,154
AA-2050-ORD-MIA,11:06 a.m.,668,85
UA-248-PHX-ORD,1:43 p.m.,669,86
AA-4330-CVG-ORD,3:36 p.m.,670,21
AA-1434-DFW-MCO,7:22 a.m.,671,88
AA-1640-MIA-MCO,,672,2
AA-4307-ORD-DTW,6:56 p.m.,673,90
CO-1694-LAX-IAH,,674,92
UA-843-LAX-ORD,2:38 p.m.,675,158
CO-1193-EWR-MCO,9:58 a.m.,676,159
AA-3842-MSP-ORD,6:57 a.m.,677,95
AA-643-MIA-ORD,7:31 a.m.,678,96
AA-1007-MIA-PHX,5:09 p.m.,679,97
UA-2906-PHL-MCO,4:46 p.m.,680,160
UA-938-DEN-ORD,4:37 p.m.,681,99
AA-1221-MCO-ORD,8:23 p.m.,682,28
CO-16-LAX-EWR,10:37 a.m.,683,161
UA-2515-DFW-CLT,7:31 a.m.,684,162
AA-400-DFW-JFK,11:02 a.m.,685,102
UA-664-ORD-PHL,1:48 p.m.,686,103
AA-3756-ORD-SLC,12:42 p.m.,687,104
UA-37-EWR-MCO,2:01 p.m.,688,163
AA-1522-SFO-ORD,,689,31
UA-233-LAX-JFK,,690,228
AA-3823-LAX-DEN,,691,32
AA-2312-DFW-DTW,,692,33
AA-1165-JFK-MIA,7:23 a.m.,693,110
AA-431-MIA-SFO,8:52 a.m.,694,111
UA-3373-IAD-PHL,8:37 a.m.,695,112
AA-649-ORD-SNA,,696,36
CO-1250-MIA-IAH,3:17 p.m.,697,168
UA-6273-YYC-SFO,7:41 a.m.,698,115
UA-828-SFO-ORD,,699,116
CO-4888-IAH-DAL,,700,169
UA-858-PVG-SFO,1:45 p.m.,701,229
UA-2704-DTW-PHX,11:47 a.m.,702,119
AA-3063-SLC-LAX,8:40 p.m.,703,120
UA-2708-EWR-CLT,3:04 p.m.,704,121
UA-62-IAH-EWR,2:59 p.m.,705,171
UA-1500-IAH-GUA,9:43 a.m.,706,172
AA-3804-PHL-ORD,2:44 p.m.,707,38
AA-1917-JFK-MCO,3:28 p.m.,708,124
AA-2268-PHX-ORD,7:23 a.m.,709,173
AA-4277-CVG-JFK,12:11 p.m.,710,125
AA-2957-DFW-CVG,8:05 a.m.,711,174
UA-37-EDI-EWR,9:05 a.m.,712,175
AA-789-ORD-DEN,1:20 p.m.,713,127
AA-415-BOS-ORD,8:56 a.m.,714,43
AA-85-JFK-SFO,3:38 p.m.,715,129
AA-3979-CVG-ORD,8:04 a.m.,716,13
AA-1544-SAN-ORD,11:41 a.m.,717,56
AA-3786-IAH-ORD,4:12 p.m.,718,46
AA-271-MIA-LAX,11:52 a.m.,719,19
AA-2525-DFW-MIA,7:40 a.m.,720,176
CO-50-CLE-EWR,4:02 p.m.,721,177
UA-3099-PHX-PHL,11:55 a.m.,722,131
AA-4198-ORD-CLE,10:55 a.m.,723,132
AA-404-MIA-MCO,6:58 a.m.,724,133
CO-45-EWR-MIA,4:15 p.m.,725,178
AA-3809-PHX-LAX,6:11 a.m.,726,135
AA-59-JFK-SFO,7:40 a.m.,727,136
AA-222-LAX-BOS,7:32 a.m.,728,137
AA-3859-IAH-ORD,7:16 a.m.,729,0
AA-1733-ORD-PHX,7:59 p.m.,730,53
CO-1586-IAH-MCO,7:41 p.m.,731,279
UA-397-JFK-SFO,8:47 a.m.,732,280
UA-3925-IAD-ORF,9:01 a.m.,733,140
AA-1640-MIA-MCO,,734,2
AA-1544-SAN-ORD,11:41 a.m.,735,56
UA-5487-SFO-MRY,10:53 a.m.,736,57
AA-204-LAX-MCO,,737,5
UA-414-LAX-SFO,6:09 a.m.,738,281
CO-1614-LAX-IAH,12:57 a.m.,739,282
AA-3756-ORD-SLC,12:42 p.m.,740,104
AA-3468-CVG-MIA,7:25 a.m.,741,6
AA-484-DFW-MIA,4:30 p.m.,742,146
AA-616-DFW-DTW,10:11 a.m.,743,64
AA-446-DFW-PHL,12:13 p.m.,744,70
CO-1023-IAH-DEN,12:05 p.m.,745,283
AA-466-IAH-MIA,6:09 a.m.,746,72
AA-2957-DFW-CVG,8:05 a.m.,747,174
AA-1664-MIA-ATL,10:19 a.m.,748,76
AA-3979-CVG-ORD,8:04 a.m.,749,13
AA-1279-DFW-PHX,2:04 p.m.,750,14
UA-382-IAD-LAX,12:55 p.m.,751,284
AA-4344-ORD-DTW,12:14 p.m.,752,80
UA-257-JFK-SFO,2:41 p.m.,753,285
AA-271-MIA-LAX,11:52 a.m.,754,19
AA-2050-ORD-MIA,11:06 a.m.,755,85
UA-248-PHX-ORD,,756,155
AA-4330-CVG-ORD,3:36 p.m.,757,21
AA-1434-DFW-MCO,7:22 a.m.,758,88
AA-4307-ORD-DTW,6:56 p.m.,759,90
AA-3-JFK-LAX,12:12 p.m.,760,91
CO-1193-EWR-MCO,9:56 a.m.,761,286
AA-3842-MSP-ORD,6:57 a.m.,762,95
AA-643-MIA-ORD,7:31 a.m.,763,96
AA-1007-MIA-PHX,5:09 p.m.,764,97
AA-2525-DFW-MIA,7:40 a.m.,765,176
UA-938-DEN-ORD,4:35 p.m.,766,287
AA-1221-MCO-ORD,8:23 p.m.,767,28
AA-1886-BOS-MIA,10:55 a.m.,768,10
UA-664-ORD-PHL,1:46 p.m.,769,288
UA-37-EWR-MCO,1:59 p.m.,770,289
AA-1522-SFO-ORD,,771,31
AA-3823-LAX-DEN,,772,32
AA-2312-DFW-DTW,,773,33
AA-1165-JFK-MIA,7:23 a.m.,774,110
AA-431-MIA-SFO,8:52 a.m.,775,111
UA-3373-IAD-PHL,8:37 a.m.,776,112
AA-649-ORD-SNA,,777,36
UA-828-SFO-ORD,11/30/2011 11:34 p.m.,778,290
CO-4888-IAH-DAL,,779,169
CO-1561-PHX-IAH,8:17 a.m.,780,291
AA-3804-PHL-ORD,2:44 p.m.,781,38
AA-2268-PHX-ORD,7:23 a.m.,782,173
UA-233-LAX-JFK,,783,228
UA-6273-YYC-SFO,7:41 a.m.,784,115
AA-4277-CVG-JFK,12:11 p.m.,785,125
AA-789-ORD-DEN,1:20 p.m.,786,127
AA-222-LAX-BOS,7:32 a.m.,787,137
AA-4198-ORD-CLE,10:55 a.m.,788,132
AA-404-MIA-MCO,6:58 a.m.,789,133
AA-3809-PHX-LAX,6:11 a.m.,790,135
AA-59-JFK-SFO,7:40 a.m.,791,136
AA-2050-ORD-MIA,,792,292
AA-1165-JFK-MIA,,793,293
AA-484-DFW-MIA,,794,192
AA-466-IAH-MIA,,795,294
AA-2525-DFW-MIA,,796,295
UA-382-IAD-LAX,12:30,797,296
AA-1279-DFW-PHX,,798,297
AA-2312-DFW-DTW,,799,33
AA-446-DFW-PHL,,800,193
AA-400-DFW-JFK,,801,298
AA-484-DFW-MIA,,802,192
CO-1586-IAH-MCO,,803,50
AA-1917-JFK-MCO,,804,217
AA-1640-MIA-MCO,,805,2
AA-404-MIA-MCO,,806,299
AA-204-LAX-MCO,,807,5
AA-1221-MCO-ORD,,808,204
AA-1434-DFW-MCO,,809,300
CO-1193-EWR-MCO,,810,94
AA-3859-IAH-ORD,7:16 a.m.,811,0
CO-1586-IAH-MCO,7:14 p.m.,812,230
AA-518-MIA-JFK,6:54 a.m.,813,3
UA-397-JFK-SFO,8:29 a.m.,814,231
UA-3925-IAD-ORF,8:42 a.m.,815,232
AA-1733-ORD-PHX,,816,181
AA-3-JFK-LAX,12:11 p.m.,817,24
UA-2830-MCO-CLT,3:28 p.m.,818,234
CO-58-DEN-IAH,11:32 a.m.,819,235
UA-5487-SFO-MRY,10:33 a.m.,820,301
AA-204-LAX-MCO,,821,5
UA-414-LAX-SFO,5:56 a.m.,822,237
CO-1614-LAX-IAH,12:41 a.m.,823,238
UA-2726-FLL-PHL,3:58 p.m.,824,239
CO-52-IAH-LAX,7:29 a.m.,825,240
CO-1090-BOS-IAH,10:19 a.m.,826,241
AA-616-DFW-DTW,10:10 a.m.,827,15
UA-3515-IAD-MSP,8:12 a.m.,828,242
AA-3468-CVG-MIA,7:25 a.m.,829,6
AA-484-DFW-MIA,4:29 p.m.,830,7
AA-1886-BOS-MIA,10:55 a.m.,831,10
CO-62-IAH-EWR,2:48 p.m.,832,243
CO-1561-PHX-IAH,8:00 a.m.,833,253
UA-2314-ATL-PHL,2:46 p.m.,834,267
AA-446-DFW-PHL,12:12 p.m.,835,8
CO-1023-IAH-DEN,11:56 a.m.,836,245
AA-466-IAH-MIA,6:08 a.m.,837,9
UA-3050-PHX-CLT,11:30 a.m.,838,246
CO-89-IAH-EWR,6:02 a.m.,839,247
CO-1088-CLE-IAH,8:40 a.m.,840,248
AA-1664-MIA-ATL,10:18 a.m.,841,12
AA-1279-DFW-PHX,2:04 p.m.,842,14
UA-854-SFO-IAH,7:49 a.m.,843,275
UA-382-IAD-LAX,12:35 p.m.,844,249
AA-4344-ORD-DTW,12:13 p.m.,845,16
UA-257-JFK-SFO,2:26 p.m.,846,268
UA-2945-PHL-CLT,11:51 a.m.,847,250
CO-63-EWR-IAH,5:22 p.m.,848,244
CO-47-IAH-LAX,8:25 p.m.,849,251
AA-2050-ORD-MIA,11:05 a.m.,850,20
UA-248-PHX-ORD,1:32 p.m.,851,252
AA-4330-CVG-ORD,3:36 p.m.,852,21
AA-1434-DFW-MCO,7:21 a.m.,853,22
AA-1640-MIA-MCO,,854,2
AA-4307-ORD-DTW,6:55 p.m.,855,23
CO-1694-LAX-IAH,,856,92
UA-843-LAX-ORD,2:10 p.m.,857,255
CO-1193-EWR-MCO,9:14 a.m.,858,256
AA-3842-MSP-ORD,6:56 a.m.,859,25
AA-643-MIA-ORD,7:30 a.m.,860,26
AA-1007-MIA-PHX,5:08 p.m.,861,27
UA-2906-PHL-MCO,4:28 p.m.,862,257
UA-938-DEN-ORD,4:15 p.m.,863,258
AA-1221-MCO-ORD,8:23 p.m.,864,28
CO-16-LAX-EWR,10:20 a.m.,865,259
UA-2515-DFW-CLT,7:07 a.m.,866,260
AA-400-DFW-JFK,11:01 a.m.,867,29
UA-664-ORD-PHL,1:31 p.m.,868,261
AA-3756-ORD-SLC,12:41 p.m.,869,4
UA-37-EWR-MCO,1:48 p.m.,870,262
AA-1522-SFO-ORD,,871,31
UA-233-LAX-JFK,,872,228
AA-3823-LAX-DEN,,873,32
AA-2312-DFW-DTW,,874,33
AA-1165-JFK-MIA,7:22 a.m.,875,34
AA-431-MIA-SFO,8:51 a.m.,876,35
UA-3373-IAD-PHL,8:26 a.m.,877,269
AA-649-ORD-SNA,,878,36
CO-1250-MIA-IAH,3:01 p.m.,879,270
UA-6273-YYC-SFO,7:27 a.m.,880,302
UA-828-SFO-ORD,,881,116
CO-4888-IAH-DAL,,882,169
UA-858-PVG-SFO,1:32 p.m.,883,303
UA-2704-DTW-PHX,11:15 a.m.,884,272
AA-3063-SLC-LAX,8:39 p.m.,885,37
UA-2708-EWR-CLT,2:52 p.m.,886,273
UA-62-IAH-EWR,2:48 p.m.,887,274
UA-1500-IAH-GUA,9:16 a.m.,888,304
AA-3804-PHL-ORD,2:44 p.m.,889,38
AA-1917-JFK-MCO,3:27 p.m.,890,39
AA-2268-PHX-ORD,7:22 a.m.,891,40
AA-4277-CVG-JFK,12:10 p.m.,892,41
AA-2957-DFW-CVG,8:04 a.m.,893,11
UA-37-EDI-EWR,8:52 a.m.,894,305
AA-789-ORD-DEN,1:19 p.m.,895,42
AA-415-BOS-ORD,8:56 a.m.,896,43
AA-85-JFK-SFO,3:36 p.m.,897,44
AA-3979-CVG-ORD,8:04 a.m.,898,13
AA-1544-SAN-ORD,11:40 a.m.,899,45
AA-3786-IAH-ORD,4:12 p.m.,900,46
AA-271-MIA-LAX,11:52 a.m.,901,19
AA-2525-DFW-MIA,7:39 a.m.,902,17
CO-50-CLE-EWR,3:31 p.m.,903,276
UA-3099-PHX-PHL,11:43 a.m.,904,277
AA-4198-ORD-CLE,10:54 a.m.,905,30
AA-404-MIA-MCO,6:57 a.m.,906,18
CO-45-EWR-MIA,3:58 p.m.,907,278
AA-3809-PHX-LAX,6:10 a.m.,908,48
AA-59-JFK-SFO,7:39 a.m.,909,49
AA-222-LAX-BOS,7:31 a.m.,910,47
AA-3859-IAH-ORD,7:16 a.m.,911,0
AA-1640-MIA-MCO,6:56 p.m.,912,182
UA-3925-IAD-ORF,,913,180
AA-4344-ORD-DTW,12:14 p.m.,914,80
UA-414-LAX-SFO,,915,187
CO-1614-LAX-IAH,,916,60
CO-52-IAH-LAX,7:56 a.m.,917,144
CO-1090-BOS-IAH,,918,63
AA-3468-CVG-MIA,,919,190
CO-62-IAH-EWR,,920,67
AA-466-IAH-MIA,6:09 a.m.,921,72
AA-1664-MIA-ATL,10:19 a.m.,922,76
AA-1279-DFW-PHX,2:04 p.m.,923,14
AA-404-MIA-MCO,6:57 a.m.,924,18
UA-382-IAD-LAX,12:56 p.m.,925,79
CO-50-CLE-EWR,4:02 p.m.,926,177
AA-616-DFW-DTW,10:11 a.m.,927,64
AA-271-MIA-LAX,11:52 a.m.,928,19
AA-2050-ORD-MIA,11:06 a.m.,929,85
AA-4307-ORD-DTW,6:55 p.m.,930,23
AA-3-JFK-LAX,12:12 p.m.,931,91
CO-1694-LAX-IAH,7:15 p.m. (Estimated),932,254
CO-1193-EWR-MCO,,933,94
UA-2906-PHL-MCO,4:46 p.m.,934,160
UA-938-DEN-ORD,4:37 p.m.,935,99
AA-1221-MCO-ORD,,936,204
CO-16-LAX-EWR,,937,100
UA-2515-DFW-CLT,7:31 a.m.,938,162
AA-400-DFW-JFK,11:02 a.m.,939,102
UA-664-ORD-PHL,1:48 p.m.,940,103
UA-37-EWR-MCO,1:48 p.m.,941,262
UA-233-LAX-JFK,4:28 p.m. (Estimated runway),942,264
AA-2312-DFW-DTW,8:29 p.m. (Estimated runway),943,266
AA-431-MIA-SFO,8:52 a.m.,944,111
UA-257-JFK-SFO,2:43 p.m.,945,81
UA-3373-IAD-PHL,,946,210
UA-828-SFO-ORD,,947,116
CO-4888-IAH-DAL,,948,169
UA-858-PVG-SFO,,949,212
UA-2704-DTW-PHX,11:47 a.m.,950,119
AA-3063-SLC-LAX,8:39 p.m.,951,37
UA-1500-IAH-GUA,9:43 a.m.,952,172
CO-1561-PHX-IAH,8:18 a.m.,953,148
AA-2268-PHX-ORD,7:23 a.m.,954,173
UA-2314-ATL-PHL,,955,218
UA-6273-YYC-SFO,,956,211
AA-4277-CVG-JFK,12:11 p.m.,957,125
AA-2957-DFW-CVG,,958,220
UA-37-EDI-EWR,,959,126
UA-854-SFO-IAH,8:07 a.m.,960,78
AA-85-JFK-SFO,3:38 p.m.,961,129
AA-1544-SAN-ORD,,962,184
AA-3786-IAH-ORD,,963,223
CO-1088-CLE-IAH,9:01 a.m.,964,151
AA-4198-ORD-CLE,10:55 a.m.,965,132
AA-3809-PHX-LAX,6:10 a.m.,966,48
AA-59-JFK-SFO,7:40 a.m.,967,136
AA-222-LAX-BOS,7:32 a.m.,968,137
AA-3859-IAH-ORD,7:16 a.m.,969,0
AA-3842-MSP-ORD,6:56 a.m.,970,25
AA-643-MIA-ORD,7:31 a.m.,971,96
AA-1640-MIA-MCO,6:47 p.m.,972,89
AA-2525-DFW-MIA,7:39 a.m.,973,17
UA-3050-PHX-CLT,11:45 a.m.,974,73
UA-3925-IAD-ORF,8:51 a.m.,975,306
UA-664-ORD-PHL,1:48 p.m.,976,103
AA-789-ORD-DEN,1:19 p.m.,977,42
AA-2312-DFW-DTW,8:29 p.m.,978,109
CO-1694-LAX-IAH,7:25 p.m.,979,307
CO-63-EWR-IAH,5:38 p.m.,980,153
AA-3786-IAH-ORD,4:12 p.m.,981,46
CO-47-IAH-LAX,7:27 p.m.,982,308
AA-1434-DFW-MCO,7:21 a.m.,983,22
AA-4330-CVG-ORD,3:36 p.m.,984,21
AA-3809-PHX-LAX,6:10 a.m.,985,48
AA-59-JFK-SFO,7:39 a.m.,986,49
AA-4307-ORD-DTW,6:56 p.m.,987,90
AA-85-JFK-SFO,3:36 p.m.,988,44
AA-3859-IAH-ORD,7:02 a.m.,989,309
AA-518-MIA-JFK,6:40 a.m.,990,310
UA-397-JFK-SFO,8:48 a.m.,991,51
UA-3925-IAD-ORF,9:00 a.m.,992,52
AA-1733-ORD-PHX,7:45 p.m.,993,311
AA-1640-MIA-MCO,Not Available,994,156
AA-3-JFK-LAX,11:54 a.m.,995,312
UA-2830-MCO-CLT,Contact Airline,996,313
AA-1544-SAN-ORD,11:20 a.m.,997,314
AA-204-LAX-MCO,Not Available,998,142
UA-414-LAX-SFO,6:09 a.m.,999,281
AA-3756-ORD-SLC,12:10 p.m.,1000,315
UA-2726-FLL-PHL,Contact Airline,1001,316
AA-3468-CVG-MIA,7:04 a.m.,1002,317
UA-3515-IAD-MSP,8:24 a.m.,1003,318
AA-484-DFW-MIA,4:16 p.m.,1004,319
CO-62-IAH-EWR,2:48 p.m.,1005,243
AA-446-DFW-PHL,11:54 a.m.,1006,320
AA-466-IAH-MIA,5:58 a.m.,1007,321
UA-3050-PHX-CLT,Contact Airline,1008,322
CO-89-IAH-EWR,6:02 a.m.,1009,247
CO-1088-CLE-IAH,8:40 a.m.,1010,248
AA-1886-BOS-MIA,10:42 a.m.,1011,323
AA-2957-DFW-CVG,7:51 a.m.,1012,324
AA-1664-MIA-ATL,10:10 a.m.,1013,325
AA-3979-CVG-ORD,7:28 a.m.,1014,326
AA-1279-DFW-PHX,1:48 p.m.,1015,327
AA-616-DFW-DTW,9:59 a.m.,1016,328
AA-4344-ORD-DTW,11:47 a.m.,1017,329
UA-2945-PHL-CLT,Contact Airline,1018,330
AA-2525-DFW-MIA,7:22 a.m.,1019,331
AA-271-MIA-LAX,11:33 a.m.,1020,332
AA-2050-ORD-MIA,10:46 a.m.,1021,333
AA-1434-DFW-MCO,7:08 a.m.,1022,334
CO-1561-PHX-IAH,8:00 a.m.,1023,253
AA-4307-ORD-DTW,6:40 p.m.,1024,335
CO-1694-LAX-IAH,Contact Airline,1025,336
UA-843-LAX-ORD,2:37 p.m.,1026,337
CO-1193-EWR-MCO,9:14 a.m.,1027,256
AA-3842-MSP-ORD,5:59 a.m.,1028,338
AA-643-MIA-ORD,7:10 a.m.,1029,339
UA-2906-PHL-MCO,Contact Airline,1030,340
AA-1221-MCO-ORD,8:01 p.m.,1031,341
UA-2515-DFW-CLT,Contact Airline,1032,342
AA-400-DFW-JFK,10:47 a.m.,1033,343
UA-664-ORD-PHL,1:47 p.m.,1034,344
AA-1522-SFO-ORD,Not Available,1035,345
UA-233-LAX-JFK,Not Available,1036,164
AA-3823-LAX-DEN,Not Available,1037,165
AA-2312-DFW-DTW,Not Available,1038,166
AA-1165-JFK-MIA,6:56 a.m.,1039,346
AA-431-MIA-SFO,8:31 a.m.,1040,347
UA-257-JFK-SFO,2:42 p.m.,1041,348
UA-3373-IAD-PHL,8:35 a.m.,1042,349
AA-649-ORD-SNA,Not Available,1043,167
CO-1250-MIA-IAH,3:01 p.m.,1044,270
UA-6273-YYC-SFO,7:41 a.m.,1045,115
UA-858-PVG-SFO,1:50 p.m.,1046,350
UA-2704-DTW-PHX,Contact Airline,1047,351
AA-3063-SLC-LAX,8:30 p.m.,1048,352
UA-2708-EWR-CLT,Contact Airline,1049,353
UA-62-IAH-EWR,Contact Airline,1050,354
AA-3804-PHL-ORD,2:32 p.m.,1051,355
AA-1917-JFK-MCO,3:00 p.m.,1052,356
AA-2268-PHX-ORD,7:10 a.m.,1053,357
UA-2314-ATL-PHL,Contact Airline,1054,358
AA-4277-CVG-JFK,12:01 p.m.,1055,359
UA-37-EDI-EWR,Contact Airline,1056,360
AA-789-ORD-DEN,1:06 p.m.,1057,361
UA-854-SFO-IAH,8:07 a.m.,1058,78
AA-415-BOS-ORD,8:32 a.m.,1059,362
AA-85-JFK-SFO,3:09 p.m.,1060,363
AA-3786-IAH-ORD,3:52 p.m.,1061,364
CO-50-CLE-EWR,3:31 p.m.,1062,276
UA-3099-PHX-PHL,Contact Airline,1063,365
AA-4198-ORD-CLE,10:35 a.m.,1064,366
AA-222-LAX-BOS,7:05 a.m.,1065,367
AA-404-MIA-MCO,6:41 a.m.,1066,368
CO-45-EWR-MIA,3:58 p.m.,1067,278
AA-3809-PHX-LAX,5:56 a.m.,1068,369
AA-59-JFK-SFO,7:14 a.m.,1069,370
AA-3859-IAH-ORD,7:16 a.m.,1070,0
CO-1586-IAH-MCO,7:42 p.m.,1071,138
AA-518-MIA-JFK,6:54 a.m.,1072,3
UA-397-JFK-SFO,8:49 a.m.,1073,139
UA-3925-IAD-ORF,9:01 a.m.,1074,140
AA-1733-ORD-PHX,7:59 p.m.,1075,53
AA-3-JFK-LAX,12:12 p.m.,1076,91
UA-2830-MCO-CLT,3:50 p.m.,1077,54
CO-58-DEN-IAH,12:37 p.m.,1078,141
UA-5487-SFO-MRY,10:53 a.m.,1079,57
AA-204-LAX-MCO,,1080,5
UA-414-LAX-SFO,6:10 a.m.,1081,59
CO-1614-LAX-IAH,12:58 a.m.,1082,143
UA-2726-FLL-PHL,4:10 p.m.,1083,61
CO-52-IAH-LAX,7:56 a.m.,1084,144
CO-1090-BOS-IAH,10:35 a.m.,1085,145
AA-616-DFW-DTW,10:11 a.m.,1086,64
UA-3515-IAD-MSP,8:26 a.m.,1087,65
AA-3468-CVG-MIA,7:25 a.m.,1088,6
AA-484-DFW-MIA,4:30 p.m.,1089,146
AA-1886-BOS-MIA,10:55 a.m.,1090,10
CO-62-IAH-EWR,2:59 p.m.,1091,147
CO-1561-PHX-IAH,8:18 a.m.,1092,148
UA-2314-ATL-PHL,3:04 p.m.,1093,69
AA-446-DFW-PHL,12:13 p.m.,1094,70
CO-1023-IAH-DEN,12:06 p.m.,1095,149
AA-466-IAH-MIA,6:09 a.m.,1096,72
UA-3050-PHX-CLT,11:45 a.m.,1097,73
CO-89-IAH-EWR,6:17 a.m.,1098,150
CO-1088-CLE-IAH,9:01 a.m.,1099,151
AA-1664-MIA-ATL,10:19 a.m.,1100,76
AA-1279-DFW-PHX,2:04 p.m.,1101,14
UA-854-SFO-IAH,8:07 a.m.,1102,78
UA-382-IAD-LAX,12:56 p.m.,1103,79
AA-4344-ORD-DTW,12:14 p.m.,1104,80
UA-257-JFK-SFO,2:43 p.m.,1105,81
