ZipCode,HospitalType,original_index,unique_index,count
x590x,acute care hospitals,815,85,1
35903,acute care hospitals,816,83,23
35903,acute care hospitals,817,83,23
35903,acute care hospitals,818,83,23
35903,acute care hospitals,819,83,23
35903,acute care hospitals,820,83,23
35903,acute care hospitals,821,83,23
35903,acute care hospitals,822,83,23
35903,acute care hospitals,823,83,23
35903,acute care hospitals,824,83,23
35903,acute care hospitals,825,83,23
35903,acute care hospitals,826,83,23
35045,acute care hospitals,827,86,24
35045,acute care hospitals,828,86,24
35045,acute care hospitals,829,86,24
35045,acute care hospitals,830,86,24
35045,acute care hospitals,831,86,24
35045,acute care hospitals,832,86,24
35045,acute care hospitals,833,86,24
35045,acute care hospitals,834,86,24
35045,acute care hospitals,835,86,24
35045,acute care hospitals,836,86,24
35045,acute care hospitals,837,86,24
35045,acute care hospitals,838,86,24
35045,acute care hospitals,839,86,24
35045,acute care hospitals,840,86,24
35045,acute care hospitals,841,86,24
35045,acute care hospitals,842,86,24
35045,acute care hospitals,843,86,24
35045,acute care hospitals,844,86,24
35045,acute care hospitals,845,86,24
35045,acute care hospitals,846,86,24
35045,acute care hospitals,847,86,24
35045,acute caxe hospitals,848,87,1
35045,acute care hospitals,849,86,24
35045,acute care hospitals,850,86,24
35045,acute care hospitals,851,86,24
35570,acute care hospitals,852,88,25
35570,acute care hospitals,853,88,25
35570,acute care hospitals,854,88,25
35570,acute care hospitals,855,88,25
35570,acute care hospitals,856,88,25
35570,acute care hospitals,857,88,25
35570,acute care hospitals,858,88,25
35570,acute care hospitals,859,88,25
35570,acute care hospitals,860,88,25
35570,acute care hospitals,861,88,25
35570,acute care hospitals,862,88,25
35570,acute care hospitals,863,88,25
35570,acute care hospitals,864,88,25
35570,acute care hospitals,865,88,25
35570,acute care hospitals,866,88,25
35570,acute care hospitals,867,88,25
35570,acute care hospitals,868,88,25
35570,acute care hospitals,869,88,25
35570,acute care hospitals,870,88,25
35570,acute care hospitals,871,88,25
35570,acute care hospitals,872,88,25
35570,acute care hospitals,873,88,25
35570,acute care hospitals,874,88,25
35570,acute care hospitals,875,88,25
35570,acute care hospitals,876,88,25
35555,acute care hoxpitalx,877,89,1
35555,acute care hospitals,878,90,24
35555,acute care hospitals,879,90,24
35555,acute care hospitals,880,90,24
35555,acute care hospitals,881,90,24
35555,acute care hospitals,882,90,24
35555,acute care hospitals,883,90,24
35555,acute care hospitals,884,90,24
35555,acute care hospitals,885,90,24
35555,acute care hospitals,886,90,24
35555,acute care hospitals,887,90,24
35555,acute care hospitals,888,90,24
35555,acute care hospitals,889,90,24
35555,acute care hospitals,890,90,24
35555,acute care hospitals,891,90,24
35555,acute care hospitals,892,90,24
35555,acute care hospitals,893,90,24
35555,acute care hospitals,894,90,24
35555,acute care hospitals,895,90,24
35555,acute care hospitals,896,90,24
35555,acute care hospitals,897,90,24
35555,acute care hospitals,898,90,24
35555,acute care hospitals,899,90,24
35555,acute care hospitals,900,90,24
35555,acute care hospitals,901,90,24
35901,acutexcarexhospitals,902,91,1
35901,acute care hospitals,903,92,25
35901,acute care hospitals,904,92,25
35901,acute care hospitals,905,92,25
35901,acute care hospitals,906,92,25
35901,acute care hospitals,907,92,25
35901,acute care hospitals,908,92,25
35901,acute care hospitals,909,92,25
35901,acute care hospitals,910,92,25
35901,acute care hospitals,911,92,25
35901,acute care hospitals,912,92,25
35901,acute care hospitals,913,92,25
35901,acute care hospitals,914,92,25
35901,acute care hospitals,915,92,25
35901,acute care hospitals,916,92,25
35901,acute care hospitals,917,92,25
35901,acute care hospitals,918,92,25
35901,acute care hospitals,919,92,25
35901,acute care hospitals,920,92,25
35901,acute care hospitals,921,92,25
35901,acute care hospitals,922,92,25
3590x,acute care hospitals,923,93,1
35901,acute care hospitals,924,92,25
35901,acute care hospitals,925,92,25
35901,acuxe care hospixals,926,94,1
35901,acute care hospitals,927,92,25
35901,acute care hospitals,928,92,25
35901,acute care hospitals,929,92,25
36033,acute care hospitals,930,95,24
36033,acute care hospitals,931,95,24
36033,acute care hospitals,932,95,24
36033,acute care hospitals,933,95,24
36033,acute care hospitals,934,95,24
36033,acute care hospitals,935,95,24
36033,acute care hospitals,936,95,24
36033,acute care hospitals,937,95,24
36033,acute care hospitals,938,95,24
36033,acute care hospitals,939,95,24
36033,acute care hospitals,940,95,24
36033,acute care hospitals,941,95,24
36033,acute care hospitals,942,95,24
36033,acute care hospitals,943,95,24
36033,acute care hospitals,944,95,24
36033,acute care hospitals,945,95,24
36033,acute care hospitals,946,95,24
36033,acute care hospitals,947,95,24
36033,acute care hospitals,948,95,24
36033,acute care hosxitals,949,96,1
36033,acute care hospitals,950,95,24
36033,acute care hospitals,951,95,24
36033,acute care hospitals,952,95,24
36033,acute care hospitals,953,95,24
36033,acute care hospitals,954,95,24
36330,acute care hospitals,955,97,22
36330,acute xare hospitals,956,98,1
36330,acute care hospitals,957,97,22
36330,acute care hospitals,958,97,22
36330,acute care hospitals,959,97,22
36330,acute care hospitals,960,97,22
36330,acute care hospitals,961,97,22
36330,acute care hospitals,962,97,22
36330,acute care hospitals,963,97,22
36330,acutexcarexhospitals,964,99,2
36330,acute care hospitals,965,97,22
36330,acute care hospitals,966,97,22
36330,acute care hospitals,967,97,22
36330,acute care hospitals,968,97,22
36330,acute care hospitals,969,97,22
36330,acute care hospitals,970,97,22
36330,acute care hospitals,971,97,22
36330,acute care hospitals,972,97,22
36330,acute care hospitals,973,97,22
36330,acute care hospitals,974,97,22
36330,acute care hospitals,975,97,22
36330,acutexcarexhospitals,976,99,2
36330,acute care hospitals,977,97,22
36330,acute care hospitals,978,97,22
36330,acute care hospitals,979,97,22
35121,acute care hospitals,980,100,20
35121,acute care hospitals,981,100,20
35121,acute care hospitals,982,100,20
35121,acute care hospitals,983,100,20
35121,acute care hospitals,984,100,20
35121,acute care hospitals,985,100,20
35121,acute care hospitals,986,100,20
35121,acute care hospitals,987,100,20
35121,acute care hospitals,988,100,20
35121,acute care hospitals,989,100,20
35121,acute care hospitals,990,100,20
35121,acute care hospitals,991,100,20
35121,acute care hospitals,992,100,20
35121,acute care hospitals,993,100,20
35121,acute care hospitals,994,100,20
35121,acute care hospitals,995,100,20
35121,acute care hospitals,996,100,20
35121,acute care hospitals,997,100,20
35121,acute care hospitals,998,100,20
35121,acute care hospitals,999,100,20
