City,PhoneNumber,original_index,unique_index,count
fayette,2059325966,900,93,22
fayette,2059325966,901,93,22
gadsden,2565435200,902,96,27
gadsden,2565435200,903,96,27
gadsden,2565435200,904,96,27
gadsden,2565435200,905,96,27
gadsden,2565435200,906,96,27
gadsden,2565435200,907,96,27
gadsden,2565435200,908,96,27
gadsden,2565435200,909,96,27
gadsden,2565435200,910,96,27
gadsden,2565435200,911,96,27
gadsden,2565435200,912,96,27
gadsden,2565435200,913,96,27
gadsden,2565435200,914,96,27
gadsden,2565435200,915,96,27
gadsden,x565435x00,916,97,1
gadsden,2565435200,917,96,27
gadsden,2565435200,918,96,27
gadsden,2565435200,919,96,27
gadsden,2565435200,920,96,27
gadsden,2565435200,921,96,27
gadsden,2565435200,922,96,27
gadsden,2565435200,923,96,27
gadsden,2565435200,924,96,27
gadsden,2565435200,925,96,27
gadsden,2565435200,926,96,27
gadsden,2565435200,927,96,27
gadsden,2565435200,928,96,27
gadsden,2565435200,929,96,27
georgiana,3343762205,930,98,24
georgiana,3343762205,931,98,24
georgiana,3343762205,932,98,24
georgiana,3343762205,933,98,24
georgiana,3343762205,934,98,24
georgiana,3343762205,935,98,24
georgiana,3343762205,936,98,24
georgiana,3343762205,937,98,24
georgiana,3343762205,938,98,24
georgiana,3343762205,939,98,24
georgiana,3343762205,940,98,24
georgiana,3343762205,941,98,24
georgiana,3343762205,942,98,24
georgiana,3343762205,943,98,24
georgiana,3343762205,944,98,24
georgiana,3343762205,945,98,24
georgiana,3343762205,946,98,24
georgiana,3343762205,947,98,24
georgiana,3343762205,948,98,24
geoxgiana,3343762205,949,99,1
georgiana,3343762205,950,98,24
georgiana,3343762205,951,98,24
georgiana,3343762205,952,98,24
georgiana,3343762205,953,98,24
georgiana,3343762205,954,98,24
enterprise,3343470584,955,100,23
enterprise,3343470584,956,100,23
enterprise,3343470584,957,100,23
enterprise,3343470584,958,100,23
enterprise,3343470584,959,100,23
enterprxse,3343470584,960,101,1
enterprise,3343470584,961,100,23
enterprise,3343470584,962,100,23
enterprise,3343470584,963,100,23
enterprise,3343470584,964,100,23
enterprise,3343470584,965,100,23
enterprise,3343470584,966,100,23
enterprise,3343470584,967,100,23
xntxrprisx,3343470584,968,102,1
enterprise,3343470584,969,100,23
enterprise,3343470584,970,100,23
enterprise,3343470584,971,100,23
enterprise,3343470584,972,100,23
enterprise,3343470584,973,100,23
enterprise,3343470584,974,100,23
enterprise,3343470584,975,100,23
enterprise,3343470584,976,100,23
enterprise,3343470584,977,100,23
enterprise,3343470584,978,100,23
enterprise,3343470584,979,100,23
oneonta,2052743000,980,103,19
oneonta,2052743000,981,103,19
oneonta,2052743000,982,103,19
oneonta,2052743000,983,103,19
oneonta,2052743000,984,103,19
onxonta,2052743000,985,104,1
oneonta,2052743000,986,103,19
oneonta,2052743000,987,103,19
oneonta,2052743000,988,103,19
oneonta,2052743000,989,103,19
oneonta,2052743000,990,103,19
oneonta,2052743000,991,103,19
oneonta,2052743000,992,103,19
oneonta,2052743000,993,103,19
oneonta,2052743000,994,103,19
oneonta,2052743000,995,103,19
oneonta,2052743000,996,103,19
oneonta,2052743000,997,103,19
oneonta,2052743000,998,103,19
oneonta,2052743000,999,103,19
