sched_dep_time,sched_arr_time,original_index,unique_index
11:35 a.m.,2:25 p.m.,901,19
7:25 a.m.,11:10 a.m.,902,17
,,903,50
11:55 a.m.,6:17 p.m.,904,89
10:40 a.m.,12:55 p.m.,905,30
6:45 a.m.,7:45 a.m.,906,18
4:00 p.m.,7:05 p.m.,907,72
6:00 a.m.,6:40 a.m.,908,48
7:10 a.m.,10:45 a.m.,909,49
7:10 a.m.,3:30 p.m.,910,47
7:10 a.m.,9:40 a.m.,911,0
6:30 p.m.,7:25 p.m.,912,2
8:41 a.m.,9:54 a.m.,913,90
,,914,50
6:00 a.m.,7:23 a.m.,915,93
12:30 a.m.,5:35 a.m.,916,53
,,917,50
9:45 a.m.,1:16 p.m.,918,55
7:00 a.m.,9:55 a.m.,919,6
2:30 p.m.,7:03 p.m.,920,56
6:00 a.m.,9:20 a.m.,921,9
10:15 a.m.,12:10 p.m.,922,12
1:00 p.m.,2:35 p.m.,923,14
6:45 a.m.,7:45 a.m.,924,18
,,925,50
,,926,50
9:05 a.m.,12:35 p.m.,927,15
11:35 a.m.,2:25 p.m.,928,19
10:40 a.m.,2:45 p.m.,929,20
6:45 p.m.,9:10 p.m.,930,23
12:00 p.m.,3:15 p.m.,931,24
7:15 p.m.,12:21 a.m.,932,95
9:15 a.m.,12:18 p.m.,933,64
3:50 p.m.,6:23 p.m.,934,82
,,935,50
8:00 p.m.,9:45 p.m.,936,28
10:25 a.m.,6:44 p.m.,937,65
,,938,50
10:40 a.m.,2:59 p.m.,939,29
1:33 p.m.,4:31 p.m.,940,83
1:29 p.m.,4:17 p.m.,941,66
4:25 p.m.,12:29 a.m.,942,100
8:25 p.m.,11:50 p.m.,943,33
8:35 a.m.,11:50 a.m.,944,35
2:30 p.m.,6:15 p.m.,945,78
8:29 a.m.,9:24 a.m.,946,102
11:08 p.m.,5:11 a.m.Dec 02,947,87
5:30 p.m.,6:09 p.m.,948,88
1:45 p.m.,8:27 a.m.,949,104
,,950,50
8:20 p.m.,9:20 p.m.,951,37
,,952,50
,,953,50
7:15 a.m.,11:35 a.m.,954,40
2:55 p.m.,5:00 p.m.,955,107
7:35 a.m.,9:43 a.m.,956,103
12:10 p.m.,2:15 p.m.,957,41
7:55 a.m.,11:05 a.m.,958,11
9:05 a.m.,11:53 a.m.,959,108
,,960,50
3:05 p.m.,6:30 p.m.,961,44
11:25 a.m.,5:25 p.m.,962,45
4:00 p.m.,6:40 p.m.,963,46
,,964,50
10:40 a.m.,12:55 p.m.,965,30
6:00 a.m.,6:40 a.m.,966,48
7:10 a.m.,10:45 a.m.,967,49
7:10 a.m.,3:30 p.m.,968,47
7:10 a.m.,9:30 a.m.,969,144
6:00 a.m.,6:50 a.m.,970,145
7:10 a.m.,9:00 a.m.,971,146
6:30 p.m.,7:08 p.m.,972,147
7:25 a.m.,10:43 a.m.,973,148
11:05 a.m.,4:37 p.m.,974,149
8:41 a.m.,9:34 a.m.,975,150
1:33 p.m.,4:20 p.m.,976,151
1:05 p.m.,2:17 p.m.,977,152
8:25 p.m.,11:31 p.m.,978,153
7:15 p.m.,11:52 p.m.,979,154
5:25 p.m.,8:04 p.m.,980,155
4:00 p.m.,6:30 p.m.,981,156
7:27 p.m.,8:46 p.m.,982,157
7:15 a.m.,10:18 a.m.,983,158
3:35 p.m.,3:50 p.m.,984,159
6:00 a.m.,6:30 a.m.,985,160
7:10 a.m.,10:09 a.m.,986,161
6:45 p.m.,9:00 p.m.,987,162
3:05 p.m.,5:57 p.m.,988,163
7:10 a.m.,9:40 a.m.,989,0
6:40 a.m.,9:25 a.m.,990,3
Not Available,Not Available,991,164
Not Available,Not Available,992,164
7:45 p.m.,10:30 p.m.,993,1
6:30 p.m.,7:25 p.m.,994,2
12:00noon,3:15 p.m.,995,165
3:27 p.m.,5:05 p.m.,996,74
11:25 a.m.,5:25 p.m.,997,45
11:25 p.m.,Dec 02 6:55 a.m.,998,166
Not Available,Not Available,999,164
12:15 p.m.,2:45 p.m.,1000,4
4:00 p.m.,6:46 p.m.,1001,76
7:00 a.m.,9:55 a.m.,1002,6
Not Available,Not Available,1003,164
4:15 p.m.,7:55 p.m.,1004,7
2:30 p.m.,7:03 p.m.,1005,56
11:50 a.m.,3:50 p.m.,1006,8
6:00 a.m.,9:20 a.m.,1007,9
11:05 a.m.,4:57 p.m.,1008,77
6:00 a.m.,10:20 a.m.,1009,59
8:40 a.m.,10:54 a.m.,1010,60
10:45 a.m.,2:20 p.m.,1011,10
7:55 a.m.,11:05 a.m.,1012,11
10:15 a.m.,12:10 p.m.,1013,12
7:30 a.m.,8:00 a.m.,1014,13
1:00 p.m.,2:35 p.m.,1015,14
9:05 a.m.,12:35 p.m.,1016,15
11:45 a.m.,2:00 p.m.,1017,16
12:00noon,1:45 p.m.,1018,167
7:25 a.m.,11:10 a.m.,1019,17
11:35 a.m.,2:25 p.m.,1020,19
10:40 a.m.,2:45 p.m.,1021,20
7:15 a.m.,10:35 a.m.,1022,22
8:05 a.m.,11:35 a.m.,1023,57
6:45 p.m.,9:10 p.m.,1024,23
7:15 p.m.,Dec 02 12:21 a.m.,1025,168
Not Available,Not Available,1026,164
9:15 a.m.,12:18 p.m.,1027,64
6:00 a.m.,7:30 a.m.,1028,25
7:10 a.m.,9:35 a.m.,1029,26
3:50 p.m.,6:23 p.m.,1030,82
8:00 p.m.,9:45 p.m.,1031,28
7:05 a.m.,10:31 a.m.,1032,98
10:40 a.m.,2:59 p.m.,1033,29
Not Available,Not Available,1034,164
11:55 p.m.,Dec 02 5:50 a.m.,1035,169
4:25 p.m.,12:29 a.m.,1036,100
9:00 p.m.,Dec 02 12:15 a.m.,1037,170
8:25 p.m.,11:50 p.m.,1038,33
6:59 a.m.,10:34 a.m.,1039,34
8:35 a.m.,11:50 a.m.,1040,35
Not Available,Not Available,1041,164
Not Available,Not Available,1042,164
1:30 p.m.,3:50 p.m.,1043,36
2:53 p.m.,4:48 p.m.,1044,67
Not Available,Not Available,1045,164
Not Available,Not Available,1046,164
11:15 a.m.,1:40 p.m.,1047,105
8:20 p.m.,9:20 p.m.,1048,37
2:55 p.m.,4:53 p.m.,1049,106
2:30 p.m.,7:03 p.m.,1050,56
2:35 p.m.,4:05 p.m.,1051,38
2:55 p.m.,5:55 p.m.,1052,39
7:15 a.m.,11:35 a.m.,1053,40
2:55 p.m.,5:00 p.m.,1054,107
12:10 p.m.,2:15 p.m.,1055,41
9:05 a.m.,11:53 a.m.,1056,108
1:05 p.m.,2:35 p.m.,1057,42
Not Available,Not Available,1058,164
8:35 a.m.,10:40 a.m.,1059,43
3:05 p.m.,6:30 p.m.,1060,44
4:00 p.m.,6:40 p.m.,1061,46
2:55 p.m.,4:49 p.m.,1062,71
11:55 a.m.,6:17 p.m.,1063,89
10:40 a.m.,12:55 p.m.,1064,30
7:10 a.m.,3:30 p.m.,1065,47
6:45 a.m.,7:45 a.m.,1066,18
4:00 p.m.,7:05 p.m.,1067,72
6:00 a.m.,6:40 a.m.,1068,48
7:10 a.m.,10:45 a.m.,1069,49
7:10 a.m.,9:40 a.m.,1070,0
,,1071,50
6:40 a.m.,9:25 a.m.,1072,3
8:00 a.m.,11:55 a.m.,1073,73
,,1074,50
7:45 p.m.,10:30 p.m.,1075,1
12:00 p.m.,3:15 p.m.,1076,24
3:27 p.m.,5:05 p.m.,1077,74
,,1078,50
,,1079,50
11:25 p.m.,6:55 a.m. Dec 02,1080,75
,,1081,50
,,1082,50
4:00 p.m.,6:46 p.m.,1083,76
,,1084,50
,,1085,50
9:05 a.m.,12:35 p.m.,1086,15
,,1087,50
7:00 a.m.,9:55 a.m.,1088,6
4:15 p.m.,7:55 p.m.,1089,7
,,1090,50
,,1091,50
,,1092,50
,,1093,50
11:50 a.m.,3:50 p.m.,1094,8
,,1095,50
6:00 a.m.,9:20 a.m.,1096,9
11:05 a.m.,4:57 p.m.,1097,77
,,1098,50
,,1099,50
10:15 a.m.,12:10 p.m.,1100,12
1:00 p.m.,2:35 p.m.,1101,14
,,1102,50
,,1103,50
,,1104,50
2:30 p.m.,6:15 p.m.,1105,78
12:00 p.m.,1:45 p.m.,1106,79
,,1107,50
,,1108,50
10:40 a.m.,2:45 p.m.,1109,20
,,1110,50
,,1111,50
7:15 a.m.,10:35 a.m.,1112,22
6:30 p.m.,7:25 p.m.,1113,2
6:45 p.m.,9:10 p.m.,1114,23
7:15 p.m.,12:21 a.m. Dec 02,1115,81
,,1116,50
9:15 a.m.,12:18 p.m.,1117,64
6:00 a.m.,7:30 a.m.,1118,25
7:10 a.m.,9:35 a.m.,1119,26
,,1120,50
3:50 p.m.,6:23 p.m.,1121,82
,,1122,50
8:00 p.m.,9:45 p.m.,1123,28
,,1124,50
,,1125,50
10:40 a.m.,2:59 p.m.,1126,29
1:33 p.m.,4:31 p.m.,1127,83
12:15 p.m.,2:45 p.m.,1128,4
,,1129,50
11:55 p.m.,5:50 a.m. Dec 02,1130,110
4:25 p.m.,12:29 a.m. Dec 02,1131,85
9:00 p.m.,12:15 a.m. Dec 02,1132,86
8:25 p.m.,11:50 p.m.,1133,33
6:59 a.m.,10:34 a.m.,1134,34
8:35 a.m.,11:50 a.m.,1135,35
,,1136,50
1:30 p.m.,3:50 p.m.,1137,36
,,1138,50
,,1139,50
11:08 p.m.,5:11 a.m.Dec 02,1140,87
5:30 p.m.,6:40 p.m.,1141,111
,,1142,50
,,1143,50
,,1144,50
,,1145,50
,,1146,50
,,1147,50
2:35 p.m.,4:05 p.m.,1148,38
2:55 p.m.,5:55 p.m.,1149,39
7:15 a.m.,11:35 a.m.,1150,40
12:10 p.m.,2:15 p.m.,1151,41
7:55 a.m.,11:05 a.m.,1152,11
,,1153,50
1:05 p.m.,2:35 p.m.,1154,42
,,1155,50
3:05 p.m.,6:30 p.m.,1156,44
7:30 a.m.,8:00 a.m.,1157,13
,,1158,50
4:00 p.m.,6:40 p.m.,1159,46
11:35 a.m.,2:25 p.m.,1160,19
7:25 a.m.,11:10 a.m.,1161,17
,,1162,50
11:55 a.m.,6:17 p.m.,1163,89
10:40 a.m.,12:55 p.m.,1164,30
6:45 a.m.,7:45 a.m.,1165,18
4:00 p.m.,7:05 p.m.,1166,72
6:00 a.m.,6:40 a.m.,1167,48
7:10 a.m.,10:45 a.m.,1168,49
7:10 a.m.,3:30 p.m.,1169,47
7:10 a.m.,9:40 a.m.,1170,0
6:40 a.m.,9:25 a.m.,1171,3
,,1172,50
8:41 a.m.,9:54 a.m.,1173,90
7:45 p.m.,10:30 p.m.,1174,1
,,1175,50
,,1176,50
7:00 a.m.,9:55 a.m.,1177,6
4:15 p.m.,7:55 p.m.,1178,7
,,1179,50
6:00 a.m.,9:20 a.m.,1180,9
11:05 a.m.,4:57 p.m.,1181,77
10:45 a.m.,2:20 p.m.,1182,10
10:15 a.m.,12:10 p.m.,1183,12
6:45 a.m.,7:45 a.m.,1184,18
12:15 p.m.,2:45 p.m.,1185,4
,,1186,50
12:00 p.m.,1:45 p.m.,1187,79
10:40 a.m.,2:45 p.m.,1188,20
12:57 p.m.,4:52 p.m.,1189,80
3:35 p.m.,4:00 p.m.,1190,21
6:45 p.m.,9:10 p.m.,1191,23
7:15 p.m.,12:21 a.m. Dec 02,1192,81
,,1193,50
9:15 a.m.,12:18 p.m.,1194,64
8:00 p.m.,9:45 p.m.,1195,28
10:25 a.m.,6:44 p.m.,1196,65
10:40 a.m.,2:59 p.m.,1197,29
1:33 p.m.,4:31 p.m.,1198,83
11:55 p.m.,5:50 a.m.,1199,99
2:30 p.m.,6:15 p.m.,1200,78
8:29 a.m.,9:24 a.m.,1201,102
,,1202,50
,,1203,50
11:08 p.m.,5:11 a.m.,1204,114
5:30 p.m.,6:09 p.m.,1205,88
,,1206,50
,,1207,50
,,1208,50
2:35 p.m.,4:05 p.m.,1209,38
7:15 a.m.,11:35 a.m.,1210,40
4:25 p.m.,12:29 a.m. Dec 02,1211,85
12:10 p.m.,2:15 p.m.,1212,41
7:55 a.m.,11:05 a.m.,1213,11
9:05 a.m.,11:53 a.m.,1214,108
1:05 p.m.,2:35 p.m.,1215,42
7:53 a.m.,1:39 p.m.,1216,109
3:05 p.m.,6:30 p.m.,1217,44
6:30 p.m.,7:25 p.m.,1218,2
11:25 a.m.,5:25 p.m.,1219,45
4:00 p.m.,6:40 p.m.,1220,46
6:00 a.m.,6:40 a.m.,1221,48
7:10 a.m.,10:45 a.m.,1222,49
,,1223,50
7:00 p.m.,10:15 p.m.,1224,51
,,1225,50
,,1226,50
,,1227,50
,,1228,50
,,1229,50
11:25 a.m.,2:50 p.m.,1230,52
,,1231,50
,,1232,50
,,1233,50
,,1234,50
12:30 a.m.,5:35 a.m.,1235,53
,,1236,50
7:35 a.m.,9:21 a.m.,1237,54
9:45 a.m.,1:16 p.m.,1238,55
,,1239,50
,,1240,50
,,1241,50
,,1242,50
,,1243,50
2:30 p.m.,7:03 p.m.,1244,56
8:05 a.m.,11:35 a.m.,1245,57
,,1246,50
,,1247,50
11:40 a.m.,1:17 p.m.,1248,58
,,1249,50
,,1250,50
6:00 a.m.,10:20 a.m.,1251,59
8:40 a.m.,10:54 a.m.,1252,60
,,1253,50
,,1254,50
,,1255,50
,,1256,50
,,1257,50
,,1258,50
,,1259,50
5:25 p.m.,8:22 p.m.,1260,61
7:10 p.m.,8:56 p.m.,1261,62
,,1262,50
,,1263,50
3:35 p.m.,4:00 p.m.,1264,21
,,1265,50
,,1266,50
,,1267,50
,,1268,50
7:15 p.m.,12/2/11 12:21 a.m.,1269,63
,,1270,50
9:15 a.m.,12:18 p.m.,1271,64
,,1272,50
,,1273,50
,,1274,50
,,1275,50
,,1276,50
,,1277,50
,,1278,50
10:25 a.m.,6:44 p.m.,1279,65
,,1280,50
,,1281,50
,,1282,50
,,1283,50
1:29 p.m.,4:17 p.m.,1284,66
,,1285,50
,,1286,50
,,1287,50
,,1288,50
,,1289,50
,,1290,50
,,1291,50
,,1292,50
2:53 p.m.,4:48 p.m.,1293,67
,,1294,50
11:08 p.m.,12/2/11 5:11 a.m.,1295,68
,,1296,50
,,1297,50
,,1298,50
,,1299,50
,,1300,50
2:30 p.m.,7:03 p.m.,1301,56
8:55 a.m.,11:45 a.m.,1302,69
,,1303,50
,,1304,50
,,1305,50
,,1306,50
,,1307,50
9:05 a.m. (-00:00),11:53 a.m.,1308,70
,,1309,50
,,1310,50
,,1311,50
,,1312,50
,,1313,50
,,1314,50
2:55 p.m.,4:49 p.m.,1315,71
,,1316,50
,,1317,50
,,1318,50
4:00 p.m.,7:05 p.m.,1319,72
,,1320,50
,,1321,50
,,1322,50
7:10aDec 1,9:40aDec 1,1323,171
7:00 p.m.,10:15 p.m.,1324,51
6:40aDec 1,9:25aDec 1,1325,172
8:19aDec 1,11:55aDec 1,1326,173
8:41aDec 1,9:54aDec 1,1327,174
7:45 p.m.,10:30 p.m.,1328,1
12:00 p.m.,3:15 p.m.,1329,24
3:27 p.m.,5:05 p.m.,1330,74
11:25aDec 1,2:50 p.m.,1331,175
10:39aDec 1,11:19aDec 1,1332,176
11:25 p.m.,6:55aDec 2,1333,177
6:14aDec 1,7:23aDec 1,1334,178
12:30aDec 1,5:35aDec 1,1335,179
4:00 p.m.,6:46 p.m.,1336,76
7:35aDec 1,9:21aDec 2,1337,180
9:45aDec 1,1:16 p.m.,1338,181
10:00aDec 1,12:35 p.m.,1339,182
8:15aDec 1,10:06aDec 1,1340,183
7:00aDec 1,9:55aDec 1,1341,184
4:15 p.m.,7:55 p.m.,1342,7
10:45aDec 1,2:20 p.m.,1343,185
2:30 p.m.,7:03 p.m.,1344,56
8:05aDec 1,11:35aDec 1,1345,186
2:55 p.m.,5:00 p.m.,1346,107
11:50aDec 1,3:50 p.m.,1347,187
11:40aDec 1,1:17 p.m.,1348,188
6:00aDec 1,9:20aDec 1,1349,189
11:05aDec 1,4:57 p.m.,1350,190
6:00aDec 1,10:20aDec 1,1351,191
8:40aDec 1,10:54aDec 1,1352,192
10:15aDec 1,12:10 p.m.,1353,193
1:00 p.m.,2:35 p.m.,1354,14
7:53aDec 1,1:39 p.m.,1355,194
12:30 p.m.,3:03 p.m.,1356,195
11:45aDec 1,2:00 p.m.,1357,196
2:46 p.m.,6:15 p.m.,1358,197
12:00 p.m.,1:45 p.m.,1359,79
5:25 p.m.,8:22 p.m.,1360,61
7:10 p.m.,10:48 p.m.,1361,198
10:40aDec 1,2:45 p.m.,1362,199
12:57 p.m.,5:15 p.m.,1363,113
3:35 p.m.,4:00 p.m.,1364,21
7:15aDec 1,10:35aDec 1,1365,200
6:30 p.m.,7:25 p.m.,1366,2
6:45 p.m.,9:10 p.m.,1367,23
7:15 p.m.,12:21aDec 2,1368,201
2:22 p.m.,7:53 p.m.,1369,202
9:15aDec 1,12:18 p.m.,1370,203
6:00aDec 1,7:30aDec 1,1371,204
7:10aDec 1,9:35aDec 1,1372,205
4:55 p.m.,8:05 p.m.,1373,27
3:50 p.m.,6:23 p.m.,1374,82
4:16 p.m.,7:35 p.m.,1375,97
8:00 p.m.,9:45 p.m.,1376,28
10:25aDec 1,6:44 p.m.,1377,206
7:05aDec 1,10:31aDec 1,1378,207
10:40aDec 1,2:59 p.m.,1379,208
1:33 p.m.,4:31 p.m.,1380,83
12:15 p.m.,2:45 p.m.,1381,4
1:29 p.m.,4:17 p.m.,1382,66
11:55 p.m.,5:50aDec 2,1383,209
4:25 p.m.,12:29aDec 2,1384,210
9:00 p.m.,12:15aDec 2,1385,211
8:25 p.m.,11:50 p.m.,1386,33
6:59aDec 1,10:34aDec 1,1387,212
8:35aDec 1,11:50aDec 1,1388,213
1:30 p.m.,3:50 p.m.,1389,36
2:53 p.m.,4:48 p.m.,1390,67
7:35aDec 1,9:43aDec 1,1391,214
11:08 p.m.,5:11aDec 2,1392,215
5:30 p.m.,6:40 p.m.,1393,111
1:45 p.m.,8:27aDec 1,1394,216
11:15aDec 1,1:40 p.m.,1395,217
8:20 p.m.,9:18 p.m.,1396,218
2:55 p.m.,4:53 p.m.,1397,106
2:30 p.m.,7:03 p.m.,1398,56
8:55aDec 1,12:05 p.m.,1399,219
2:35 p.m.,4:05 p.m.,1400,38
2:55 p.m.,5:55 p.m.,1401,39
7:15aDec 1,11:35aDec 1,1402,220
12:10 p.m.,2:15 p.m.,1403,41
7:55aDec 1,11:05aDec 1,1404,221
9:05aDec 1,11:53aDec 1,1405,222
1:05 p.m.,2:35 p.m.,1406,42
8:35aDec 1,10:40aDec 1,1407,223
3:05 p.m.,6:30 p.m.,1408,44
7:30aDec 1,8:00aDec 1,1409,224
11:25aDec 1,5:25 p.m.,1410,225
4:00 p.m.,6:40 p.m.,1411,46
11:35aDec 1,2:25 p.m.,1412,226
7:25aDec 1,11:10aDec 1,1413,227
2:55 p.m.,4:49 p.m.,1414,71
11:55aDec 1,6:17 p.m.,1415,228
10:40aDec 1,12:55 p.m.,1416,229
6:45aDec 1,7:45aDec 1,1417,230
4:00 p.m.,7:05 p.m.,1418,72
6:00aDec 1,6:40aDec 1,1419,231
7:10aDec 1,10:45aDec 1,1420,232
7:10aDec 1,3:30 p.m.,1421,233
,3:50 p.m.,1422,234
,9:24 a.m.,1423,235
2:35 p.m.,,1424,236
,4:31 p.m.,1425,237
7:00 p.m.,10:15 p.m.,1426,51
7:35 a.m.,9:21 a.m.,1427,54
11:40 a.m.,1:17 p.m.,1428,58
6:00 a.m.,10:20 a.m.,1429,59
7:15 p.m.,12:21 a.m.,1430,95
12:30 a.m.,5:35 a.m.,1431,53
8:40 a.m.,10:54 a.m.,1432,60
11:25 a.m.,2:50 p.m.,1433,52
2:55 p.m.,4:49 p.m.,1434,71
2:30 p.m.,7:03 p.m.,1435,56
9:15 a.m.,12:18 p.m.,1436,64
10:25 a.m.,6:44 p.m.,1437,65
9:45 a.m.,1:16 p.m.,1438,55
2:53 p.m.,4:48 p.m.,1439,67
7:10 p.m.,8:56 p.m.,1440,62
5:30 p.m.,6:40 p.m.,1441,111
4:00 p.m.,7:05 p.m.,1442,72
5:25 p.m.,8:22 p.m.,1443,61
8:05 a.m.,11:35 a.m.,1444,57
6:00 a.m.,7:30 a.m.,1445,25
2:35 p.m.,4:05 p.m.,1446,38
9:45 a.m.,1:16 p.m.,1447,55
2:55 p.m.,5:55 p.m.,1448,39
3:50 p.m.,6:23 p.m.,1449,82
6:00 a.m.,10:20 a.m.,1450,59
4:16 p.m.,7:35 p.m.,1451,97
8:41 a.m.,9:54 a.m.,1452,90
1:05 p.m.,2:35 p.m.,1453,42
7:15 a.m.,10:35 a.m.,1454,22
1:33 p.m.,4:31 p.m.,1455,83
12:15 p.m.,2:45 p.m.,1456,4
12:30 a.m.,5:35 a.m.,1457,53
11:25 a.m.,2:50 p.m.,1458,52
4:25 p.m.,12:29 a.m.,1459,100
7:30 a.m.,8:00 a.m.,1460,13
9:00 p.m.,12:15 a.m.,1461,101
4:00 p.m.,6:40 p.m.,1462,46
8:35 a.m.,11:50 a.m.,1463,35
7:45 p.m.,10:30 p.m.,1464,1
8:29 a.m.,9:24 a.m.,1465,102
11:55 a.m.,6:17 p.m.,1466,89
2:55 p.m.,5:00 p.m.,1467,107
10:25 a.m.,6:44 p.m.,1468,65
2:53 p.m.,4:48 p.m.,1469,67
7:00 a.m.,9:55 a.m.,1470,6
10:40 a.m.,2:45 p.m.,1471,20
8:35 a.m.,10:40 a.m.,1472,43
8:20 p.m.,9:20 p.m.,1473,37
6:00 a.m.,6:40 a.m.,1474,48
7:10 a.m.,10:45 a.m.,1475,49
2:30 p.m.,7:03 p.m.,1476,56
9:05 a.m.,12:35 p.m.,1477,15
12:00 p.m.,3:15 p.m.,1478,24
7:15 p.m.,12:21 a.m.,1479,95
11:50 a.m.,3:50 p.m.,1480,8
,11:55 a.m.,1481,238
,6:30 p.m.,1482,239
,11:50 a.m.,1483,240
,10:45 a.m.,1484,241
,6:15 p.m.,1485,242
,7:23 a.m.,1486,243
,,1487,50
7:00 p.m.,10:15 p.m.,1488,51
,,1489,50
,,1490,50
,,1491,50
,,1492,50
,,1493,50
11:25 a.m.,2:50 p.m.,1494,52
,,1495,50
,,1496,50
,,1497,50
,,1498,50
12:30 a.m.,5:35 a.m.,1499,53
,,1500,50
7:35 a.m.,9:21 a.m.,1501,54
9:45 a.m.,1:16 p.m.,1502,55
,,1503,50
,,1504,50
,,1505,50
,,1506,50
,,1507,50
2:30 p.m.,7:03 p.m.,1508,56
8:05 a.m.,11:35 a.m.,1509,57
,,1510,50
,,1511,50
11:40 a.m.,1:17 p.m.,1512,58
,,1513,50
,,1514,50
6:00 a.m.,10:20 a.m.,1515,59
8:40 a.m.,10:54 a.m.,1516,60
,,1517,50
,,1518,50
,,1519,50
,,1520,50
,,1521,50
,,1522,50
,,1523,50
5:25 p.m.,8:22 p.m.,1524,61
7:10 p.m.,8:56 p.m.,1525,62
,,1526,50
,,1527,50
3:35 p.m.,4:00 p.m.,1528,21
,,1529,50
,,1530,50
,,1531,50
,,1532,50
7:15 p.m.,12/2/11 12:21 a.m.,1533,63
,,1534,50
9:15 a.m.,12:18 p.m.,1535,64
,,1536,50
,,1537,50
,,1538,50
,,1539,50
,,1540,50
,,1541,50
,,1542,50
10:25 a.m.,6:44 p.m.,1543,65
,,1544,50
,,1545,50
,,1546,50
,,1547,50
1:29 p.m.,4:17 p.m.,1548,66
,,1549,50
,,1550,50
,,1551,50
,,1552,50
,,1553,50
,,1554,50
,,1555,50
,,1556,50
2:53 p.m.,4:48 p.m.,1557,67
,,1558,50
11:08 p.m.,12/2/11 5:11 a.m.,1559,68
,,1560,50
,,1561,50
,,1562,50
,,1563,50
,,1564,50
2:30 p.m.,7:03 p.m.,1565,56
8:55 a.m.,11:45 a.m.,1566,69
,,1567,50
,,1568,50
,,1569,50
,,1570,50
,,1571,50
9:05 a.m. (-00:00),11:53 a.m.,1572,70
,,1573,50
,,1574,50
,,1575,50
,,1576,50
,,1577,50
,,1578,50
2:55 p.m.,4:49 p.m.,1579,71
,,1580,50
,,1581,50
,,1582,50
4:00 p.m.,7:05 p.m.,1583,72
,,1584,50
,,1585,50
,,1586,50
7:45 p.m.,10:30 p.m.,1587,1
7:00 p.m.,10:15 p.m.,1588,51
8:41aDec 1,9:54aDec 1,1589,174
6:30 p.m.,7:25 p.m.,1590,2
3:27 p.m.,5:05 p.m.,1591,74
10:39aDec 1,11:19aDec 1,1592,176
11:25 p.m.,6:55aDec 2,1593,177
12:30aDec 1,5:35aDec 1,1594,179
4:00 p.m.,6:46 p.m.,1595,76
9:45aDec 1,1:16 p.m.,1596,181
7:00aDec 1,9:55aDec 1,1597,184
2:30 p.m.,7:03 p.m.,1598,56
11:40aDec 1,1:17 p.m.,1599,188
6:00aDec 1,9:20aDec 1,1600,189
11:05aDec 1,4:57 p.m.,1601,190
10:15 a.m.,12:10 p.m.,1602,12
7:30aDec 1,8:00aDec 1,1603,224
12:30 p.m.,3:03 p.m.,1604,195
9:05 a.m.,12:35 p.m.,1605,15
11:45aDec 1,2:00 p.m.,1606,196
12:00 p.m.,1:45 p.m.,1607,79
7:10 p.m.,10:48 p.m.,1608,198
11:35 a.m.,2:25 p.m.,1609,19
6:00aDec 1,7:30aDec 1,1610,204
7:10aDec 1,9:35aDec 1,1611,205
4:55 p.m.,8:05 p.m.,1612,27
7:25aDec 1,11:10aDec 1,1613,227
8:00 p.m.,9:45 p.m.,1614,28
7:05aDec 1,10:31aDec 1,1615,207
6:45 p.m.,9:10 p.m.,1616,23
4:25 p.m.,12:29aDec 2,1617,210
9:00 p.m.,Dec 02 12:15 a.m.,1618,170
8:25 p.m.,11:50 p.m.,1619,33
6:59aDec 1,10:34aDec 1,1620,212
8:35aDec 1,11:50aDec 1,1621,213
Not Available,Not Available,1622,164
1:30 p.m.,3:50 p.m.,1623,36
2:53 p.m.,4:48 p.m.,1624,67
11:08 p.m.,5:11aDec 2,1625,215
8:20 p.m.,9:18 p.m.,1626,218
2:55 p.m.,5:55 p.m.,1627,39
Not Available,Not Available,1628,164
12:10 p.m.,2:15 p.m.,1629,41
9:05aDec 1,11:53aDec 1,1630,222
7:10aDec 1,10:45aDec 1,1631,232
8:35aDec 1,10:40aDec 1,1632,223
11:25aDec 1,5:25 p.m.,1633,225
4:00 p.m.,6:40 p.m.,1634,46
2:55 p.m.,4:49 p.m.,1635,71
6:45aDec 1,7:45aDec 1,1636,230
7:10 a.m.,9:40 a.m.,1637,0
6:00 a.m.,7:30 a.m.,1638,25
7:10 a.m.,9:35 a.m.,1639,26
2:35 p.m.,4:05 p.m.,1640,38
7:15 a.m.,11:35 a.m.,1641,40
11/30 8:00 p.m.,11/30 9:45 p.m.,1642,244
11/30 4:16 p.m.,11/30 7:35 p.m.,1643,245
1:05 p.m.,2:35 p.m.,1644,42
11/30 6:45 p.m.,11/30 9:10 p.m.,1645,246
7:30 a.m.,8:00 a.m.,1646,13
1:33 p.m.,4:31 p.m.,1647,83
12:15 p.m.,2:45 p.m.,1648,4
11/30 4:00 p.m.,11/30 6:40 p.m.,1649,247
11/30 11:55 p.m.,5:50 a.m.,1650,248
11/30 11:25 a.m.,11/30 5:25 p.m.,1651,249
11:45 a.m.,2:00 p.m.,1652,16
11/30 7:45 p.m.,11/30 10:30 p.m.,1653,250
10:40 a.m.,12:55 p.m.,1654,30
11/30 11:08 p.m.,5:11 a.m.,1655,251
10:40 a.m.,2:45 p.m.,1656,20
11/30 12:57 p.m.,11/30 5:15 p.m.,1657,252
8:35 a.m.,10:40 a.m.,1658,43
3:35 p.m.,4:00 p.m.,1659,21
11/30 1:55 p.m.,11/30 7:53 p.m.,1660,253
7:10 a.m.,9:30 a.m.,1661,144
6:40 a.m.,8:54 a.m.,1662,254
7:00 p.m.,9:40 p.m.,1663,255
