HospitalName,ZipCode,original_index,unique_index,count
andalusia regional hospital,36420,757,72,22
andaxusia regionax hospitax,36420,758,74,1
andalusia regional hospital,36420,759,72,22
andalusia regional hospital,36420,760,72,22
andalusia regional hospital,36420,761,72,22
andalusia regional hospital,36420,762,72,22
andalusia regional hospital,36420,763,72,22
andalusia regional hospital,36420,764,72,22
andaluxia regional hoxpital,36420,765,75,1
stringfellow memorial hospital,36201,766,28,27
stringfellow memorial hospital,36201,767,28,27
stringfellow memorial hospital,36201,768,28,27
stringfellow memorial hospital,36201,769,28,27
stringfellow memorial hospital,36201,770,28,27
stringfellow memorial hospital,36201,771,28,27
stringfellow memorial hospital,36201,772,28,27
stringfellow memorial hospital,36201,773,28,27
huntsville hospital,35801,774,76,27
huntsville hospital,35801,775,76,27
huntsville hospital,35801,776,76,27
huntsvxlle hospxtal,35801,777,77,1
huntsville hospital,35801,778,76,27
huntsville hospital,35801,779,76,27
huntsville hospital,35801,780,76,27
huntsville hospital,35801,781,76,27
huntsville hospital,35801,782,76,27
huntsville hospital,35801,783,76,27
huntsville hospital,35801,784,76,27
huntsville hospital,35801,785,76,27
huntsville hospital,35801,786,76,27
huntsville hospital,35801,787,76,27
huntsville hospital,35801,788,76,27
huntsville hospital,35801,789,76,27
huntsville hospital,35801,790,76,27
huntsville hospital,35801,791,76,27
huntsville hospital,35801,792,76,27
huntsville hospital,35801,793,76,27
huntsville hospital,35801,794,76,27
huntsville hospital,35801,795,76,27
huntsville hospital,35801,796,76,27
huntsville hospital,35801,797,76,27
huntsville hospital,35801,798,76,27
huntsville hospital,35801,799,76,27
huntsville hospital,35801,800,76,27
huntsville hospital,35801,801,76,27
gadsden regional medical center,35903,802,78,24
gadsden regional medical center,35903,803,78,24
gadsden regional medical center,35903,804,78,24
gadsden regional medical center,35903,805,78,24
gadsden regional medical center,35903,806,78,24
gadsden regional medical center,35903,807,78,24
gadsden regional medical center,35903,808,78,24
gadsden regional medical center,35903,809,78,24
gadsden regional medical center,35903,810,78,24
gadsden regional medical center,35903,811,78,24
gadsden regional medical center,35903,812,78,24
gadsden regional medical center,35903,813,78,24
gadsden regional medical center,35903,814,78,24
gadsden regional medical center,x590x,815,79,1
gadsden regional medical center,35903,816,78,24
gadsden regional medical center,35903,817,78,24
gadsden regional medical center,35903,818,78,24
gadsden regional medical center,35903,819,78,24
gadsden regional medical center,35903,820,78,24
gadsden regional medical center,35903,821,78,24
gadsden regional medical center,35903,822,78,24
gadsden regional medical center,35903,823,78,24
gadsden regional medical center,35903,824,78,24
gadsden regional medical center,35903,825,78,24
gadsden regional medical center,35903,826,78,24
chilton medical center,35045,827,80,25
chilton medical center,35045,828,80,25
chilton medical center,35045,829,80,25
chilton medical center,35045,830,80,25
chilton medical center,35045,831,80,25
chilton medical center,35045,832,80,25
chilton medical center,35045,833,80,25
chilton medical center,35045,834,80,25
chilton medical center,35045,835,80,25
chilton medical center,35045,836,80,25
chilton medical center,35045,837,80,25
chilton medical center,35045,838,80,25
chilton medical center,35045,839,80,25
chilton medical center,35045,840,80,25
chilton medical center,35045,841,80,25
chilton medical center,35045,842,80,25
chilton medical center,35045,843,80,25
chilton medical center,35045,844,80,25
chilton medical center,35045,845,80,25
chilton medical center,35045,846,80,25
chilton medical center,35045,847,80,25
chilton medical center,35045,848,80,25
chilton medical center,35045,849,80,25
chilton medical center,35045,850,80,25
chilton medical center,35045,851,80,25
marion regional medical center,35570,852,81,25
marion regional medical center,35570,853,81,25
marion regional medical center,35570,854,81,25
marion regional medical center,35570,855,81,25
marion regional medical center,35570,856,81,25
marion regional medical center,35570,857,81,25
marion regional medical center,35570,858,81,25
marion regional medical center,35570,859,81,25
marion regional medical center,35570,860,81,25
marion regional medical center,35570,861,81,25
marion regional medical center,35570,862,81,25
marion regional medical center,35570,863,81,25
marion regional medical center,35570,864,81,25
marion regional medical center,35570,865,81,25
marion regional medical center,35570,866,81,25
marion regional medical center,35570,867,81,25
marion regional medical center,35570,868,81,25
marion regional medical center,35570,869,81,25
marion regional medical center,35570,870,81,25
marion regional medical center,35570,871,81,25
marion regional medical center,35570,872,81,25
marion regional medical center,35570,873,81,25
marion regional medical center,35570,874,81,25
marion regional medical center,35570,875,81,25
marion regional medical center,35570,876,81,25
fayette medical center,35555,877,82,25
fayette medical center,35555,878,82,25
fayette medical center,35555,879,82,25
fayette medical center,35555,880,82,25
fayette medical center,35555,881,82,25
fayette medical center,35555,882,82,25
fayette medical center,35555,883,82,25
fayette medical center,35555,884,82,25
fayette medical center,35555,885,82,25
fayette medical center,35555,886,82,25
fayette medical center,35555,887,82,25
fayette medical center,35555,888,82,25
fayette medical center,35555,889,82,25
fayette medical center,35555,890,82,25
fayette medical center,35555,891,82,25
fayette medical center,35555,892,82,25
fayette medical center,35555,893,82,25
fayette medical center,35555,894,82,25
fayette medical center,35555,895,82,25
fayette medical center,35555,896,82,25
fayette medical center,35555,897,82,25
fayette medical center,35555,898,82,25
fayette medical center,35555,899,82,25
fayette medical center,35555,900,82,25
fayette medical center,35555,901,82,25
riverview regional medical center,35901,902,83,24
rivxrvixw rxgional mxdical cxntxr,35901,903,84,1
riverview regional medical center,35901,904,83,24
riverview regional medical center,35901,905,83,24
riverview regional medical center,35901,906,83,24
riverview regional medical center,35901,907,83,24
riverview regional medical center,35901,908,83,24
riverview regional medical center,35901,909,83,24
riverview regional medical center,35901,910,83,24
riverview regional medical center,35901,911,83,24
riverview regional medical center,35901,912,83,24
riverview regional medical center,35901,913,83,24
riverview regional medical center,35901,914,83,24
riverview regional medical center,35901,915,83,24
riverview regional medical center,35901,916,83,24
riverview regional medical center,35901,917,83,24
riverview regional medical center,35901,918,83,24
riverview regional medical center,35901,919,83,24
riverview regional medical center,35901,920,83,24
xivexview xegional medical centex,35901,921,85,1
riverview rexional medical center,35901,922,86,1
riverview regional medical center,3590x,923,87,1
riverview regional medical center,35901,924,83,24
riverview regional medical center,35901,925,83,24
riverview regional medical center,35901,926,83,24
riverview regional medical center,35901,927,83,24
riverview regional medical center,35901,928,83,24
riverview regional medical center,35901,929,83,24
georgiana hospital,36033,930,88,24
georgiana hospital,36033,931,88,24
georgiana hospital,36033,932,88,24
georgiana hospital,36033,933,88,24
georgiana hospital,36033,934,88,24
georgiana hospital,36033,935,88,24
georgiana hospital,36033,936,88,24
georgiana hospital,36033,937,88,24
georgiaxa hospital,36033,938,89,1
georgiana hospital,36033,939,88,24
georgiana hospital,36033,940,88,24
georgiana hospital,36033,941,88,24
georgiana hospital,36033,942,88,24
georgiana hospital,36033,943,88,24
georgiana hospital,36033,944,88,24
georgiana hospital,36033,945,88,24
georgiana hospital,36033,946,88,24
georgiana hospital,36033,947,88,24
georgiana hospital,36033,948,88,24
georgiana hospital,36033,949,88,24
georgiana hospital,36033,950,88,24
georgiana hospital,36033,951,88,24
georgiana hospital,36033,952,88,24
georgiana hospital,36033,953,88,24
georgiana hospital,36033,954,88,24
medical center enterprise,36330,955,90,23
medixal xenter enterprise,36330,956,91,1
medical center enterprise,36330,957,90,23
medical center enterprise,36330,958,90,23
medical center enterprise,36330,959,90,23
medical center enterprise,36330,960,90,23
medical center enterprise,36330,961,90,23
medxcal center enterprxse,36330,962,92,1
medical center enterprise,36330,963,90,23
medical center enterprise,36330,964,90,23
medical center enterprise,36330,965,90,23
medical center enterprise,36330,966,90,23
medical center enterprise,36330,967,90,23
medical center enterprise,36330,968,90,23
medical center enterprise,36330,969,90,23
medical center enterprise,36330,970,90,23
medical center enterprise,36330,971,90,23
medical center enterprise,36330,972,90,23
medical center enterprise,36330,973,90,23
medical center enterprise,36330,974,90,23
medical center enterprise,36330,975,90,23
medical center enterprise,36330,976,90,23
medical center enterprise,36330,977,90,23
medical center enterprise,36330,978,90,23
medical center enterprise,36330,979,90,23
st vincents blount,35121,980,93,19
st vincents blount,35121,981,93,19
st vincents blount,35121,982,93,19
st vincents blount,35121,983,93,19
st vincents blount,35121,984,93,19
st vincents blount,35121,985,93,19
st vincents blount,35121,986,93,19
st vincents bxount,35121,987,94,1
st vincents blount,35121,988,93,19
st vincents blount,35121,989,93,19
st vincents blount,35121,990,93,19
st vincents blount,35121,991,93,19
st vincents blount,35121,992,93,19
st vincents blount,35121,993,93,19
st vincents blount,35121,994,93,19
st vincents blount,35121,995,93,19
st vincents blount,35121,996,93,19
st vincents blount,35121,997,93,19
st vincents blount,35121,998,93,19
st vincents blount,35121,999,93,19
