RatingValue,original_index,unique_index
7,1672,12
,1673,19
,1674,19
5.9,1675,7
5.3,1676,37
3.5,1677,96
,1678,19
5.5,1679,11
6.3,1680,5
6.7,1681,4
5.8,1682,23
6.1,1683,40
,1684,19
5.2,1685,38
5.9,1686,7
7,1687,12
7.6,1688,2
7.5,1689,3
7.2,1690,1
7.1,1691,17
6.3,1692,5
7.5,1693,3
5.3,1694,37
8.2,1695,24
6.6,1696,18
7.9,1697,15
8.5,1698,41
4.5,1699,35
5.2,1700,38
7.3,1701,22
2.8,1702,110
5.1,1703,26
5.4,1704,42
7.1,1705,17
4.1,1706,52
6.5,1707,36
,1708,19
,1709,19
,1710,19
7.5,1711,3
5.6,1712,50
5.8,1713,23
,1714,19
,1715,19
,1716,19
,1717,19
6.7,1718,4
,1719,19
6,1720,43
7.2,1721,1
6.4,1722,28
7,1723,12
6.3,1724,5
"5.7/10,6.1/10",1725,113
5.4,1726,42
5.7,1727,49
5.9,1728,7
6.5,1729,36
,1730,19
,1731,19
5.7,1732,49
,1733,19
7.1,1734,17
5.7,1735,49
,1736,19
5.7,1737,49
5.4,1738,42
,1739,19
6,1740,43
6.9,1741,10
,1742,19
7.5,1743,3
7.5,1744,3
,1745,19
7,1746,12
7.2,1747,1
,1748,19
,1749,19
4.3,1750,66
7,1751,12
7.5,1752,3
7.2,1753,1
6.4,1754,28
6.2,1755,25
6.1,1756,40
6.6,1757,18
7.8,1758,16
6.4,1759,28
6,1760,43
7.1,1761,17
6.9,1762,10
6.6,1763,18
"6.2/10,6.1/10",1764,114
7.3,1765,22
7.5,1766,3
6.6,1767,18
7.5,1768,3
7.4,1769,14
5.8,1770,23
6.6,1771,18
6.7,1772,4
6.8,1773,6
8.1,1774,9
8.9,1775,97
8.5,1776,41
8.5,1777,41
8.2,1778,24
9.2,1779,115
8.6,1780,0
8.9,1781,97
5.1,1782,26
8.8,1783,64
8.1,1784,9
8.7,1785,86
8.2,1786,24
8.2,1787,24
7.2,1788,1
8.5,1789,41
9,1790,79
8.1,1791,9
7.5,1792,3
9.3,1793,116
8,1794,34
2.9,1795,117
8.2,1796,24
7.8,1797,16
8.3,1798,20
8.4,1799,21
8.1,1800,9
8.2,1801,24
7.8,1802,16
8.3,1803,20
8.3,1804,20
8.1,1805,9
6.3,1806,5
8,1807,34
7.3,1808,22
"7.4/10,5.8/10",1809,118
7.4,1810,14
6.6,1811,18
7.2,1812,1
8,1813,34
7.2,1814,1
7.9,1815,15
6.2,1816,25
6.1,1817,40
6.8,1818,6
8,1819,34
5.4,1820,42
5.3,1821,37
6.1,1822,40
5.9,1823,7
5.5,1824,11
5.6,1825,50
7,1826,12
6.1,1827,40
5.6,1828,50
5.2,1829,38
5.5,1830,11
6.1,1831,40
6.2,1832,25
5.4,1833,42
7.7,1834,13
6.3,1835,5
6.3,1836,5
5.7,1837,49
4.2,1838,39
6.1,1839,40
5.2,1840,38
3.5,1841,96
5.6,1842,50
5.1,1843,26
5.6,1844,50
6,1845,43
6.8,1846,6
4.8,1847,8
6.2,1848,25
5.7,1849,49
6.5,1850,36
7.6,1851,2
6.1,1852,40
5.7,1853,49
5.8,1854,23
6,1855,43
6.3,1856,5
6.6,1857,18
5.4,1858,42
4.4,1859,56
4.7,1860,54
4.3,1861,66
4.7,1862,54
6.2,1863,25
7.4,1864,14
7.8,1865,16
7.3,1866,22
6.1,1867,40
8,1868,34
6.8,1869,6
6.8,1870,6
7.1,1871,17
7.2,1872,1
4.2,1873,39
6.7,1874,4
7.5,1875,3
6.8,1876,6
5.8,1877,23
6.6,1878,18
7.3,1879,22
6.2,1880,25
,1881,19
6.4,1882,28
6,1883,43
6.9,1884,10
6.6,1885,18
7.4,1886,14
7.5,1887,3
6.1,1888,40
7.8,1889,16
5.9,1890,7
7.1,1891,17
8.3,1892,20
7.4,1893,14
6.3,1894,5
7,1895,12
8.1,1896,9
8.1,1897,9
6.5,1898,36
7.8,1899,16
5.9,1900,7
7.1,1901,17
7.2,1902,1
7.5,1903,3
7.3,1904,22
2.4,1905,119
4,1906,70
6.8,1907,6
8,1908,34
5.8,1909,23
6.1,1910,40
5.5,1911,11
5.8,1912,23
7.4/10,1913,120
6.5,1914,36
6.2,1915,25
7.3,1916,22
6.4,1917,28
6.1,1918,40
7.7,1919,13
6.9,1920,10
6.3,1921,5
4.9,1922,59
6.9,1923,10
5.5,1924,11
5.2/10,1925,121
5.7,1926,49
6.2,1927,25
5.3,1928,37
2.3,1929,88
6.7,1930,4
6.2,1931,25
6.4,1932,28
7.6,1933,2
5.8,1934,23
6.1,1935,40
5.6,1936,50
7.3,1937,22
3.7,1938,53
5.8,1939,23
5.5,1940,11
5,1941,63
5.7,1942,49
4.8,1943,8
7.2,1944,1
6,1945,43
6.7,1946,4
6.4,1947,28
"8.6/10,8/10",1948,122
4.5,1949,35
8.2,1950,24
8.3,1951,20
7.8,1952,16
6.8,1953,6
7.2,1954,1
7,1955,12
6.8,1956,6
6.5,1957,36
7,1958,12
6.5,1959,36
7.3,1960,22
6.5,1961,36
4.9,1962,59
6.9,1963,10
6.2,1964,25
6.6,1965,18
7.1,1966,17
6.9,1967,10
7.3,1968,22
7.6,1969,2
7,1970,12
6.5,1971,36
6.6,1972,18
7.2,1973,1
4.6,1974,48
7,1975,12
6.4,1976,28
7.2,1977,1
9.1,1978,123
8.1,1979,9
8.1,1980,9
8.1,1981,9
8.1,1982,9
8.1,1983,9
8.1,1984,9
8.1,1985,9
8.1,1986,9
8.3,1987,20
6.2,1988,25
7.2,1989,1
7.4,1990,14
6.2,1991,25
8.2,1992,24
7.1,1993,17
7.3,1994,22
7.6/10,1995,124
6.9,1996,10
7.2,1997,1
6.6,1998,18
7.6,1999,2
8,2000,34
8,2001,34
8.2,2002,24
8.1,2003,9
7.6,2004,2
7.2/10,2005,125
7.4,2006,14
7.8,2007,16
7.7,2008,13
5.2,2009,38
6.5,2010,36
8.2,2011,24
5.8,2012,23
5.2,2013,38
6.5,2014,36
5.5,2015,11
8.2,2016,24
8.1,2017,9
6.3,2018,5
8,2019,34
7.9,2020,15
7.3,2021,22
6.3,2022,5
6.2,2023,25
7.8,2024,16
6.4,2025,28
8.1,2026,9
7.3,2027,22
7.1,2028,17
7.9,2029,15
7.6,2030,2
8,2031,34
8.2,2032,24
8.4,2033,21
8.9,2034,97
6.9,2035,10
7.6,2036,2
8.2,2037,24
7.2,2038,1
7.4,2039,14
8,2040,34
8.5,2041,41
8.6,2042,0
5.5,2043,11
7.6,2044,2
8,2045,34
7.6,2046,2
5.8,2047,23
7.3,2048,22
7.3,2049,22
8.1,2050,9
7,2051,12
6.2,2052,25
7.6,2053,2
7.1,2054,17
6.2,2055,25
5.3,2056,37
5.9,2057,7
4.3/10,2058,126
8,2059,34
7.7,2060,13
6.8,2061,6
7.1,2062,17
"4.8/10,4.9/10",2063,127
5.7,2064,49
6,2065,43
6.1,2066,40
7.7,2067,13
7.2,2068,1
7.4,2069,14
6.4,2070,28
,2071,19
8.1,2072,9
8,2073,34
7.7,2074,13
8,2075,34
8.1,2076,9
8,2077,34
5.4,2078,42
8.1,2079,9
7.9,2080,15
7.7,2081,13
5.7,2082,49
7,2083,12
5.8,2084,23
6.6,2085,18
4.9,2086,59
6.5,2087,36
7.5,2088,3
7.6,2089,2
7.2,2090,1
6.3,2091,5
7.8,2092,16
7.6,2093,2
6.7,2094,4
7.5,2095,3
6.9,2096,10
6.8,2097,6
6,2098,43
7.8,2099,16
8,2100,34
8,2101,34
7.9,2102,15
7.2,2103,1
5.4,2104,42
,2105,19
7.6,2106,2
,2107,19
,2108,19
6.7,2109,4
7.3,2110,22
7.6,2111,2
7.4,2112,14
8.1,2113,9
6.9,2114,10
6.9,2115,10
6.8,2116,6
6.9,2117,10
6.9,2118,10
7.2,2119,1
5.9,2120,7
6.3,2121,5
6.1,2122,40
6.8,2123,6
6.5,2124,36
7.1,2125,17
7.1,2126,17
7.1,2127,17
6.9,2128,10
7.3,2129,22
7.2,2130,1
7.2,2131,1
6.8,2132,6
6,2133,43
,2134,19
5.2,2135,38
6.7,2136,4
5.5,2137,11
6.8,2138,6
7,2139,12
6.5,2140,36
6.2,2141,25
7.4,2142,14
"5.2/10,5/10",2143,128
7,2144,12
6.1,2145,40
6.4,2146,28
6.8,2147,6
6.6,2148,18
7.5,2149,3
6.2,2150,25
7,2151,12
8.1,2152,9
8,2153,34
6.5,2154,36
7.6,2155,2
5.9,2156,7
6.6,2157,18
7.5,2158,3
6.4,2159,28
6.4,2160,28
7.8,2161,16
6.9,2162,10
7.5,2163,3
7.2,2164,1
6.7,2165,4
5.2,2166,38
7.8,2167,16
6.5,2168,36
7.7,2169,13
5.8,2170,23
7.1,2171,17
4.9,2172,59
7.2,2173,1
7.8,2174,16
5.4,2175,42
3.7,2176,53
6.1,2177,40
7.5,2178,3
6.8,2179,6
7.6,2180,2
6.5,2181,36
"3.9/10,3.9/10",2182,129
5.9,2183,7
6.6,2184,18
7.7,2185,13
5.7,2186,49
6.8,2187,6
6.6,2188,18
7.1,2189,17
6.6,2190,18
6.1,2191,40
7.4,2192,14
7,2193,12
7.4,2194,14
6.1,2195,40
8.3,2196,20
6.6,2197,18
8.6,2198,0
8.3,2199,20
7.7,2200,13
7.6,2201,2
7.8,2202,16
6.9,2203,10
6.8,2204,6
8,2205,34
7.7,2206,13
6.8,2207,6
7.3,2208,22
6.7,2209,4
4.8,2210,8
7.7,2211,13
7.9,2212,15
6.7,2213,4
6.8,2214,6
7.4,2215,14
8.1,2216,9
7.1,2217,17
5.9,2218,7
6.7,2219,4
7.2,2220,1
8.1,2221,9
7.5,2222,3
6,2223,43
6.8,2224,6
6.9,2225,10
6.6,2226,18
5.8,2227,23
6.3,2228,5
7.1,2229,17
6.5,2230,36
6.9,2231,10
6.6,2232,18
6.9,2233,10
6.8,2234,6
7.5,2235,3
5.9,2236,7
"5.9/10,5.9/10",2237,130
4.2,2238,39
4.9,2239,59
6.4/10,2240,131
4.3,2241,66
7.2,2242,1
7.7,2243,13
"6.7/10,6.4/10",2244,132
7.7,2245,13
7.7,2246,13
7.5,2247,3
7.1,2248,17
5.4,2249,42
7.5,2250,3
7,2251,12
4.7,2252,54
6.8,2253,6
7.7,2254,13
"8.3/10,8.5/10",2255,133
6.8,2256,6
7.7,2257,13
7.4,2258,14
7,2259,12
7.6,2260,2
8,2261,34
5.9,2262,7
6.8,2263,6
6.7,2264,4
5.8,2265,23
6.8,2266,6
7.3,2267,22
6.6,2268,18
6.2,2269,25
6.6,2270,18
7.8,2271,16
8,2272,34
6.6,2273,18
5.8,2274,23
4.3,2275,66
6.8,2276,6
,2277,19
7.1,2278,17
7.5,2279,3
6.8,2280,6
7,2281,12
5.8,2282,23
6.5,2283,36
6.2,2284,25
5.1,2285,26
,2286,19
7.8,2287,16
6.4,2288,28
7.7,2289,13
8,2290,34
7.3,2291,22
6.4,2292,28
6.7,2293,4
6.2,2294,25
5.9,2295,7
6.3,2296,5
6.6,2297,18
5.9,2298,7
7.8,2299,16
7.2,2300,1
"8.4/10,7.7/10",2301,134
5.6,2302,50
6.6,2303,18
7.4,2304,14
7.1,2305,17
6.6,2306,18
7.7,2307,13
6.1,2308,40
7.8,2309,16
"6.4/10,5.7/10",2310,135
7.2,2311,1
7.8,2312,16
6.7,2313,4
"7.4/10,7.1/10",2314,136
6.7,2315,4
7.3,2316,22
7.5,2317,3
6.4,2318,28
7.4,2319,14
7.9,2320,15
5.9,2321,7
7.5,2322,3
7.1,2323,17
6,2324,43
6.8,2325,6
6.1,2326,40
7.5,2327,3
"6.1/10,6/10",2328,137
7.6,2329,2
7.6,2330,2
6.4,2331,28
6.5,2332,36
6.9,2333,10
7.5,2334,3
6.9,2335,10
6.9,2336,10
6.4,2337,28
7.3,2338,22
7.3,2339,22
7.7,2340,13
6.6,2341,18
6.8,2342,6
6.1,2343,40
2.7,2344,60
7.6,2345,2
6,2346,43
5.4,2347,42
6.7,2348,4
6.6,2349,18
5.6,2350,50
7.2,2351,1
5.7,2352,49
7.1,2353,17
6.3,2354,5
5.6,2355,50
5.6,2356,50
6.7,2357,4
5.8,2358,23
6.7,2359,4
7.3,2360,22
8,2361,34
7.2,2362,1
7.4,2363,14
4.1,2364,52
7.6,2365,2
6.8,2366,6
7.6,2367,2
7.6,2368,2
6.1,2369,40
7.9,2370,15
7.8,2371,16
6.7,2372,4
6.5,2373,36
6.7,2374,4
6.2,2375,25
6.5,2376,36
6.9,2377,10
7.6,2378,2
7.5,2379,3
7.3,2380,22
6.4,2381,28
7.1,2382,17
7,2383,12
8,2384,34
8.2,2385,24
"7.5/10,6.9/10",2386,138
7.8,2387,16
7.4,2388,14
"6.5/10,5.8/10",2389,139
7.5,2390,3
7.1,2391,17
8.6,2392,0
6.8,2393,6
8.3,2394,20
8.1,2395,9
6.6,2396,18
8.1,2397,9
7.7,2398,13
7.8,2399,16
7.9,2400,15
7.4,2401,14
7.7,2402,13
7.7,2403,13
7.6,2404,2
7.2,2405,1
3.7,2406,53
7.1,2407,17
5.5,2408,11
7.4,2409,14
6.8,2410,6
6.3,2411,5
5.5,2412,11
7.2,2413,1
6.2,2414,25
6.7,2415,4
6.3,2416,5
6,2417,43
5.6,2418,50
5.8,2419,23
5.6,2420,50
5.7,2421,49
6,2422,43
6,2423,43
8.1,2424,9
6.4,2425,28
6.1,2426,40
6.2,2427,25
6.4,2428,28
6.4,2429,28
6,2430,43
6.8,2431,6
5.8,2432,23
5.5,2433,11
6,2434,43
5.8,2435,23
7.2,2436,1
6.8,2437,6
7.4,2438,14
7.3,2439,22
7.1,2440,17
6.7,2441,4
5.4,2442,42
4.4,2443,56
"6.7/10,5.9/10",2444,140
6.1,2445,40
6.3,2446,5
4.2,2447,39
7.2,2448,1
6.9,2449,10
6.9,2450,10
7.1,2451,17
,2452,19
7.6,2453,2
6.7,2454,4
6.9,2455,10
6.7,2456,4
6.7,2457,4
4.5,2458,35
6.1,2459,40
5.9,2460,7
7.2,2461,1
7.4,2462,14
6.7,2463,4
6.2,2464,25
8.2,2465,24
8.6,2466,0
6.3,2467,5
8.3,2468,20
7.9,2469,15
7.5,2470,3
7.3,2471,22
7.8,2472,16
7.7,2473,13
5.4,2474,42
7,2475,12
7.2,2476,1
7,2477,12
7.4,2478,14
6.8,2479,6
7.4,2480,14
6.9,2481,10
3.7,2482,53
6.8,2483,6
6.2,2484,25
5,2485,63
6,2486,43
6.1,2487,40
5.8,2488,23
5.5,2489,11
5.2,2490,38
5.8,2491,23
6.3,2492,5
7.6,2493,2
6.5,2494,36
7.3,2495,22
6.6,2496,18
"8.6/10,8.2/10",2497,141
6.5,2498,36
3.3,2499,30
7,2500,12
7,2501,12
7.3,2502,22
7.8,2503,16
6.8,2504,6
6.4,2505,28
5.5,2506,11
4.8,2507,8
5.6,2508,50
4.7,2509,54
6.9,2510,10
5.5,2511,11
4.8,2512,8
6,2513,43
4.6,2514,48
"8.5/10,8.3/10",2515,142
5.1,2516,26
6.7,2517,4
7.4,2518,14
7.4,2519,14
7.4,2520,14
6.2,2521,25
5,2522,63
7.2,2523,1
7.9,2524,15
6.8,2525,6
"7/10,7.2/10",2526,143
6.6,2527,18
,2528,19
4.1,2529,52
6.2,2530,25
6.5,2531,36
5.2,2532,38
6.7,2533,4
6.1,2534,40
5.1,2535,26
4.8,2536,8
5,2537,63
4.6,2538,48
8.2,2539,24
5.2,2540,38
4.4,2541,56
6.2,2542,25
6.6,2543,18
5.4,2544,42
6,2545,43
7.1,2546,17
6.9,2547,10
6.4,2548,28
6.9,2549,10
7,2550,12
,2551,19
5.8,2552,23
,2553,19
8,2554,34
7.9,2555,15
7.8,2556,16
7.5,2557,3
8,2558,34
7.8,2559,16
7.4,2560,14
7.9,2561,15
7.9,2562,15
7.2,2563,1
7.9,2564,15
7.1,2565,17
8.6,2566,0
7.5,2567,3
6.4,2568,28
8.1,2569,9
8.4,2570,21
8.5,2571,41
7.1,2572,17
8.3,2573,20
8.4,2574,21
3.8,2575,82
6,2576,43
7.9,2577,15
8.8,2578,64
6.3,2579,5
7.7,2580,13
7.4,2581,14
7.5,2582,3
5.4,2583,42
7.1,2584,17
7.5,2585,3
7.7,2586,13
6.2,2587,25
7.4,2588,14
7.3,2589,22
6.8,2590,6
7.2,2591,1
7.7,2592,13
8.5,2593,41
7.4,2594,14
6.2,2595,25
7.7,2596,13
6.7,2597,4
6.5,2598,36
3.3,2599,30
5.4,2600,42
3.6,2601,69
7.8,2602,16
4.7,2603,54
6.2,2604,25
7.2,2605,1
6.1,2606,40
7.2,2607,1
6.4,2608,28
5.5,2609,11
5.9,2610,7
6.3,2611,5
7.3,2612,22
6.4,2613,28
5.4,2614,42
"5.3/10,6/10",2615,144
5.8,2616,23
6.3,2617,5
5.5,2618,11
4.9,2619,59
8,2620,34
4.6,2621,48
4.8,2622,8
7.5,2623,3
5.9,2624,7
5.9,2625,7
6.4,2626,28
5.8,2627,23
5.8,2628,23
5.8,2629,23
5.3,2630,37
6.8,2631,6
5.2,2632,38
5.8,2633,23
6.7,2634,4
7.1,2635,17
7.6,2636,2
5.8,2637,23
6.2,2638,25
6.8,2639,6
6.7,2640,4
7.2,2641,1
4.6,2642,48
6.4,2643,28
6.1,2644,40
7.2,2645,1
7.2,2646,1
7.2,2647,1
7.1,2648,17
6.3,2649,5
6,2650,43
7.7,2651,13
7.9,2652,15
4.8,2653,8
5.9,2654,7
7.3,2655,22
7.8,2656,16
7,2657,12
6.6,2658,18
7.7,2659,13
8,2660,34
7.9,2661,15
"8.4/10,8.6/10",2662,145
6.7,2663,4
6.8,2664,6
6.4,2665,28
5.2,2666,38
5.4,2667,42
3.5,2668,96
7.2,2669,1
5.5,2670,11
5.1,2671,26
6.3,2672,5
6.8,2673,6
6.5,2674,36
6.1,2675,40
7.9,2676,15
7.9,2677,15
6.8,2678,6
6.9,2679,10
5.9,2680,7
6.2,2681,25
6.3,2682,5
6.1,2683,40
6.7,2684,4
7.4,2685,14
6.6,2686,18
5.2,2687,38
6.8,2688,6
5.3,2689,37
5.4,2690,42
4.8,2691,8
6.1,2692,40
4.3,2693,66
7.7,2694,13
5.4,2695,42
5.7,2696,49
5.5,2697,11
7.8,2698,16
8.4,2699,21
6.3,2700,5
8.9,2701,97
7.9,2702,15
7.5,2703,3
8.4,2704,21
4.9,2705,59
5.8,2706,23
5.6,2707,50
7.3,2708,22
6.7,2709,4
6.1,2710,40
7.8,2711,16
5.5,2712,11
"6.2/10,6.1/10",2713,114
4.6,2714,48
7.1,2715,17
5.6,2716,50
4.9,2717,59
,2718,19
"6.5/10,6.7/10",2719,146
4.2,2720,39
3.5,2721,96
4.1,2722,52
4.4,2723,56
6.7,2724,4
5.4,2725,42
6.1,2726,40
5.4,2727,42
6.7,2728,4
4.9,2729,59
5.6,2730,50
7.6,2731,2
5.4,2732,42
6.1,2733,40
5.2,2734,38
5.2,2735,38
7.5,2736,3
7.2,2737,1
"4.7/10,4.2/10",2738,147
6.6,2739,18
1.7,2740,81
6.7,2741,4
6.3,2742,5
6.3,2743,5
6,2744,43
6,2745,43
6,2746,43
6,2747,43
5.8,2748,23
5.9,2749,7
6.2,2750,25
5.7,2751,49
5.9,2752,7
4.7,2753,54
6.6,2754,18
3.9,2755,57
6.2,2756,25
3.3,2757,30
6.1,2758,40
8.3,2759,20
6.2,2760,25
7.4,2761,14
4.5,2762,35
5.1,2763,26
4.2,2764,39
4.5,2765,35
5.7,2766,49
,2767,19
7.2,2768,1
6.2,2769,25
2.1,2770,32
4,2771,70
1.4,2772,148
1.5,2773,149
2.4,2774,119
5.9,2775,7
7.4,2776,14
8.1,2777,9
5.8,2778,23
7.1,2779,17
7.2,2780,1
6.7,2781,4
6.7,2782,4
8.4,2783,21
5.1,2784,26
3.9,2785,57
4,2786,70
4.1,2787,52
6.1,2788,40
4.2,2789,39
5.2,2790,38
6.4,2791,28
7.2,2792,1
7.1,2793,17
6.3,2794,5
6.7,2795,4
5.5,2796,11
5.1,2797,26
4.9,2798,59
6.7,2799,4
6.9,2800,10
5.5,2801,11
6.5,2802,36
5.7,2803,49
6.1,2804,40
3.2,2805,108
"5.9/10,6/10",2806,150
5.1,2807,26
7.1,2808,17
6.7,2809,4
6.7,2810,4
6.7,2811,4
6.9,2812,10
5.8,2813,23
7.8,2814,16
6.8,2815,6
7.7,2816,13
6.5,2817,36
5.4,2818,42
7.1,2819,17
6.7,2820,4
7.2,2821,1
6.1,2822,40
6.3,2823,5
5.8,2824,23
6.8,2825,6
6.4,2826,28
6.7,2827,4
4.6,2828,48
6.7,2829,4
6.9,2830,10
6.1,2831,40
"6.4/10,5.5/10",2832,151
6.8,2833,6
6.6,2834,18
7.6,2835,2
7.3,2836,22
6.5,2837,36
6.3,2838,5
7.5,2839,3
7.2,2840,1
7.2,2841,1
7.9,2842,15
6.9,2843,10
7.4,2844,14
7.8,2845,16
7.6,2846,2
5.2,2847,38
4.8,2848,8
5.7,2849,49
3.8,2850,82
4.8,2851,8
"4/10,4.2/10",2852,152
5.4,2853,42
5.9,2854,7
5.2,2855,38
3.1,2856,153
5.6,2857,50
6.8,2858,6
5.9,2859,7
7.3,2860,22
7.2,2861,1
5.7,2862,49
6.3,2863,5
4,2864,70
4.9,2865,59
6.3,2866,5
6.9,2867,10
6.4,2868,28
5.9,2869,7
6.1,2870,40
7,2871,12
7,2872,12
6.4,2873,28
7.3,2874,22
6.4,2875,28
5.5,2876,11
5.8,2877,23
6.6,2878,18
7.2,2879,1
4.4,2880,56
5.8,2881,23
6.1,2882,40
4.9,2883,59
5.8,2884,23
4.2,2885,39
5.8,2886,23
,2887,19
5.1,2888,26
5.7,2889,49
5.6,2890,50
5.6,2891,50
5.5,2892,11
5.9,2893,7
5.6,2894,50
5.6,2895,50
7,2896,12
6.4,2897,28
6.9,2898,10
6.6,2899,18
6,2900,43
6,2901,43
7,2902,12
6.3,2903,5
"2.4/10,3.6/10",2904,154
5.1,2905,26
6.1,2906,40
4.1,2907,52
5.7,2908,49
6.2,2909,25
4.4,2910,56
4.4,2911,56
3.6,2912,69
6.9,2913,10
3.7,2914,53
5.4,2915,42
6,2916,43
6.6,2917,18
5.8,2918,23
4.9,2919,59
4.5,2920,35
5.5,2921,11
6.2,2922,25
6.2,2923,25
5.9,2924,7
6.2,2925,25
6.8,2926,6
5.9,2927,7
6,2928,43
5.9,2929,7
4.9,2930,59
7.1,2931,17
4.7,2932,54
6.3,2933,5
,2934,19
6.6,2935,18
,2936,19
5.4,2937,42
7,2938,12
5.7,2939,49
6.6,2940,18
6.8,2941,6
5.5,2942,11
6.1,2943,40
6.9,2944,10
5.9,2945,7
7.7,2946,13
3.8,2947,82
5.8,2948,23
6.7,2949,4
4.9,2950,59
4.8,2951,8
8.3,2952,20
6.3,2953,5
6.8,2954,6
7.1,2955,17
6.6,2956,18
6,2957,43
5.2,2958,38
3.3,2959,30
7.1,2960,17
5.6,2961,50
5.7,2962,49
5.9,2963,7
6.9,2964,10
5,2965,63
7.2,2966,1
6.2,2967,25
6.7,2968,4
6.9,2969,10
6,2970,43
5.6,2971,50
7.2,2972,1
7.3,2973,22
4.2,2974,39
,2975,19
4.8,2976,8
5.5,2977,11
6.6,2978,18
5.5,2979,11
7.1,2980,17
3.9,2981,57
6.7,2982,4
6.8,2983,6
5.6,2984,50
5.7,2985,49
4.6,2986,48
4.6,2987,48
6.6,2988,18
,2989,19
5.6,2990,50
7.7,2991,13
7.8,2992,16
6,2993,43
6.2,2994,25
6.7,2995,4
4.2,2996,39
6.1,2997,40
"4.4/10,4.5/10",2998,155
8.2,2999,24
4.4,3000,56
6.5,3001,36
6.1,3002,40
6.1,3003,40
6.2,3004,25
4.5,3005,35
5.8,3006,23
7.5,3007,3
,3008,19
7.4,3009,14
6.6,3010,18
7.5,3011,3
6.8,3012,6
7.1,3013,17
6.3,3014,5
6,3015,43
5.4,3016,42
5.9,3017,7
6.7,3018,4
6,3019,43
4.6,3020,48
6.6,3021,18
6.9,3022,10
6.1,3023,40
7,3024,12
7.5,3025,3
7.3,3026,22
6,3027,43
7.1,3028,17
7,3029,12
7.3,3030,22
6.7,3031,4
6.8,3032,6
6.6,3033,18
6,3034,43
7.2,3035,1
7.5,3036,3
6.7,3037,4
7.1,3038,17
6.8,3039,6
7.3,3040,22
6,3041,43
6.2,3042,25
5,3043,63
6.6,3044,18
6.1,3045,40
7.5,3046,3
4.3,3047,66
6.6,3048,18
7.1,3049,17
6.1,3050,40
4.7,3051,54
4.5,3052,35
5.4,3053,42
7.2,3054,1
4,3055,70
6.6,3056,18
5.6,3057,50
,3058,19
,3059,19
,3060,19
,3061,19
6.3,3062,5
6.6,3063,18
7.6,3064,2
6.7,3065,4
7.1,3066,17
5.9,3067,7
7,3068,12
6.7,3069,4
6.6,3070,18
7.1,3071,17
6.9,3072,10
7.4,3073,14
7.1,3074,17
7.1,3075,17
7.3,3076,22
6.6,3077,18
6.6,3078,18
6.6,3079,18
7,3080,12
6.3,3081,5
6.8,3082,6
7.2,3083,1
7,3084,12
7.2,3085,1
7,3086,12
7.1,3087,17
7.3,3088,22
7.2,3089,1
7.2,3090,1
6.3,3091,5
6.7,3092,4
6.7,3093,4
6,3094,43
7.6,3095,2
6.7,3096,4
6.4,3097,28
7.2,3098,1
7.2,3099,1
6.7,3100,4
7.5,3101,3
7.6,3102,2
6.7,3103,4
7.5,3104,3
6.3,3105,5
7,3106,12
6.3,3107,5
5.9,3108,7
7.2,3109,1
6.6,3110,18
6.3,3111,5
7.6/10,3112,124
6.9,3113,10
7.7,3114,13
7.5,3115,3
6.5,3116,36
7.1,3117,17
7.1,3118,17
7.4,3119,14
7.1,3120,17
7,3121,12
7.1,3122,17
7.8,3123,16
7.2,3124,1
7.9,3125,15
7.3,3126,22
7.3,3127,22
6.8,3128,6
7.1,3129,17
7.6,3130,2
7,3131,12
8,3132,34
"6.1/10,5.5/10",3133,156
7.9,3134,15
7.1,3135,17
7.5,3136,3
6.4,3137,28
6.8,3138,6
"6.8/10,7/10",3139,157
7,3140,12
6.7,3141,4
,3142,19
6.8,3143,6
4.7,3144,54
6.6,3145,18
7.4,3146,14
5.8,3147,23
6.9,3148,10
6.1,3149,40
4.3,3150,66
6.3,3151,5
5.5,3152,11
7.6,3153,2
5.3,3154,37
5.6,3155,50
6.7,3156,4
7.3,3157,22
5.9,3158,7
6.9,3159,10
6.2,3160,25
5.2,3161,38
6.6,3162,18
6,3163,43
7.4,3164,14
7,3165,12
7,3166,12
7.1,3167,17
7,3168,12
5.8,3169,23
7.6,3170,2
6,3171,43
7.2,3172,1
6.4,3173,28
,3174,19
6.5,3175,36
6.9,3176,10
7.6,3177,2
5.8,3178,23
6.4,3179,28
5.6,3180,50
7.4,3181,14
8,3182,34
6.7,3183,4
5.7,3184,49
7.4,3185,14
8,3186,34
6.7,3187,4
7,3188,12
,3189,19
,3190,19
6.1,3191,40
7.5,3192,3
"3.3/10,3.9/10",3193,158
5.3,3194,37
4.9,3195,59
5,3196,63
3,3197,76
6.4,3198,28
6.6,3199,18
"7.3/10,7.6/10",3200,159
7,3201,12
7.1,3202,17
6.5,3203,36
6.4,3204,28
7.5,3205,3
5.9,3206,7
6.6,3207,18
6.5,3208,36
6.6,3209,18
3,3210,76
5.4,3211,42
6.4,3212,28
7.2,3213,1
5.5,3214,11
3.7,3215,53
8,3216,34
7.8,3217,16
7.2,3218,1
7.7,3219,13
8,3220,34
6.3,3221,5
6.7,3222,4
7.8,3223,16
8.1,3224,9
7.2,3225,1
7.3,3226,22
7.8,3227,16
7.6,3228,2
8.1,3229,9
8.1,3230,9
7.3,3231,22
7.8,3232,16
7.9,3233,15
7.5,3234,3
7.8,3235,16
7.8,3236,16
7.5,3237,3
7.6,3238,2
