beer-name,original_index,unique_index
Black Star Double Hopped Golden Lager (12 oz.),958,933
Commotion APA,959,934
Southern Drawl Pale Lager,960,935
Chickawawa Lemonale,961,936
Barrel Aged Farmer,962,937
Great River Golden Ale,963,938
Dirty Blonde Chocolate Ale,964,939
Dos Pistolas,965,940
Owney Irish Style Red Ale,966,941
Aaah Bock Lager,967,942
Widespread Wit,968,943
Roller Dam Red Ale,969,944
483 Pale Ale,970,945
Hop A Potamus Double Dark Rye Pale Ale,971,946
Farmer Brown Ale,972,947
Big Cock IPA,973,948
Oktoberfest,974,571
40th Annual Bix Street Fest Copper Ale (Current),975,949
Redband Stout,976,950
483 Pale Ale (2010),977,951
Roller Dam Red Ale (2010),978,952
Pablo Beach Pale Ale,979,953
Wild Trail Pale Ale,980,954
Mothman Black IPA,981,955
Autumn Winds Fest Beer,982,956
Captain's Daughter,983,957
Autumn Winds,984,958
Flying Jenny Extra Pale Ale,985,959
Hazy Day Belgian-Style Wit,986,960
Bring Back the Beach Blonde Ale,987,961
Leaning Chimney Smoked Porter,988,962
Flying Jenny Extra Pale Ale (2012),989,963
Flagship Ale,990,964
Mr. Blue Sky,991,965
3 Scrooges,992,966
Screamin’ Pumpkin,993,967
Grand Trunk Bohemian Pils,994,968
El Rojo,995,969
Norm's Raggedy Ass IPA,996,970
Grind Line,997,971
Norm's Gateway IPA,998,972
Lemon Shandy Tripel,999,973
Little Red Cap,1000,974
Supergoose IPA,1001,975
Hale's Pale American Ale,1002,976
Heyoka IPA,1003,977
Guest Lager,1004,978
Pony Pilsner,1005,979
Akari Shogun American Wheat Ale,1006,980
Meat Wave,1007,981
Over Ale,1008,982
Gossamer Golden Ale,1009,983
Daisy Cutter Pale Ale,1010,984
Pursuit,1011,985
Half Full Bright Ale,1012,986
Orange Wheat,1013,987
Hangar 24 Helles Lager,1014,988
The Great Return,1015,989
Hardywood Cream Ale,1016,990
Capital Trail Pale Ale,1017,991
UFO Gingerland,1018,992
The Long Thaw White IPA,1019,993
Honey Cider,1020,994
Harpoon Summer Beer,1021,995
Harpoon IPA,1022,996
UFO Pumpkin,1023,997
Harpoon Octoberfest,1024,998
Harpoon IPA (2012),1025,999
Harpoon Summer Beer (2012),1026,1000
UFO White,1027,1001
Harpoon Summer Beer (2010),1028,1002
Harpoon IPA (2010),1029,1003
Great Falls Select Pale Ale,1030,1004
Beltian White,1031,1005
Kaua'i Golden Ale,1032,1006
Sunset Amber,1033,1007
Hapa Brown Ale,1034,1008
Hapa Brown Ale,1035,1008
Southern Cross,1036,1009
Groupe G,1037,1010
Pt. Bonita Rustic Lager,1038,1011
Hill 88 Double IPA,1039,1012
Loose Cannon,1040,1013
AARGHtoberfest!,1041,1014
Davy Jones Lager,1042,1015
Grazias,1043,1016
Habitus IPA,1044,1017
Ex Umbris Rye Imperial Stout,1045,1018
The Golden One,1046,1019
The Power of Zeus,1047,1020
Tonganoxie Honey Wheat,1048,1021
Oregon Trail Unfiltered Raspberry Wheat,1049,1022
Annie's Amber Ale,1050,1023
The 12th Can™,1051,1024
Hilliard's Pils,1052,1025
Hilliard's Blonde,1053,1026
Hilliard's Amber Ale,1054,1027
Hilliard's Saison,1055,1028
White Cap White IPA,1056,1029
Provision,1057,1030
One Nut Brown,1058,1031
Hop Farm IPA,1059,1032
Double D Blonde,1060,1033
Festeroo Winter Ale,1061,1034
Proxima IPA,1062,1035
Double D Blonde (2013),1063,1036
541 American Lager,1064,1037
Alphadelic IPA,1065,1038
Alphadelic IPA (2011),1066,1039
Double D Blonde (2011),1067,1040
Green House India Pale Ale,1068,1041
The One They Call Zoe,1069,1042
Alteration,1070,1043
Pale Dog,1071,1044
Porter Culture,1072,1045
Hard Cider,1073,1046
Totally Radler,1074,1047
Nonstop Hef Hop,1075,1048
Nonstop Hef Hop,1076,1048
Nonstop Hef Hop,1077,1048
Nonstop Hef Hop,1078,1048
Nonstop Hef Hop,1079,1048
Nonstop Hef Hop,1080,1048
Nonstop Hef Hop,1081,1048
Nonstop Hef Hop,1082,1048
Nonstop Hef Hop,1083,1048
Nonstop Hef Hop,1084,1048
Nonstop Hef Hop,1085,1048
Nonstop Hef Hop,1086,1048
Rise Up Red,1087,1049
Survival Stout,1088,1050
Hopworks IPA,1089,1051
Abominable Winter Ale,1090,1052
Pigwar White India Pale Ale,1091,1053
Rise-Up Red (2014),1092,1054
Abominable Winter Ale (2012),1093,1055
HUB Lager,1094,1056
Hopworks IPA (2012),1095,1057
Watermelon Wheat,1096,1058
Laka Laka Pineapple,1097,1059
Oktoberfest,1098,571
Trail Maker Pale Ale,1099,1060
Action Man Lager,1100,1061
Let It Ride IPA,1101,1062
Stir Crazy Winter Ale,1102,1063
Sweet Yamma Jamma Ale,1103,1064
Shenanigans Summer Ale,1104,1065
Midnight Ryder,1105,1066
Day Tripper Pale Ale,1106,1067
Oklahoma Suks,1107,1068
Power & Light,1108,1069
White Rabbit,1109,1070
Tribute,1110,1071
Infamous IPA,1111,1072
Hijack,1112,1073
Jon Boat Coastal Ale,1113,1074
I-10 IPA,1114,1075
People's Pale Ale,1115,1076
Summer Ale,1116,1077
Appreciation Ale,1117,1078
House Lager,1118,1079
Leisure Time,1119,1080
Excess IPL,1120,1081
Hoponius Union,1121,1082
Calyptra,1122,1083
Helen's Blend,1123,1084
Jack's Hard Cider,1124,1085
Thunder Ann,1125,1086
Razz Wheat,1126,1087
Hop Ryot,1127,1088
Mystic Mama IPA,1128,1089
Firefly Amber Ale,1129,1090
Chomolungma Honey Nut Brown Ale,1130,1091
Welcome to Scoville,1131,1092
Bastian,1132,1093
Healani,1133,1094
Yabba Dhaba Chai Tea Porter,1134,1095
A Capella Gluten Free Pale Ale,1135,1096
Casper White Stout,1136,1097
JP's Ould Sod Irish Red IPA,1137,1098
Weize Guy,1138,1099
Fox Tail Gluten Free Ale,1139,1100
Hop Box Imperial IPA,1140,1101
Joseph James American Lager,1141,1102
Sucha Much IPA,1142,1103
Lewbricator Wheat Dopplebock,1143,1104
Weisse Versa (2012),1144,1105
Mother in Lager,1145,1106
Weekend Warrior Pale Ale,1146,1107
Karbachtoberfest,1147,1108
Love Street Summer Seasonal (2014),1148,1109
Barn Burner Saison,1149,1110
Rodeo Clown Double IPA,1150,1111
Sympathy for the Lager,1151,1112
Weisse Versa,1152,1113
Hopadillo India Pale Ale,1153,1114
KelSo Nut Brown Lager,1154,1115
KelSo India Pale Ale,1155,1116
KelSo Pilsner,1156,1117
Skilak Scottish Ale,1157,1118
Peninsula Brewers Reserve (PBR),1158,1119
Sunken Island IPA,1159,1120
Skilak Scottish Ale (2011),1160,1121
Cold Smoke Scotch Ale (2007),1161,1122
Double Haul IPA (2009),1162,1123
Double Haul IPA (2006),1163,1124
Eddy Out Pale Ale,1164,1125
Double Haul IPA,1165,1126
Cold Smoke Scotch Ale,1166,1127
U. P. Witbier,1167,1128
November Gale Pale Ale,1168,1129
Olde Ore Dock Scottish Ale,1169,1130
Widow Maker Black Ale,1170,1131
Lift Bridge Brown Ale,1171,1132
Pick Axe Blonde Ale,1172,1133
Red Jacket Amber Ale,1173,1134
Amber Ale,1174,1135
King Street Pilsner,1175,1136
King Street IPA,1176,1137
King Street Hefeweizen,1177,1138
King Street Blonde Ale,1178,1139
India Pale Ale,1179,1140
Blackberry Wheat,1180,1141
Longboard Island Lager,1181,1142
Longboard Island Lager,1182,1142
Longboard Island Lager,1183,1142
Longboard Island Lager,1184,1142
Choc Beer (2003),1185,1143
Bellingham Beer Week 2013 Collaboration,1186,1144
A Slice of Hefen,1187,1145
Elevated IPA,1188,1146
Rumspringa Golden Bock,1189,1147
Lancaster German Style Kölsch,1190,1148
Beach Cruiser,1191,1149
I.P. Eh!,1192,1150
Schoolhouse Honey,1193,1151
10 Degrees of Separation,1194,1152
Laughing Dog Cream Ale,1195,1153
Two-One Niner,1196,1154
Laughing Dog IPA,1197,1155
Madra Allta,1198,1156
Duluchan India Pale Ale,1199,1157
Lazy Monk Bohemian Pilsner,1200,1158
Yellowstone Golden Ale,1201,1159
Tumbleweed IPA,1202,1160
Lewis & Clark Amber Ale,1203,1161
Miner's Gold Hefeweizen,1204,1162
Back Country Scottish Ale,1205,1163
Getaway,1206,1164
Farm Girl Saison,1207,1165
Adam's Stout,1208,1166
American Hero,1209,1167
Schweet Ale,1210,1168
Irregardless IPA,1211,1169
Peach Pale Ale,1212,1170
Deadeye Jack,1213,1171
Pistols at Dawn,1214,1172
Peacemaker Pale Ale,1215,1173
Shotgun Betty,1216,1174
Sweet Josie,1217,1175
Long Trail IPA,1218,1176
Long Trail Ale,1219,1177
Double Bag,1220,1178
Blackbeary Wheat,1221,1179
Long Trail Ale (1),1222,1180
Gose,1223,1181
Vermont Pilsner,1224,1182
Mosaic Single Hop IPA,1225,1183
Lost Galaxy,1226,1184
Face Plant IPA,1227,1185
Rhino Chasers Pilsner,1228,1186
Slow Hand Stout,1229,1187
Hips Don't Lie,1230,1188
Ride Again Pale Ale,1231,1189
The Farmer's Daughter,1232,1190
Pub Ale,1233,1191
Ballistic Blonde,1234,1192
Knotty Pine,1235,1193
Lumberyard Pilsner,1236,1194
Lumberyard IPA,1237,1195
Lumberyard Red Ale,1238,1196
Mac's Highlander Pale Ale (2000),1239,1197
Mac's Scottish Style Amber Ale (2000),1240,1198
Macon Progress Ale,1241,1199
Macon History Ale,1242,1200
Galaxy High,1243,1201
Sol Drifter,1244,1202
Thunder Snow,1245,1203
The Great Pumpcan,1246,1204
LIFT,1247,1205
SPRYE,1248,1206
Psychopathy,1249,1207
Gnarly Brown,1250,1208
Happy Amber,1251,1209
#9,1252,1210
Elder Betty,1253,1211
#9,1254,1210
High Country Pilsner (Current),1255,1212
Epic IPA,1256,1213
Golden Trout Pilsner,1257,1214
Real McCoy Amber Ale (Current),1258,1215
Festivus (1),1259,1216
Manayunk Oktoberfest,1260,1217
Belgian Style Session Ale,1261,1218
Manayunk IPA,1262,1219
Yunkin' Punkin',1263,1220
Summer Paradise,1264,1221
Monk from the 'Yunk,1265,1222
Schuylkill Punch,1266,1223
Dreamin' Double IPA,1267,1224
Chaotic Double IPA,1268,1225
Manzanita IPA,1269,1226
Riverwalk Blonde Ale,1270,1227
Gillespie Brown Ale,1271,1228
Manzanita Pale Ale,1272,1229
Marble Pilsner,1273,1230
Marble India Pale Ale,1274,1231
Toughcats IPA,1275,1232
Tug Pale Ale,1276,1233
Sexy Chaos,1277,1234
Ace Hole American Pale Ale,1278,1235
Cant Dog Imperial Pale Ale,1279,1236
River House,1280,1237
Pretzel Stout,1281,1238
Rubberneck Red,1282,1239
The Imperial Texan,1283,1240
The Imperial Texan,1284,1240
Day Break 4-Grain Breakfast Beer,1285,1241
River House Saison,1286,1242
There Will Be Stout,1287,1243
Our Legacy IPA,1288,1244
Saranac Shandy,1289,1245
Our Legacy IPA,1290,1244
Saranac Golden Pilsener (2003),1291,1246
Saranac Adirondack Light (2002),1292,1247
DAX Light (1998),1293,1248
Saranac Traditional Lager (2000),1294,1249
Pomegranate Wheat (2008),1295,1250
Blueberry Blonde Ale,1296,1251
Saranac White IPA,1297,1252
Saranac Summer Ale (2011),1298,1253
Saranac Pale Ale (12 oz.),1299,1254
Saranac Pale Ale (16 oz.),1300,1255
Lahaina Town Brown,1301,1256
Pau Hana Pilsner,1302,1257
Lemongrass Saison,1303,1258
Aloha B’ak’tun,1304,1259
Liquid Breadfruit,1305,1260
Sobrehumano Palena'ole,1306,1261
La Perouse White,1307,1262
Flyin' HI.P.Hay,1308,1263
Mana Wheat,1309,1264
Bikini Blonde Lager,1310,1265
CoCoNut Porter,1311,1266
Big Swell IPA,1312,1267
Pit Stop Chocolate Porter,1313,1268
Pace Setter Belgian Style Wit,1314,1269
Back in the Saddle Rye Pale Ale,1315,1270
Bushwhacker Cider,1316,1271
Weim-R-Iner,1317,1272
Cherry Bomb,1318,1273
Tsunami IPA,1319,1274
Tsunami IPA,1320,1274
Humpback Blonde Ale,1321,1275
Hawaiian Crow Porter,1322,1276
Volcano Red Ale,1323,1277
Mauna Kea Pale Ale,1324,1278
Shark Bait,1325,1279
Gator Tail Brown Ale,1326,1280
Miami Vice IPA,1327,1281
Big Rod Coconut Ale,1328,1282
Mickey Finn's Amber Ale,1329,1283
Pleasure Town,1330,1284
Pleasure Town IPA,1331,1285
Snowshoe White Ale,1332,1286
Kodiak Brown Ale,1333,1287
Sockeye Red IPA,1334,1288
Habitus (2014),1335,1289
Solis,1336,1290
Jucundus,1337,1291
Habitus,1338,1292
Grazias,1339,1016
Claritas,1340,1293
Vinyl Frontier,1341,1294
Disco Superfly,1342,1295
Misty Mountain Hop,1343,1296
One-Hit Wonderful,1344,1297
En Parfaite Harmonie,1345,1298
Daft Funk,1346,1299
Love In An Ellavator,1347,1300
Spin Doctor,1348,1301
Keeper (Current),1349,1302
Better Half,1350,1303
SNO White Ale,1351,1304
BRIK Irish Red Ale,1352,1305
AXL Pale Ale,1353,1306
Hop Freak,1354,1307
Louie's Demise Amber Ale,1355,1308
Hop Happy,1356,1309
Booyah Farmhouse Ale,1357,1310
O-Gii,1358,1311
Flaming Damsel Lager (2010),1359,1312
Louie’s Demise Immort-Ale (2010),1360,1313
Axe Head Malt Liquor,1361,1314
Huber Bock (2014),1362,1315
Minhas Light (2012),1363,1316
Huber,1364,1317
Clear Creek Ice,1365,1318
Clear Creek Ice,1366,1318
Mountain Crest,1367,1319
Mountain Crest,1368,1319
Mountain Creek (2013),1369,1320
Boxer,1370,1321
Boxer Light,1371,1322
Boxer Ice,1372,1323
Boxer,1373,1321
Cortez Gold,1374,1324
Mission IPA,1375,1325
El Conquistador Extra Pale Ale,1376,1326
Shipwrecked Double IPA,1377,1327
Squeaky Bike Nut Brown Ale,1378,1328
Dead Horse Amber,1379,1329
Rocket Bike American Lager,1380,1330
Johnny's American IPA,1381,1331
Boneshaker Brown Ale,1382,1332
Iron Mike Pale Ale,1383,1333
Monkadelic,1384,1334
City of the Sun,1385,1335
Booming Rollers,1386,1336
Oneida,1387,1337
Aurora,1388,1338
Lomaland,1389,1339
Fortunate Islands,1390,1340
Black House,1391,1341
Blazing World,1392,1342
Wapiti Amber Ale,1393,1343
Sweet Georgia Brown,1394,1344
Rich Man's IIPA,1395,1345
Monkey Paw Oatmeal Pale Ale,1396,1346
Montauk Summer Ale,1397,1347
Driftwood Ale,1398,1348
When Helles Freezes Over,1399,1349
Morgan Street Oktoberfest,1400,1350
Honey Wheat,1401,1351
Black Bear Dark Lager,1402,1352
Golden Pilsner,1403,1353
Cali Creamin',1404,1354
Second Wind Pale Ale,1405,1355
Sunny Haze,1406,1356
Towhead,1407,1357
Lil' Helper,1408,1358
Train Wreck,1409,1359
Full Moon Belgian White Ale,1410,1360
Desert Magic IPA,1411,1361
Up River Light,1412,1362
Full Moon Belgian White Ale (2007),1413,1363
Dry Heat Hefeweizen (2006),1414,1364
Mustang Sixty-Six,1415,1365
Mustang '33,1416,1366
Session '33 (2011),1417,1367
Mustang Golden Ale,1418,1368
Washita Wheat,1419,1369
Gansett Light,1420,1370
Bohemian Pils,1421,1371
Autocrat Coffee Milk Stout,1422,1372
Narragansett Bohemian Pilsner,1423,1373
Narragansett Summer Ale,1424,1374
Narragansett Cream Ale,1425,1375
Narragansett Summer Ale,1426,1374
Narragansett Porter,1427,1376
Narragansett Bock,1428,1377
Narragansett Fest Lager,1429,1378
Undun Blonde Ale,1430,1379
CuDa Cascadian Dark Ale,1431,1380
Old Grogham Imperial India Pale Ale,1432,1381
Old Grogham Imperial India Pale Ale (2012),1433,1382
CuDa Cascadian Dark Ale (2012),1434,1383
Undun Blonde Ale (2012),1435,1384
Wick For Brains,1436,1385
Nebraska India Pale Ale,1437,1386
EOS Hefeweizen,1438,1387
Brunette Nut Brown Ale,1439,1388
Cardinal Pale Ale,1440,1389
County Line IPA,1441,1390
Trauger Pilsner,1442,1391
Slow Ride,1443,1392
Ranger IPA,1444,1393
Shift,1445,1394
1554 Black Lager,1446,1395
Blue Paddle,1447,1396
California Route,1448,1397
Snapshot,1449,1398
Sunshine Wheat Beer,1450,1399
Fat Tire Amber Ale,1451,1400
Shift (1),1452,1401
Fat Tire Amber Ale (2011),1453,1402
Shift,1454,1394
Ranger IPA,1455,1393
Fat Tire Amber Ale,1456,1400
Ranger IPA (Current),1457,1403
Sunshine Wheat Beer (2009),1458,1404
Fat Tire Amber Ale (2008),1459,1405
Weiss Trash Culture,1460,1406
Sea Hag IPA,1461,1407
Elm City Pilsner,1462,1408
Atlantic Amber Ale (2004),1463,1409
668 Neighbor of the Beast12 oz.,1464,1410
Gandhi-Bot Double IPA (12 oz.),1465,1411
668 Neighbor of the Beast (16 oz.) (2010),1466,1412
Gandhi-Bot Double IPA (16 oz.) (2010),1467,1413
Elm City Lager (2007),1468,1414
Atlantic Amber Ale (2007),1469,1415
Sea Hag IPA (Current),1470,1416
Rebirth Pale Ale,1471,1417
Irish Channel Stout,1472,1418
MechaHopzilla,1473,1419
Hopitoulas IPA,1474,1420
NOLA Brown Ale,1475,1421
NOLA Blonde Ale,1476,1422
Skylight,1477,1423
Kadigan,1478,1424
Dammit Jim!,1479,1425
Nut Brown Ale,1480,1426
White Ale,1481,1427
Cream Ale,1482,1428
Green Head IPA,1483,1429
Plum Island Belgian White,1484,1430
Newburyport Pale Ale,1485,1431
Marblehead,1486,1432
Jam Session,1487,1433
Hop Drop 'N Roll IPA,1488,1434
Paleo IPA,1489,1435
Buck Snort Stout,1490,1436
Station 33 Firehouse Red,1491,1437
Slimy Pebble Pils,1492,1438
Get Together,1493,1439
Maggie's Leap,1494,1440
Wall's End,1495,1441
Pumpion,1496,1442
Stronghold,1497,1443
Parapet ESB,1498,1444
Blue Boots IPA,1499,1445
Hoppy Bitch IPA,1500,1446
Three Skulls Ale Pale Ale,1501,1447
Walter's Premium Pilsener Beer,1502,1448
Floppin' Crappie,1503,1449
Left of the Dial IPA,1504,1450
Notch Session Pils,1505,1451
O'Fallon Pumpkin Beer,1506,1452
5 Day IPA,1507,1453
O'Fallon Wheach,1508,1454
Watershed IPA,1509,1455
Oakshire Amber Ale,1510,1456
Overcast Espresso Stout,1511,1457
Watershed IPA (2013),1512,1458
Lake Monster,1513,1459
London Homesick Ale,1514,1460
Luchesa Lager,1515,1461
Slow Ride,1516,1392
Occidental Hefeweizen,1517,1462
Occidental Dunkel,1518,1463
Occidental Altbier,1519,1464
Occidental Kölsch,1520,1465
Perpetual Darkness,1521,1466
Clan Warrior,1522,1467
Psycho Penguin Vanilla Porter,1523,1468
Heliocentric Hefeweizen,1524,1469
Ghose Drifter Pale Ale,1525,1470
Ghost Rider Pale Ale (2013),1526,1471
Helios Hefeweizen (2013),1527,1472
The Hole in Hadrian's Wall,1528,1473
33 Select Brown Ale,1529,1474
Midwest Charm Farmhouse Ale,1530,1475
Boji Blue Pale Ale,1531,1476
Winter Games Select #32 Stout,1532,1477
Boji Beach Golden Rye Ale,1533,1478
Hopsmith Pale Lager,1534,1479
Falling Down Brown Ale,1535,1480
Resolution Rye Stout,1536,1481
Plowshare Porter,1537,1482
Old Forge Pumpkin Ale,1538,1483
Endless Sun Ale,1539,1484
Celestial Blonde Ale,1540,1485
Overbite IPA,1541,1486
T-Rail Pale Ale,1542,1487
Endless Summer Ale (2011),1543,1488
Clem's Gold,1544,1489
Lizzy's Red,1545,1490
Orlison India Pale Lager,1546,1491
Brünette,1547,1492
Havanüther,1548,1493
Lyric Ale,1549,1494
Atalanta,1550,1495
Pinner Throwback IPA,1551,1496
Centennial State Pale Ale,1552,1497
Old Chub NITRO,1553,1498
The CROWLER™,1554,1499
CAN'D AID Foundation,1555,1500
Icey.P.A.,1556,1501
One Nut Brown,1557,1031
Birth IPA,1558,1502
Dale's Pale Ale,1559,1503
Dale's Pale Ale,1560,1503
Mama's Little Yella Pils,1561,1504
oSKAr the G'Rauch,1562,1505
oSKAr the G'Rauch,1563,1505
Dale's Pale Ale,1564,1503
The Deuce,1565,1506
Dale's Pale Ale (10 Year Anniversary),1566,1507
Dale's Pale Ale (2012),1567,1508
Gordon Imperial Red (2010),1568,1509
Dale's Pale Ale (2011),1569,1510
Dale's Pale Ale (2010),1570,1511
G'KNIGHT (16 oz.),1571,1512
15th Anniversary Abbey Ale (2012),1572,1513
Chaka,1573,1514
HGH (Home Grown Hops): Part Duh,1574,1515
Deviant Dale's IPA,1575,1516
One Hit Wonder,1576,1517
G'KNIGHT (12 oz.),1577,1518
Ten Fidy Imperial Stout,1578,1519
Mama's Little Yella Pils,1579,1504
GUBNA Imperial IPA,1580,1520
Old Chub,1581,1521
Gordon Ale (2009),1582,1522
Dale's Pale Ale,1583,1503
Gordon (2005),1584,1523
Ten Fidy Imperial Stout (2008),1585,1524
Ten Fidy Imperial Stout (2007),1586,1525
Old Chub (2008),1587,1526
Old Chub (2004),1588,1527
Old Chub (2003),1589,1528
Dale's Pale Ale (2008),1590,1529
Dale's Pale Ale (2006),1591,1530
Dale's Pale Ale (2004),1592,1531
Dale's Pale Ale (2003),1593,1532
Dale's Pale Ale (2002),1594,1533
Leroy (2005),1595,1534
Gordon Beer (2006),1596,1535
G'KNIGHT,1597,1536
Ten Fidy,1598,1537
Deviant Dale's IPA,1599,1516
Old Chub,1600,1521
Dale's Pale Ale,1601,1503
Dale's Pale Ale,1602,1503
Fresh Slice White IPA,1603,1538
Overgrown American Pale Ale,1604,1539
Ozark American Pale Ale,1605,1540
Hula Hoppie Session IPA,1606,1541
Dirty Hippie Dark Wheat,1607,1542
Rustic Red,1608,1543
Stimulator Pale Ale,1609,1544
Old Town Ale,1610,1545
Car 21,1611,1546
Cache La Porter,1612,1547
Rodeo Rye Pale Ale,1613,1548
Outlaw IPA,1614,1549
North Fork Lager,1615,1550
Payette Pale Ale,1616,1551
Mutton Buster,1617,1552
Side Kick Kölsch,1618,1553
Fresh Cut Pilsner,1619,1554
Summer Session Ale,1620,1555
Lobo Lito,1621,1556
Robert Earl Keen Honey Pils,1622,1557
Mound Builder IPA,1623,1558
Amazon Princess IPA,1624,1559
Farmer's Daughter Wheat,1625,1560
People's Pilsner,1626,1561
Hotbox Brown,1627,1562
Gold,1628,1563
Black,1629,1564
98 Problems (Cuz A Hop Ain't One),1630,1565
Veteran’s Pale Ale (VPA),1631,1566
Grapefruit IPA,1632,1567
Pete's ESP Lager (1998),1633,1568
Pete's Wicked Summer Brew (1995),1634,1569
Pete's Wicked Bohemian Pilsner (1997),1635,1570
Pete's Wicked Pale Ale (1997),1636,1571
Pete's Wicked Summer Brew (2002),1637,1572
Pete's Wicked Summer Brew (1997),1638,1573
Pete's Wicked Summer Brew (1996),1639,1574
Sparkle,1640,1575
North 45 Amber Ale,1641,1576
Horny Monk,1642,1577
Mind's Eye PA,1643,1578
Camelback,1644,1579
Local 5 Pale Ale,1645,1580
Devils Head Red Ale,1646,1581
Elephant Rock IPA,1647,1582
Black Bay Milk Stout,1648,1583
Atom Splitter Pale Ale,1649,1584
Hot Date Ale,1650,1585
Masked Bandit IPA,1651,1586
Sweet Potato Ale,1652,1587
Float Trip Ale,1653,1588
Old Tom Porter,1654,1589
Black Walnut Wheat,1655,1590
McKinney Eddy Amber Ale,1656,1591
Missouri Mule India Pale Ale,1657,1592
Blood of the Unicorn,1658,1593
GreyBeard™ IPA,1659,1594
Pisgah Pale Ale,1660,1595
PONTO S.I.P.A.,1661,1596
Chronic Ale,1662,1597
Swami's India Pale Ale,1663,1598
New Cleveland Palesner,1664,1599
Mazzie,1665,1600
Big Chuck Barleywine,1666,1601
Ponderosa IPA,1667,1602
Liquid Amber Ale,1668,1603
Morning Wood Wheat (Current),1669,1604
Hideout Helles,1670,1605
Dead Eye Dunkel,1671,1606
Peacemaker Pilsner,1672,1607
Over the Rail Pale Ale,1673,1608
Pallavicini Pilsner (2009),1674,1609
Morning Wood Wheat (Current),1675,1604
Pyramid Hefeweizen (2011),1676,1610
Haywire Hefeweizen (2010),1677,1611
Golden Fleece,1678,1612
Smoking Mirror,1679,1613
Rahr's Blonde,1680,1614
Pride of Texas Pale Ale,1681,1615
18th Anniversary Gose,1682,1616
White (2015),1683,1617
BLAKKR,1684,1618
Firemans #4 Blonde Ale (2013),1685,1619
The Sword Iron Swan Ale,1686,1620
Hans' Pils (2015),1687,1621
Four Squared (2015),1688,1622
Firemans #4 Blonde Ale (2015),1689,1623
Watership Brown Ale,1690,1624
Gangway IPA,1691,1625
Long Day Lager,1692,1626
Farmer's Daughter Blonde,1693,1627
Pump House IPA,1694,1628
Suicide Blonde IPA,1695,1629
Vanilla Porter,1696,882
Honey Rye,1697,1630
Happy Cider,1698,1631
Long Hammer IPA,1699,1632
Long Hammer IPA,1700,1632
Copper Hook (2011),1701,1633
Nectar of the Hops,1702,1634
Sunshine Nectar,1703,1635
Black Raspberry Nectar,1704,1636
Blood Orange Wit,1705,1637
Consilium,1706,1638
Hammer & Sickle,1707,1639
Redacted Rye IPA,1708,1640
Elevation Triple India Pale Ale,1709,1641
5:00 O'Clock Afternoon Ale,1710,1642
Ryeteous Rye IPA (2012),1711,1643
Stout Ol' Friend,1712,1644
Stout Ol' Friend (2012),1713,1645
Rye Porter,1714,399
Miner's Gold,1715,1646
Vienna Lager,1716,1647
Jessie's Garage,1717,1648
Colorado Red Ale,1718,277
Miner's Gold,1719,1646
Fist City,1720,1649
A Little Crazy,1721,1650
Rosa Hibiscus Ale,1722,1651
Fistmas Ale,1723,1652
Oktoberfest Revolution,1724,1653
Eugene Porter,1725,1654
Anti-Hero IPA,1726,1655
Bottom Up Belgian Wit,1727,1656
Hustle,1728,1657
Pure Fury,1729,1658
Dad,1730,1659
Panther,1731,1660
Franz,1732,1661
Zen,1733,1662
Truth,1734,1663
Cougar,1735,1664
Smooth Operator,1736,1665
Gose,1737,1181
Maine Island Trail Ale,1738,1666
River North White Ale,1739,1667
River North Ale,1740,1668
Lil SIPA,1741,1669
Hop Bomber Rye Pale Ale,1742,1670
Jah Mon,1743,1671
Oktoberfest,1744,571
Headless Wylie,1745,1672
Dayman IPA,1746,1673
All Aboard! Anniversary Stout,1747,1674
Hop Lace,1748,1675
OH-PA Session Pale Ale,1749,1676
Patrick's Poison,1750,1677
Rudolph's Red,1751,1678
Babbling Blonde,1752,1679
Maxwell's Scottish Ale,1753,1680
Grateful White,1754,1681
RT Lager,1755,1682
Old Wylie's IPA,1756,1683
Hala Kahiki Pineapple Beer,1757,1684
Track 1 Amber Lager,1758,1685
Pine Knob Pilsner,1759,1686
Cal and Co. Black Cherry Porter,1760,1687
Lazy Daze Lager,1761,1688
Rochester Red Ale,1762,1689
Milkshake Stout,1763,1690
Cornerstone IPA,1764,1691
Lazy Daze Lager,1765,1688
Rogue American Amber Ale,1766,1692
12th Round,1767,1693
RoughTail IPA,1768,1694
Polar Night Stout,1769,1695
Sundown,1770,1696
Sanctified,1771,1697
Fear of a Brett Planet,1772,1698
Original Slacker Ale,1773,1699
Alpha Blackback,1774,1700
Kiss Off IPA,1775,1701
Dog Days Summer Ale,1776,1702
1881 California Red,1777,1703
CAPT Black IPA,1778,1704
Ruhstaller's Gilt Edge Lager Beer,1779,1705
CAPT Black IPA,1780,1704
1881 California Red Ale,1781,1706
Saint Archer White Ale,1782,1707
Saint Archer IPA,1783,1708
Saint Archer Pale Ale,1784,1709
Saint Archer Blonde,1785,1710
Sex Panther,1786,1711
Winter Warmer (Vault Series),1787,1712
Count Hopula (Vault Series),1788,1713
Oktoberfest,1789,571
SunSpot Golden Ale,1790,1714
I.W.A. (2011),1791,1715
Supermonk I.P.A.,1792,1716
Epicenter Amber Ale,1793,1717
SanTan HefeWeizen,1794,1718
Hop Shock IPA,1795,1719
Sex Panther (2014),1796,1720
Devil’s Ale,1797,1721
Rail Slide Imperial Spiced Ale,1798,1722
