ZipCode,Stateavg,original_index,unique_index
3590x,al_scip-inf-1,923,901
35901,al_scip-inf-2,924,902
35901,al_scip-inf-3,925,903
35901,al_scip-inf-4,926,904
35901,al_scip-inf-6,927,905
35901,al_scip-vte-1,928,906
35901,al_scip-vte-2,929,907
36033,al_ami-1,930,908
36033,al_ami-2,931,909
36033,al_ami-3,932,910
36033,al_ami-4,933,911
36033,al_ami-5,934,912
36033,al_ami-7a,935,913
36033,al_ami-8a,936,914
36033,al_hf-1,937,915
36033,al_hf-2,938,916
36033,al_hf-3,939,917
36033,al_hf-4,940,918
36033,al_pn-2,941,919
36033,al_pn-3b,942,920
36033,al_pn-4,943,921
36033,al_pn-5c,944,922
36033,al_pn-6,945,923
36033,al_pn-7,946,924
36033,al_scip-card-2,947,925
36033,al_scip-inf-1,948,926
36033,al_scip-inf-2,949,927
36033,al_scip-inf-3,950,928
36033,al_scip-inf-4,951,929
36033,al_scip-inf-6,952,930
36033,al_scip-vte-1,953,931
36033,al_scip-vte-2,954,932
36330,al_ami-1,955,933
36330,al_ami-2,956,934
36330,al_ami-3,957,935
36330,al_ami-4,958,936
36330,al_ami-5,959,937
36330,al_ami-7a,960,938
36330,al_ami-8a,961,939
36330,al_hf-1,962,940
36330,al_hf-2,963,941
36330,al_hf-3,964,942
36330,al_hf-4,965,943
36330,al_pn-2,966,944
36330,al_pn-3b,967,945
36330,al_pn-4,968,946
36330,al_pn-5c,969,947
36330,al_pn-6,970,948
36330,al_pn-7,971,949
36330,al_scip-card-2,972,950
36330,al_scip-inf-1,973,951
36330,al_scip-inf-2,974,952
36330,al_scip-inf-3,975,953
36330,al_scip-inf-4,976,954
36330,al_scip-inf-6,977,955
36330,al_scip-vte-1,978,956
36330,al_scip-vte-2,979,957
35121,al_ami-1,980,958
35121,al_ami-2,981,959
35121,al_ami-3,982,960
35121,al_ami-4,983,961
35121,al_ami-5,984,962
35121,al_ami-7a,985,963
35121,al_ami-8a,986,964
35121,al_hf-1,987,965
35121,al_hf-2,988,966
35121,al_hf-3,989,967
35121,al_hf-4,990,968
35121,al_pn-2,991,969
35121,al_pn-3b,992,970
35121,al_pn-4,993,971
35121,al_pn-5c,994,972
35121,al_pn-6,995,973
35121,al_pn-7,996,974
35121,al_scip-card-2,997,975
35121,al_scip-inf-1,998,976
35121,al_scip-inf-2,999,977
