brewery_name,state,original_index,unique_index,count
College Street Brewhouse and Pub,AZ,639,167,1.0
Confluence Brewing Company,IA,640,168,2.0
Confluence Brewing Company,IA,641,168,2.0
Confluence Brewing Company,,642,169,
Core Brewing & Distilling Company,AR,643,170,3.0
Core Brewing & Distilling Company,AR,644,170,3.0
Core Brewing & Distilling Company,AR,645,170,3.0
Core Brewing & Distilling Company,,646,171,
Cottrell Brewing,CT,647,172,1.0
Covington Brewhouse,LA,648,173,1.0
Crabtree Brewing Company,CO,649,174,3.0
Crabtree Brewing Company,CO,650,174,3.0
Crabtree Brewing Company,CO,651,174,3.0
Crazy Mountain Brewing Company,CO,652,175,8.0
Crazy Mountain Brewing Company,CO,653,175,8.0
Crazy Mountain Brewing Company,CO,654,175,8.0
Crazy Mountain Brewing Company,CO,655,175,8.0
Crazy Mountain Brewing Company,CO,656,175,8.0
Crazy Mountain Brewing Company,CO,657,175,8.0
Crazy Mountain Brewing Company,CO,658,175,8.0
Crazy Mountain Brewing Company,CO,659,175,8.0
Creature Comforts,GA,660,176,2.0
Creature Comforts,GA,661,176,2.0
Crooked Fence Brewing Company,ID,662,177,3.0
Crooked Fence Brewing Company,ID,663,177,3.0
Crooked Fence Brewing Company,ID,664,177,3.0
Crow Peak Brewing Company,SD,665,178,7.0
Crow Peak Brewing Company,SD,666,178,7.0
Crow Peak Brewing Company,SD,667,178,7.0
Crow Peak Brewing Company,SD,668,178,7.0
Crow Peak Brewing Company,SD,669,178,7.0
Crow Peak Brewing Company,SD,670,178,7.0
Crow Peak Brewing Company,SD,671,178,7.0
Crystal Springs Brewing Company,CO,672,179,2.0
Crystal Springs Brewing Company,CO,673,179,2.0
Cutters Brewing Company,IN,674,180,4.0
Cutters Brewing Company,IN,675,180,4.0
Cutters Brewing Company,IN,676,180,4.0
Cutters Brewing Company,IN,677,180,4.0
D.L. Geary Brewing Company,ME,678,181,2.0
D.L. Geary Brewing Company,ME,679,181,2.0
DC Brau Brewing Company,DC,680,182,8.0
DC Brau Brewing Company,DC,681,182,8.0
DC Brau Brewing Company,DC,682,182,8.0
DC Brau Brewing Company,DC,683,182,8.0
DC Brau Brewing Company,DC,684,182,8.0
DC Brau Brewing Company,DC,685,182,8.0
DC Brau Brewing Company,DC,686,182,8.0
DC Brau Brewing Company,DC,687,182,8.0
Dad & Dude's Breweria,CO,688,183,2.0
Dad & Dude's Breweria,CO,689,183,2.0
Daredevil Brewing Company,IN,690,184,1.0
Dave's Brewfarm,WI,691,185,1.0
David's Ale Works,CA,692,186,2.0
David's Ale Works,CA,693,186,2.0
Dead Armadillo Craft Brewing,OK,694,187,1.0
Deep Ellum Brewing Company,TX,695,188,9.0
Deep Ellum Brewing Company,TX,696,188,9.0
Deep Ellum Brewing Company,TX,697,188,9.0
Deep Ellum Brewing Company,TX,698,188,9.0
Deep Ellum Brewing Company,TX,699,188,9.0
Deep Ellum Brewing Company,TX,700,188,9.0
Deep Ellum Brewing Company,TX,701,188,9.0
Deep Ellum Brewing Company,TX,702,188,9.0
Deep Ellum Brewing Company,TX,703,188,9.0
Defiance Brewing Company,KS,704,189,2.0
Defiance Brewing Company,KS,705,189,2.0
Denali Brewing Company,AK,706,190,4.0
Denali Brewing Company,AK,707,190,4.0
Denali Brewing Company,AK,708,190,4.0
Denali Brewing Company,AK,709,190,4.0
Denver Beer Company,CO,710,191,2.0
Denver Beer Company,CO,711,191,2.0
Deschutes Brewery,OR,712,192,1.0
Destihl Brewery,IL,713,193,5.0
Destihl Brewery,IL,714,193,5.0
Destihl Brewery,,715,194,
Destihl Brewery,,716,194,
Destihl Brewery,IL,717,193,5.0
Destihl Brewery,IL,718,193,5.0
Destihl Brewery,IL,719,193,5.0
Devil's Backbone Brewing Company,VA,720,195,2.0
Devil's Backbone Brewing Company,VA,721,195,2.0
Devil's Canyon Brewery,CA,722,196,3.0
Devil's Canyon Brewery,,723,197,
Devil's Canyon Brewery,CA,724,196,3.0
Devil's Canyon Brewery,CA,725,196,3.0
Dick's Brewing Company,WA,726,198,1.0
Dirty Bucket Brewing Company,WA,727,199,1.0
Dock Street Brewery,PA,728,200,1.0
Dolores River Brewery,CO,729,201,6.0
Dolores River Brewery,CO,730,201,6.0
Dolores River Brewery,CO,731,201,6.0
Dolores River Brewery,CO,732,201,6.0
Dolores River Brewery,CO,733,201,6.0
Dolores River Brewery,CO,734,201,6.0
Downeast Cider House,MA,735,202,2.0
Downeast Cider House,MA,736,202,2.0
Dry Dock Brewing Company,CO,737,203,4.0
Dry Dock Brewing Company,CO,738,203,4.0
Dry Dock Brewing Company,CO,739,203,4.0
Dry Dock Brewing Company,CO,740,203,4.0
Due South Brewing Company,FL,741,204,1.0
Dundee Brewing Company,NY,742,205,1.0
Eddyline Brewery & Restaurant,CO,743,206,7.0
Eddyline Brewery & Restaurant,CO,744,206,7.0
Eddyline Brewery & Restaurant,CO,745,206,7.0
Eddyline Brewery & Restaurant,CO,746,206,7.0
Eddyline Brewery & Restaurant,CO,747,206,7.0
Eddyline Brewery & Restaurant,CO,748,206,7.0
Eddyline Brewery & Restaurant,CO,749,206,7.0
Elevator Brewing Company,OH,750,207,1.0
Emerald City Beer Company,WA,751,208,1.0
Engine 15 Brewing,FL,752,209,1.0
Engine House 9,WA,753,210,1.0
Epic Brewing,CO,754,211,4.0
Epic Brewing,CO,755,211,4.0
Epic Brewing,CO,756,211,4.0
Epic Brewing,CO,757,211,4.0
Everybody's Brewing,WA,758,212,2.0
Everybody's Brewing,WA,759,212,2.0
Evil Czech Brewery,IN,760,213,6.0
Evil Czech Brewery,IN,761,213,6.0
Evil Czech Brewery,IN,762,213,6.0
Evil Czech Brewery,IN,763,213,6.0
Evil Czech Brewery,IN,764,213,6.0
Evil Czech Brewery,IN,765,213,6.0
Evil Twin Brewing,NY,766,214,5.0
Evil Twin Brewing,NY,767,214,5.0
Evil Twin Brewing,NY,768,214,5.0
Evil Twin Brewing,NY,769,214,5.0
Evil Twin Brewing,NY,770,214,5.0
Fargo Brewing Company,ND,771,215,3.0
Fargo Brewing Company,ND,772,215,3.0
Fargo Brewing Company,ND,773,215,3.0
Fat Head's Brewery,OH,774,216,2.0
Fat Head's Brewery,OH,775,216,2.0
Fate Brewing Company,CO,776,217,4.0
Fate Brewing Company,CO,777,217,4.0
Fate Brewing Company,CO,778,217,4.0
Fate Brewing Company,,779,218,
Fate Brewing Company,CO,780,217,4.0
Fearless Brewing Company,OR,781,219,6.0
Fearless Brewing Company,OR,782,219,6.0
Fearless Brewing Company,OR,783,219,6.0
Fearless Brewing Company,OR,784,219,6.0
Fearless Brewing Company,OR,785,219,6.0
Fearless Brewing Company,OR,786,219,6.0
Fiddlehead Brewing Company,VT,787,220,4.0
Fiddlehead Brewing Company,VT,788,220,4.0
Fiddlehead Brewing Company,VT,789,220,4.0
Fiddlehead Brewing Company,VT,790,220,4.0
Figueroa Mountain Brewing Company,CA,791,221,2.0
Figueroa Mountain Brewing Company,CA,792,221,2.0
Figueroa Mountain Brewing Company,,793,222,
Finch's Beer Company,IL,794,223,10.0
Finch's Beer Company,IL,795,223,10.0
Finch's Beer Company,IL,796,223,10.0
Finch's Beer Company,IL,797,223,10.0
Finch's Beer Company,IL,798,223,10.0
Finch's Beer Company,IL,799,223,10.0
Finch's Beer Company,IL,800,223,10.0
Finch's Beer Company,IL,801,223,10.0
Finch's Beer Company,IL,802,223,10.0
Finch's Beer Company,IL,803,223,10.0
Firestone Walker Brewing Company,CA,804,224,4.0
Firestone Walker Brewing Company,,805,225,
Firestone Walker Brewing Company,CA,806,224,4.0
Firestone Walker Brewing Company,CA,807,224,4.0
Firestone Walker Brewing Company,CA,808,224,4.0
Flat 12 Bierwerks,IN,809,226,3.0
Flat 12 Bierwerks,IN,810,226,3.0
Flat 12 Bierwerks,IN,811,226,3.0
Flat Rock Brewing Company,PA,812,227,1.0
Flesk Brewing Company,IL,813,228,1.0
Flying Dog Brewery,MD,814,229,2.0
Flying Dog Brewery,MD,815,229,2.0
Flying Mouse Brewery,VA,816,230,2.0
Flying Mouse Brewery,VA,817,230,2.0
Foolproof Brewing Company,RI,818,231,4.0
Foolproof Brewing Company,RI,819,231,4.0
Foolproof Brewing Company,RI,820,231,4.0
Foolproof Brewing Company,RI,821,231,4.0
Forgotten Boardwalk,NJ,822,232,2.0
Forgotten Boardwalk,NJ,823,232,2.0
Fort George Brewery,OR,824,233,12.0
Fort George Brewery,OR,825,233,12.0
Fort George Brewery,OR,826,233,12.0
Fort George Brewery,OR,827,233,12.0
Fort George Brewery,OR,828,233,12.0
Fort George Brewery,OR,829,233,12.0
Fort George Brewery,OR,830,233,12.0
Fort George Brewery,OR,831,233,12.0
Fort George Brewery,OR,832,233,12.0
Fort George Brewery,OR,833,233,12.0
Fort George Brewery,OR,834,233,12.0
Fort George Brewery,OR,835,233,12.0
Fort Pitt Brewing Company,,836,234,
Fort Point Beer Company,CA,837,235,4.0
Fort Point Beer Company,CA,838,235,4.0
Fort Point Beer Company,CA,839,235,4.0
Fort Point Beer Company,CA,840,235,4.0
Founders Brewing Company,MI,841,236,3.0
Founders Brewing Company,MI,842,236,3.0
Founders Brewing Company,MI,843,236,3.0
Four Corners Brewing Company,TX,844,237,2.0
Four Corners Brewing Company,TX,845,237,2.0
Four Corners Brewing Company,,846,238,
Four Fathers Brewing,IN,847,239,4.0
Four Fathers Brewing,IN,848,239,4.0
Four Fathers Brewing,IN,849,239,4.0
Four Fathers Brewing,IN,850,239,4.0
Four Horsemen Brewing Company,IN,851,240,1.0
Four Peaks Brewing Company,AZ,852,241,7.0
Four Peaks Brewing Company,AZ,853,241,7.0
Four Peaks Brewing Company,AZ,854,241,7.0
Four Peaks Brewing Company,AZ,855,241,7.0
Four Peaks Brewing Company,AZ,856,241,7.0
Four Peaks Brewing Company,AZ,857,241,7.0
Four Peaks Brewing Company,AZ,858,241,7.0
Four String Brewing Company,OH,859,242,4.0
Four String Brewing Company,OH,860,242,4.0
Four String Brewing Company,OH,861,242,4.0
Four String Brewing Company,OH,862,242,4.0
Frankenmuth Brewery,MI,863,243,2.0
Frankenmuth Brewery,,864,244,
Frankenmuth Brewery,MI,865,243,2.0
Freetail Brewing Company,TX,866,245,8.0
Freetail Brewing Company,TX,867,245,8.0
Freetail Brewing Company,TX,868,245,8.0
Freetail Brewing Company,TX,869,245,8.0
Freetail Brewing Company,TX,870,245,8.0
Freetail Brewing Company,TX,871,245,8.0
Freetail Brewing Company,TX,872,245,8.0
Freetail Brewing Company,TX,873,245,8.0
Fremont Brewing Company,WA,874,246,7.0
Fremont Brewing Company,WA,875,246,7.0
Fremont Brewing Company,WA,876,246,7.0
Fremont Brewing Company,WA,877,246,7.0
Fremont Brewing Company,WA,878,246,7.0
Fremont Brewing Company,WA,879,246,7.0
Fremont Brewing Company,WA,880,246,7.0
French Broad Brewery,NC,881,247,3.0
French Broad Brewery,NC,882,247,3.0
French Broad Brewery,NC,883,247,3.0
Frog Level Brewing Company,NC,884,248,1.0
Fullsteam Brewery,NC,885,249,1.0
Geneva Lake Brewing Company,,886,250,
Geneva Lake Brewing Company,WI,887,251,2.0
Geneva Lake Brewing Company,WI,888,251,2.0
Glabrous Brewing Company,,889,252,
Golden Road Brewing,,890,253,
Golden Road Brewing,CA,891,254,13.0
Golden Road Brewing,CA,892,254,13.0
Golden Road Brewing,CA,893,254,13.0
Golden Road Brewing,CA,894,254,13.0
Golden Road Brewing,CA,895,254,13.0
Golden Road Brewing,CA,896,254,13.0
Golden Road Brewing,,897,253,
Golden Road Brewing,CA,898,254,13.0
Golden Road Brewing,CA,899,254,13.0
Golden Road Brewing,CA,900,254,13.0
Golden Road Brewing,CA,901,254,13.0
Golden Road Brewing,CA,902,254,13.0
Golden Road Brewing,CA,903,254,13.0
Golden Road Brewing,CA,904,254,13.0
Gonzo's BiggDogg Brewing,MI,905,255,1.0
Good Life Brewing Company,OR,906,256,2.0
Good Life Brewing Company,OR,907,256,2.0
Good People Brewing Company,AL,908,257,5.0
Good People Brewing Company,AL,909,257,5.0
Good People Brewing Company,AL,910,257,5.0
Good People Brewing Company,AL,911,257,5.0
Good People Brewing Company,AL,912,257,5.0
Goodlife Brewing Co.,OR,913,258,1.0
Goose Island Brewery Company,IL,914,259,1.0
Goose Island Brewing Company,IL,915,260,4.0
Goose Island Brewing Company,IL,916,260,4.0
Goose Island Brewing Company,IL,917,260,4.0
Goose Island Brewing Company,,918,261,
Goose Island Brewing Company,IL,919,260,4.0
Gore Range Brewery,CO,920,262,1.0
Grand Canyon Brewing Company,AZ,921,263,4.0
Grand Canyon Brewing Company,AZ,922,263,4.0
Grand Canyon Brewing Company,AZ,923,263,4.0
Grand Canyon Brewing Company,AZ,924,263,4.0
Grapevine Craft Brewery,TX,925,264,3.0
Grapevine Craft Brewery,TX,926,264,3.0
Grapevine Craft Brewery,TX,927,264,3.0
Great Crescent Brewery,IN,928,265,19.0
Great Crescent Brewery,IN,929,265,19.0
Great Crescent Brewery,IN,930,265,19.0
Great Crescent Brewery,IN,931,265,19.0
Great Crescent Brewery,IN,932,265,19.0
Great Crescent Brewery,IN,933,265,19.0
Great Crescent Brewery,IN,934,265,19.0
Great Crescent Brewery,IN,935,265,19.0
Great Crescent Brewery,IN,936,265,19.0
Great Crescent Brewery,IN,937,265,19.0
Great Crescent Brewery,IN,938,265,19.0
Great Crescent Brewery,IN,939,265,19.0
Great Crescent Brewery,,940,266,
Great Crescent Brewery,IN,941,265,19.0
Great Crescent Brewery,IN,942,265,19.0
Great Crescent Brewery,IN,943,265,19.0
Great Crescent Brewery,IN,944,265,19.0
Great Crescent Brewery,IN,945,265,19.0
Great Crescent Brewery,IN,946,265,19.0
Great Crescent Brewery,IN,947,265,19.0
Great Divide Brewing Company,CO,948,267,8.0
Great Divide Brewing Company,CO,949,267,8.0
Great Divide Brewing Company,CO,950,267,8.0
Great Divide Brewing Company,CO,951,267,8.0
Great Divide Brewing Company,,952,268,
Great Divide Brewing Company,CO,953,267,8.0
Great Divide Brewing Company,CO,954,267,8.0
Great Divide Brewing Company,CO,955,267,8.0
Great Divide Brewing Company,CO,956,267,8.0
Great Northern Brewing Company,MT,957,269,2.0
Great Northern Brewing Company,MT,958,269,2.0
Great Raft Brewing Company,LA,959,270,2.0
Great Raft Brewing Company,LA,960,270,2.0
Great River Brewery,IA,961,271,18.0
Great River Brewery,IA,962,271,18.0
Great River Brewery,IA,963,271,18.0
Great River Brewery,IA,964,271,18.0
Great River Brewery,IA,965,271,18.0
Great River Brewery,IA,966,271,18.0
Great River Brewery,IA,967,271,18.0
Great River Brewery,IA,968,271,18.0
Great River Brewery,IA,969,271,18.0
Great River Brewery,IA,970,271,18.0
Great River Brewery,IA,971,271,18.0
Great River Brewery,IA,972,271,18.0
Great River Brewery,IA,973,271,18.0
Great River Brewery,IA,974,271,18.0
Great River Brewery,IA,975,271,18.0
Great River Brewery,IA,976,271,18.0
Great River Brewery,IA,977,271,18.0
Great River Brewery,IA,978,271,18.0
Green Room Brewing,FL,979,272,1.0
Greenbrier Valley Brewing Company,WV,980,273,2.0
Greenbrier Valley Brewing Company,WV,981,273,2.0
Grey Sail Brewing Company,RI,982,274,2.0
Grey Sail Brewing Company,RI,983,274,2.0
Grey Sail Brewing of Rhode Island,RI,984,275,7.0
Grey Sail Brewing of Rhode Island,RI,985,275,7.0
Grey Sail Brewing of Rhode Island,RI,986,275,7.0
Grey Sail Brewing of Rhode Island,RI,987,275,7.0
Grey Sail Brewing of Rhode Island,RI,988,275,7.0
Grey Sail Brewing of Rhode Island,RI,989,275,7.0
Grey Sail Brewing of Rhode Island,RI,990,275,7.0
Griffin Claw Brewing Company,MI,991,276,9.0
Griffin Claw Brewing Company,MI,992,276,9.0
Griffin Claw Brewing Company,MI,993,276,9.0
Griffin Claw Brewing Company,MI,994,276,9.0
Griffin Claw Brewing Company,MI,995,276,9.0
Griffin Claw Brewing Company,MI,996,276,9.0
Griffin Claw Brewing Company,MI,997,276,9.0
Griffin Claw Brewing Company,MI,998,276,9.0
Griffin Claw Brewing Company,MI,999,276,9.0
Grimm Brothers Brewhouse,CO,1000,277,1.0
Hale's Ales,WA,1001,278,2.0
Hale's Ales,WA,1002,278,2.0
Half Acre Beer Company,IL,1003,279,8.0
Half Acre Beer Company,IL,1004,279,8.0
Half Acre Beer Company,IL,1005,279,8.0
Half Acre Beer Company,IL,1006,279,8.0
Half Acre Beer Company,IL,1007,279,8.0
Half Acre Beer Company,IL,1008,279,8.0
Half Acre Beer Company,IL,1009,279,8.0
Half Acre Beer Company,IL,1010,279,8.0
Half Full Brewery,CT,1011,280,2.0
Half Full Brewery,CT,1012,280,2.0
Hangar 24 Craft Brewery,CA,1013,281,2.0
Hangar 24 Craft Brewery,CA,1014,281,2.0
Hardywood Park Craft Brewery,VA,1015,282,3.0
Hardywood Park Craft Brewery,VA,1016,282,3.0
Hardywood Park Craft Brewery,VA,1017,282,3.0
Harpoon Brewery,MA,1018,283,11.0
Harpoon Brewery,MA,1019,283,11.0
Harpoon Brewery,MA,1020,283,11.0
Harpoon Brewery,MA,1021,283,11.0
Harpoon Brewery,MA,1022,283,11.0
Harpoon Brewery,MA,1023,283,11.0
Harpoon Brewery,MA,1024,283,11.0
Harpoon Brewery,MA,1025,283,11.0
Harpoon Brewery,MA,1026,283,11.0
Harpoon Brewery,MA,1027,283,11.0
Harpoon Brewery,,1028,284,
Harpoon Brewery,MA,1029,283,11.0
Harvest Moon Brewing Company,MT,1030,285,2.0
Harvest Moon Brewing Company,MT,1031,285,2.0
Hawai'i Nui Brewing Co.,HI,1032,286,5.0
Hawai'i Nui Brewing Co.,HI,1033,286,5.0
Hawai'i Nui Brewing Co.,HI,1034,286,5.0
Hawai'i Nui Brewing Co.,HI,1035,286,5.0
Hawai'i Nui Brewing Co.,HI,1036,286,5.0
Headlands Brewing Company,CA,1037,287,2.0
Headlands Brewing Company,CA,1038,287,2.0
Headlands Brewing Company,,1039,288,
Heavy Seas Beer,MD,1040,289,3.0
Heavy Seas Beer,MD,1041,289,3.0
Heavy Seas Beer,MD,1042,289,3.0
Hess Brewing Company,CA,1043,290,3.0
Hess Brewing Company,CA,1044,290,3.0
Hess Brewing Company,CA,1045,290,3.0
High Hops Brewery,CO,1046,291,2.0
High Hops Brewery,CO,1047,291,2.0
High Noon Saloon And Brewery,KS,1048,292,3.0
High Noon Saloon And Brewery,KS,1049,292,3.0
High Noon Saloon And Brewery,KS,1050,292,3.0
Hilliard's Beer,WA,1051,293,5.0
Hilliard's Beer,WA,1052,293,5.0
Hilliard's Beer,WA,1053,293,5.0
Hilliard's Beer,WA,1054,293,5.0
Hilliard's Beer,WA,1055,293,5.0
Hinterland Brewery,WI,1056,294,1.0
Hop Farm Brewing Company,PA,1057,295,2.0
Hop Farm Brewing Company,PA,1058,295,2.0
Hop Farm Brewing Company,,1059,296,
Hop Valley Brewing Company,OR,1060,297,8.0
Hop Valley Brewing Company,OR,1061,297,8.0
Hop Valley Brewing Company,OR,1062,297,8.0
Hop Valley Brewing Company,OR,1063,297,8.0
Hop Valley Brewing Company,OR,1064,297,8.0
Hop Valley Brewing Company,OR,1065,297,8.0
Hop Valley Brewing Company,OR,1066,297,8.0
Hop Valley Brewing Company,OR,1067,297,8.0
Hops & Grain Brewery,TX,1068,298,4.0
Hops & Grain Brewery,TX,1069,298,4.0
Hops & Grain Brewery,TX,1070,298,4.0
Hops & Grain Brewery,TX,1071,298,4.0
Hops & Grains Brewing Company,TX,1072,299,1.0
Hopworks Urban Brewery,OR,1073,300,20.0
Hopworks Urban Brewery,OR,1074,300,20.0
Hopworks Urban Brewery,,1075,301,
Hopworks Urban Brewery,OR,1076,300,20.0
Hopworks Urban Brewery,,1077,301,
Hopworks Urban Brewery,OR,1078,300,20.0
Hopworks Urban Brewery,OR,1079,300,20.0
Hopworks Urban Brewery,OR,1080,300,20.0
Hopworks Urban Brewery,OR,1081,300,20.0
Hopworks Urban Brewery,OR,1082,300,20.0
Hopworks Urban Brewery,OR,1083,300,20.0
Hopworks Urban Brewery,OR,1084,300,20.0
Hopworks Urban Brewery,OR,1085,300,20.0
Hopworks Urban Brewery,OR,1086,300,20.0
Hopworks Urban Brewery,OR,1087,300,20.0
Hopworks Urban Brewery,,1088,301,
Hopworks Urban Brewery,OR,1089,300,20.0
Hopworks Urban Brewery,OR,1090,300,20.0
Hopworks Urban Brewery,OR,1091,300,20.0
Hopworks Urban Brewery,OR,1092,300,20.0
Hopworks Urban Brewery,OR,1093,300,20.0
Hopworks Urban Brewery,OR,1094,300,20.0
Hopworks Urban Brewery,OR,1095,300,20.0
Horny Goat Brew Pub,WI,1096,302,3.0
Horny Goat Brew Pub,WI,1097,302,3.0
Horny Goat Brew Pub,WI,1098,302,3.0
Howard Brewing Company,NC,1099,303,2.0
Howard Brewing Company,NC,1100,303,2.0
Indeed Brewing Company,MN,1101,304,6.0
Indeed Brewing Company,MN,1102,304,6.0
Indeed Brewing Company,MN,1103,304,6.0
Indeed Brewing Company,MN,1104,304,6.0
Indeed Brewing Company,MN,1105,304,6.0
Indeed Brewing Company,MN,1106,304,6.0
Independence Brewing Company,TX,1107,305,3.0
Independence Brewing Company,TX,1108,305,3.0
Independence Brewing Company,TX,1109,305,3.0
Indiana City Brewing,IN,1110,306,1.0
Infamous Brewing Company,TX,1111,307,2.0
Infamous Brewing Company,TX,1112,307,2.0
Intuition Ale Works,FL,1113,308,3.0
Intuition Ale Works,FL,1114,308,3.0
Intuition Ale Works,FL,1115,308,3.0
Ipswich Ale Brewery,MA,1116,309,1.0
Iron Hill Brewery & Restaurant,DE,1117,310,1.0
Jack's Abby Craft Lagers,MA,1118,311,4.0
Jack's Abby Craft Lagers,MA,1119,311,4.0
Jack's Abby Craft Lagers,,1120,312,
Jack's Abby Craft Lagers,MA,1121,311,4.0
Jack's Abby Craft Lagers,MA,1122,311,4.0
Jack's Hard Cider (Hauser Estate...,PA,1123,313,2.0
Jack's Hard Cider (Hauser Estate...,PA,1124,313,2.0
Jackalope Brewing Company,TN,1125,314,1.0
Jackie O's Pub & Brewery,OH,1126,315,5.0
Jackie O's Pub & Brewery,OH,1127,315,5.0
Jackie O's Pub & Brewery,OH,1128,315,5.0
Jackie O's Pub & Brewery,OH,1129,315,5.0
Jackie O's Pub & Brewery,OH,1130,315,5.0
Jailbreak Brewing Company,MD,1131,316,1.0
James Page Brewing Company,WI,1132,317,5.0
James Page Brewing Company,WI,1133,317,5.0
James Page Brewing Company,WI,1134,317,5.0
James Page Brewing Company,WI,1135,317,5.0
James Page Brewing Company,WI,1136,317,5.0
James Page Brewing Company,,1137,318,
Joseph James Brewing Company,NV,1138,319,4.0
Joseph James Brewing Company,NV,1139,319,4.0
Joseph James Brewing Company,NV,1140,319,4.0
Joseph James Brewing Company,NV,1141,319,4.0
Kalona Brewing Company,IA,1142,320,2.0
Kalona Brewing Company,IA,1143,320,2.0
Karbach Brewing Company,TX,1144,321,9.0
Karbach Brewing Company,TX,1145,321,9.0
Karbach Brewing Company,TX,1146,321,9.0
Karbach Brewing Company,TX,1147,321,9.0
Karbach Brewing Company,,1148,322,
Karbach Brewing Company,TX,1149,321,9.0
Karbach Brewing Company,TX,1150,321,9.0
Karbach Brewing Company,TX,1151,321,9.0
Karbach Brewing Company,TX,1152,321,9.0
Karbach Brewing Company,TX,1153,321,9.0
KelSo Beer Company,NY,1154,323,2.0
KelSo Beer Company,NY,1155,323,2.0
KelSo Beer Company,,1156,324,
Kenai River Brewing Company,AK,1157,325,3.0
Kenai River Brewing Company,,1158,326,
Kenai River Brewing Company,AK,1159,325,3.0
Kenai River Brewing Company,AK,1160,325,3.0
Kettle House Brewing Company,MT,1161,327,6.0
Kettle House Brewing Company,MT,1162,327,6.0
Kettle House Brewing Company,MT,1163,327,6.0
Kettle House Brewing Company,MT,1164,327,6.0
Kettle House Brewing Company,MT,1165,327,6.0
Kettle House Brewing Company,MT,1166,327,6.0
Keweenaw Brewing Company,MI,1167,328,7.0
Keweenaw Brewing Company,MI,1168,328,7.0
Keweenaw Brewing Company,MI,1169,328,7.0
Keweenaw Brewing Company,MI,1170,328,7.0
Keweenaw Brewing Company,MI,1171,328,7.0
Keweenaw Brewing Company,MI,1172,328,7.0
Keweenaw Brewing Company,MI,1173,328,7.0
King Street Brewing Company,AK,1174,329,5.0
King Street Brewing Company,AK,1175,329,5.0
King Street Brewing Company,AK,1176,329,5.0
King Street Brewing Company,AK,1177,329,5.0
King Street Brewing Company,AK,1178,329,5.0
Kirkwood Station Brewing Company,MO,1179,330,2.0
Kirkwood Station Brewing Company,MO,1180,330,2.0
Kona Brewing Company,HI,1181,331,4.0
Kona Brewing Company,HI,1182,331,4.0
Kona Brewing Company,HI,1183,331,4.0
Kona Brewing Company,HI,1184,331,4.0
Krebs Brewing Company (Pete's Pl...,OK,1185,332,1.0
Kulshan Brewery,WA,1186,333,1.0
La Cumbre Brewing Company,,1187,334,
La Cumbre Brewing Company,NM,1188,335,1.0
Lancaster Brewing Company,PA,1189,336,2.0
Lancaster Brewing Company,PA,1190,336,2.0
Latitude 42 Brewing Company,MI,1191,337,4.0
Latitude 42 Brewing Company,MI,1192,337,4.0
Latitude 42 Brewing Company,MI,1193,337,4.0
Latitude 42 Brewing Company,MI,1194,337,4.0
Laughing Dog Brewing Company,ID,1195,338,3.0
Laughing Dog Brewing Company,ID,1196,338,3.0
Laughing Dog Brewing Company,ID,1197,338,3.0
Lavery Brewing Company,PA,1198,339,2.0
Lavery Brewing Company,PA,1199,339,2.0
Lazy Monk Brewing,WI,1200,340,1.0
Lewis and Clark Brewing Company,MT,1201,341,4.0
Lewis and Clark Brewing Company,MT,1202,341,4.0
Lewis and Clark Brewing Company,,1203,342,
Lewis and Clark Brewing Company,MT,1204,341,4.0
Lewis and Clark Brewing Company,MT,1205,341,4.0
Lift Bridge Brewing Company,MN,1206,343,2.0
Lift Bridge Brewing Company,MN,1207,343,2.0
Liquid Hero Brewery,PA,1208,344,3.0
Liquid Hero Brewery,PA,1209,344,3.0
Liquid Hero Brewery,PA,1210,344,3.0
Liquid Hero Brewery,,1211,345,
Lone Tree Brewing Company,CO,1212,346,1.0
Lonerider Brewing Company,NC,1213,347,5.0
Lonerider Brewing Company,NC,1214,347,5.0
Lonerider Brewing Company,NC,1215,347,5.0
Lonerider Brewing Company,NC,1216,347,5.0
Lonerider Brewing Company,NC,1217,347,5.0
Long Trail Brewing Company,VT,1218,348,5.0
Long Trail Brewing Company,VT,1219,348,5.0
Long Trail Brewing Company,VT,1220,348,5.0
Long Trail Brewing Company,VT,1221,348,5.0
Long Trail Brewing Company,VT,1222,348,5.0
Lost Nation Brewing,VT,1223,349,4.0
Lost Nation Brewing,VT,1224,349,4.0
Lost Nation Brewing,VT,1225,349,4.0
Lost Nation Brewing,VT,1226,349,4.0
Lost Rhino Brewing Company,VA,1227,350,2.0
Lost Rhino Brewing Company,VA,1228,350,2.0
Lucette Brewing Company,WI,1229,351,4.0
Lucette Brewing Company,WI,1230,351,4.0
Lucette Brewing Company,WI,1231,351,4.0
Lucette Brewing Company,WI,1232,351,4.0
Lucky Town Brewing Company,MS,1233,352,2.0
Lucky Town Brewing Company,MS,1234,352,2.0
Lumberyard Brewing Company,AZ,1235,353,4.0
Lumberyard Brewing Company,AZ,1236,353,4.0
Lumberyard Brewing Company,AZ,1237,353,4.0
Lumberyard Brewing Company,AZ,1238,353,4.0
MacTarnahans Brewing Company,,1239,354,
MacTarnahans Brewing Company,OR,1240,355,1.0
Macon Beer Company,GA,1241,356,2.0
Macon Beer Company,GA,1242,356,2.0
Madtree Brewing Company,OH,1243,357,8.0
Madtree Brewing Company,OH,1244,357,8.0
Madtree Brewing Company,OH,1245,357,8.0
