Language,Genre,original_index,unique_index
"English,German,French,Russian,Arabic,Italian","Biography,Drama,War",1813,748
"English,Swahili","Biography,Drama,Romance",1814,749
"English,Italian",Drama,1815,717
"English,German,Russian","Action,Adventure",1816,750
English,Drama,1817,35
English,"Animation,Adventure,Comedy",1818,21
English,"Animation,Action,Adventure",1819,97
English,Comedy,1820,61
English,"Comedy,Romance",1821,9
English,"Comedy,Romance",1822,9
English,"Comedy,Romance",1823,9
English,"Action,Comedy,Romance",1824,751
English,"Comedy,Romance",1825,9
English,"Drama,Fantasy,Romance",1826,30
English,"Action,Drama,Sci-Fi",1827,552
English,"Animation,Adventure,Comedy",1828,21
English,"Animation,Adventure,Comedy",1829,21
English,"Comedy,Romance",1830,9
English,"Drama,Fantasy,Sci-Fi",1831,752
"English,Mandarin","Action,Adventure,Comedy",1832,753
English,"Mystery,Sci-Fi,Thriller",1833,268
"English,Swedish","Action,Mystery,Sci-Fi",1834,754
English,"Action,Mystery,Sci-Fi",1835,755
English,"Action,Sci-Fi,Thriller",1836,756
English,"Drama,Thriller",1837,23
English,Drama,1838,35
English,"Horror,Mystery,Thriller",1839,0
English,"Comedy,Horror",1840,52
English,"Documentary,History",1841,198
English,"Comedy,Horror",1842,52
English,"Action,Horror,Sci-Fi",1843,275
English,"Comedy,Horror,Sci-Fi",1844,92
"English,Korean","Action,Adventure,Horror",1845,757
English,"Comedy,Crime,Drama",1846,111
"English,Russian","Action,Horror,Thriller",1847,758
English,Horror,1848,53
English,"Horror,Mystery,Sci-Fi",1849,759
English,Documentary,1850,11
English,"Adventure,Drama,Sci-Fi",1851,536
English,"Action,Horror,Sci-Fi",1852,275
English,"Action,Sci-Fi",1853,88
English,"Action,Crime,Drama",1854,27
English,"Drama,Horror,Thriller",1855,150
English,"Action,Crime,Drama",1856,27
English,"Horror,Mystery",1857,91
English,Horror,1858,53
English,"Drama,Horror,Thriller",1859,150
English,"Action,Horror",1860,285
English,Horror,1861,53
English,Comedy,1862,61
English,"Crime,Thriller",1863,181
English,"Drama,Thriller",1864,23
"English,Spanish,French,German","Drama,Film-Noir,Romance",1865,760
English,"Crime,Drama,Thriller",1866,82
English,"Drama,Comedy",1867,314
English,"Drama,Romance,Sci-Fi",1868,490
English,"Comedy,Crime,Drama",1869,111
"English,Spanish",Drama,1870,632
"English,Italian",Drama,1871,717
"English,German","Crime,Drama,Thriller",1872,761
"English,German","Comedy,Drama,Romance",1873,762
English,"Crime,Drama,Mystery",1874,36
English,"Comedy,Drama",1875,10
English,"Comedy,Crime,Drama",1876,111
English,"Biography,Drama,Music",1877,299
English,Drama,1878,35
English,Drama,1879,35
English,"Adventure,Drama,Mystery",1880,763
English,"Documentary,Biography,Drama",1881,370
English,"Adventure,Drama,Thriller",1882,665
"English,Welsh,Italian,Latin,Russian,Hungarian","Drama,Horror,Mystery",1883,764
English,"Drama,Mystery,Thriller",1884,14
"English,German","Action,War",1885,765
"English,Lao,Vietnamese","Adventure,Biography,Drama",1886,766
English,"Action,Drama,Sci-Fi",1887,552
English,"Action,Adventure,Sci-Fi",1888,151
"English,Chinese","Adventure,Crime,Drama",1889,767
"English,German,Spanish","Action,Crime,Thriller",1890,768
"English,Arabic","Action,Horror,Sci-Fi",1891,769
"English,Urdu,Mandarin","Action,Adventure",1892,770
English,"Crime,Drama,Thriller",1893,82
English,"Action,Sci-Fi,Thriller",1894,756
"English,Spanish,Korean","Action,Crime,Drama",1895,771
English,"Adventure,Drama,Fantasy",1896,513
English,"Adventure,Drama,Thriller",1897,665
"English,Spanish","Action,Adventure,Sci-Fi",1898,188
"English,Spanish","Adventure,Comedy,Drama",1899,772
"English,Spanish","Action,Adventure,Sci-Fi",1900,188
"English,Spanish","Action,Thriller",1901,773
"English,Italian,French","Action,Adventure,Thriller",1902,774
"English,French,German,Spanish,Yiddish","Crime,Thriller",1903,775
English,"Action,Adventure,Drama",1904,70
English,"Action,Comedy,Music",1905,685
English,"Horror,Mystery,Thriller",1906,0
English,"Comedy,Drama",1907,10
"English,German,French","Drama,Horror",1908,776
English,"Adventure,Comedy,Fantasy",1909,777
"English,Spanish","Crime,Drama,Thriller",1910,209
English,"Documentary,Horror",1911,617
English,"Adventure,Fantasy,Horror",1912,778
English,"Classics,Drama,Horror,Musical & Performing Arts,Mystery & Suspense,Special Interest",1913,779
English,"Drama,Horror,Mystery",1914,93
English,"Fantasy,Horror,Sci-Fi",1915,166
English,"Comedy,Horror",1916,52
"English,Cantonese,Latin","Drama,Fantasy,Horror",1917,780
English,"Drama,Horror,Sci-Fi",1918,356
English,"Horror,Sci-Fi",1919,191
English,Drama,1920,35
English,"Drama,Mystery,Thriller",1921,14
"English,Portuguese","Adventure,Drama,Fantasy",1922,781
"English,German,Luxembourgish","Drama,Horror",1923,782
English,"Comedy,Sport",1924,233
English,"Horror,Art House & International,Mystery & Suspense",1925,783
English,Drama,1926,35
English,"Comedy,Music",1927,626
English,"Adventure,Comedy,Sci-Fi",1928,359
English,Drama,1929,35
English,"Comedy,Music",1930,626
English,Horror,1931,53
"English,German","Drama,Fantasy,Horror",1932,784
English,"Comedy,Horror,Sci-Fi",1933,92
English,"Fantasy,Horror,Sci-Fi",1934,166
English,"Adventure,Horror",1935,43
"English,French","Horror,Thriller",1936,785
English,"Horror,Sci-Fi",1937,191
English,Horror,1938,53
English,"Horror,Sci-Fi",1939,191
English,"Horror,Sci-Fi",1940,191
English,"Action,Adventure,Comedy",1941,156
English,"Action,Adventure,Drama",1942,70
English,"Comedy,Horror",1943,52
"English,French,Italian,German","Drama,War",1944,786
English,"Comedy,Crime",1945,330
"English,German","Action,Drama,War",1946,787
"English,German","War,Drama",1947,788
"English,Russian,Vietnamese,French","Drama,Cult Movies",1948,789
English,"Action,Comedy,Sci-Fi",1949,236
English,"Drama,Romance,War",1950,119
English,"Crime,Drama",1951,210
English,"Action,Crime,Thriller",1952,202
English,"Action,Crime,Thriller",1953,202
English,"Action,Crime,Mystery",1954,305
"English,Spanish,French","Adventure,Comedy,War",1955,790
"English,Spanish","Action,Comedy,Drama",1956,791
English,"Action,Thriller",1957,94
English,Western,1958,122
"English,Spanish",Western,1959,792
"English,French,German","Action,Drama,War",1960,793
English,"Drama,War",1961,120
English,"Adventure,Comedy",1962,269
English,Comedy,1963,61
"English,French,German,Serbian","Action,Drama,Thriller",1964,794
English,"Drama,Sport",1965,282
"English,Hindi","Biography,Drama,Sport",1966,795
English,"Drama,Sport",1967,282
"English,Japanese","Biography,Drama",1968,796
English,"Biography,Drama",1969,46
"English,Syriac,Assyrian Neo-Aramaic","Action,Crime,Drama",1970,797
English,"Crime,Drama,Thriller",1971,82
English,"Drama,Mystery,Sci-Fi",1972,798
"English,German,Italian","Action,Adventure,War",1973,799
English,Comedy,1974,61
English,"Animation,Adventure,Comedy",1975,21
English,"Animation,Adventure,Family",1976,105
English,Adventure,1977,736
"English,Italian,Spanish,Latin,Sicilian","Crime,Drama",1978,800
English,"Crime,Drama,Film-Noir",1979,59
English,"Drama,Western",1980,116
"English,French","Crime,Film-Noir,Thriller",1981,801
English,"Crime,Drama,Film-Noir",1982,59
"English,Spanish,Latin","Comedy,Drama",1983,802
"English,French","Comedy,Romance",1984,327
English,"Drama,Sport",1985,282
"English,French,Portuguese","Drama,Film-Noir,Romance",1986,803
"English,German","Drama,History,War",1987,804
English,"Comedy,Romance",1988,9
English,"Adventure,Biography,Drama",1989,324
English,"Comedy,Romance",1990,9
"English,German","Comedy,Musical,Romance",1991,805
"English,Spanish","Drama,Sport",1992,726
English,"Comedy,Romance",1993,9
English,"Comedy,Drama,Romance",1994,73
"English,German","Comedy,Romance",1995,806
English,Drama,1996,35
"English,Italian","Comedy,Romance",1997,357
English,Comedy,1998,61
English,"Comedy,Romance",1999,9
English,"Crime,Film-Noir,Thriller",2000,807
English,"Drama,Film-Noir,Mystery",2001,808
English,"Crime,Drama,Film-Noir",2002,59
"English,American Sign Language","Drama,Film-Noir,Thriller",2003,809
English,Drama,2004,35
English,"Drama,Romance,Classics",2005,810
English,Drama,2006,35
"English,Polynesian","Adventure,Drama,History",2007,811
English,"Drama,Romance",2008,57
"English,Japanese","Action,Horror,Sci-Fi",2009,812
English,"Action,Comedy,Crime",2010,132
"English,Spanish","Crime,Film-Noir,Thriller",2011,813
English,"Action,Adventure,Sci-Fi",2012,151
English,"Action,Crime,Drama",2013,27
"English,Russian,Panjabi,Arabic","Action,Adventure,Comedy",2014,814
"English,Tibetan,Panjabi,German","Action,Comedy,Fantasy",2015,815
English,"Crime,Drama,Film-Noir",2016,59
"English,Spanish","Drama,Western",2017,816
English,Comedy,2018,61
"English,French","Adventure,Comedy,Romance",2019,124
"English,Italian","Crime,Drama,Film-Noir",2020,817
English,"Comedy,Romance",2021,9
English,"Comedy,Crime,Thriller",2022,195
"English,French","Comedy,Drama",2023,818
"English,Portuguese","Comedy,Drama,Romance",2024,819
English,"Comedy,Romance",2025,9
"English,Italian,German","Comedy,Romance",2026,820
"English,French","Comedy,Romance,Drama",2027,821
"English,French","Comedy,Musical,Romance",2028,223
English,"Crime,Drama,Thriller",2029,82
English,"Comedy,Crime,Romance",2030,155
"English,French,German,Italian","Comedy,Mystery,Romance",2031,822
English,"Comedy,Romance",2032,9
"English,French",Drama,2033,254
English,"Crime,Drama",2034,210
English,Musical,2035,248
"English,German","Drama,War",2036,75
"English,French","Film-Noir,Mystery,Thriller",2037,823
"English,Russian,French,German","Adventure,Comedy,Crime",2038,824
English,"Comedy,Romance",2039,9
English,"Crime,Drama,Film-Noir",2040,59
"English,German,Latin","Comedy,Drama,War",2041,825
English,"Comedy,Drama,Romance",2042,73
"English,Spanish","Action,Drama,Thriller",2043,826
"English,Yiddish","Drama,Romance,War",2044,827
"English,Russian","Comedy,Drama,Romance",2045,828
"English,Russian","Drama,Romance",2046,712
English,Comedy,2047,61
English,"Biography,Drama",2048,46
English,"Comedy,Drama,Music",2049,271
"English,French,Italian","Comedy,Fantasy,Romance",2050,829
"English,German,Mandarin,Tibetan,Hindi","Adventure,Biography,Drama",2051,830
English,Adventure,2052,736
"English,Crow,French","Adventure,Drama,Western",2053,831
English,Drama,2054,35
English,"Comedy,Western,Drama",2055,832
English,"Adventure,Drama,Fantasy",2056,513
English,"Comedy,Crime,Romance",2057,155
English,"Action & Adventure,Musical & Performing Arts,Science Fiction & Fantasy,Comedy",2058,833
"English,Tamil,French,Japanese,Hindi,Chinese","Adventure,Drama,Fantasy",2059,834
English,"Action,Adventure,Drama",2060,70
English,"Action,Adventure,Romance",2061,173
English,"Drama,Horror,Mystery",2062,93
English,Science Fiction & Fantasy,2063,835
English,"Sci-Fi,Thriller",2064,90
English,"Comedy,Family,Romance",2065,366
English,"Action,Crime,Thriller",2066,202
"English,Spanish,French,German","Adventure,Drama,Thriller",2067,836
"English,Arabic,Spanish","Action,Crime,Drama",2068,837
English,"Adventure,Biography,Drama",2069,324
English,"Drama,Thriller",2070,23
English,"Action,Sci-Fi",2071,88
"English,German","Comedy,Crime",2072,838
English,"Comedy,Romance",2073,9
"English,Spanish","Adventure,Drama,Film-Noir",2074,839
English,"Comedy,Romance",2075,9
English,"Comedy,Drama,Romance",2076,73
"English,French,Italian","Comedy,Romance",2077,719
English,"Comedy,Drama,Romance",2078,73
"English,Russian","Romance,Comedy",2079,840
English,"Comedy,Romance",2080,9
English,"Drama,History,War",2081,841
"English,Spanish","Action,Sci-Fi",2082,460
"English,Norwegian,Swedish","Action,Adventure,Sci-Fi",2083,842
English,Comedy,2084,61
English,"Drama,Thriller",2085,23
"English,Italian","Drama,Music,Mystery",2086,843
English,Comedy,2087,61
"English,Italian,German","Crime,Drama,Sport",2088,844
English,Documentary,2089,11
English,"Drama,Romance",2090,57
English,"Crime,Drama,Thriller",2091,82
English,"Action,Fantasy,War",2092,845
"English,German","Action,Drama,War",2093,787
"English,Spanish","Action,Adventure,Fantasy",2094,409
English,"Adventure,Fantasy",2095,101
English,"Comedy,Musical",2096,62
English,"Adventure,Sci-Fi,Thriller",2097,539
"English,Spanish","Action,Crime,Thriller",2098,846
"English,Russian,French","Drama,Fantasy,Romance",2099,847
"English,French","Biography,Crime,Drama",2100,848
"English,Hindi,French","Drama,Romance",2101,849
English,"Drama,Romance",2102,57
English,"Comedy,Music,Romance",2103,128
"English,Klingon","Action,Adventure,Sci-Fi",2104,413
English,"Action,Adventure,Sci-Fi",2105,151
English,"Action,Adventure,Sci-Fi",2106,151
English,"Adventure,Sci-Fi",2107,87
English,"Action,Adventure,Sci-Fi",2108,151
"English,French","Action,Adventure,Comedy",2109,850
"English,Portuguese,Spanish,Italian","Action,Crime,Thriller",2110,851
English,Comedy,2111,61
English,"Adventure,Western,Drama",2112,852
"English,Spanish","Drama,Romance,Western",2113,543
"English,Spanish",Western,2114,792
English,"Adventure,Drama,Western",2115,853
"English,Spanish","Adventure,Western,Romance",2116,854
English,"Comedy,Crime,Thriller",2117,195
"English,Spanish","Biography,Western",2118,855
"English,Spanish","Action,Crime,Drama",2119,141
"English,Japanese","Action,Adventure,Comedy",2120,856
English,"Action,Drama,Fantasy",2121,857
"English,Spanish","Action,Adventure,Thriller",2122,858
English,"Action,Comedy,Crime",2123,132
"English,Spanish","Action,Comedy,Crime",2124,131
"English,French,Czech","Action,Adventure,Thriller",2125,859
"English,Spanish","Action,Sci-Fi",2126,460
"English,German","Drama,Thriller,War",2127,860
"English,Italian,Mandarin,Cantonese,German,Czech","Action,Adventure,Thriller",2128,861
"English,Finnish",Comedy,2129,862
English,"Action,Sci-Fi,War",2130,863
English,"Comedy,Musical",2131,62
English,"Action,Crime,Thriller",2132,202
"English,Japanese,French","Action,Drama,Romance",2133,864
English,"Action,Sci-Fi",2134,88
"English,Mandarin,Sanskrit","Action,Adventure,Fantasy",2135,865
"English,Romanian,Czech","Action,Horror,Sci-Fi",2136,866
English,"Action,Adventure,Fantasy",2137,190
"English,Russian","Action,Fantasy,Sci-Fi",2138,867
English,"Action,Adventure,Fantasy",2139,190
"English,French,Latin,Spanish","Mystery,Thriller",2140,868
"English,French,German","Action,Sci-Fi,Thriller",2141,869
English,"Action,Adventure,Thriller",2142,25
"English,Cantonese","Drama,Action & Adventure,Kids & Family,Science Fiction & Fantasy,Comedy",2143,870
"English,Russian,Italian","Action,Crime,Thriller",2144,871
"English,Italian,Japanese,Mandarin","Action,Adventure,Sci-Fi",2145,872
English,"Action,Sci-Fi,Thriller",2146,756
"English,French,Mandarin","Action,Crime,Thriller",2147,873
English,"Mystery,Thriller",2148,219
"English,Italian","Drama,Horror,Musical",2149,874
English,"Comedy,Horror",2150,52
English,"Biography,Crime,Drama",2151,113
English,"Biography,Drama",2152,46
English,"Drama,Fantasy,Romance",2153,30
"English,German","Action,Crime,Thriller",2154,875
"English,Ukrainian,German,Spanish,Russian,French,Arabic,Turkish","Crime,Drama,Thriller",2155,876
"English,Esperanto","Action,Adventure,Fantasy",2156,877
English,"Action,Adventure,Fantasy",2157,190
"English,Romanian,Greek,Bulgarian,Latin","Horror,Romance",2158,878
"English,Russian","Action,Fantasy,Horror",2159,879
"English,Dutch,French,Italian,Mandarin","Crime,Thriller",2160,880
"English,Italian,Cantonese","Crime,Thriller",2161,881
"English,French,Spanish","Crime,Thriller",2162,882
"English,French,Italian,German,Romany","Action,Adventure,Crime",2163,883
English,Documentary,2164,11
"English,Italian,Latin,French,Swiss German,German,Chinese","Mystery,Thriller",2165,884
English,"Action,Fantasy,Thriller",2166,885
English,"Drama,History,Mystery",2167,886
"English,Spanish","Action,Adventure,Thriller",2168,858
"English,Russian","Animation,Fantasy",2169,887
English,"Action,Adventure,Fantasy",2170,190
English,"Animation,Action,Adventure",2171,97
"English,Italian,Spanish","Action,Comedy,Sci-Fi",2172,888
"English,Spanish","Comedy,Horror",2173,889
English,"Comedy,Fantasy",2174,196
English,"Action,Adventure,Fantasy",2175,190
English,Action,2176,300
"English,German,French","Action,Adventure,Fantasy",2177,890
English,"Comedy,Fantasy",2178,196
"English,French,Russian","Action,Romance,Sci-Fi",2179,891
"English,French","Action,Adventure",2180,892
English,"Comedy,Fantasy",2181,196
"English,Dutch","Comedy,Animation",2182,893
English,"Animation,Adventure,Comedy",2183,21
"English,Spanish","Action,Adventure,Thriller",2184,858
"English,Italian","Comedy,Sport",2185,894
English,"Action,Adventure,Romance",2186,173
English,"Action,Adventure,Sci-Fi",2187,151
English,"Action,Adventure,Fantasy",2188,190
English,"Action,Drama,Sci-Fi",2189,552
English,"Action,Adventure,Fantasy",2190,190
"English,French","Action,Adventure,Sci-Fi",2191,895
"English,French,Portuguese","Action,Adventure,Drama",2192,896
"English,French,German",Comedy,2193,897
English,Drama,2194,35
English,"Action,Comedy,Crime",2195,132
English,"Crime,Drama,Mystery",2196,36
English,"Comedy,Musical",2197,62
"English,Hungarian,Spanish,French","Crime,Drama,Thriller",2198,898
"English,Russian","Comedy,Crime",2199,899
English,"Comedy,Musical",2200,62
"English,Italian,German,Latin","Crime,Drama",2201,900
English,"Biography,Crime,Drama",2202,113
English,"Comedy,Musical,Western",2203,901
"English,Russian",Comedy,2204,902
English,"Crime,Drama,Mystery",2205,36
English,"Crime,Drama,Mystery",2206,36
English,Thriller,2207,60
English,"Action,Crime,Drama",2208,27
English,"Comedy,Romance",2209,9
English,"Action,Western,Comedy",2210,903
"English,Spanish",Drama,2211,632
"English,Cantonese","Biography,Drama",2212,904
English,"Drama,Fantasy,Sport",2213,905
English,"Drama,History",2214,64
English,"Biography,Drama,History",2215,253
"English,Italian","Comedy,Music,Musical",2216,906
English,"Drama,Romance,Sport",2217,133
English,"Action,Adventure",2218,118
English,Drama,2219,35
"English,Italian","Drama,Romance",2220,907
English,"Biography,Drama,History",2221,253
"English,Irish,Chinese,Latin","Crime,Drama,History",2222,908
"English,Arabic","Action,Adventure,Comedy",2223,909
English,"Comedy,Romance",2224,9
"English,Spanish,French","Action,Adventure,Comedy",2225,910
"English,Japanese","Action,Crime,Thriller",2226,911
English,"Drama,Romance",2227,57
"English,Italian,Chinese","Crime,Drama,Mystery",2228,912
English,"Drama,Thriller",2229,23
English,"Crime,Drama,Thriller",2230,82
"English,Arabic","Action,Drama,Thriller",2231,177
English,"Action,Mystery,Thriller",2232,913
"English,Spanish","Drama,Mystery,Thriller",2233,259
English,"Biography,Crime,Drama",2234,113
English,Drama,2235,35
"English,Spanish","Drama,Romance",2236,194
English,"Drama,Mystery & Suspense,Comedy",2237,914
English,"Drama,Mystery,Thriller",2238,14
English,Thriller,2239,60
English,"Comedy,Kids & Family",2240,453
English,"Comedy,Crime,Drama",2241,111
"Spanish,English","Biography,Drama,History",2242,245
English,"Crime,Drama,Thriller",2243,82
"English,Arabic,Spanish,Japanese,Berber languages,French,Russian,Japanese Sign Language",Drama,2244,915
"English,Russian,Spanish,Korean","Crime,Drama,Thriller",2245,916
English,"Crime,Drama",2246,210
"English,French,Arabic",Thriller,2247,917
"English,Spanish,Portuguese",Documentary,2248,918
English,"Drama,Horror,Thriller",2249,150
"English,Spanish","Drama,History,Thriller",2250,422
"English,Spanish",Documentary,2251,615
English,Horror,2252,53
English,"Crime,Drama,Thriller",2253,82
English,"Drama,History",2254,64
English,"Drama,Art House & International,Comedy",2255,919
"English,French","Comedy,Drama,Romance",2256,354
English,"Drama,Mystery,Thriller",2257,14
English,"Fantasy,Horror,Sci-Fi",2258,166
"English,Spanish","Drama,Sport",2259,726
English,"Drama,Thriller",2260,23
"English,Italian",Drama,2261,717
"English,French","Action,Drama,Sport",2262,920
"English,German","Comedy,Crime,Drama",2263,921
English,Drama,2264,35
"English,Spanish Sign Language","Comedy,Drama,Romance",2265,922
English,"Drama,Mystery,Thriller",2266,14
"English,American Sign Language","Comedy,Drama,Romance",2267,923
"English,Spanish","Action,Crime,Drama",2268,141
"English,French,German,Arabic,Italian,Japanese","Action,Drama,Mystery",2269,924
English,"Action,Crime,Drama",2270,27
English,"Crime,Drama,Mystery",2271,36
English,"Comedy,Crime,Drama",2272,111
English,Drama,2273,35
"English,German,Spanish,Russian,Czech","Action,Adventure,Thriller",2274,925
English,"Action,Adventure,Crime",2275,333
English,Documentary,2276,11
English,Documentary,2277,11
English,Documentary,2278,11
English,Documentary,2279,11
English,"Documentary,Crime,History",2280,926
"English,Polish","Drama,Mystery,Thriller",2281,927
"English,Italian",Comedy,2282,429
English,Comedy,2283,61
English,"Comedy,Crime,Romance",2284,155
English,"Comedy,Drama,Romance",2285,73
English,,2286,172
English,"Comedy,War",2287,313
English,"Animation,Action,Adventure",2288,97
English,"Documentary,Music",2289,298
English,"Biography,Drama",2290,46
"English,Spanish","Comedy,Crime,Thriller",2291,928
English,"Action,Adventure,Drama",2292,70
"English,French","Action,Adventure,Drama",2293,929
English,"Action,Crime,Romance",2294,930
English,"Action,Adventure,Romance",2295,173
English,"Comedy,Drama,Romance",2296,73
"English,Spanish","Action,Adventure,Biography",2297,931
English,"Action,Adventure,Drama",2298,70
"English,Spanish","Drama,History,Mystery",2299,932
English,"Horror,Sci-Fi,Thriller",2300,655
English,Horror,2301,53
English,"Drama,Horror,Thriller",2302,150
English,Horror,2303,53
English,"Crime,Drama,Mystery",2304,36
English,"Comedy,Crime",2305,330
English,"Action,Drama,Horror",2306,1
"English,French","Comedy,Musical,Romance",2307,223
English,"Romance,Comedy,Musical",2308,933
"English,French","Comedy,Musical,Romance",2309,223
English,"Mystery & Suspense,Action & Adventure",2310,934
English,"Action,Comedy,Horror",2311,39
"English,French,German","Biography,Drama,History",2312,935
English,"Comedy,Crime",2313,330
"English,Spanish","Action & Adventure,Horror",2314,936
"English,Spanish,Hungarian","Action,Crime,Thriller",2315,937
"English,Spanish","Action,Crime,Horror",2316,938
English,"Crime,Drama,Thriller",2317,82
"English,Spanish","Action,Thriller",2318,773
"English,German,Italian,Arabic","Drama,Romance,War",2319,939
"English,Persian,Spanish,Mandarin,Korean",Drama,2320,940
English,"Action,Comedy,Crime",2321,132
English,"Crime,Drama,Thriller",2322,82
"English,Russian","Action,Crime,Drama",2323,941
"English,Spanish","Drama,Fantasy,Mystery",2324,942
English,"Action,Adventure,Drama",2325,70
English,"Comedy,Drama",2326,10
English,"Action,Romance,Western",2327,943
English,"Drama,Romance",2328,57
"English,Russian","Action,Adventure,Thriller",2329,944
English,"Action,Crime,Thriller",2330,202
"English,Italian","Action,Thriller",2331,945
English,"Action,Crime,Thriller",2332,202
English,"Crime,Drama,Mystery",2333,36
"English,German","Crime,Drama,Romance",2334,946
English,"Action,Crime,Drama",2335,27
English,"Action,Crime,Drama",2336,27
"English,Russian","Action,Adventure,Drama",2337,947
"English,French,Russian","Action,Adventure,Crime",2338,948
English,"Crime,Thriller",2339,181
English,"Crime,Drama,Thriller",2340,82
English,Drama,2341,35
English,"Drama,Romance",2342,57
English,"Crime,Drama,Romance",2343,74
English,"Comedy,Drama",2344,10
"English,Arabic,German","Action,Crime,Drama",2345,949
"English,Navajo,Japanese","Action,Drama,War",2346,950
"English,Thai","Action,Crime,Thriller",2347,951
"English,Italian","Comedy,Drama,Fantasy",2348,952
English,"Comedy,Drama",2349,10
"English,Russian","Action,Drama,Sport",2350,953
English,Drama,2351,35
English,"Comedy,Drama",2352,10
English,"Comedy,Drama,Music",2353,271
English,"Comedy,Romance",2354,9
English,"Action,Adventure,Comedy",2355,156
English,"Comedy,Romance",2356,9
English,"Action,Adventure,Comedy",2357,156
English,"Drama,Thriller",2358,23
English,"Crime,Drama,Thriller",2359,82
English,"Action,Crime,Drama",2360,27
"English,Japanese","Biography,Drama",2361,796
English,"Crime,Drama,Mystery",2362,36
English,Drama,2363,35
English,"Comedy,Sport",2364,233
English,"Drama,Sport",2365,282
English,"Drama,Sport",2366,282
English,"Biography,Drama,Sport",2367,584
English,"Biography,Drama,Sport",2368,584
"English,Russian,French,Hawaiian,Spanish","Action,Comedy,Crime",2369,954
English,"Biography,Drama,Sport",2370,584
"English,French","Biography,Drama",2371,955
English,"Comedy,Drama,Romance",2372,73
"English,Spanish","Action,Drama,Thriller",2373,826
"English,Portuguese","Action,Adventure,Comedy",2374,956
English,"Action,Crime",2375,957
English,"Action,Crime,Drama",2376,27
English,"Biography,Drama,Sport",2377,584
English,"Drama,Sport",2378,282
English,"Drama,History,Sport",2379,958
English,"Crime,Drama,Sci-Fi",2380,277
English,"Crime,Drama,Mystery",2381,36
English,Drama,2382,35
English,"Comedy,Drama",2383,10
English,"Comedy,Musical,War",2384,959
English,"Biography,Drama",2385,46
English,"Drama,Horror,Mystery & Suspense",2386,960
English,"Biography,Drama,Musical",2387,961
"English,Italian","Crime,Drama",2388,589
English,Comedy,2389,61
English,"Crime,Drama,Thriller",2390,82
English,"Biography,Drama",2391,46
"English,Spanish,Italian",Western,2392,962
English,"Comedy,Fantasy",2393,196
"English,Cantonese,Spanish","Crime,Drama,Mystery",2394,963
English,Drama,2395,35
English,"Comedy,Fantasy",2396,196
"English,Spanish","Crime,Drama,Thriller",2397,209
English,"Sci-Fi,Thriller",2398,90
English,"Crime,Drama,Mystery",2399,36
English,"Drama,Mystery,Thriller",2400,14
English,"Drama,Thriller",2401,23
"English,Spanish","Drama,Thriller",2402,964
"English,Spanish","Crime,Drama,Mystery",2403,713
English,"Drama,Mystery,Romance",2404,270
English,"Action,Crime,Thriller",2405,202
"English,American Sign Language,Portuguese","Action,Crime,Romance",2406,965
English,"Crime,Drama",2407,210
English,"Action,Comedy,Crime",2408,132
"English,Japanese","Animation,Action,Adventure",2409,541
English,"Drama,Fantasy,Romance",2410,30
"English,Japanese","Action,Adventure,Drama",2411,966
"English,Mandarin","Drama,Sci-Fi,Thriller",2412,967
"English,French,Italian,German","Action,Comedy,Crime",2413,968
English,"Comedy,Romance",2414,9
English,"Drama,Romance",2415,57
English,"Drama,Music,Romance",2416,671
English,"Comedy,Crime,Drama",2417,111
English,,2418,172
English,"Biography,Drama",2419,46
English,Drama,2420,35
English,"Comedy,Drama",2421,10
English,"Action,Comedy,Horror",2422,39
English,"Comedy,Thriller",2423,6
"English,German",Comedy,2424,450
"English,Italian","Comedy,Drama",2425,12
English,"Comedy,Sport",2426,233
English,Comedy,2427,61
"English,Portuguese,Japanese","Comedy,Drama,Fantasy",2428,969
English,"Comedy,Romance",2429,9
English,"Comedy,Romance",2430,9
"English,Hawaiian,Mandarin,Turkish","Comedy,Romance",2431,970
English,"Comedy,Romance",2432,9
"English,Hebrew","Action,Comedy",2433,971
"English,Spanish",Comedy,2434,637
English,"Action,Crime,Drama",2435,27
English,"Comedy,Drama,Romance",2436,73
"English,Turkish","Action,Crime,Drama",2437,972
English,"Comedy,Sport",2438,233
English,"Drama,History,Sport",2439,958
English,"Comedy,Romance,Sport",2440,110
English,"Comedy,Drama,Sport",2441,286
English,"Comedy,Sport",2442,233
English,"Comedy,Sport",2443,233
English,"Drama,Sports & Fitness,Comedy",2444,973
English,Musical,2445,248
English,"Comedy,Western",2446,123
English,"Comedy,Sport",2447,233
English,"Adventure,Crime,Drama",2448,201
English,"Comedy,Musical,Romance",2449,31
English,"Fantasy,Musical,Romance",2450,974
"English,Esperanto","Comedy,Musical,Romance",2451,975
English,"Drama,Musical & Performing Arts,Classics",2452,976
English,Comedy,2453,61
English,"Adventure,Comedy,Drama",2454,69
English,"Crime,Drama,Film-Noir",2455,59
English,"Biography,Comedy,Musical",2456,977
English,"Drama,Horror,Mystery",2457,93
English,"Drama,Mystery,Romance",2458,270
"English,Czech,Russian,Greek,Afrikaans","Action,Crime,Drama",2459,978
English,"Comedy,Crime",2460,330
"English,Japanese,Spanish",Documentary,2461,979
"English,Hebrew,Russian","Crime,Drama",2462,980
"English,Spanish","Crime,Drama,Thriller",2463,209
English,"Adventure,Comedy,Family",2464,296
English,"Adventure,Comedy,Family",2465,296
English,"Drama,Family,Fantasy",2466,379
