state,original_index,unique_index,count
CA,1272,2,170.0
NM,1273,49,13.0
NM,1274,49,13.0
ME,1275,22,24.0
ME,1276,22,24.0
ME,1277,22,24.0
ME,1278,22,24.0
ME,1279,22,24.0
TX,1280,16,123.0
TX,1281,16,123.0
TX,1282,16,123.0
TX,1283,16,123.0
,1284,3,
TX,1285,16,123.0
TX,1286,16,123.0
,1287,3,
,1288,3,
NY,1289,29,68.0
NY,1290,29,68.0
NY,1291,29,68.0
NY,1292,29,68.0
NY,1293,29,68.0
,1294,3,
NY,1295,29,68.0
NY,1296,29,68.0
NY,1297,29,68.0
NY,1298,29,68.0
NY,1299,29,68.0
NY,1300,29,68.0
HI,1301,47,27.0
HI,1302,47,27.0
HI,1303,47,27.0
HI,1304,47,27.0
HI,1305,47,27.0
HI,1306,47,27.0
HI,1307,47,27.0
HI,1308,47,27.0
HI,1309,47,27.0
HI,1310,47,27.0
HI,1311,47,27.0
HI,1312,47,27.0
CA,1313,2,170.0
CA,1314,2,170.0
CA,1315,2,170.0
MI,1316,15,157.0
MI,1317,15,157.0
MI,1318,15,157.0
HI,1319,47,27.0
HI,1320,47,27.0
HI,1321,47,27.0
HI,1322,47,27.0
HI,1323,47,27.0
HI,1324,47,27.0
FL,1325,4,56.0
FL,1326,4,56.0
FL,1327,4,56.0
FL,1328,4,56.0
IL,1329,24,84.0
AK,1330,10,24.0
AK,1331,10,24.0
AK,1332,10,24.0
AK,1333,10,24.0
AK,1334,10,24.0
CA,1335,2,170.0
CA,1336,2,170.0
CA,1337,2,170.0
CA,1338,2,170.0
CA,1339,2,170.0
CA,1340,2,170.0
IL,1341,24,84.0
,1342,3,
IL,1343,24,84.0
IL,1344,24,84.0
IL,1345,24,84.0
IL,1346,24,84.0
IL,1347,24,84.0
IL,1348,24,84.0
PA,1349,32,91.0
PA,1350,32,91.0
MI,1351,15,157.0
MI,1352,15,157.0
MI,1353,15,157.0
WI,1354,11,82.0
WI,1355,11,82.0
WI,1356,11,82.0
WI,1357,11,82.0
WI,1358,11,82.0
WI,1359,11,82.0
WI,1360,11,82.0
WI,1361,11,82.0
WI,1362,11,82.0
WI,1363,11,82.0
WI,1364,11,82.0
WI,1365,11,82.0
WI,1366,11,82.0
,1367,3,
WI,1368,11,82.0
WI,1369,11,82.0
WI,1370,11,82.0
WI,1371,11,82.0
WI,1372,11,82.0
WI,1373,11,82.0
,1374,3,
CA,1375,2,170.0
,1376,3,
CA,1377,2,170.0
UT,1378,30,26.0
UT,1379,30,26.0
UT,1380,30,26.0
UT,1381,30,26.0
NH,1382,51,7.0
NH,1383,51,7.0
NE,1384,28,24.0
CA,1385,2,170.0
CA,1386,2,170.0
CA,1387,2,170.0
CA,1388,2,170.0
CA,1389,2,170.0
CA,1390,2,170.0
CA,1391,2,170.0
CA,1392,2,170.0
AZ,1393,20,46.0
CA,1394,2,170.0
CA,1395,2,170.0
CA,1396,2,170.0
NY,1397,29,68.0
NY,1398,29,68.0
MO,1399,5,41.0
MO,1400,5,41.0
MO,1401,5,41.0
MO,1402,5,41.0
MO,1403,5,41.0
CA,1404,2,170.0
NC,1405,14,56.0
NC,1406,14,56.0
MO,1407,5,41.0
MO,1408,5,41.0
MI,1409,15,157.0
AZ,1410,20,46.0
AZ,1411,20,46.0
AZ,1412,20,46.0
AZ,1413,20,46.0
AZ,1414,20,46.0
OK,1415,13,18.0
OK,1416,13,18.0
OK,1417,13,18.0
OK,1418,13,18.0
OK,1419,13,18.0
RI,1420,36,27.0
RI,1421,36,27.0
RI,1422,36,27.0
RI,1423,36,27.0
RI,1424,36,27.0
RI,1425,36,27.0
RI,1426,36,27.0
RI,1427,36,27.0
RI,1428,36,27.0
RI,1429,36,27.0
,1430,3,
OR,1431,0,118.0
OR,1432,0,118.0
OR,1433,0,118.0
OR,1434,0,118.0
OR,1435,0,118.0
NE,1436,28,24.0
NE,1437,28,24.0
NE,1438,28,24.0
NE,1439,28,24.0
NE,1440,28,24.0
PA,1441,32,91.0
PA,1442,32,91.0
CO,1443,7,248.0
CO,1444,7,248.0
CO,1445,7,248.0
CO,1446,7,248.0
CO,1447,7,248.0
CO,1448,7,248.0
CO,1449,7,248.0
CO,1450,7,248.0
CO,1451,7,248.0
CO,1452,7,248.0
CO,1453,7,248.0
CO,1454,7,248.0
CO,1455,7,248.0
CO,1456,7,248.0
CO,1457,7,248.0
CO,1458,7,248.0
CO,1459,7,248.0
CT,1460,17,27.0
CT,1461,17,27.0
CT,1462,17,27.0
CT,1463,17,27.0
CT,1464,17,27.0
CT,1465,17,27.0
CT,1466,17,27.0
CT,1467,17,27.0
CT,1468,17,27.0
CT,1469,17,27.0
CT,1470,17,27.0
LA,1471,8,19.0
LA,1472,8,19.0
LA,1473,8,19.0
LA,1474,8,19.0
LA,1475,8,19.0
LA,1476,8,19.0
TX,1477,16,123.0
TX,1478,16,123.0
TX,1479,16,123.0
,1480,3,
SC,1481,34,13.0
NY,1482,29,68.0
MA,1483,19,76.0
MA,1484,19,76.0
MA,1485,19,76.0
MA,1486,19,76.0
NC,1487,14,56.0
NC,1488,14,56.0
PA,1489,32,91.0
PA,1490,32,91.0
PA,1491,32,91.0
PA,1492,32,91.0
MN,1493,21,52.0
MN,1494,21,52.0
MN,1495,21,52.0
MN,1496,21,52.0
MN,1497,21,52.0
MN,1498,21,52.0
MA,1499,19,76.0
WA,1500,6,68.0
WA,1501,6,68.0
WI,1502,11,82.0
WI,1503,11,82.0
MA,1504,19,76.0
MA,1505,19,76.0
MO,1506,5,41.0
MO,1507,5,41.0
MO,1508,5,41.0
OR,1509,0,118.0
OR,1510,0,118.0
OR,1511,0,118.0
OR,1512,0,118.0
TX,1513,16,123.0
TX,1514,16,123.0
TX,1515,16,123.0
TX,1516,16,123.0
OR,1517,0,118.0
OR,1518,0,118.0
OR,1519,0,118.0
OR,1520,0,118.0
CO,1521,7,248.0
CO,1522,7,248.0
CO,1523,7,248.0
CO,1524,7,248.0
CO,1525,7,248.0
CO,1526,7,248.0
CO,1527,7,248.0
IA,1528,37,29.0
IA,1529,37,29.0
IA,1530,37,29.0
IA,1531,37,29.0
IA,1532,37,29.0
IA,1533,37,29.0
PA,1534,32,91.0
PA,1535,32,91.0
PA,1536,32,91.0
PA,1537,32,91.0
PA,1538,32,91.0
PA,1539,32,91.0
PA,1540,32,91.0
PA,1541,32,91.0
PA,1542,32,91.0
PA,1543,32,91.0
WA,1544,6,68.0
WA,1545,6,68.0
WA,1546,6,68.0
WA,1547,6,68.0
WA,1548,6,68.0
GA,1549,35,14.0
GA,1550,35,14.0
CO,1551,7,248.0
CO,1552,7,248.0
CO,1553,7,248.0
CO,1554,7,248.0
CO,1555,7,248.0
CO,1556,7,248.0
CO,1557,7,248.0
,1558,3,
,1559,3,
CO,1560,7,248.0
CO,1561,7,248.0
CO,1562,7,248.0
CO,1563,7,248.0
CO,1564,7,248.0
CO,1565,7,248.0
CO,1566,7,248.0
CO,1567,7,248.0
CO,1568,7,248.0
CO,1569,7,248.0
CO,1570,7,248.0
CO,1571,7,248.0
CO,1572,7,248.0
CO,1573,7,248.0
CO,1574,7,248.0
CO,1575,7,248.0
CO,1576,7,248.0
CO,1577,7,248.0
CO,1578,7,248.0
CO,1579,7,248.0
CO,1580,7,248.0
CO,1581,7,248.0
,1582,3,
CO,1583,7,248.0
CO,1584,7,248.0
CO,1585,7,248.0
CO,1586,7,248.0
,1587,3,
CO,1588,7,248.0
CO,1589,7,248.0
CO,1590,7,248.0
,1591,3,
CO,1592,7,248.0
CO,1593,7,248.0
CO,1594,7,248.0
CO,1595,7,248.0
CO,1596,7,248.0
NC,1597,14,56.0
NC,1598,14,56.0
NC,1599,14,56.0
NC,1600,14,56.0
NC,1601,14,56.0
NC,1602,14,56.0
VT,1603,44,26.0
VT,1604,44,26.0
AR,1605,38,4.0
CO,1606,7,248.0
CO,1607,7,248.0
CO,1608,7,248.0
CO,1609,7,248.0
CO,1610,7,248.0
CO,1611,7,248.0
CO,1612,7,248.0
ID,1613,39,28.0
ID,1614,39,28.0
ID,1615,39,28.0
ID,1616,39,28.0
ID,1617,39,28.0
IA,1618,37,29.0
ME,1619,22,24.0
,1620,3,
TX,1621,16,123.0
TX,1622,16,123.0
IN,1623,1,131.0
IN,1624,1,131.0
IN,1625,1,131.0
IN,1626,1,131.0
MI,1627,15,157.0
MI,1628,15,157.0
MI,1629,15,157.0
MI,1630,15,157.0
MI,1631,15,157.0
MI,1632,15,157.0
TX,1633,16,123.0
TX,1634,16,123.0
TX,1635,16,123.0
TX,1636,16,123.0
TX,1637,16,123.0
TX,1638,16,123.0
TX,1639,16,123.0
MI,1640,15,157.0
,1641,3,
MI,1642,15,157.0
MI,1643,15,157.0
AZ,1644,20,46.0
CO,1645,7,248.0
CO,1646,7,248.0
CO,1647,7,248.0
CA,1648,2,170.0
CA,1649,2,170.0
MO,1650,5,41.0
MO,1651,5,41.0
MO,1652,5,41.0
MO,1653,5,41.0
MO,1654,5,41.0
MO,1655,5,41.0
MO,1656,5,41.0
MO,1657,5,41.0
IL,1658,24,84.0
NC,1659,14,56.0
NC,1660,14,56.0
CA,1661,2,170.0
CA,1662,2,170.0
CA,1663,2,170.0
OH,1664,12,47.0
IL,1665,24,84.0
OH,1666,12,47.0
AZ,1667,20,46.0
AZ,1668,20,46.0
CO,1669,7,248.0
,1670,3,
CO,1671,7,248.0
CO,1672,7,248.0
CO,1673,7,248.0
CO,1674,7,248.0
CO,1675,7,248.0
WA,1676,6,68.0
WA,1677,6,68.0
SC,1678,34,13.0
SC,1679,34,13.0
TX,1680,16,123.0
TX,1681,16,123.0
TX,1682,16,123.0
TX,1683,16,123.0
TX,1684,16,123.0
TX,1685,16,123.0
TX,1686,16,123.0
TX,1687,16,123.0
TX,1688,16,123.0
TX,1689,16,123.0
GA,1690,35,14.0
,1691,3,
GA,1692,35,14.0
MD,1693,45,20.0
MD,1694,45,20.0
MD,1695,45,20.0
MD,1696,45,20.0
MD,1697,45,20.0
OR,1698,0,118.0
WA,1699,6,68.0
WA,1700,6,68.0
WA,1701,6,68.0
CO,1702,7,248.0
CO,1703,7,248.0
CO,1704,7,248.0
CA,1705,2,170.0
CO,1706,7,248.0
CO,1707,7,248.0
,1708,3,
CO,1709,7,248.0
CO,1710,7,248.0
CO,1711,7,248.0
CO,1712,7,248.0
CO,1713,7,248.0
,1714,3,
CO,1715,7,248.0
CO,1716,7,248.0
CO,1717,7,248.0
CO,1718,7,248.0
CO,1719,7,248.0
IL,1720,24,84.0
IL,1721,24,84.0
IL,1722,24,84.0
IL,1723,24,84.0
IL,1724,24,84.0
IL,1725,24,84.0
IL,1726,24,84.0
IL,1727,24,84.0
OH,1728,12,47.0
OH,1729,12,47.0
OH,1730,12,47.0
OH,1731,12,47.0
OH,1732,12,47.0
OH,1733,12,47.0
OH,1734,12,47.0
,1735,3,
MI,1736,15,157.0
ME,1737,22,24.0
,1738,3,
CO,1739,7,248.0
CO,1740,7,248.0
OH,1741,12,47.0
OH,1742,12,47.0
,1743,3,
PA,1744,32,91.0
PA,1745,32,91.0
PA,1746,32,91.0
,1747,3,
PA,1748,32,91.0
PA,1749,32,91.0
PA,1750,32,91.0
PA,1751,32,91.0
PA,1752,32,91.0
PA,1753,32,91.0
PA,1754,32,91.0
PA,1755,32,91.0
PA,1756,32,91.0
PA,1757,32,91.0
VA,1758,23,37.0
,1759,3,
MI,1760,15,157.0
MI,1761,15,157.0
MI,1762,15,157.0
MI,1763,15,157.0
MI,1764,15,157.0
MI,1765,15,157.0
OR,1766,0,118.0
OK,1767,13,18.0
OK,1768,13,18.0
OK,1769,13,18.0
PA,1770,32,91.0
PA,1771,32,91.0
,1772,3,
PA,1773,32,91.0
PA,1774,32,91.0
PA,1775,32,91.0
PA,1776,32,91.0
CA,1777,2,170.0
CA,1778,2,170.0
CA,1779,2,170.0
CA,1780,2,170.0
CA,1781,2,170.0
CA,1782,2,170.0
CA,1783,2,170.0
CA,1784,2,170.0
CA,1785,2,170.0
AZ,1786,20,46.0
AZ,1787,20,46.0
AZ,1788,20,46.0
AZ,1789,20,46.0
AZ,1790,20,46.0
AZ,1791,20,46.0
AZ,1792,20,46.0
AZ,1793,20,46.0
AZ,1794,20,46.0
AZ,1795,20,46.0
AZ,1796,20,46.0
AZ,1797,20,46.0
AZ,1798,20,46.0
AZ,1799,20,46.0
,1800,3,
AZ,1801,20,46.0
AZ,1802,20,46.0
AZ,1803,20,46.0
AZ,1804,20,46.0
CO,1805,7,248.0
CO,1806,7,248.0
CA,1807,2,170.0
CA,1808,2,170.0
CA,1809,2,170.0
NM,1810,49,13.0
NM,1811,49,13.0
NM,1812,49,13.0
NM,1813,49,13.0
NM,1814,49,13.0
NM,1815,49,13.0
NM,1816,49,13.0
MI,1817,15,157.0
WA,1818,6,68.0
WA,1819,6,68.0
WA,1820,6,68.0
MO,1821,5,41.0
MO,1822,5,41.0
MO,1823,5,41.0
MO,1824,5,41.0
MO,1825,5,41.0
MO,1826,5,41.0
ME,1827,22,24.0
CA,1828,2,170.0
WA,1829,6,68.0
WA,1830,6,68.0
,1831,3,
OR,1832,0,118.0
OH,1833,12,47.0
OH,1834,12,47.0
OH,1835,12,47.0
OH,1836,12,47.0
OH,1837,12,47.0
CT,1838,17,27.0
MA,1839,19,76.0
ME,1840,22,24.0
ME,1841,22,24.0
ME,1842,22,24.0
ME,1843,22,24.0
CA,1844,2,170.0
CA,1845,2,170.0
CA,1846,2,170.0
CA,1847,2,170.0
CA,1848,2,170.0
CA,1849,2,170.0
CA,1850,2,170.0
,1851,3,
CA,1852,2,170.0
MI,1853,15,157.0
CO,1854,7,248.0
CO,1855,7,248.0
CO,1856,7,248.0
NY,1857,29,68.0
NY,1858,29,68.0
NY,1859,29,68.0
,1860,3,
NY,1861,29,68.0
NY,1862,29,68.0
NY,1863,29,68.0
NY,1864,29,68.0
,1865,3,
NY,1866,29,68.0
NY,1867,29,68.0
NY,1868,29,68.0
NY,1869,29,68.0
NY,1870,29,68.0
NY,1871,29,68.0
NY,1872,29,68.0
NY,1873,29,68.0
NY,1874,29,68.0
NY,1875,29,68.0
NY,1876,29,68.0
NY,1877,29,68.0
NY,1878,29,68.0
NY,1879,29,68.0
NY,1880,29,68.0
CO,1881,7,248.0
CO,1882,7,248.0
,1883,3,
CO,1884,7,248.0
CO,1885,7,248.0
CO,1886,7,248.0
CO,1887,7,248.0
CO,1888,7,248.0
CO,1889,7,248.0
CO,1890,7,248.0
CO,1891,7,248.0
CO,1892,7,248.0
ID,1893,39,28.0
ID,1894,39,28.0
IL,1895,24,84.0
IL,1896,24,84.0
AK,1897,10,24.0
PA,1898,32,91.0
PA,1899,32,91.0
PA,1900,32,91.0
PA,1901,32,91.0
PA,1902,32,91.0
PA,1903,32,91.0
PA,1904,32,91.0
,1905,3,
PA,1906,32,91.0
PA,1907,32,91.0
PA,1908,32,91.0
PA,1909,32,91.0
PA,1910,32,91.0
VA,1911,23,37.0
VA,1912,23,37.0
VA,1913,23,37.0
WY,1914,27,15.0
WY,1915,27,15.0
WY,1916,27,15.0
WY,1917,27,15.0
WY,1918,27,15.0
WY,1919,27,15.0
WY,1920,27,15.0
ID,1921,39,28.0
ID,1922,39,28.0
ID,1923,39,28.0
ID,1924,39,28.0
ID,1925,39,28.0
,1926,3,
ID,1927,39,28.0
ID,1928,39,28.0
ID,1929,39,28.0
ID,1930,39,28.0
ID,1931,39,28.0
,1932,3,
ID,1933,39,28.0
ID,1934,39,28.0
ID,1935,39,28.0
ID,1936,39,28.0
ID,1937,39,28.0
TX,1938,16,123.0
TX,1939,16,123.0
TX,1940,16,123.0
TX,1941,16,123.0
NY,1942,29,68.0
OR,1943,0,118.0
OR,1944,0,118.0
MS,1945,50,11.0
MS,1946,50,11.0
MS,1947,50,11.0
MS,1948,50,11.0
MS,1949,50,11.0
MS,1950,50,11.0
MS,1951,50,11.0
MS,1952,50,11.0
MS,1953,50,11.0
TX,1954,16,123.0
,1955,3,
TX,1956,16,123.0
TX,1957,16,123.0
TX,1958,16,123.0
TX,1959,16,123.0
TX,1960,16,123.0
TX,1961,16,123.0
TX,1962,16,123.0
TX,1963,16,123.0
TX,1964,16,123.0
TX,1965,16,123.0
TX,1966,16,123.0
TX,1967,16,123.0
CA,1968,2,170.0
NE,1969,28,24.0
IL,1970,24,84.0
IL,1971,24,84.0
IL,1972,24,84.0
IL,1973,24,84.0
IL,1974,24,84.0
IL,1975,24,84.0
IL,1976,24,84.0
IL,1977,24,84.0
IL,1978,24,84.0
,1979,3,
IL,1980,24,84.0
IL,1981,24,84.0
WI,1982,11,82.0
WI,1983,11,82.0
PA,1984,32,91.0
MI,1985,15,157.0
VA,1986,23,37.0
VA,1987,23,37.0
VA,1988,23,37.0
VA,1989,23,37.0
CO,1990,7,248.0
CO,1991,7,248.0
CO,1992,7,248.0
CO,1993,7,248.0
WI,1994,11,82.0
WI,1995,11,82.0
WI,1996,11,82.0
WI,1997,11,82.0
WI,1998,11,82.0
WI,1999,11,82.0
WI,2000,11,82.0
WI,2001,11,82.0
WI,2002,11,82.0
WI,2003,11,82.0
WI,2004,11,82.0
WI,2005,11,82.0
WI,2006,11,82.0
WI,2007,11,82.0
WI,2008,11,82.0
WI,2009,11,82.0
WI,2010,11,82.0
WI,2011,11,82.0
WI,2012,11,82.0
WI,2013,11,82.0
WI,2014,11,82.0
WI,2015,11,82.0
WI,2016,11,82.0
MD,2017,45,20.0
MD,2018,45,20.0
,2019,3,
ME,2020,22,24.0
AL,2021,18,10.0
AL,2022,18,10.0
AL,2023,18,10.0
PA,2024,32,91.0
PA,2025,32,91.0
PA,2026,32,91.0
PA,2027,32,91.0
MN,2028,21,52.0
MN,2029,21,52.0
,2030,3,
MN,2031,21,52.0
IN,2032,1,131.0
IN,2033,1,131.0
IN,2034,1,131.0
IN,2035,1,131.0
IN,2036,1,131.0
IN,2037,1,131.0
IN,2038,1,131.0
IN,2039,1,131.0
IN,2040,1,131.0
,2041,3,
,2042,3,
IN,2043,1,131.0
,2044,3,
IN,2045,1,131.0
IN,2046,1,131.0
IN,2047,1,131.0
IN,2048,1,131.0
IN,2049,1,131.0
IN,2050,1,131.0
IN,2051,1,131.0
IN,2052,1,131.0
IN,2053,1,131.0
IN,2054,1,131.0
IN,2055,1,131.0
IN,2056,1,131.0
IN,2057,1,131.0
IN,2058,1,131.0
IN,2059,1,131.0
,2060,3,
IN,2061,1,131.0
IN,2062,1,131.0
IN,2063,1,131.0
IN,2064,1,131.0
IN,2065,1,131.0
IN,2066,1,131.0
IN,2067,1,131.0
IN,2068,1,131.0
IN,2069,1,131.0
VA,2070,23,37.0
VA,2071,23,37.0
MN,2072,21,52.0
,2073,3,
MN,2074,21,52.0
MN,2075,21,52.0
MN,2076,21,52.0
MN,2077,21,52.0
MN,2078,21,52.0
MN,2079,21,52.0
MN,2080,21,52.0
MN,2081,21,52.0
MN,2082,21,52.0
MN,2083,21,52.0
MN,2084,21,52.0
FL,2085,4,56.0
FL,2086,4,56.0
FL,2087,4,56.0
FL,2088,4,56.0
FL,2089,4,56.0
PA,2090,32,91.0
GA,2091,35,14.0
GA,2092,35,14.0
GA,2093,35,14.0
GA,2094,35,14.0
CA,2095,2,170.0
CA,2096,2,170.0
CA,2097,2,170.0
CA,2098,2,170.0
CA,2099,2,170.0
CA,2100,2,170.0
CA,2101,2,170.0
CA,2102,2,170.0
KS,2103,42,22.0
KS,2104,42,22.0
KS,2105,42,22.0
KS,2106,42,22.0
KS,2107,42,22.0
KS,2108,42,22.0
KS,2109,42,22.0
KS,2110,42,22.0
KS,2111,42,22.0
,2112,3,
KS,2113,42,22.0
KS,2114,42,22.0
KS,2115,42,22.0
KS,2116,42,22.0
KS,2117,42,22.0
KS,2118,42,22.0
KS,2119,42,22.0
KS,2120,42,22.0
MT,2121,26,38.0
MT,2122,26,38.0
FL,2123,4,56.0
FL,2124,4,56.0
MI,2125,15,157.0
MI,2126,15,157.0
MI,2127,15,157.0
IN,2128,1,131.0
CO,2129,7,248.0
CO,2130,7,248.0
CO,2131,7,248.0
,2132,3,
IL,2133,24,84.0
IL,2134,24,84.0
,2135,3,
TX,2136,16,123.0
TX,2137,16,123.0
TX,2138,16,123.0
TX,2139,16,123.0
VT,2140,44,26.0
VT,2141,44,26.0
VT,2142,44,26.0
,2143,3,
VT,2144,44,26.0
VT,2145,44,26.0
WY,2146,27,15.0
WY,2147,27,15.0
WY,2148,27,15.0
WY,2149,27,15.0
MD,2150,45,20.0
MD,2151,45,20.0
MD,2152,45,20.0
NY,2153,29,68.0
NY,2154,29,68.0
NY,2155,29,68.0
CA,2156,2,170.0
CA,2157,2,170.0
CA,2158,2,170.0
CA,2159,2,170.0
CA,2160,2,170.0
VT,2161,44,26.0
PA,2162,32,91.0
NY,2163,29,68.0
MI,2164,15,157.0
MI,2165,15,157.0
MI,2166,15,157.0
MI,2167,15,157.0
VT,2168,44,26.0
MN,2169,21,52.0
MN,2170,21,52.0
MN,2171,21,52.0
MN,2172,21,52.0
CT,2173,17,27.0
OR,2174,0,118.0
OR,2175,0,118.0
OR,2176,0,118.0
VA,2177,23,37.0
VA,2178,23,37.0
IN,2179,1,131.0
IN,2180,1,131.0
IN,2181,1,131.0
IN,2182,1,131.0
NE,2183,28,24.0
NE,2184,28,24.0
NE,2185,28,24.0
,2186,3,
IN,2187,1,131.0
IN,2188,1,131.0
IN,2189,1,131.0
IN,2190,1,131.0
IN,2191,1,131.0
IN,2192,1,131.0
IN,2193,1,131.0
IN,2194,1,131.0
,2195,3,
LA,2196,8,19.0
LA,2197,8,19.0
LA,2198,8,19.0
LA,2199,8,19.0
LA,2200,8,19.0
LA,2201,8,19.0
LA,2202,8,19.0
CO,2203,7,248.0
,2204,3,
MN,2205,21,52.0
MN,2206,21,52.0
NM,2207,49,13.0
NM,2208,49,13.0
NM,2209,49,13.0
NC,2210,14,56.0
NC,2211,14,56.0
NC,2212,14,56.0
PA,2213,32,91.0
PA,2214,32,91.0
PA,2215,32,91.0
PA,2216,32,91.0
,2217,3,
DE,2218,48,2.0
CO,2219,7,248.0
TX,2220,16,123.0
TX,2221,16,123.0
TX,2222,16,123.0
WA,2223,6,68.0
WA,2224,6,68.0
WA,2225,6,68.0
WA,2226,6,68.0
WA,2227,6,68.0
WA,2228,6,68.0
WA,2229,6,68.0
WA,2230,6,68.0
WA,2231,6,68.0
WA,2232,6,68.0
WA,2233,6,68.0
WA,2234,6,68.0
IL,2235,24,84.0
IL,2236,24,84.0
IL,2237,24,84.0
IL,2238,24,84.0
IL,2239,24,84.0
IL,2240,24,84.0
IL,2241,24,84.0
IL,2242,24,84.0
IL,2243,24,84.0
IL,2244,24,84.0
FL,2245,4,56.0
CT,2246,17,27.0
CT,2247,17,27.0
CT,2248,17,27.0
CT,2249,17,27.0
CT,2250,17,27.0
UT,2251,30,26.0
UT,2252,30,26.0
UT,2253,30,26.0
UT,2254,30,26.0
UT,2255,30,26.0
UT,2256,30,26.0
UT,2257,30,26.0
UT,2258,30,26.0
UT,2259,30,26.0
CA,2260,2,170.0
TX,2261,16,123.0
TX,2262,16,123.0
MI,2263,15,157.0
MI,2264,15,157.0
MI,2265,15,157.0
CA,2266,2,170.0
CA,2267,2,170.0
CA,2268,2,170.0
CA,2269,2,170.0
,2270,3,
MD,2271,45,20.0
MD,2272,45,20.0
MD,2273,45,20.0
MD,2274,45,20.0
IN,2275,1,131.0
IN,2276,1,131.0
IN,2277,1,131.0
CO,2278,7,248.0
CO,2279,7,248.0
CO,2280,7,248.0
CO,2281,7,248.0
CO,2282,7,248.0
CO,2283,7,248.0
CO,2284,7,248.0
CO,2285,7,248.0
,2286,3,
CO,2287,7,248.0
CO,2288,7,248.0
CO,2289,7,248.0
CO,2290,7,248.0
CO,2291,7,248.0
CO,2292,7,248.0
,2293,3,
CO,2294,7,248.0
CO,2295,7,248.0
NY,2296,29,68.0
NY,2297,29,68.0
UT,2298,30,26.0
UT,2299,30,26.0
UT,2300,30,26.0
UT,2301,30,26.0
UT,2302,30,26.0
UT,2303,30,26.0
UT,2304,30,26.0
UT,2305,30,26.0
MI,2306,15,157.0
MI,2307,15,157.0
MI,2308,15,157.0
MI,2309,15,157.0
MI,2310,15,157.0
PA,2311,32,91.0
PA,2312,32,91.0
PA,2313,32,91.0
,2314,3,
PA,2315,32,91.0
PA,2316,32,91.0
PA,2317,32,91.0
MA,2318,19,76.0
,2319,3,
MA,2320,19,76.0
MA,2321,19,76.0
MA,2322,19,76.0
MA,2323,19,76.0
MA,2324,19,76.0
MA,2325,19,76.0
MA,2326,19,76.0
MA,2327,19,76.0
MA,2328,19,76.0
IN,2329,1,131.0
OH,2330,12,47.0
OH,2331,12,47.0
OH,2332,12,47.0
OH,2333,12,47.0
KY,2334,9,21.0
KY,2335,9,21.0
KY,2336,9,21.0
KY,2337,9,21.0
SC,2338,34,13.0
SC,2339,34,13.0
SC,2340,34,13.0
SC,2341,34,13.0
MA,2342,19,76.0
MA,2343,19,76.0
MA,2344,19,76.0
MO,2345,5,41.0
MO,2346,5,41.0
MO,2347,5,41.0
MO,2348,5,41.0
MO,2349,5,41.0
MO,2350,5,41.0
MO,2351,5,41.0
NH,2352,51,7.0
NH,2353,51,7.0
NH,2354,51,7.0
NH,2355,51,7.0
MI,2356,15,157.0
OR,2357,0,118.0
OR,2358,0,118.0
OR,2359,0,118.0
IL,2360,24,84.0
IL,2361,24,84.0
IL,2362,24,84.0
IL,2363,24,84.0
,2364,3,
IL,2365,24,84.0
IL,2366,24,84.0
IL,2367,24,84.0
IL,2368,24,84.0
IL,2369,24,84.0
,2370,3,
VA,2371,23,37.0
VA,2372,23,37.0
VA,2373,23,37.0
MT,2374,26,38.0
MT,2375,26,38.0
,2376,3,
WY,2377,27,15.0
WY,2378,27,15.0
WA,2379,6,68.0
WA,2380,6,68.0
WI,2381,11,82.0
WI,2382,11,82.0
WI,2383,11,82.0
WI,2384,11,82.0
TN,2385,25,6.0
TN,2386,25,6.0
TN,2387,25,6.0
MI,2388,15,157.0
MI,2389,15,157.0
VA,2390,23,37.0
MI,2391,15,157.0
VT,2392,44,26.0
,2393,3,
NH,2394,51,7.0
MA,2395,19,76.0
OR,2396,0,118.0
OR,2397,0,118.0
OR,2398,0,118.0
OR,2399,0,118.0
OR,2400,0,118.0
CO,2401,7,248.0
CO,2402,7,248.0
CO,2403,7,248.0
CO,2404,7,248.0
CO,2405,7,248.0
CO,2406,7,248.0
CO,2407,7,248.0
CO,2408,7,248.0
CO,2409,7,248.0
