PhoneNumber,HospitalType,original_index,unique_index
2564944000,acute care hospitals,815,84
2564944000,acute care hospitals,816,84
2564944000,acute care hospitals,817,84
2564944000,acute care hospitals,818,84
2564944000,acute care hospitals,819,84
2564944000,acute care hospitals,820,84
2564944000,acute care hospitals,821,84
2564944000,acute care hospitals,822,84
2564944000,acute care hospitals,823,84
2564944xxx,acute care hospitals,824,86
2564944000,acute care hospitals,825,84
2564944000,acute care hospitals,826,84
2057552500,acute care hospitals,827,87
2057552500,acute care hospitals,828,87
2057552500,acute care hospitals,829,87
2057552500,acute care hospitals,830,87
2057552500,acute care hospitals,831,87
2057552500,acute care hospitals,832,87
2057552500,acute care hospitals,833,87
2057552500,acute care hospitals,834,87
2057552500,acute care hospitals,835,87
2057552500,acute care hospitals,836,87
2057552500,acute care hospitals,837,87
2057552500,acute care hospitals,838,87
2057552500,acute care hospitals,839,87
2057552500,acute care hospitals,840,87
2057552500,acute care hospitals,841,87
2057552500,acute care hospitals,842,87
2057552500,acute care hospitals,843,87
2057552500,acute care hospitals,844,87
2057552500,acute care hospitals,845,87
2057552500,acute care hospitals,846,87
2057552500,acute care hospitals,847,87
2057552500,acute caxe hospitals,848,88
2057552500,acute care hospitals,849,87
2057552500,acute care hospitals,850,87
2057552500,acute care hospitals,851,87
2059216200,acute care hospitals,852,89
2059216200,acute care hospitals,853,89
2059216200,acute care hospitals,854,89
x059x16x00,acute care hospitals,855,90
2059216200,acute care hospitals,856,89
2059216200,acute care hospitals,857,89
2059216200,acute care hospitals,858,89
2059216200,acute care hospitals,859,89
2059216200,acute care hospitals,860,89
2059216200,acute care hospitals,861,89
2059216200,acute care hospitals,862,89
2059216200,acute care hospitals,863,89
2059216200,acute care hospitals,864,89
20x9216200,acute care hospitals,865,91
2059216200,acute care hospitals,866,89
2059216200,acute care hospitals,867,89
2059216200,acute care hospitals,868,89
2059216200,acute care hospitals,869,89
2059216200,acute care hospitals,870,89
2059216200,acute care hospitals,871,89
2059216200,acute care hospitals,872,89
2059216200,acute care hospitals,873,89
2059216200,acute care hospitals,874,89
2059216200,acute care hospitals,875,89
2059216200,acute care hospitals,876,89
2059325966,acute care hoxpitalx,877,92
2059325966,acute care hospitals,878,93
2059325966,acute care hospitals,879,93
2059325966,acute care hospitals,880,93
x0593x5966,acute care hospitals,881,94
2059325966,acute care hospitals,882,93
x0593x5966,acute care hospitals,883,94
2059325966,acute care hospitals,884,93
2059325966,acute care hospitals,885,93
2059325966,acute care hospitals,886,93
2059325966,acute care hospitals,887,93
2059325966,acute care hospitals,888,93
2059325966,acute care hospitals,889,93
2059325966,acute care hospitals,890,93
2059325966,acute care hospitals,891,93
2059325966,acute care hospitals,892,93
2059325966,acute care hospitals,893,93
2059325966,acute care hospitals,894,93
2059325966,acute care hospitals,895,93
2059325966,acute care hospitals,896,93
2059325966,acute care hospitals,897,93
2059325966,acute care hospitals,898,93
2059325966,acute care hospitals,899,93
2059325966,acute care hospitals,900,93
2059325966,acute care hospitals,901,93
2565435200,acutexcarexhospitals,902,95
2565435200,acute care hospitals,903,96
2565435200,acute care hospitals,904,96
2565435200,acute care hospitals,905,96
2565435200,acute care hospitals,906,96
2565435200,acute care hospitals,907,96
2565435200,acute care hospitals,908,96
2565435200,acute care hospitals,909,96
2565435200,acute care hospitals,910,96
2565435200,acute care hospitals,911,96
2565435200,acute care hospitals,912,96
2565435200,acute care hospitals,913,96
2565435200,acute care hospitals,914,96
2565435200,acute care hospitals,915,96
x565435x00,acute care hospitals,916,97
2565435200,acute care hospitals,917,96
2565435200,acute care hospitals,918,96
2565435200,acute care hospitals,919,96
2565435200,acute care hospitals,920,96
2565435200,acute care hospitals,921,96
2565435200,acute care hospitals,922,96
2565435200,acute care hospitals,923,96
2565435200,acute care hospitals,924,96
2565435200,acute care hospitals,925,96
2565435200,acuxe care hospixals,926,98
2565435200,acute care hospitals,927,96
2565435200,acute care hospitals,928,96
2565435200,acute care hospitals,929,96
3343762205,acute care hospitals,930,99
3343762205,acute care hospitals,931,99
3343762205,acute care hospitals,932,99
3343762205,acute care hospitals,933,99
3343762205,acute care hospitals,934,99
3343762205,acute care hospitals,935,99
3343762205,acute care hospitals,936,99
3343762205,acute care hospitals,937,99
3343762205,acute care hospitals,938,99
3343762205,acute care hospitals,939,99
3343762205,acute care hospitals,940,99
3343762205,acute care hospitals,941,99
3343762205,acute care hospitals,942,99
3343762205,acute care hospitals,943,99
3343762205,acute care hospitals,944,99
3343762205,acute care hospitals,945,99
3343762205,acute care hospitals,946,99
3343762205,acute care hospitals,947,99
3343762205,acute care hospitals,948,99
3343762205,acute care hosxitals,949,100
3343762205,acute care hospitals,950,99
3343762205,acute care hospitals,951,99
3343762205,acute care hospitals,952,99
3343762205,acute care hospitals,953,99
3343762205,acute care hospitals,954,99
3343470584,acute care hospitals,955,101
3343470584,acute xare hospitals,956,102
3343470584,acute care hospitals,957,101
3343470584,acute care hospitals,958,101
3343470584,acute care hospitals,959,101
3343470584,acute care hospitals,960,101
3343470584,acute care hospitals,961,101
3343470584,acute care hospitals,962,101
3343470584,acute care hospitals,963,101
3343470584,acutexcarexhospitals,964,103
3343470584,acute care hospitals,965,101
3343470584,acute care hospitals,966,101
3343470584,acute care hospitals,967,101
3343470584,acute care hospitals,968,101
3343470584,acute care hospitals,969,101
3343470584,acute care hospitals,970,101
3343470584,acute care hospitals,971,101
3343470584,acute care hospitals,972,101
3343470584,acute care hospitals,973,101
3343470584,acute care hospitals,974,101
3343470584,acute care hospitals,975,101
3343470584,acutexcarexhospitals,976,103
3343470584,acute care hospitals,977,101
3343470584,acute care hospitals,978,101
3343470584,acute care hospitals,979,101
2052743000,acute care hospitals,980,104
2052743000,acute care hospitals,981,104
2052743000,acute care hospitals,982,104
2052743000,acute care hospitals,983,104
2052743000,acute care hospitals,984,104
2052743000,acute care hospitals,985,104
2052743000,acute care hospitals,986,104
2052743000,acute care hospitals,987,104
2052743000,acute care hospitals,988,104
2052743000,acute care hospitals,989,104
2052743000,acute care hospitals,990,104
2052743000,acute care hospitals,991,104
2052743000,acute care hospitals,992,104
2052743000,acute care hospitals,993,104
2052743000,acute care hospitals,994,104
2052743000,acute care hospitals,995,104
2052743000,acute care hospitals,996,104
2052743000,acute care hospitals,997,104
2052743000,acute care hospitals,998,104
2052743000,acute care hospitals,999,104
