act_arr_time,original_index,unique_index
2:52 p.m.,1185,156
3:20 p.m.,1186,139
1:14 p.m.,1187,142
2:36 p.m.,1188,187
,1189,1
3:33 p.m.,1190,19
,1191,1
Not Available,1192,120
7:53 p.m.,1193,147
12:09 p.m.,1194,211
9:49 p.m.,1195,151
,1196,1
3:04 p.m.,1197,27
,1198,1
5:42 a.m. (Estimated runway),1199,232
5:28 p.m.,1200,141
9:13 a.m.,1201,86
4:55 p.m.,1202,161
8:41 a.m.,1203,162
,1204,1
,1205,1
2:02 p.m.,1206,164
4:24 p.m.,1207,166
12:10 p.m.,1208,167
3:43 p.m.,1209,31
11:07 a.m.,1210,168
Not Available,1211,120
,1212,1
,1213,1
,1214,1
3:13 p.m.,1215,34
1:30 p.m.,1216,206
6:36 p.m.,1217,149
7:35 p.m.,1218,128
,1219,1
,1220,1
,1221,1
10:49 a.m.,1222,193
9:22 a.m.,1223,42
,1224,1
9:14 a.m.,1225,43
11:30 a.m.,1226,44
9:29 a.m.,1227,45
10:31 p.m.,1228,46
5:14 p.m.,1229,47
,1230,1
4:54 p.m.,1231,48
11:11 a.m.,1232,49
12/2/11 6:35 a.m.,1233,50
7:04 a.m.,1234,51
,1235,1
6:25 p.m.,1236,52
,1237,1
,1238,1
1:11 p.m.,1239,53
9:56 a.m.,1240,54
9:29 a.m.,1241,45
7:37 p.m.,1242,55
1:36 p.m.,1243,56
,1244,1
,1245,1
4:43 p.m.,1246,57
4:08 p.m.,1247,58
,1248,1
8:50 a.m.,1249,59
5:00 p.m.,1250,60
,1251,1
,1252,1
11:50 a.m.,1253,61
3:13 p.m.,1254,34
1:23 p.m.,1255,62
3:09 p.m.,1256,63
1:55 p.m.,1257,64
5:22 p.m.,1258,65
1:11 p.m.,1259,53
,1260,1
,1261,1
2:39 p.m.,1262,66
5:24 p.m.,1263,67
,1264,1
10:34 a.m.,1265,68
7:25 p.m.,1266,69
8:38 p.m.,1267,70
3:04 p.m.,1268,27
,1269,1
7:20 p.m.,1270,71
,1271,1
7:49 a.m.,1272,72
9:26 a.m.,1273,73
7:43 p.m.,1274,74
10:43 a.m.,1275,75
6:28 p.m.,1276,76
7:23 p.m.,1277,77
9:47 p.m.,1278,78
,1279,1
10:43 a.m.,1280,75
2:58 p.m.,1281,79
4:20 p.m.,1282,80
2:50 p.m.,1283,3
,1284,1
5:52 a.m.,1285,81
12/2/11 12:01 a.m.,1286,82
11:49 p.m.,1287,83
11:35 p.m.,1288,84
9:45 a.m.,1289,4
11:33 a.m.,1290,85
9:13 a.m.,1291,86
3:29 p.m.,1292,87
,1293,1
8:33 a.m.,1294,88
,1295,1
6:19 p.m.,1296,89
7:50 a.m.,1297,90
1:52 p.m.,1298,91
9:12 p.m.,1299,92
4:22 p.m.,1300,93
,1301,1
,1302,1
3:36 p.m.,1303,94
5:39 p.m.,1304,95
11:04 a.m.,1305,96
1:42 p.m.,1306,97
10:58 a.m.,1307,98
,1308,1
2:49 p.m.,1309,99
10:12 a.m.,1310,100
6:30 p.m.,1311,101
7:59 a.m.,1312,102
6:11 p.m.,1313,103
2:21 p.m.,1314,104
,1315,1
5:34 p.m.,1316,105
12:37 p.m.,1317,106
7:37 a.m.,1318,107
,1319,1
6:15 a.m.,1320,108
10:52 a.m.,1321,109
3:12 p.m.,1322,110
9:32aDec 1,1323,280
10:02 p.m.,1324,281
9:28aDec 1,1325,282
11:58aDec 1,1326,283
,1327,1
,1328,1
3:16 p.m.,1329,22
5:17 p.m.,1330,117
3:31 p.m.,1331,197
,1332,1
,1333,1
7:17aDec 1,1334,284
5:26aDec 1,1335,285
6:28 p.m.,1336,76
,1337,1
1:19 p.m.,1338,201
1:27 p.m.,1339,13
9:56aDec 1,1340,286
9:45aDec 1,1341,287
7:39 p.m.,1342,5
1:40 p.m.,1343,8
7:10 p.m.,1344,202
11:32aDec 1,1345,288
4:47 p.m.,1346,236
4:09 p.m.,1347,6
1:14 p.m.,1348,142
9:05aDec 1,1349,289
5:05 p.m.,1350,226
10:27aDec 1,1351,290
10:56aDec 1,1352,291
11:56aDec 1,1353,292
3:30 p.m.,1354,12
1:30 p.m.,1355,206
,1356,1
2:10 p.m.,1357,14
5:42 p.m.,1358,208
1:15 p.m.,1359,228
8:03 p.m.,1360,209
,1361,1
2:46 p.m.,1362,18
5:34 p.m.,1363,105
3:33 p.m.,1364,19
10:36aDec 1,1365,293
,1366,1
8:53 p.m.,1367,21
,1368,1
7:58 p.m.,1369,210
12:09 p.m.,1370,211
7:51aDec 1,1371,294
9:31aDec 1,1372,295
7:55 p.m.,1373,25
6:38 p.m.,1374,231
7:36 p.m.,1375,213
9:53 p.m.,1376,26
6:34 p.m.,1377,214
10:47aDec 1,1378,296
3:04 p.m.,1379,27
4:23 p.m.,1380,215
2:50 p.m.,1381,3
4:17 p.m.,1382,216
,1383,1
,1384,1
,1385,1
,1386,1
10:04aDec 1,1387,297
11:44aDec 1,1388,298
,1389,1
4:59 p.m.,1390,217
8:45aDec 1,1391,299
,1392,1
,1393,1
8:02aDec 1,1394,300
2:00 p.m.,1395,238
,1396,1
4:44 p.m.,1397,240
7:10 p.m.,1398,202
,1399,1
3:43 p.m.,1400,31
5:43 p.m.,1401,32
11:06aDec 1,1402,301
1:43 p.m.,1403,33
11:01aDec 1,1404,302
12:09 p.m.,1405,211
3:13 p.m.,1406,34
10:16aDec 1,1407,303
6:43 p.m.,1408,36
8:06aDec 1,1409,304
4:56 p.m.,1410,37
6:15 p.m.,1411,38
2:27 p.m.,1412,17
11:06aDec 1,1413,301
5:26 p.m.,1414,221
5:38 p.m.,1415,241
12:50 p.m.,1416,28
7:40aDec 1,1417,305
6:36 p.m.,1418,149
6:19aDec 1,1419,306
11:12aDec 1,1420,307
3:14 p.m.,1421,39
,1422,1
,1423,1
,1424,1
,1425,1
10:29 p.m.,1426,194
9:14 a.m.,1427,43
1:14 p.m.,1428,142
10:27 a.m.,1429,204
12:21 a.m.,1430,308
5:26 a.m.,1431,200
10:56 a.m.,1432,205
3:31 p.m.,1433,197
5:26 p.m.,1434,221
7:10 p.m.,1435,202
12:09 p.m.,1436,211
6:34 p.m.,1437,214
1:19 p.m.,1438,201
4:59 p.m.,1439,217
9:52 p.m.,1440,309
6:40 p.m.,1441,310
6:36 p.m.,1442,149
8:03 p.m.,1443,209
11:32 a.m.,1444,203
7:51 a.m.,1445,23
3:43 p.m.,1446,31
1:19 p.m.,1447,201
5:43 p.m.,1448,32
6:38 p.m.,1449,231
10:27 a.m.,1450,204
7:36 p.m.,1451,213
9:43 a.m.,1452,196
3:13 p.m.,1453,34
10:36 a.m.,1454,20
4:23 p.m.,1455,215
2:50 p.m.,1456,3
5:26 a.m.,1457,200
3:31 p.m.,1458,197
12:01 a.m. (Estimated runway),1459,233
8:06 a.m.,1460,11
11:49 p.m. (Estimated runway),1461,234
6:15 p.m.,1462,38
11:44 a.m.,1463,30
10:30 p.m. (Estimated),1464,223
9:13 a.m.,1465,86
5:38 p.m.,1466,241
4:47 p.m.,1467,236
6:34 p.m.,1468,214
4:59 p.m.,1469,217
9:45 a.m.,1470,4
2:46 p.m.,1471,18
10:16 a.m.,1472,35
9:19 p.m. (Estimated),1473,239
6:19 a.m.,1474,40
11:12 a.m.,1475,41
7:10 p.m.,1476,202
1:27 p.m.,1477,13
3:16 p.m.,1478,22
12:21 a.m. (Estimated),1479,230
4:09 p.m.,1480,6
,1481,1
,1482,1
,1483,1
,1484,1
,1485,1
,1486,1
9:22 a.m.,1487,42
,1488,1
9:14 a.m.,1489,43
11:30 a.m.,1490,44
9:29 a.m.,1491,45
10:31 p.m.,1492,46
5:14 p.m.,1493,47
,1494,1
4:54 p.m.,1495,48
11:11 a.m.,1496,49
12/2/11 6:35 a.m.,1497,50
7:04 a.m.,1498,51
,1499,1
6:25 p.m.,1500,52
,1501,1
,1502,1
1:11 p.m.,1503,53
9:56 a.m.,1504,54
9:29 a.m.,1505,45
7:37 p.m.,1506,55
1:36 p.m.,1507,56
,1508,1
,1509,1
4:43 p.m.,1510,57
4:08 p.m.,1511,58
,1512,1
8:50 a.m.,1513,59
5:00 p.m.,1514,60
,1515,1
,1516,1
11:50 a.m.,1517,61
3:13 p.m.,1518,34
1:23 p.m.,1519,62
3:09 p.m.,1520,63
1:55 p.m.,1521,64
5:22 p.m.,1522,65
1:11 p.m.,1523,53
,1524,1
,1525,1
2:39 p.m.,1526,66
5:24 p.m.,1527,67
,1528,1
10:34 a.m.,1529,68
7:25 p.m.,1530,69
8:38 p.m.,1531,70
3:04 p.m.,1532,27
,1533,1
7:20 p.m.,1534,71
,1535,1
7:49 a.m.,1536,72
9:26 a.m.,1537,73
7:43 p.m.,1538,74
10:43 a.m.,1539,75
6:28 p.m.,1540,76
7:23 p.m.,1541,77
9:47 p.m.,1542,78
,1543,1
10:43 a.m.,1544,75
2:58 p.m.,1545,79
4:20 p.m.,1546,80
2:50 p.m.,1547,3
,1548,1
5:52 a.m.,1549,81
12/2/11 12:01 a.m.,1550,82
11:49 p.m.,1551,83
11:35 p.m.,1552,84
9:45 a.m.,1553,4
11:33 a.m.,1554,85
9:13 a.m.,1555,86
3:29 p.m.,1556,87
,1557,1
8:33 a.m.,1558,88
,1559,1
6:19 p.m.,1560,89
7:50 a.m.,1561,90
1:52 p.m.,1562,91
9:12 p.m.,1563,92
4:22 p.m.,1564,93
,1565,1
,1566,1
3:36 p.m.,1567,94
5:39 p.m.,1568,95
11:04 a.m.,1569,96
1:42 p.m.,1570,97
10:58 a.m.,1571,98
,1572,1
2:49 p.m.,1573,99
10:12 a.m.,1574,100
6:30 p.m.,1575,101
7:59 a.m.,1576,102
6:11 p.m.,1577,103
2:21 p.m.,1578,104
,1579,1
5:34 p.m.,1580,105
12:37 p.m.,1581,106
7:37 a.m.,1582,107
,1583,1
6:15 a.m.,1584,108
10:52 a.m.,1585,109
3:12 p.m.,1586,110
,1587,1
10:02 p.m.,1588,281
,1589,1
,1590,1
Contact Airline,1591,276
,1592,1
,1593,1
5:26aDec 1,1594,285
6:28 p.m.,1595,76
1:19 p.m.,1596,201
9:45aDec 1,1597,287
7:10 p.m.,1598,202
1:14 p.m.,1599,142
9:05aDec 1,1600,289
5:05 p.m.,1601,226
11:56 a.m.,1602,10
8:06aDec 1,1603,304
,1604,1
1:27 p.m.,1605,13
2:10 p.m.,1606,14
1:15 p.m.,1607,228
,1608,1
2:27 p.m.,1609,17
7:51aDec 1,1610,294
9:31aDec 1,1611,295
7:55 p.m.,1612,25
11:06aDec 1,1613,301
9:53 p.m.,1614,26
10:47aDec 1,1615,296
8:53 p.m.,1616,21
,1617,1
Dec 02 Not Available,1618,277
,1619,1
10:04aDec 1,1620,297
11:44aDec 1,1621,298
5:42 p.m.,1622,208
Not Available,1623,120
4:59 p.m.,1624,217
,1625,1
,1626,1
5:43 p.m.,1627,32
8:45 a.m.,1628,218
1:43 p.m.,1629,33
12:09 p.m.,1630,211
11:12aDec 1,1631,307
10:16aDec 1,1632,303
4:56 p.m.,1633,37
6:15 p.m.,1634,38
5:26 p.m.,1635,221
7:40aDec 1,1636,305
,1637,1
,1638,1
,1639,1
,1640,1
,1641,1
,1642,1
,1643,1
,1644,1
,1645,1
,1646,1
,1647,1
,1648,1
,1649,1
,1650,1
,1651,1
,1652,1
,1653,1
,1654,1
,1655,1
,1656,1
,1657,1
,1658,1
,1659,1
,1660,1
9:22 a.m.,1661,42
9:14 a.m.,1662,43
10:24 p.m.,1663,311
9:44 a.m.,1664,271
10:28 p.m.,1665,242
6:55 a.m.,1666,312
6:23 p.m.,1667,313
9:08 a.m.,1668,314
9:29 a.m.,1669,45
7:37 p.m.,1670,55
1:11 p.m.,1671,53
3:59 p.m.,1672,315
1:07 p.m.,1673,316
8:50 a.m.,1674,59
4:57 p.m.,1675,270
10:58 a.m.,1676,98
11:50 a.m.,1677,61
7:59 a.m.,1678,102
3:13 p.m.,1679,34
7:35 a.m.,1680,317
2:40 p.m.,1681,318
3:07 p.m.,1682,248
5:27 p.m.,1683,319
1:08 p.m.,1684,320
7:43 p.m.,1685,74
10:43 a.m.,1686,75
8:46 p.m.,1687,273
2:21 p.m.,1688,104
2:39 p.m.,1689,66
3:26 p.m.,1690,249
10:29 a.m.,1691,145
7:25 p.m.,1692,69
8:38 p.m.,1693,70
3:04 p.m.,1694,27
12:02 a.m.,1695,272
12:02 p.m.,1696,250
7:49 a.m.,1697,72
9:26 a.m.,1698,73
7:43 p.m.,1699,74
6:34 p.m.,1700,214
9:47 p.m.,1701,78
2:58 p.m.,1702,79
4:20 p.m.,1703,80
4:06 p.m.,1704,157
12:19 a.m.,1705,321
12:01 a.m.,1706,322
11:35 p.m.,1707,84
9:45 a.m.,1708,4
11:33 a.m.,1709,85
3:40 p.m.,1710,323
5:21 a.m.,1711,324
6:56 p.m.,1712,325
9:11 p.m.,1713,165
3:36 p.m.,1714,94
5:39 p.m.,1715,95
11:04 a.m.,1716,96
1:42 p.m.,1717,97
2:49 p.m.,1718,99
6:30 p.m.,1719,101
6:11 p.m.,1720,103
3:12 p.m.,1721,110
5:34 p.m.,1722,105
12:37 p.m.,1723,106
6:33 p.m.,1724,182
6:09 a.m.,1725,274
10:52 a.m.,1726,109
11:58 a.m.,1727,195
9:43 a.m.,1728,196
5:17 p.m.,1729,117
11:21 a.m.,1730,198
6:28 p.m.,1731,76
5:05 p.m.,1732,226
3:21 p.m.,1733,207
1:15 p.m.,1734,228
1:30 p.m.,1735,206
9:56 a.m.,1736,54
5:34 p.m.,1737,105
7:58 p.m.,1738,210
6:38 p.m.,1739,231
7:36 p.m.,1740,213
10:47 a.m.,1741,137
4:23 p.m.,1742,215
4:17 p.m.,1743,216
Fri Dec 2 12:29 a.m.,1744,326
9:13 a.m.,1745,86
8:45 a.m.,1746,218
Fri Dec 2 5:11 a.m.,1747,327
8:02 a.m.,1748,219
2:00 p.m.,1749,238
4:44 p.m.,1750,240
7:10 p.m.,1751,202
11:56 a.m.,1752,10
4:47 p.m.,1753,236
12:09 p.m.,1754,211
5:38 p.m.,1755,241
7:17 a.m.,1756,199
5:42 p.m.,1757,208
9:32 a.m.,1758,0
10:29 p.m.,1759,194
9:28 a.m.,1760,2
11:58 a.m.,1761,195
9:43 a.m.,1762,196
,1763,1
3:16 p.m.,1764,22
5:17 p.m.,1765,117
3:31 p.m.,1766,197
11:21 a.m.,1767,198
,1768,1
7:17 a.m.,1769,199
5:26 a.m.,1770,200
6:28 p.m.,1771,76
9:14 a.m.,1772,43
1:19 p.m.,1773,201
1:27 p.m.,1774,13
9:56 a.m.,1775,54
9:45 a.m.,1776,4
7:39 p.m.,1777,5
1:40 p.m.,1778,8
7:10 p.m.,1779,202
11:32 a.m.,1780,203
4:47 p.m.,1781,236
4:09 p.m.,1782,6
1:14 p.m.,1783,142
9:05 a.m.,1784,7
5:05 p.m.,1785,226
10:27 a.m.,1786,204
10:56 a.m.,1787,205
11:56 a.m.,1788,10
3:20 p.m. (Runway),1789,266
1:30 p.m.,1790,206
3:21 p.m.,1791,207
2:10 p.m.,1792,14
5:42 p.m.,1793,208
1:15 p.m.,1794,228
8:03 p.m.,1795,209
8:56 p.m.,1796,267
2:46 p.m.,1797,18
5:34 p.m.,1798,105
3:33 p.m.,1799,19
10:36 a.m.,1800,20
,1801,1
8:53 p.m.,1802,21
,1803,1
7:58 p.m.,1804,210
12:09 p.m.,1805,211
7:51 a.m.,1806,23
9:31 a.m.,1807,24
7:55 p.m.,1808,25
6:38 p.m.,1809,231
7:36 p.m.,1810,213
9:53 p.m.,1811,26
6:34 p.m.,1812,214
10:47 a.m.,1813,137
3:04 p.m.,1814,27
4:23 p.m.,1815,215
2:50 p.m.,1816,3
4:17 p.m.,1817,216
,1818,1
,1819,1
,1820,1
,1821,1
10:04 a.m.,1822,29
11:44 a.m.,1823,30
9:13 a.m.,1824,86
,1825,1
4:59 p.m.,1826,217
8:45 a.m.,1827,218
,1828,1
,1829,1
8:02 a.m.,1830,219
2:00 p.m.,1831,238
9:20 p.m.,1832,268
4:44 p.m.,1833,240
7:10 p.m.,1834,202
11:45 a.m.,1835,269
3:43 p.m.,1836,31
5:43 p.m.,1837,32
11:06 a.m.,1838,15
1:43 p.m.,1839,33
11:01 a.m.,1840,9
12:09 p.m.,1841,211
3:13 p.m.,1842,34
10:16 a.m.,1843,35
6:43 p.m.,1844,36
8:06 a.m.,1845,11
4:56 p.m.,1846,37
6:15 p.m.,1847,38
2:27 p.m.,1848,17
11:06 a.m.,1849,15
5:26 p.m.,1850,221
5:38 p.m.,1851,241
12:50 p.m.,1852,28
7:40 a.m.,1853,16
6:36 p.m.,1854,149
6:19 a.m.,1855,40
11:12 a.m.,1856,41
3:14 p.m.,1857,39
9:32 a.m.,1858,0
10:29 p.m.,1859,194
9:28 a.m.,1860,2
11:58 a.m.,1861,195
9:43 a.m.,1862,196
10:30 p.m. (Estimated),1863,223
2:10 p.m.,1864,14
7:25 p.m. (Estimated runway),1865,224
5:17 p.m.,1866,117
3:31 p.m.,1867,197
6:35 a.m. (Estimated runway),1868,225
7:17 a.m.,1869,199
5:26 a.m.,1870,200
6:28 p.m.,1871,76
9:14 a.m.,1872,43
1:19 p.m.,1873,201
9:45 a.m.,1874,4
9:56 a.m.,1875,54
7:39 p.m.,1876,5
1:27 p.m.,1877,13
7:10 p.m.,1878,202
8:03 p.m.,1879,209
4:09 p.m.,1880,6
1:14 p.m.,1881,142
9:05 a.m.,1882,7
5:05 p.m.,1883,226
10:27 a.m.,1884,204
10:56 a.m.,1885,205
11:01 a.m.,1886,9
11:56 a.m.,1887,10
8:06 a.m.,1888,11
3:20 p.m. (runway),1889,227
7:40 a.m.,1890,16
2:50 p.m.,1891,3
3:21 p.m.,1892,207
1:15 p.m.,1893,228
9:52 p.m. (Estimated),1894,229
2:27 p.m.,1895,17
2:46 p.m.,1896,18
5:34 p.m.,1897,105
3:33 p.m.,1898,19
10:36 a.m.,1899,20
11:32 a.m.,1900,203
8:53 p.m.,1901,21
3:16 p.m.,1902,22
12:21 a.m. (Estimated),1903,230
7:58 p.m.,1904,210
12:09 p.m.,1905,211
7:51 a.m.,1906,23
9:31 a.m.,1907,24
7:55 p.m.,1908,25
11:06 a.m.,1909,15
6:38 p.m.,1910,231
7:36 p.m.,1911,213
9:53 p.m.,1912,26
6:34 p.m.,1913,214
10:47 a.m.,1914,137
3:04 p.m.,1915,27
4:23 p.m.,1916,215
4:17 p.m.,1917,216
5:42 a.m. (Estimated runway),1918,232
12:01 a.m. (Estimated runway),1919,233
11:49 p.m. (Estimated runway),1920,234
11:35 p.m. (Estimated runway),1921,235
4:47 p.m.,1922,236
10:04 a.m.,1923,29
11:44 a.m.,1924,30
5:42 p.m.,1925,208
9:13 a.m.,1926,86
4:59 p.m.,1927,217
,1928,1
6:40 p.m. (Estimated),1929,237
2:00 p.m.,1930,238
9:19 p.m. (Estimated),1931,239
4:44 p.m.,1932,240
7:10 p.m.,1933,202
3:43 p.m.,1934,31
5:43 p.m.,1935,32
11:06 a.m.,1936,15
1:43 p.m.,1937,33
3:13 p.m.,1938,34
1:30 p.m.,1939,206
10:16 a.m.,1940,35
6:43 p.m.,1941,36
6:15 p.m.,1942,38
3:14 p.m.,1943,39
5:26 p.m.,1944,221
5:38 p.m.,1945,241
12:50 p.m.,1946,28
6:36 p.m.,1947,149
6:19 a.m.,1948,40
11:12 a.m.,1949,41
9:22 a.m.,1950,42
10:29 p.m.,1951,194
9:28 a.m.,1952,2
11:58 a.m.,1953,195
9:43 a.m.,1954,196
,1955,1
3:16 p.m.,1956,22
5:17 p.m.,1957,117
3:31 p.m.,1958,197
11:21 a.m.,1959,198
,1960,1
7:17 a.m.,1961,199
5:26 a.m.,1962,200
6:25 p.m.,1963,52
9:09 a.m.,1964,123
1:19 p.m.,1965,201
1:18 p.m.,1966,125
9:56 a.m.,1967,54
9:45 a.m.,1968,4
7:39 p.m.,1969,5
1:40 p.m.,1970,8
7:10 p.m.,1971,202
11:32 a.m.,1972,203
5:00 p.m.,1973,60
4:09 p.m.,1974,6
1:14 p.m.,1975,142
9:05 a.m.,1976,7
5:03 p.m.,1977,135
10:27 a.m.,1978,204
10:56 a.m.,1979,205
11:50 a.m.,1980,61
3:19 p.m.,1981,138
1:30 p.m.,1982,206
3:21 p.m.,1983,207
2:01 p.m.,1984,140
5:42 p.m.,1985,208
1:14 p.m.,1986,142
8:03 p.m.,1987,209
9:38 p.m.,1988,143
2:46 p.m.,1989,18
5:34 p.m.,1990,105
3:25 p.m.,1991,118
10:29 a.m.,1992,145
,1993,1
8:43 p.m.,1994,146
,1995,1
7:58 p.m.,1996,210
12:09 p.m.,1997,211
7:51 a.m.,1998,23
9:29 a.m.,1999,45
7:53 p.m.,2000,147
6:35 p.m.,2001,212
7:36 p.m.,2002,213
9:49 p.m.,2003,151
6:34 p.m.,2004,214
10:45 a.m.,2005,153
3:04 p.m.,2006,27
4:23 p.m.,2007,215
2:52 p.m.,2008,156
4:17 p.m.,2009,216
,2010,1
,2011,1
,2012,1
,2013,1
10:04 a.m.,2014,29
11:44 a.m.,2015,30
9:13 a.m.,2016,86
,2017,1
4:59 p.m.,2018,217
8:45 a.m.,2019,218
,2020,1
,2021,1
8:02 a.m.,2022,219
2:02 p.m.,2023,164
9:11 p.m.,2024,165
4:24 p.m.,2025,166
7:10 p.m.,2026,202
12:12 p.m.,2027,220
3:36 p.m.,2028,94
5:34 p.m.,2029,105
11:07 a.m.,2030,168
1:43 p.m.,2031,33
11:00 a.m.,2032,169
12:09 p.m.,2033,211
3:01 p.m.,2034,171
10:10 a.m.,2035,172
6:43 p.m.,2036,36
7:57 a.m.,2037,173
4:56 p.m.,2038,37
6:09 p.m.,2039,175
2:27 p.m.,2040,17
11:06 a.m.,2041,15
5:26 p.m.,2042,221
6:17 p.m.,2043,222
12:48 p.m.,2044,180
7:32 a.m.,2045,181
6:36 p.m.,2046,149
6:19 a.m.,2047,40
11:12 a.m.,2048,41
3:14 p.m.,2049,39
9:32 a.m.,2050,0
10:29 p.m.,2051,194
9:28 a.m.,2052,2
11:58 a.m.,2053,195
9:43 a.m.,2054,196
,2055,1
3:16 p.m.,2056,22
5:17 p.m.,2057,117
3:31 p.m.,2058,197
11:21 a.m.,2059,198
,2060,1
7:17 a.m.,2061,199
5:26 a.m.,2062,200
6:28 p.m.,2063,76
9:14 a.m.,2064,43
1:19 p.m.,2065,201
1:27 p.m.,2066,13
9:56 a.m.,2067,54
9:45 a.m.,2068,4
7:39 p.m.,2069,5
1:40 p.m.,2070,8
7:10 p.m.,2071,202
11:32 a.m.,2072,203
4:47 p.m.,2073,236
4:09 p.m.,2074,6
1:14 p.m.,2075,142
9:05 a.m.,2076,7
5:05 p.m.,2077,226
10:27 a.m.,2078,204
10:56 a.m.,2079,205
11:56 a.m.,2080,10
3:20 p.m. (Runway),2081,266
1:30 p.m.,2082,206
3:21 p.m.,2083,207
2:10 p.m.,2084,14
5:42 p.m.,2085,208
1:15 p.m.,2086,228
8:03 p.m.,2087,209
8:56 p.m.,2088,267
2:46 p.m.,2089,18
5:34 p.m.,2090,105
3:33 p.m.,2091,19
10:36 a.m.,2092,20
,2093,1
8:53 p.m.,2094,21
,2095,1
7:58 p.m.,2096,210
12:09 p.m.,2097,211
7:51 a.m.,2098,23
9:31 a.m.,2099,24
7:55 p.m.,2100,25
6:38 p.m.,2101,231
7:36 p.m.,2102,213
9:53 p.m.,2103,26
6:34 p.m.,2104,214
10:47 a.m.,2105,137
3:04 p.m.,2106,27
4:23 p.m.,2107,215
2:50 p.m.,2108,3
4:17 p.m.,2109,216
,2110,1
,2111,1
,2112,1
,2113,1
10:04 a.m.,2114,29
11:44 a.m.,2115,30
9:13 a.m.,2116,86
,2117,1
4:59 p.m.,2118,217
8:45 a.m.,2119,218
,2120,1
,2121,1
8:02 a.m.,2122,219
2:00 p.m.,2123,238
9:20 p.m.,2124,268
4:44 p.m.,2125,240
7:10 p.m.,2126,202
11:45 a.m.,2127,269
3:43 p.m.,2128,31
5:43 p.m.,2129,32
11:06 a.m.,2130,15
1:43 p.m.,2131,33
11:01 a.m.,2132,9
12:09 p.m.,2133,211
3:13 p.m.,2134,34
10:16 a.m.,2135,35
6:43 p.m.,2136,36
8:06 a.m.,2137,11
4:56 p.m.,2138,37
6:15 p.m.,2139,38
2:27 p.m.,2140,17
11:06 a.m.,2141,15
5:26 p.m.,2142,221
5:38 p.m.,2143,241
12:50 p.m.,2144,28
7:40 a.m.,2145,16
6:36 p.m.,2146,149
6:19 a.m.,2147,40
11:12 a.m.,2148,41
3:14 p.m.,2149,39
,2150,1
,2151,1
,2152,1
,2153,1
,2154,1
9:22 a.m.,2155,42
10:29 p.m.,2156,194
9:28 a.m.,2157,2
11:58 a.m.,2158,195
9:43 a.m.,2159,196
,2160,1
3:16 p.m.,2161,22
5:17 p.m.,2162,117
3:31 p.m.,2163,197
11:21 a.m.,2164,198
,2165,1
7:17 a.m.,2166,199
5:26 a.m.,2167,200
6:25 p.m.,2168,52
9:09 a.m.,2169,123
1:19 p.m.,2170,201
1:18 p.m.,2171,125
9:56 a.m.,2172,54
9:45 a.m.,2173,4
7:39 p.m.,2174,5
1:40 p.m.,2175,8
7:10 p.m.,2176,202
11:32 a.m.,2177,203
5:00 p.m.,2178,60
4:09 p.m.,2179,6
1:14 p.m.,2180,142
9:05 a.m.,2181,7
5:03 p.m.,2182,135
10:27 a.m.,2183,204
10:56 a.m.,2184,205
11:50 a.m.,2185,61
3:19 p.m.,2186,138
1:30 p.m.,2187,206
3:21 p.m.,2188,207
2:01 p.m.,2189,140
5:42 p.m.,2190,208
1:14 p.m.,2191,142
8:03 p.m.,2192,209
9:38 p.m.,2193,143
2:46 p.m.,2194,18
5:34 p.m.,2195,105
3:25 p.m.,2196,118
10:29 a.m.,2197,145
,2198,1
8:43 p.m.,2199,146
,2200,1
7:58 p.m.,2201,210
12:09 p.m.,2202,211
7:51 a.m.,2203,23
9:29 a.m.,2204,45
7:53 p.m.,2205,147
6:35 p.m.,2206,212
7:36 p.m.,2207,213
9:49 p.m.,2208,151
6:34 p.m.,2209,214
10:45 a.m.,2210,153
3:04 p.m.,2211,27
4:23 p.m.,2212,215
2:52 p.m.,2213,156
4:17 p.m.,2214,216
,2215,1
,2216,1
,2217,1
,2218,1
10:04 a.m.,2219,29
11:44 a.m.,2220,30
9:13 a.m.,2221,86
,2222,1
4:59 p.m.,2223,217
8:45 a.m.,2224,218
,2225,1
,2226,1
8:02 a.m.,2227,219
2:02 p.m.,2228,164
9:11 p.m.,2229,165
4:24 p.m.,2230,166
7:10 p.m.,2231,202
12:12 p.m.,2232,220
3:36 p.m.,2233,94
5:34 p.m.,2234,105
11:07 a.m.,2235,168
1:43 p.m.,2236,33
11:00 a.m.,2237,169
12:09 p.m.,2238,211
3:01 p.m.,2239,171
10:10 a.m.,2240,172
6:43 p.m.,2241,36
7:57 a.m.,2242,173
4:56 p.m.,2243,37
6:09 p.m.,2244,175
2:27 p.m.,2245,17
11:06 a.m.,2246,15
5:26 p.m.,2247,221
6:17 p.m.,2248,222
12:48 p.m.,2249,180
7:32 a.m.,2250,181
6:36 p.m.,2251,149
6:19 a.m.,2252,40
11:12 a.m.,2253,41
3:14 p.m.,2254,39
9:22 a.m.,2255,42
9:14 a.m.,2256,43
10:24 p.m.,2257,311
9:44 a.m.,2258,271
10:28 p.m.,2259,242
6:55 a.m.,2260,312
6:23 p.m.,2261,313
9:08 a.m.,2262,314
9:29 a.m.,2263,45
7:37 p.m.,2264,55
1:11 p.m.,2265,53
3:59 p.m.,2266,315
1:07 p.m.,2267,316
8:50 a.m.,2268,59
4:57 p.m.,2269,270
10:58 a.m.,2270,98
11:50 a.m.,2271,61
