Address1,ZipCode,original_index,unique_index,count
101 sivley rd,35801,793,84,28
101 sivley rd,35801,794,84,28
101 sivley rd,35801,795,84,28
101 sivley rd,35801,796,84,28
101 sivley rd,35801,797,84,28
101 sivley rd,35801,798,84,28
101 sivley rd,35801,799,84,28
101 sivley rd,35801,800,84,28
101 sivley rd,35801,801,84,28
1007 goodyear avenue,35903,802,85,24
1007 goodyear avenue,35903,803,85,24
1007 goodyear avenue,35903,804,85,24
1007 goodyear avenue,35903,805,85,24
1007 goodyear avenue,35903,806,85,24
1007 goodyear avenue,35903,807,85,24
1007 goodyear avenue,35903,808,85,24
1007 goodyear avenue,35903,809,85,24
1007 goodyear avenue,35903,810,85,24
1007 goodyear avenue,35903,811,85,24
1007 goodyear avenue,35903,812,85,24
1007 goodyear avenue,35903,813,85,24
1007 goodyear avenue,35903,814,85,24
1007 goodyear avenue,x590x,815,86,1
1007 goodyear avenue,35903,816,85,24
1007 goodyear avenue,35903,817,85,24
1007 goodyear avenue,35903,818,85,24
1007 goodyear avenue,35903,819,85,24
1007 goodyear avenue,35903,820,85,24
1007 goodyear avenue,35903,821,85,24
1007 goodyear avenue,35903,822,85,24
1007 goodyear avenue,35903,823,85,24
1007 goodyear avenue,35903,824,85,24
1007 goodyear avenue,35903,825,85,24
1007 goodyear avenue,35903,826,85,24
1010 lay dam road,35045,827,87,24
1010 lay dam road,35045,828,87,24
1010 lay dam road,35045,829,87,24
1010 lay dam road,35045,830,87,24
1010 lay dam road,35045,831,87,24
1010 lay dam road,35045,832,87,24
1010 lay dam road,35045,833,87,24
1010 lay dam road,35045,834,87,24
1010 lay dam road,35045,835,87,24
1010 lay dam road,35045,836,87,24
1010 lay dam road,35045,837,87,24
1010 lay dam road,35045,838,87,24
1010 lay dam road,35045,839,87,24
1010 lay dam road,35045,840,87,24
1010 lay dam road,35045,841,87,24
1010 lay dam road,35045,842,87,24
1010 lay dam road,35045,843,87,24
1010 lay dam road,35045,844,87,24
1010 lay dam road,35045,845,87,24
1010 lay dam road,35045,846,87,24
1010 lay dam road,35045,847,87,24
1010 lay dam road,35045,848,87,24
x0x0 lay dam road,35045,849,88,1
1010 lay dam road,35045,850,87,24
1010 lay dam road,35045,851,87,24
1256 military street south,35570,852,89,24
1256 military street south,35570,853,89,24
1256 military street south,35570,854,89,24
1256 military street south,35570,855,89,24
1256 military street south,35570,856,89,24
1256 military street sxuth,35570,857,90,1
1256 military street south,35570,858,89,24
1256 military street south,35570,859,89,24
1256 military street south,35570,860,89,24
1256 military street south,35570,861,89,24
1256 military street south,35570,862,89,24
1256 military street south,35570,863,89,24
1256 military street south,35570,864,89,24
1256 military street south,35570,865,89,24
1256 military street south,35570,866,89,24
1256 military street south,35570,867,89,24
1256 military street south,35570,868,89,24
1256 military street south,35570,869,89,24
1256 military street south,35570,870,89,24
1256 military street south,35570,871,89,24
1256 military street south,35570,872,89,24
1256 military street south,35570,873,89,24
1256 military street south,35570,874,89,24
1256 military street south,35570,875,89,24
1256 military street south,35570,876,89,24
1653 temple avenue north,35555,877,91,25
1653 temple avenue north,35555,878,91,25
1653 temple avenue north,35555,879,91,25
1653 temple avenue north,35555,880,91,25
1653 temple avenue north,35555,881,91,25
1653 temple avenue north,35555,882,91,25
1653 temple avenue north,35555,883,91,25
1653 temple avenue north,35555,884,91,25
1653 temple avenue north,35555,885,91,25
1653 temple avenue north,35555,886,91,25
1653 temple avenue north,35555,887,91,25
1653 temple avenue north,35555,888,91,25
1653 temple avenue north,35555,889,91,25
1653 temple avenue north,35555,890,91,25
1653 temple avenue north,35555,891,91,25
1653 temple avenue north,35555,892,91,25
1653 temple avenue north,35555,893,91,25
1653 temple avenue north,35555,894,91,25
1653 temple avenue north,35555,895,91,25
1653 temple avenue north,35555,896,91,25
1653 temple avenue north,35555,897,91,25
1653 temple avenue north,35555,898,91,25
1653 temple avenue north,35555,899,91,25
1653 temple avenue north,35555,900,91,25
1653 temple avenue north,35555,901,91,25
600 south third street,35901,902,92,26
600 south third street,35901,903,92,26
600 south third street,35901,904,92,26
600 south third street,35901,905,92,26
600 south third street,35901,906,92,26
600 south third street,35901,907,92,26
600 south third street,35901,908,92,26
600 south third street,35901,909,92,26
600 south third street,35901,910,92,26
600 south third street,35901,911,92,26
600 south third street,35901,912,92,26
600 south third street,35901,913,92,26
600 south third street,35901,914,92,26
600 souxh xhird sxreex,35901,915,93,1
600 south third street,35901,916,92,26
600 south third street,35901,917,92,26
600 south third street,35901,918,92,26
600 south third street,35901,919,92,26
600 south third street,35901,920,92,26
600 south third street,35901,921,92,26
600 south third street,35901,922,92,26
600 south third street,3590x,923,94,1
600 south third street,35901,924,92,26
600 south third street,35901,925,92,26
600 south third street,35901,926,92,26
600 south third street,35901,927,92,26
600 south third street,35901,928,92,26
600 south third street,35901,929,92,26
515 miranda st,36033,930,95,22
515 miranda st,36033,931,95,22
515 miranda st,36033,932,95,22
515 miranda st,36033,933,95,22
515 miranda sx,36033,934,96,1
515 miranxa st,36033,935,97,1
515 miranda st,36033,936,95,22
515 miranda st,36033,937,95,22
515 miranda st,36033,938,95,22
515 miranda st,36033,939,95,22
515 miranda st,36033,940,95,22
515 miranda st,36033,941,95,22
515 miranda st,36033,942,95,22
515 miranda st,36033,943,95,22
515 miranda st,36033,944,95,22
515 mirxndx st,36033,945,98,1
515 miranda st,36033,946,95,22
515 miranda st,36033,947,95,22
515 miranda st,36033,948,95,22
515 miranda st,36033,949,95,22
515 miranda st,36033,950,95,22
515 miranda st,36033,951,95,22
515 miranda st,36033,952,95,22
515 miranda st,36033,953,95,22
515 miranda st,36033,954,95,22
400 n edwards street,36330,955,99,24
400xnxedwardsxstreet,36330,956,100,1
400 n edwards street,36330,957,99,24
400 n edwards street,36330,958,99,24
400 n edwards street,36330,959,99,24
400 n edwards street,36330,960,99,24
400 n edwards street,36330,961,99,24
400 n edwards street,36330,962,99,24
400 n edwards street,36330,963,99,24
400 n edwards street,36330,964,99,24
400 n edwards street,36330,965,99,24
400 n edwards street,36330,966,99,24
400 n edwards street,36330,967,99,24
400 n edwards street,36330,968,99,24
400 n edwards street,36330,969,99,24
400 n edwards street,36330,970,99,24
400 n edwards street,36330,971,99,24
400 n edwards street,36330,972,99,24
400 n edwards street,36330,973,99,24
400 n edwards street,36330,974,99,24
400 n edwards street,36330,975,99,24
400 n edwards street,36330,976,99,24
400 n edwards street,36330,977,99,24
400 n edwards street,36330,978,99,24
400 n edwards street,36330,979,99,24
150 gilbreath drive,35121,980,101,19
150 gilbreath drive,35121,981,101,19
150 gilbreath drive,35121,982,101,19
150 gilbreath drive,35121,983,101,19
150 gilbreath drive,35121,984,101,19
150 gilbreath drive,35121,985,101,19
150 gilxreath drive,35121,986,102,1
150 gilbreath drive,35121,987,101,19
150 gilbreath drive,35121,988,101,19
150 gilbreath drive,35121,989,101,19
150 gilbreath drive,35121,990,101,19
150 gilbreath drive,35121,991,101,19
150 gilbreath drive,35121,992,101,19
150 gilbreath drive,35121,993,101,19
150 gilbreath drive,35121,994,101,19
150 gilbreath drive,35121,995,101,19
150 gilbreath drive,35121,996,101,19
150 gilbreath drive,35121,997,101,19
150 gilbreath drive,35121,998,101,19
150 gilbreath drive,35121,999,101,19
