act_arr_time,original_index,unique_index,count
6:36 p.m.,934,149,19.0
7:26 p.m.,935,150,2.0
,936,1,
,937,1,
10:45 a.m.,938,153,7.0
2:52 p.m.,939,156,9.0
4:18 p.m.,940,155,2.0
4:17 p.m.,941,216,13.0
12:01 a.m. (Estimated runway),942,233,5.0
11:35 p.m. (Estimated runway),943,235,4.0
11:40 a.m.,944,159,2.0
5:28 p.m.,945,141,3.0
,946,1,
,947,1,
,948,1,
,949,1,
2:02 p.m.,950,164,8.0
9:19 p.m. (Estimated),951,239,4.0
12:10 p.m.,952,167,3.0
11:26 a.m.,953,131,2.0
11:04 a.m.,954,96,9.0
,955,1,
,956,1,
1:40 p.m.,957,8,13.0
,958,1,
,959,1,
1:27 p.m.,960,13,13.0
6:36 p.m.,961,149,19.0
,962,1,
,963,1,
10:47 a.m.,964,137,8.0
12:48 p.m.,965,180,7.0
6:19 a.m.,966,40,15.0
11:00 a.m.,967,169,8.0
3:09 p.m.,968,63,7.0
9:22 a.m.,969,42,15.0
7:49 a.m.,970,72,8.0
9:26 a.m.,971,73,8.0
7:25 p.m.,972,69,7.0
10:43 a.m.,973,75,12.0
4:57 p.m.,974,270,3.0
9:44 a.m.,975,271,3.0
4:20 p.m.,976,80,8.0
2:49 p.m.,977,99,9.0
11:35 p.m.,978,84,7.0
12:02 a.m.,979,272,3.0
7:43 p.m.,980,74,10.0
6:11 p.m.,981,103,7.0
8:46 p.m.,982,273,3.0
10:29 a.m.,983,145,9.0
3:26 p.m.,984,249,4.0
6:09 a.m.,985,274,3.0
10:52 a.m.,986,109,9.0
8:38 p.m.,987,70,8.0
6:30 p.m.,988,101,7.0
9:32 a.m.,989,0,8.0
9:28 a.m.,990,2,13.0
11:58 a.m.,991,195,13.0
9:43 a.m.,992,196,13.0
10:30 p.m.*,993,275,1.0
Not Available,994,120,14.0
3:16 p.m.,995,22,15.0
Contact Airline,996,276,13.0
4:56 p.m.,997,37,12.0
Dec 02 Not Available,998,277,4.0
7:17 a.m.,999,199,12.0
2:50 p.m.,1000,3,15.0
Contact Airline,1001,276,13.0
9:45 a.m.,1002,4,22.0
9:56 a.m.,1003,54,17.0
7:39 p.m.,1004,5,14.0
7:10 p.m.,1005,202,27.0
4:09 p.m.,1006,6,16.0
9:05 a.m.,1007,7,13.0
Contact Airline,1008,276,13.0
10:27 a.m.,1009,204,13.0
10:56 a.m.,1010,205,12.0
1:40 p.m.,1011,8,13.0
11:01 a.m.,1012,9,8.0
11:56 a.m.,1013,10,10.0
8:06 a.m.,1014,11,9.0
3:30 p.m.,1015,12,3.0
1:27 p.m.,1016,13,13.0
2:10 p.m.,1017,14,9.0
Contact Airline,1018,276,13.0
11:06 a.m.,1019,15,21.0
2:27 p.m.,1020,17,15.0
2:46 p.m.,1021,18,15.0
10:36 a.m.,1022,20,9.0
11:32 a.m.,1023,203,12.0
8:53 p.m.,1024,21,11.0
Dec 02 Contact Airline,1025,278,1.0
7:58 p.m.,1026,210,13.0
12:09 p.m.,1027,211,26.0
7:51 a.m.,1028,23,15.0
9:31 a.m.,1029,24,8.0
Contact Airline,1030,276,13.0
9:53 p.m.,1031,26,10.0
Contact Airline,1032,276,13.0
3:04 p.m.,1033,27,21.0
4:23 p.m.,1034,215,15.0
Dec 02 Not Available,1035,277,4.0
Not Available,1036,120,14.0
Dec 02 Not Available,1037,277,4.0
Not Available,1038,120,14.0
10:04 a.m.,1039,29,13.0
11:44 a.m.,1040,30,14.0
5:42 p.m.,1041,208,15.0
9:13 a.m.,1042,86,19.0
Not Available,1043,120,14.0
4:59 p.m.,1044,217,15.0
8:45 a.m.,1045,218,11.0
8:02 a.m.,1046,219,10.0
Contact Airline,1047,276,13.0
9:19 p.m.*,1048,279,1.0
Contact Airline,1049,276,13.0
Contact Airline,1050,276,13.0
3:43 p.m.,1051,31,11.0
5:43 p.m.,1052,32,11.0
11:06 a.m.,1053,15,21.0
Contact Airline,1054,276,13.0
1:43 p.m.,1055,33,15.0
Contact Airline,1056,276,13.0
3:13 p.m.,1057,34,19.0
1:30 p.m.,1058,206,14.0
10:16 a.m.,1059,35,8.0
6:43 p.m.,1060,36,14.0
6:15 p.m.,1061,38,11.0
5:26 p.m.,1062,221,14.0
Contact Airline,1063,276,13.0
12:50 p.m.,1064,28,9.0
3:14 p.m.,1065,39,14.0
7:40 a.m.,1066,16,11.0
6:36 p.m.,1067,149,19.0
6:19 a.m.,1068,40,15.0
11:12 a.m.,1069,41,14.0
9:22 a.m.,1070,42,15.0
10:29 p.m.,1071,194,11.0
9:28 a.m.,1072,2,13.0
11:58 a.m.,1073,195,13.0
9:43 a.m.,1074,196,13.0
,1075,1,
3:16 p.m.,1076,22,15.0
5:17 p.m.,1077,117,14.0
3:31 p.m.,1078,197,13.0
11:21 a.m.,1079,198,9.0
,1080,1,
7:17 a.m.,1081,199,12.0
5:26 a.m.,1082,200,12.0
6:25 p.m.,1083,52,10.0
9:09 a.m.,1084,123,9.0
1:19 p.m.,1085,201,15.0
1:18 p.m.,1086,125,6.0
9:56 a.m.,1087,54,17.0
9:45 a.m.,1088,4,22.0
7:39 p.m.,1089,5,14.0
1:40 p.m.,1090,8,13.0
7:10 p.m.,1091,202,27.0
11:32 a.m.,1092,203,12.0
5:00 p.m.,1093,60,9.0
4:09 p.m.,1094,6,16.0
1:14 p.m.,1095,142,20.0
9:05 a.m.,1096,7,13.0
5:03 p.m.,1097,135,6.0
10:27 a.m.,1098,204,13.0
10:56 a.m.,1099,205,12.0
11:50 a.m.,1100,61,16.0
3:19 p.m.,1101,138,7.0
1:30 p.m.,1102,206,14.0
3:21 p.m.,1103,207,11.0
2:01 p.m.,1104,140,7.0
5:42 p.m.,1105,208,15.0
1:14 p.m.,1106,142,20.0
8:03 p.m.,1107,209,12.0
9:38 p.m.,1108,143,6.0
2:46 p.m.,1109,18,15.0
5:34 p.m.,1110,105,24.0
3:25 p.m.,1111,118,7.0
10:29 a.m.,1112,145,9.0
,1113,1,
8:43 p.m.,1114,146,6.0
,1115,1,
7:58 p.m.,1116,210,13.0
12:09 p.m.,1117,211,26.0
7:51 a.m.,1118,23,15.0
9:29 a.m.,1119,45,17.0
7:53 p.m.,1120,147,8.0
6:35 p.m.,1121,212,5.0
7:36 p.m.,1122,213,13.0
9:49 p.m.,1123,151,7.0
6:34 p.m.,1124,214,15.0
10:45 a.m.,1125,153,7.0
3:04 p.m.,1126,27,21.0
4:23 p.m.,1127,215,15.0
2:52 p.m.,1128,156,9.0
4:17 p.m.,1129,216,13.0
,1130,1,
,1131,1,
,1132,1,
,1133,1,
10:04 a.m.,1134,29,13.0
11:44 a.m.,1135,30,14.0
9:13 a.m.,1136,86,19.0
,1137,1,
4:59 p.m.,1138,217,15.0
8:45 a.m.,1139,218,11.0
,1140,1,
,1141,1,
8:02 a.m.,1142,219,10.0
2:02 p.m.,1143,164,8.0
9:11 p.m.,1144,165,8.0
4:24 p.m.,1145,166,7.0
7:10 p.m.,1146,202,27.0
12:12 p.m.,1147,220,5.0
3:36 p.m.,1148,94,13.0
5:34 p.m.,1149,105,24.0
11:07 a.m.,1150,168,7.0
1:43 p.m.,1151,33,15.0
11:00 a.m.,1152,169,8.0
12:09 p.m.,1153,211,26.0
3:01 p.m.,1154,171,6.0
10:10 a.m.,1155,172,6.0
6:43 p.m.,1156,36,14.0
7:57 a.m.,1157,173,6.0
4:56 p.m.,1158,37,12.0
6:09 p.m.,1159,175,6.0
2:27 p.m.,1160,17,15.0
11:06 a.m.,1161,15,21.0
5:26 p.m.,1162,221,14.0
6:17 p.m.,1163,222,5.0
12:48 p.m.,1164,180,7.0
7:32 a.m.,1165,181,6.0
6:36 p.m.,1166,149,19.0
6:19 a.m.,1167,40,15.0
11:12 a.m.,1168,41,14.0
3:14 p.m.,1169,39,14.0
,1170,1,
9:09 a.m.,1171,123,9.0
10:23 p.m.,1172,111,2.0
,1173,1,
,1174,1,
7:10 a.m.,1175,121,2.0
9:54 a.m.,1176,126,2.0
9:45 a.m.,1177,4,22.0
,1178,1,
7:55 p.m.,1179,25,10.0
9:00 a.m.,1180,134,3.0
,1181,1,
,1182,1,
11:50 a.m.,1183,61,16.0
7:40 a.m.,1184,16,11.0
2:52 p.m.,1185,156,9.0
3:20 p.m.,1186,139,3.0
1:14 p.m.,1187,142,20.0
2:36 p.m.,1188,187,3.0
,1189,1,
3:33 p.m.,1190,19,8.0
,1191,1,
Not Available,1192,120,14.0
7:53 p.m.,1193,147,8.0
12:09 p.m.,1194,211,26.0
9:49 p.m.,1195,151,7.0
,1196,1,
3:04 p.m.,1197,27,21.0
,1198,1,
5:42 a.m. (Estimated runway),1199,232,4.0
5:28 p.m.,1200,141,3.0
9:13 a.m.,1201,86,19.0
4:55 p.m.,1202,161,2.0
8:41 a.m.,1203,162,2.0
,1204,1,
,1205,1,
2:02 p.m.,1206,164,8.0
4:24 p.m.,1207,166,7.0
12:10 p.m.,1208,167,3.0
3:43 p.m.,1209,31,11.0
11:07 a.m.,1210,168,7.0
Not Available,1211,120,14.0
,1212,1,
,1213,1,
,1214,1,
3:13 p.m.,1215,34,19.0
1:30 p.m.,1216,206,14.0
6:36 p.m.,1217,149,19.0
7:35 p.m.,1218,128,4.0
,1219,1,
,1220,1,
,1221,1,
10:49 a.m.,1222,193,2.0
9:22 a.m.,1223,42,15.0
,1224,1,
9:14 a.m.,1225,43,12.0
11:30 a.m.,1226,44,5.0
9:29 a.m.,1227,45,17.0
10:31 p.m.,1228,46,4.0
5:14 p.m.,1229,47,4.0
,1230,1,
4:54 p.m.,1231,48,5.0
11:11 a.m.,1232,49,4.0
12/2/11 6:35 a.m.,1233,50,4.0
7:04 a.m.,1234,51,5.0
,1235,1,
6:25 p.m.,1236,52,10.0
,1237,1,
,1238,1,
1:11 p.m.,1239,53,12.0
9:56 a.m.,1240,54,17.0
9:29 a.m.,1241,45,17.0
7:37 p.m.,1242,55,7.0
1:36 p.m.,1243,56,5.0
,1244,1,
,1245,1,
4:43 p.m.,1246,57,4.0
4:08 p.m.,1247,58,5.0
,1248,1,
8:50 a.m.,1249,59,8.0
5:00 p.m.,1250,60,9.0
,1251,1,
,1252,1,
11:50 a.m.,1253,61,16.0
3:13 p.m.,1254,34,19.0
1:23 p.m.,1255,62,5.0
3:09 p.m.,1256,63,7.0
1:55 p.m.,1257,64,5.0
5:22 p.m.,1258,65,5.0
1:11 p.m.,1259,53,12.0
,1260,1,
,1261,1,
2:39 p.m.,1262,66,7.0
5:24 p.m.,1263,67,4.0
,1264,1,
10:34 a.m.,1265,68,6.0
7:25 p.m.,1266,69,7.0
8:38 p.m.,1267,70,8.0
3:04 p.m.,1268,27,21.0
,1269,1,
7:20 p.m.,1270,71,4.0
,1271,1,
7:49 a.m.,1272,72,8.0
9:26 a.m.,1273,73,8.0
7:43 p.m.,1274,74,10.0
10:43 a.m.,1275,75,12.0
6:28 p.m.,1276,76,13.0
7:23 p.m.,1277,77,5.0
9:47 p.m.,1278,78,7.0
,1279,1,
10:43 a.m.,1280,75,12.0
2:58 p.m.,1281,79,6.0
4:20 p.m.,1282,80,8.0
2:50 p.m.,1283,3,15.0
,1284,1,
5:52 a.m.,1285,81,4.0
12/2/11 12:01 a.m.,1286,82,4.0
11:49 p.m.,1287,83,4.0
11:35 p.m.,1288,84,7.0
9:45 a.m.,1289,4,22.0
11:33 a.m.,1290,85,7.0
9:13 a.m.,1291,86,19.0
3:29 p.m.,1292,87,4.0
,1293,1,
8:33 a.m.,1294,88,5.0
,1295,1,
6:19 p.m.,1296,89,4.0
7:50 a.m.,1297,90,4.0
1:52 p.m.,1298,91,4.0
9:12 p.m.,1299,92,4.0
4:22 p.m.,1300,93,4.0
,1301,1,
,1302,1,
3:36 p.m.,1303,94,13.0
5:39 p.m.,1304,95,6.0
11:04 a.m.,1305,96,9.0
1:42 p.m.,1306,97,7.0
10:58 a.m.,1307,98,7.0
,1308,1,
2:49 p.m.,1309,99,9.0
10:12 a.m.,1310,100,4.0
6:30 p.m.,1311,101,7.0
7:59 a.m.,1312,102,7.0
6:11 p.m.,1313,103,7.0
2:21 p.m.,1314,104,7.0
,1315,1,
5:34 p.m.,1316,105,24.0
12:37 p.m.,1317,106,7.0
7:37 a.m.,1318,107,5.0
,1319,1,
6:15 a.m.,1320,108,4.0
10:52 a.m.,1321,109,9.0
3:12 p.m.,1322,110,7.0
9:32aDec 1,1323,280,1.0
10:02 p.m.,1324,281,2.0
9:28aDec 1,1325,282,1.0
11:58aDec 1,1326,283,1.0
,1327,1,
,1328,1,
3:16 p.m.,1329,22,15.0
5:17 p.m.,1330,117,14.0
3:31 p.m.,1331,197,13.0
,1332,1,
,1333,1,
7:17aDec 1,1334,284,1.0
5:26aDec 1,1335,285,2.0
6:28 p.m.,1336,76,13.0
,1337,1,
1:19 p.m.,1338,201,15.0
1:27 p.m.,1339,13,13.0
9:56aDec 1,1340,286,1.0
9:45aDec 1,1341,287,2.0
7:39 p.m.,1342,5,14.0
1:40 p.m.,1343,8,13.0
7:10 p.m.,1344,202,27.0
11:32aDec 1,1345,288,1.0
4:47 p.m.,1346,236,8.0
4:09 p.m.,1347,6,16.0
1:14 p.m.,1348,142,20.0
9:05aDec 1,1349,289,2.0
5:05 p.m.,1350,226,9.0
10:27aDec 1,1351,290,1.0
10:56aDec 1,1352,291,1.0
11:56aDec 1,1353,292,1.0
3:30 p.m.,1354,12,3.0
1:30 p.m.,1355,206,14.0
,1356,1,
2:10 p.m.,1357,14,9.0
5:42 p.m.,1358,208,15.0
1:15 p.m.,1359,228,9.0
8:03 p.m.,1360,209,12.0
,1361,1,
2:46 p.m.,1362,18,15.0
5:34 p.m.,1363,105,24.0
3:33 p.m.,1364,19,8.0
10:36aDec 1,1365,293,1.0
,1366,1,
8:53 p.m.,1367,21,11.0
,1368,1,
7:58 p.m.,1369,210,13.0
12:09 p.m.,1370,211,26.0
7:51aDec 1,1371,294,2.0
9:31aDec 1,1372,295,2.0
7:55 p.m.,1373,25,10.0
6:38 p.m.,1374,231,9.0
7:36 p.m.,1375,213,13.0
9:53 p.m.,1376,26,10.0
6:34 p.m.,1377,214,15.0
10:47aDec 1,1378,296,2.0
3:04 p.m.,1379,27,21.0
4:23 p.m.,1380,215,15.0
2:50 p.m.,1381,3,15.0
4:17 p.m.,1382,216,13.0
,1383,1,
,1384,1,
,1385,1,
,1386,1,
10:04aDec 1,1387,297,2.0
11:44aDec 1,1388,298,2.0
,1389,1,
4:59 p.m.,1390,217,15.0
8:45aDec 1,1391,299,1.0
,1392,1,
,1393,1,
8:02aDec 1,1394,300,1.0
2:00 p.m.,1395,238,7.0
,1396,1,
4:44 p.m.,1397,240,7.0
7:10 p.m.,1398,202,27.0
,1399,1,
3:43 p.m.,1400,31,11.0
5:43 p.m.,1401,32,11.0
11:06aDec 1,1402,301,3.0
1:43 p.m.,1403,33,15.0
11:01aDec 1,1404,302,1.0
12:09 p.m.,1405,211,26.0
3:13 p.m.,1406,34,19.0
10:16aDec 1,1407,303,2.0
6:43 p.m.,1408,36,14.0
8:06aDec 1,1409,304,2.0
4:56 p.m.,1410,37,12.0
6:15 p.m.,1411,38,11.0
2:27 p.m.,1412,17,15.0
11:06aDec 1,1413,301,3.0
5:26 p.m.,1414,221,14.0
5:38 p.m.,1415,241,9.0
12:50 p.m.,1416,28,9.0
7:40aDec 1,1417,305,2.0
6:36 p.m.,1418,149,19.0
6:19aDec 1,1419,306,1.0
11:12aDec 1,1420,307,2.0
3:14 p.m.,1421,39,14.0
,1422,1,
,1423,1,
,1424,1,
,1425,1,
10:29 p.m.,1426,194,11.0
9:14 a.m.,1427,43,12.0
1:14 p.m.,1428,142,20.0
10:27 a.m.,1429,204,13.0
12:21 a.m.,1430,308,1.0
5:26 a.m.,1431,200,12.0
10:56 a.m.,1432,205,12.0
3:31 p.m.,1433,197,13.0
5:26 p.m.,1434,221,14.0
7:10 p.m.,1435,202,27.0
12:09 p.m.,1436,211,26.0
6:34 p.m.,1437,214,15.0
1:19 p.m.,1438,201,15.0
4:59 p.m.,1439,217,15.0
9:52 p.m.,1440,309,1.0
6:40 p.m.,1441,310,1.0
6:36 p.m.,1442,149,19.0
8:03 p.m.,1443,209,12.0
11:32 a.m.,1444,203,12.0
7:51 a.m.,1445,23,15.0
3:43 p.m.,1446,31,11.0
1:19 p.m.,1447,201,15.0
5:43 p.m.,1448,32,11.0
6:38 p.m.,1449,231,9.0
10:27 a.m.,1450,204,13.0
7:36 p.m.,1451,213,13.0
9:43 a.m.,1452,196,13.0
3:13 p.m.,1453,34,19.0
10:36 a.m.,1454,20,9.0
4:23 p.m.,1455,215,15.0
2:50 p.m.,1456,3,15.0
5:26 a.m.,1457,200,12.0
3:31 p.m.,1458,197,13.0
12:01 a.m. (Estimated runway),1459,233,5.0
8:06 a.m.,1460,11,9.0
11:49 p.m. (Estimated runway),1461,234,4.0
6:15 p.m.,1462,38,11.0
11:44 a.m.,1463,30,14.0
10:30 p.m. (Estimated),1464,223,4.0
9:13 a.m.,1465,86,19.0
5:38 p.m.,1466,241,9.0
4:47 p.m.,1467,236,8.0
6:34 p.m.,1468,214,15.0
4:59 p.m.,1469,217,15.0
9:45 a.m.,1470,4,22.0
2:46 p.m.,1471,18,15.0
10:16 a.m.,1472,35,8.0
9:19 p.m. (Estimated),1473,239,4.0
6:19 a.m.,1474,40,15.0
11:12 a.m.,1475,41,14.0
7:10 p.m.,1476,202,27.0
1:27 p.m.,1477,13,13.0
3:16 p.m.,1478,22,15.0
12:21 a.m. (Estimated),1479,230,5.0
4:09 p.m.,1480,6,16.0
,1481,1,
,1482,1,
,1483,1,
,1484,1,
,1485,1,
,1486,1,
9:22 a.m.,1487,42,15.0
,1488,1,
9:14 a.m.,1489,43,12.0
11:30 a.m.,1490,44,5.0
9:29 a.m.,1491,45,17.0
10:31 p.m.,1492,46,4.0
5:14 p.m.,1493,47,4.0
,1494,1,
4:54 p.m.,1495,48,5.0
11:11 a.m.,1496,49,4.0
12/2/11 6:35 a.m.,1497,50,4.0
7:04 a.m.,1498,51,5.0
,1499,1,
6:25 p.m.,1500,52,10.0
,1501,1,
,1502,1,
1:11 p.m.,1503,53,12.0
9:56 a.m.,1504,54,17.0
9:29 a.m.,1505,45,17.0
7:37 p.m.,1506,55,7.0
1:36 p.m.,1507,56,5.0
,1508,1,
,1509,1,
4:43 p.m.,1510,57,4.0
4:08 p.m.,1511,58,5.0
,1512,1,
8:50 a.m.,1513,59,8.0
5:00 p.m.,1514,60,9.0
,1515,1,
,1516,1,
11:50 a.m.,1517,61,16.0
3:13 p.m.,1518,34,19.0
1:23 p.m.,1519,62,5.0
3:09 p.m.,1520,63,7.0
1:55 p.m.,1521,64,5.0
5:22 p.m.,1522,65,5.0
1:11 p.m.,1523,53,12.0
,1524,1,
,1525,1,
2:39 p.m.,1526,66,7.0
5:24 p.m.,1527,67,4.0
,1528,1,
10:34 a.m.,1529,68,6.0
7:25 p.m.,1530,69,7.0
8:38 p.m.,1531,70,8.0
3:04 p.m.,1532,27,21.0
,1533,1,
7:20 p.m.,1534,71,4.0
,1535,1,
7:49 a.m.,1536,72,8.0
9:26 a.m.,1537,73,8.0
7:43 p.m.,1538,74,10.0
10:43 a.m.,1539,75,12.0
6:28 p.m.,1540,76,13.0
7:23 p.m.,1541,77,5.0
9:47 p.m.,1542,78,7.0
,1543,1,
10:43 a.m.,1544,75,12.0
2:58 p.m.,1545,79,6.0
4:20 p.m.,1546,80,8.0
2:50 p.m.,1547,3,15.0
,1548,1,
5:52 a.m.,1549,81,4.0
12/2/11 12:01 a.m.,1550,82,4.0
11:49 p.m.,1551,83,4.0
11:35 p.m.,1552,84,7.0
9:45 a.m.,1553,4,22.0
11:33 a.m.,1554,85,7.0
9:13 a.m.,1555,86,19.0
3:29 p.m.,1556,87,4.0
,1557,1,
8:33 a.m.,1558,88,5.0
,1559,1,
6:19 p.m.,1560,89,4.0
7:50 a.m.,1561,90,4.0
1:52 p.m.,1562,91,4.0
9:12 p.m.,1563,92,4.0
4:22 p.m.,1564,93,4.0
,1565,1,
,1566,1,
3:36 p.m.,1567,94,13.0
5:39 p.m.,1568,95,6.0
11:04 a.m.,1569,96,9.0
1:42 p.m.,1570,97,7.0
10:58 a.m.,1571,98,7.0
,1572,1,
2:49 p.m.,1573,99,9.0
10:12 a.m.,1574,100,4.0
6:30 p.m.,1575,101,7.0
7:59 a.m.,1576,102,7.0
6:11 p.m.,1577,103,7.0
2:21 p.m.,1578,104,7.0
,1579,1,
5:34 p.m.,1580,105,24.0
12:37 p.m.,1581,106,7.0
7:37 a.m.,1582,107,5.0
,1583,1,
6:15 a.m.,1584,108,4.0
10:52 a.m.,1585,109,9.0
3:12 p.m.,1586,110,7.0
,1587,1,
10:02 p.m.,1588,281,2.0
,1589,1,
,1590,1,
Contact Airline,1591,276,13.0
,1592,1,
,1593,1,
5:26aDec 1,1594,285,2.0
6:28 p.m.,1595,76,13.0
1:19 p.m.,1596,201,15.0
9:45aDec 1,1597,287,2.0
7:10 p.m.,1598,202,27.0
1:14 p.m.,1599,142,20.0
9:05aDec 1,1600,289,2.0
5:05 p.m.,1601,226,9.0
11:56 a.m.,1602,10,10.0
8:06aDec 1,1603,304,2.0
,1604,1,
1:27 p.m.,1605,13,13.0
2:10 p.m.,1606,14,9.0
1:15 p.m.,1607,228,9.0
,1608,1,
2:27 p.m.,1609,17,15.0
7:51aDec 1,1610,294,2.0
9:31aDec 1,1611,295,2.0
7:55 p.m.,1612,25,10.0
11:06aDec 1,1613,301,3.0
9:53 p.m.,1614,26,10.0
10:47aDec 1,1615,296,2.0
8:53 p.m.,1616,21,11.0
,1617,1,
Dec 02 Not Available,1618,277,4.0
,1619,1,
10:04aDec 1,1620,297,2.0
11:44aDec 1,1621,298,2.0
5:42 p.m.,1622,208,15.0
Not Available,1623,120,14.0
4:59 p.m.,1624,217,15.0
,1625,1,
,1626,1,
5:43 p.m.,1627,32,11.0
8:45 a.m.,1628,218,11.0
1:43 p.m.,1629,33,15.0
12:09 p.m.,1630,211,26.0
11:12aDec 1,1631,307,2.0
10:16aDec 1,1632,303,2.0
4:56 p.m.,1633,37,12.0
6:15 p.m.,1634,38,11.0
5:26 p.m.,1635,221,14.0
7:40aDec 1,1636,305,2.0
,1637,1,
,1638,1,
,1639,1,
,1640,1,
,1641,1,
,1642,1,
,1643,1,
,1644,1,
,1645,1,
,1646,1,
,1647,1,
,1648,1,
,1649,1,
,1650,1,
,1651,1,
,1652,1,
,1653,1,
,1654,1,
,1655,1,
,1656,1,
,1657,1,
,1658,1,
,1659,1,
,1660,1,
9:22 a.m.,1661,42,15.0
9:14 a.m.,1662,43,12.0
10:24 p.m.,1663,311,2.0
9:44 a.m.,1664,271,3.0
10:28 p.m.,1665,242,3.0
6:55 a.m.,1666,312,2.0
6:23 p.m.,1667,313,2.0
9:08 a.m.,1668,314,2.0
9:29 a.m.,1669,45,17.0
7:37 p.m.,1670,55,7.0
1:11 p.m.,1671,53,12.0
3:59 p.m.,1672,315,2.0
1:07 p.m.,1673,316,2.0
8:50 a.m.,1674,59,8.0
4:57 p.m.,1675,270,3.0
10:58 a.m.,1676,98,7.0
11:50 a.m.,1677,61,16.0
7:59 a.m.,1678,102,7.0
3:13 p.m.,1679,34,19.0
7:35 a.m.,1680,317,2.0
2:40 p.m.,1681,318,2.0
3:07 p.m.,1682,248,3.0
5:27 p.m.,1683,319,2.0
1:08 p.m.,1684,320,2.0
7:43 p.m.,1685,74,10.0
10:43 a.m.,1686,75,12.0
8:46 p.m.,1687,273,3.0
2:21 p.m.,1688,104,7.0
2:39 p.m.,1689,66,7.0
3:26 p.m.,1690,249,4.0
10:29 a.m.,1691,145,9.0
7:25 p.m.,1692,69,7.0
8:38 p.m.,1693,70,8.0
3:04 p.m.,1694,27,21.0
12:02 a.m.,1695,272,3.0
12:02 p.m.,1696,250,3.0
7:49 a.m.,1697,72,8.0
9:26 a.m.,1698,73,8.0
7:43 p.m.,1699,74,10.0
6:34 p.m.,1700,214,15.0
9:47 p.m.,1701,78,7.0
2:58 p.m.,1702,79,6.0
4:20 p.m.,1703,80,8.0
4:06 p.m.,1704,157,3.0
12:19 a.m.,1705,321,2.0
12:01 a.m.,1706,322,2.0
11:35 p.m.,1707,84,7.0
9:45 a.m.,1708,4,22.0
11:33 a.m.,1709,85,7.0
3:40 p.m.,1710,323,2.0
5:21 a.m.,1711,324,2.0
6:56 p.m.,1712,325,2.0
9:11 p.m.,1713,165,8.0
3:36 p.m.,1714,94,13.0
5:39 p.m.,1715,95,6.0
11:04 a.m.,1716,96,9.0
1:42 p.m.,1717,97,7.0
2:49 p.m.,1718,99,9.0
6:30 p.m.,1719,101,7.0
6:11 p.m.,1720,103,7.0
3:12 p.m.,1721,110,7.0
5:34 p.m.,1722,105,24.0
12:37 p.m.,1723,106,7.0
6:33 p.m.,1724,182,3.0
6:09 a.m.,1725,274,3.0
10:52 a.m.,1726,109,9.0
11:58 a.m.,1727,195,13.0
9:43 a.m.,1728,196,13.0
5:17 p.m.,1729,117,14.0
11:21 a.m.,1730,198,9.0
6:28 p.m.,1731,76,13.0
5:05 p.m.,1732,226,9.0
3:21 p.m.,1733,207,11.0
1:15 p.m.,1734,228,9.0
1:30 p.m.,1735,206,14.0
9:56 a.m.,1736,54,17.0
5:34 p.m.,1737,105,24.0
7:58 p.m.,1738,210,13.0
6:38 p.m.,1739,231,9.0
7:36 p.m.,1740,213,13.0
10:47 a.m.,1741,137,8.0
4:23 p.m.,1742,215,15.0
4:17 p.m.,1743,216,13.0
Fri Dec 2 12:29 a.m.,1744,326,1.0
9:13 a.m.,1745,86,19.0
8:45 a.m.,1746,218,11.0
Fri Dec 2 5:11 a.m.,1747,327,1.0
8:02 a.m.,1748,219,10.0
2:00 p.m.,1749,238,7.0
4:44 p.m.,1750,240,7.0
7:10 p.m.,1751,202,27.0
11:56 a.m.,1752,10,10.0
4:47 p.m.,1753,236,8.0
12:09 p.m.,1754,211,26.0
5:38 p.m.,1755,241,9.0
7:17 a.m.,1756,199,12.0
5:42 p.m.,1757,208,15.0
9:32 a.m.,1758,0,8.0
10:29 p.m.,1759,194,11.0
9:28 a.m.,1760,2,13.0
11:58 a.m.,1761,195,13.0
9:43 a.m.,1762,196,13.0
,1763,1,
3:16 p.m.,1764,22,15.0
5:17 p.m.,1765,117,14.0
3:31 p.m.,1766,197,13.0
11:21 a.m.,1767,198,9.0
,1768,1,
7:17 a.m.,1769,199,12.0
5:26 a.m.,1770,200,12.0
6:28 p.m.,1771,76,13.0
9:14 a.m.,1772,43,12.0
1:19 p.m.,1773,201,15.0
1:27 p.m.,1774,13,13.0
9:56 a.m.,1775,54,17.0
9:45 a.m.,1776,4,22.0
7:39 p.m.,1777,5,14.0
1:40 p.m.,1778,8,13.0
7:10 p.m.,1779,202,27.0
11:32 a.m.,1780,203,12.0
4:47 p.m.,1781,236,8.0
4:09 p.m.,1782,6,16.0
1:14 p.m.,1783,142,20.0
9:05 a.m.,1784,7,13.0
5:05 p.m.,1785,226,9.0
10:27 a.m.,1786,204,13.0
10:56 a.m.,1787,205,12.0
11:56 a.m.,1788,10,10.0
3:20 p.m. (Runway),1789,266,3.0
1:30 p.m.,1790,206,14.0
3:21 p.m.,1791,207,11.0
2:10 p.m.,1792,14,9.0
5:42 p.m.,1793,208,15.0
1:15 p.m.,1794,228,9.0
8:03 p.m.,1795,209,12.0
8:56 p.m.,1796,267,3.0
2:46 p.m.,1797,18,15.0
5:34 p.m.,1798,105,24.0
3:33 p.m.,1799,19,8.0
10:36 a.m.,1800,20,9.0
,1801,1,
8:53 p.m.,1802,21,11.0
,1803,1,
7:58 p.m.,1804,210,13.0
12:09 p.m.,1805,211,26.0
