sched_dep_time,original_index,unique_index
7:10aDec 1,1372,86
4:55 p.m.,1373,25
3:50 p.m.,1374,64
4:16 p.m.,1375,73
8:00 p.m.,1376,26
10:25aDec 1,1377,114
7:05aDec 1,1378,115
10:40aDec 1,1379,110
1:33 p.m.,1380,65
12:15 p.m.,1381,4
1:29 p.m.,1382,55
11:55 p.m.,1383,27
4:25 p.m.,1384,66
9:00 p.m.,1385,28
8:25 p.m.,1386,29
6:59aDec 1,1387,116
8:35aDec 1,1388,117
1:30 p.m.,1389,32
2:53 p.m.,1390,56
7:35aDec 1,1391,94
11:08 p.m.,1392,57
5:30 p.m.,1393,67
1:45 p.m.,1394,76
11:15aDec 1,1395,118
8:20 p.m.,1396,33
2:55 p.m.,1397,35
2:30 p.m.,1398,46
8:55aDec 1,1399,119
2:35 p.m.,1400,34
2:55 p.m.,1401,35
7:15aDec 1,1402,111
12:10 p.m.,1403,36
7:55aDec 1,1404,120
9:05aDec 1,1405,121
1:05 p.m.,1406,37
8:35aDec 1,1407,117
3:05 p.m.,1408,38
7:30aDec 1,1409,122
11:25aDec 1,1410,90
4:00 p.m.,1411,40
11:35aDec 1,1412,123
7:25aDec 1,1413,124
2:55 p.m.,1414,35
11:55aDec 1,1415,125
10:40aDec 1,1416,110
6:45aDec 1,1417,126
4:00 p.m.,1418,40
6:00aDec 1,1419,103
7:10aDec 1,1420,86
7:10aDec 1,1421,86
,1422,41
,1423,41
2:35 p.m.,1424,34
,1425,41
7:00 p.m.,1426,42
7:35 a.m.,1427,44
11:40 a.m.,1428,48
6:00 a.m.,1429,9
7:15 p.m.,1430,52
12:30 a.m.,1431,43
8:40 a.m.,1432,49
11:25 a.m.,1433,39
2:55 p.m.,1434,35
2:30 p.m.,1435,46
9:15 a.m.,1436,53
10:25 a.m.,1437,54
9:45 a.m.,1438,45
2:53 p.m.,1439,56
7:10 p.m.,1440,51
5:30 p.m.,1441,67
4:00 p.m.,1442,40
5:25 p.m.,1443,50
8:05 a.m.,1444,47
6:00 a.m.,1445,9
2:35 p.m.,1446,34
9:45 a.m.,1447,45
2:55 p.m.,1448,35
3:50 p.m.,1449,64
6:00 a.m.,1450,9
4:16 p.m.,1451,73
8:41 a.m.,1452,69
1:05 p.m.,1453,37
7:15 a.m.,1454,22
1:33 p.m.,1455,65
12:15 p.m.,1456,4
12:30 a.m.,1457,43
11:25 a.m.,1458,39
4:25 p.m.,1459,66
7:30 a.m.,1460,13
9:00 p.m.,1461,28
4:00 p.m.,1462,40
8:35 a.m.,1463,31
7:45 p.m.,1464,1
8:29 a.m.,1465,75
11:55 a.m.,1466,68
2:55 p.m.,1467,35
10:25 a.m.,1468,54
2:53 p.m.,1469,56
7:00 a.m.,1470,6
10:40 a.m.,1471,20
8:35 a.m.,1472,31
8:20 p.m.,1473,33
6:00 a.m.,1474,9
7:10 a.m.,1475,0
2:30 p.m.,1476,46
9:05 a.m.,1477,15
12:00 p.m.,1478,24
7:15 p.m.,1479,52
11:50 a.m.,1480,8
,1481,41
,1482,41
,1483,41
,1484,41
,1485,41
,1486,41
,1487,41
7:00 p.m.,1488,42
,1489,41
,1490,41
,1491,41
,1492,41
,1493,41
11:25 a.m.,1494,39
,1495,41
,1496,41
,1497,41
,1498,41
12:30 a.m.,1499,43
,1500,41
7:35 a.m.,1501,44
9:45 a.m.,1502,45
,1503,41
,1504,41
,1505,41
,1506,41
,1507,41
2:30 p.m.,1508,46
8:05 a.m.,1509,47
,1510,41
,1511,41
11:40 a.m.,1512,48
,1513,41
,1514,41
6:00 a.m.,1515,9
8:40 a.m.,1516,49
,1517,41
,1518,41
,1519,41
,1520,41
,1521,41
,1522,41
,1523,41
5:25 p.m.,1524,50
7:10 p.m.,1525,51
,1526,41
,1527,41
3:35 p.m.,1528,21
,1529,41
,1530,41
,1531,41
,1532,41
7:15 p.m.,1533,52
,1534,41
9:15 a.m.,1535,53
,1536,41
,1537,41
,1538,41
,1539,41
,1540,41
,1541,41
,1542,41
10:25 a.m.,1543,54
,1544,41
,1545,41
,1546,41
,1547,41
1:29 p.m.,1548,55
,1549,41
,1550,41
,1551,41
,1552,41
,1553,41
,1554,41
,1555,41
,1556,41
2:53 p.m.,1557,56
,1558,41
11:08 p.m.,1559,57
,1560,41
,1561,41
,1562,41
,1563,41
,1564,41
2:30 p.m.,1565,46
8:55 a.m.,1566,58
,1567,41
,1568,41
,1569,41
,1570,41
,1571,41
9:05 a.m. (-00:00),1572,59
,1573,41
,1574,41
,1575,41
,1576,41
,1577,41
,1578,41
2:55 p.m.,1579,35
,1580,41
,1581,41
,1582,41
4:00 p.m.,1583,40
,1584,41
,1585,41
,1586,41
7:45 p.m.,1587,1
7:00 p.m.,1588,42
8:41aDec 1,1589,89
6:30 p.m.,1590,2
3:27 p.m.,1591,61
10:39aDec 1,1592,91
11:25 p.m.,1593,5
12:30aDec 1,1594,93
4:00 p.m.,1595,40
9:45aDec 1,1596,95
7:00aDec 1,1597,98
2:30 p.m.,1598,46
11:40aDec 1,1599,102
6:00aDec 1,1600,103
11:05aDec 1,1601,104
10:15 a.m.,1602,12
7:30aDec 1,1603,122
12:30 p.m.,1604,79
9:05 a.m.,1605,15
11:45aDec 1,1606,108
12:00 p.m.,1607,24
7:10 p.m.,1608,51
11:35 a.m.,1609,19
6:00aDec 1,1610,103
7:10aDec 1,1611,86
4:55 p.m.,1612,25
7:25aDec 1,1613,124
8:00 p.m.,1614,26
7:05aDec 1,1615,115
6:45 p.m.,1616,23
4:25 p.m.,1617,66
9:00 p.m.,1618,28
8:25 p.m.,1619,29
6:59aDec 1,1620,116
8:35aDec 1,1621,117
Not Available,1622,84
1:30 p.m.,1623,32
2:53 p.m.,1624,56
11:08 p.m.,1625,57
8:20 p.m.,1626,33
2:55 p.m.,1627,35
Not Available,1628,84
12:10 p.m.,1629,36
9:05aDec 1,1630,121
7:10aDec 1,1631,86
8:35aDec 1,1632,117
11:25aDec 1,1633,90
4:00 p.m.,1634,40
2:55 p.m.,1635,35
6:45aDec 1,1636,126
7:10 a.m.,1637,0
6:00 a.m.,1638,9
7:10 a.m.,1639,0
2:35 p.m.,1640,34
7:15 a.m.,1641,22
11/30 8:00 p.m.,1642,127
11/30 4:16 p.m.,1643,128
1:05 p.m.,1644,37
11/30 6:45 p.m.,1645,129
7:30 a.m.,1646,13
1:33 p.m.,1647,65
12:15 p.m.,1648,4
11/30 4:00 p.m.,1649,130
11/30 11:55 p.m.,1650,131
11/30 11:25 a.m.,1651,132
11:45 a.m.,1652,16
11/30 7:45 p.m.,1653,133
10:40 a.m.,1654,20
11/30 11:08 p.m.,1655,134
10:40 a.m.,1656,20
11/30 12:57 p.m.,1657,135
8:35 a.m.,1658,31
3:35 p.m.,1659,21
11/30 1:55 p.m.,1660,136
7:10 a.m.,1661,0
6:40 a.m.,1662,3
7:00 p.m.,1663,42
8:41 a.m.,1664,69
7:45 p.m.,1665,1
11:25 p.m.,1666,5
4:00 p.m.,1667,40
7:35 a.m.,1668,44
7:00 a.m.,1669,6
4:15 p.m.,1670,7
9:05 a.m.,1671,15
11:50 a.m.,1672,8
11:40 a.m.,1673,48
6:00 a.m.,1674,9
11:05 a.m.,1675,62
7:55 a.m.,1676,11
10:15 a.m.,1677,12
7:30 a.m.,1678,13
1:00 p.m.,1679,14
6:45 a.m.,1680,18
12:15 p.m.,1681,4
12:30 p.m.,1682,79
2:30 p.m.,1683,46
12:00 p.m.,1684,24
5:25 p.m.,1685,50
7:25 a.m.,1686,17
7:27 p.m.,1687,83
11:35 a.m.,1688,19
10:40 a.m.,1689,20
3:35 p.m.,1690,21
7:15 a.m.,1691,22
6:30 p.m.,1692,2
6:45 p.m.,1693,23
12:00 p.m.,1694,24
7:15 p.m.,1695,52
9:15 a.m.,1696,53
6:00 a.m.,1697,9
7:10 a.m.,1698,0
4:55 p.m.,1699,25
3:50 p.m.,1700,64
8:00 p.m.,1701,26
10:40 a.m.,1702,20
1:33 p.m.,1703,65
1:29 p.m.,1704,55
4:25 p.m.,1705,66
9:00 p.m.,1706,28
8:25 p.m.,1707,29
6:59 a.m.,1708,30
8:35 a.m.,1709,31
1:30 p.m.,1710,32
11:08 p.m.,1711,57
5:30 p.m.,1712,67
8:20 p.m.,1713,33
2:35 p.m.,1714,34
2:55 p.m.,1715,35
7:15 a.m.,1716,22
12:10 p.m.,1717,36
1:05 p.m.,1718,37
3:05 p.m.,1719,38
4:00 p.m.,1720,40
7:10 a.m.,1721,0
11:55 a.m.,1722,68
10:40 a.m.,1723,20
4:00 p.m.,1724,40
6:00 a.m.,1725,9
7:10 a.m.,1726,0
8:00 a.m.,1727,60
8:41 a.m.,1728,69
3:27 p.m.,1729,61
10:39 a.m.,1730,70
4:00 p.m.,1731,40
11:05 a.m.,1732,62
12:30 p.m.,1733,79
12:00 a.m.,1734,137
7:53 a.m.,1735,78
8:15 a.m.,1736,71
12:57 p.m.,1737,63
1:55 p.m.,1738,72
3:50 p.m.,1739,64
4:16 p.m.,1740,73
7:05 a.m.,1741,74
1:33 p.m.,1742,65
1:29 p.m.,1743,55
4:25 p.m.,1744,66
8:29 a.m.,1745,75
7:35 a.m.,1746,44
11:08 p.m.,1747,57
1:45 p.m.,1748,76
11:15 a.m.,1749,77
2:55 p.m.,1750,35
2:30 p.m.,1751,46
8:55 a.m.,1752,58
2:55 p.m.,1753,35
9:05 a.m.,1754,15
11:55 a.m.,1755,68
6:00 a.m.,1756,9
2:30 p.m.,1757,46
7:10 a.m.,1758,0
,1759,41
6:40 a.m.,1760,3
8:00 a.m.,1761,60
,1762,41
7:45 p.m.,1763,1
12:00 p.m.,1764,24
3:27 p.m.,1765,61
,1766,41
,1767,41
11:25 p.m.,1768,5
,1769,41
,1770,41
4:00 p.m.,1771,40
,1772,41
,1773,41
9:05 a.m.,1774,15
,1775,41
7:00 a.m.,1776,6
4:15 p.m.,1777,7
,1778,41
,1779,41
,1780,41
,1781,41
11:50 a.m.,1782,8
,1783,41
6:00 a.m.,1784,9
11:05 a.m.,1785,62
,1786,41
,1787,41
10:15 a.m.,1788,12
1:00 p.m.,1789,14
,1790,41
,1791,41
,1792,41
2:30 p.m.,1793,46
12:00 p.m.,1794,24
,1795,41
,1796,41
10:40 a.m.,1797,20
,1798,41
,1799,41
7:15 a.m.,1800,22
6:30 p.m.,1801,2
6:45 p.m.,1802,23
7:15 p.m.,1803,52
,1804,41
9:15 a.m.,1805,53
6:00 a.m.,1806,9
7:10 a.m.,1807,0
,1808,41
3:50 p.m.,1809,64
,1810,41
8:00 p.m.,1811,26
,1812,41
,1813,41
,1814,41
1:33 p.m.,1815,65
12:15 p.m.,1816,4
,1817,41
11:55 p.m.,1818,27
4:25 p.m.,1819,66
9:00 p.m.,1820,28
8:25 p.m.,1821,29
6:59 a.m.,1822,30
8:35 a.m.,1823,31
,1824,41
1:30 p.m.,1825,32
,1826,41
,1827,41
11:08 p.m.,1828,57
5:30 p.m.,1829,67
,1830,41
,1831,41
,1832,41
,1833,41
,1834,41
,1835,41
2:35 p.m.,1836,34
2:55 p.m.,1837,35
7:15 a.m.,1838,22
12:10 p.m.,1839,36
7:55 a.m.,1840,11
,1841,41
1:05 p.m.,1842,37
,1843,41
3:05 p.m.,1844,38
7:30 a.m.,1845,13
,1846,41
4:00 p.m.,1847,40
11:35 a.m.,1848,19
7:25 a.m.,1849,17
,1850,41
11:55 a.m.,1851,68
10:40 a.m.,1852,20
6:45 a.m.,1853,18
4:00 p.m.,1854,40
6:00 a.m.,1855,9
7:10 a.m.,1856,0
7:10 a.m.,1857,0
7:10 a.m.,1858,0
7:00 p.m.,1859,42
6:40 a.m.,1860,3
8:00 a.m.,1861,60
8:41 a.m.,1862,69
7:45 p.m.,1863,1
11:45 a.m.,1864,16
6:30 p.m.,1865,2
3:27 p.m.,1866,61
11:25 a.m.,1867,39
11:25 p.m.,1868,5
6:00 a.m.,1869,9
12:30 a.m.,1870,43
4:00 p.m.,1871,40
7:35 a.m.,1872,44
9:45 a.m.,1873,45
7:00 a.m.,1874,6
8:15 a.m.,1875,71
4:15 p.m.,1876,7
9:05 a.m.,1877,15
2:30 p.m.,1878,46
5:25 p.m.,1879,50
11:50 a.m.,1880,8
11:40 a.m.,1881,48
6:00 a.m.,1882,9
11:05 a.m.,1883,62
6:00 a.m.,1884,9
8:40 a.m.,1885,49
7:55 a.m.,1886,11
10:15 a.m.,1887,12
7:30 a.m.,1888,13
1:00 p.m.,1889,14
6:45 a.m.,1890,18
12:15 p.m.,1891,4
12:30 p.m.,1892,79
12:00 p.m.,1893,24
7:10 p.m.,1894,51
11:35 a.m.,1895,19
10:40 a.m.,1896,20
12:57 p.m.,1897,63
3:35 p.m.,1898,21
7:15 a.m.,1899,22
8:05 a.m.,1900,47
6:45 p.m.,1901,23
12:00 p.m.,1902,24
7:15 p.m.,1903,52
1:55 p.m.,1904,72
9:15 a.m.,1905,53
6:00 a.m.,1906,9
7:10 a.m.,1907,0
4:55 p.m.,1908,25
7:25 a.m.,1909,17
3:50 p.m.,1910,64
4:16 p.m.,1911,73
8:00 p.m.,1912,26
10:25 a.m.,1913,54
7:05 a.m.,1914,74
10:40 a.m.,1915,20
1:33 p.m.,1916,65
1:29 p.m.,1917,55
11:55 p.m.,1918,27
4:25 p.m.,1919,66
9:00 p.m.,1920,28
8:25 p.m.,1921,29
2:55 p.m.,1922,35
6:59 a.m.,1923,30
8:35 a.m.,1924,31
2:30 p.m.,1925,46
8:29 a.m.,1926,75
2:53 p.m.,1927,56
11:08 p.m.,1928,57
5:30 p.m.,1929,67
11:15 a.m.,1930,77
8:20 p.m.,1931,33
2:55 p.m.,1932,35
2:30 p.m.,1933,46
2:35 p.m.,1934,34
2:55 p.m.,1935,35
7:15 a.m.,1936,22
12:10 p.m.,1937,36
1:05 p.m.,1938,37
7:53 a.m.,1939,78
8:35 a.m.,1940,31
3:05 p.m.,1941,38
4:00 p.m.,1942,40
7:10 a.m.,1943,0
2:55 p.m.,1944,35
11:55 a.m.,1945,68
10:40 a.m.,1946,20
4:00 p.m.,1947,40
6:00 a.m.,1948,9
7:10 a.m.,1949,0
7:10 a.m.,1950,0
,1951,41
6:40 a.m.,1952,3
8:00 a.m.,1953,60
,1954,41
7:45 p.m.,1955,1
12:00 p.m.,1956,24
3:27 p.m.,1957,61
,1958,41
,1959,41
11:25 p.m.,1960,5
,1961,41
,1962,41
4:00 p.m.,1963,40
,1964,41
,1965,41
9:05 a.m.,1966,15
,1967,41
7:00 a.m.,1968,6
4:15 p.m.,1969,7
,1970,41
,1971,41
,1972,41
,1973,41
11:50 a.m.,1974,8
,1975,41
6:00 a.m.,1976,9
11:05 a.m.,1977,62
,1978,41
,1979,41
10:15 a.m.,1980,12
1:00 p.m.,1981,14
,1982,41
,1983,41
,1984,41
2:30 p.m.,1985,46
12:00 p.m.,1986,24
,1987,41
,1988,41
10:40 a.m.,1989,20
,1990,41
,1991,41
7:15 a.m.,1992,22
6:30 p.m.,1993,2
6:45 p.m.,1994,23
7:15 p.m.,1995,52
,1996,41
9:15 a.m.,1997,53
6:00 a.m.,1998,9
7:10 a.m.,1999,0
,2000,41
3:50 p.m.,2001,64
,2002,41
8:00 p.m.,2003,26
,2004,41
,2005,41
10:40 a.m.,2006,20
1:33 p.m.,2007,65
12:15 p.m.,2008,4
,2009,41
11:55 p.m.,2010,27
4:25 p.m.,2011,66
9:00 p.m.,2012,28
8:25 p.m.,2013,29
6:59 a.m.,2014,30
8:35 a.m.,2015,31
,2016,41
1:30 p.m.,2017,32
,2018,41
,2019,41
11:08 p.m.,2020,57
5:30 p.m.,2021,67
,2022,41
,2023,41
,2024,41
,2025,41
,2026,41
,2027,41
2:35 p.m.,2028,34
2:55 p.m.,2029,35
7:15 a.m.,2030,22
12:10 p.m.,2031,36
7:55 a.m.,2032,11
,2033,41
1:05 p.m.,2034,37
,2035,41
3:05 p.m.,2036,38
7:30 a.m.,2037,13
,2038,41
4:00 p.m.,2039,40
11:35 a.m.,2040,19
7:25 a.m.,2041,17
,2042,41
11:55 a.m.,2043,68
10:40 a.m.,2044,20
6:45 a.m.,2045,18
4:00 p.m.,2046,40
6:00 a.m.,2047,9
7:10 a.m.,2048,0
7:10 a.m.,2049,0
7:10 a.m.,2050,0
,2051,41
6:40 a.m.,2052,3
8:00 a.m.,2053,60
,2054,41
7:45 p.m.,2055,1
12:00 p.m.,2056,24
3:27 p.m.,2057,61
,2058,41
,2059,41
11:25 p.m.,2060,5
,2061,41
,2062,41
4:00 p.m.,2063,40
,2064,41
,2065,41
9:05 a.m.,2066,15
,2067,41
7:00 a.m.,2068,6
4:15 p.m.,2069,7
,2070,41
,2071,41
,2072,41
,2073,41
11:50 a.m.,2074,8
,2075,41
6:00 a.m.,2076,9
11:05 a.m.,2077,62
,2078,41
,2079,41
10:15 a.m.,2080,12
1:00 p.m.,2081,14
,2082,41
,2083,41
,2084,41
2:30 p.m.,2085,46
12:00 p.m.,2086,24
,2087,41
,2088,41
10:40 a.m.,2089,20
,2090,41
,2091,41
7:15 a.m.,2092,22
6:30 p.m.,2093,2
6:45 p.m.,2094,23
7:15 p.m.,2095,52
,2096,41
9:15 a.m.,2097,53
6:00 a.m.,2098,9
7:10 a.m.,2099,0
,2100,41
3:50 p.m.,2101,64
,2102,41
8:00 p.m.,2103,26
,2104,41
,2105,41
,2106,41
1:33 p.m.,2107,65
12:15 p.m.,2108,4
,2109,41
11:55 p.m.,2110,27
4:25 p.m.,2111,66
9:00 p.m.,2112,28
8:25 p.m.,2113,29
6:59 a.m.,2114,30
8:35 a.m.,2115,31
,2116,41
1:30 p.m.,2117,32
,2118,41
,2119,41
11:08 p.m.,2120,57
5:30 p.m.,2121,67
,2122,41
,2123,41
,2124,41
,2125,41
,2126,41
,2127,41
2:35 p.m.,2128,34
2:55 p.m.,2129,35
7:15 a.m.,2130,22
12:10 p.m.,2131,36
7:55 a.m.,2132,11
,2133,41
1:05 p.m.,2134,37
,2135,41
3:05 p.m.,2136,38
7:30 a.m.,2137,13
,2138,41
4:00 p.m.,2139,40
11:35 a.m.,2140,19
7:25 a.m.,2141,17
,2142,41
11:55 a.m.,2143,68
10:40 a.m.,2144,20
6:45 a.m.,2145,18
4:00 p.m.,2146,40
6:00 a.m.,2147,9
7:10 a.m.,2148,0
7:10 a.m.,2149,0
11:25 a.m.,2150,39
,2151,41
,2152,41
4:16 p.m.,2153,73
,2154,41
7:10 a.m.,2155,0
,2156,41
6:40 a.m.,2157,3
8:00 a.m.,2158,60
,2159,41
7:45 p.m.,2160,1
12:00 p.m.,2161,24
3:27 p.m.,2162,61
,2163,41
,2164,41
11:25 p.m.,2165,5
,2166,41
,2167,41
4:00 p.m.,2168,40
,2169,41
,2170,41
9:05 a.m.,2171,15
,2172,41
7:00 a.m.,2173,6
4:15 p.m.,2174,7
,2175,41
,2176,41
,2177,41
,2178,41
11:50 a.m.,2179,8
,2180,41
6:00 a.m.,2181,9
11:05 a.m.,2182,62
,2183,41
,2184,41
10:15 a.m.,2185,12
1:00 p.m.,2186,14
,2187,41
,2188,41
,2189,41
2:30 p.m.,2190,46
12:00 p.m.,2191,24
,2192,41
,2193,41
10:40 a.m.,2194,20
,2195,41
,2196,41
7:15 a.m.,2197,22
6:30 p.m.,2198,2
6:45 p.m.,2199,23
7:15 p.m.,2200,52
,2201,41
9:15 a.m.,2202,53
6:00 a.m.,2203,9
7:10 a.m.,2204,0
,2205,41
3:50 p.m.,2206,64
,2207,41
8:00 p.m.,2208,26
,2209,41
,2210,41
10:40 a.m.,2211,20
1:33 p.m.,2212,65
12:15 p.m.,2213,4
,2214,41
11:55 p.m.,2215,27
4:25 p.m.,2216,66
9:00 p.m.,2217,28
8:25 p.m.,2218,29
6:59 a.m.,2219,30
8:35 a.m.,2220,31
,2221,41
1:30 p.m.,2222,32
,2223,41
,2224,41
11:08 p.m.,2225,57
5:30 p.m.,2226,67
,2227,41
,2228,41
,2229,41
,2230,41
,2231,41
,2232,41
2:35 p.m.,2233,34
2:55 p.m.,2234,35
7:15 a.m.,2235,22
12:10 p.m.,2236,36
7:55 a.m.,2237,11
,2238,41
1:05 p.m.,2239,37
,2240,41
3:05 p.m.,2241,38
7:30 a.m.,2242,13
,2243,41
4:00 p.m.,2244,40
11:35 a.m.,2245,19
7:25 a.m.,2246,17
,2247,41
11:55 a.m.,2248,68
10:40 a.m.,2249,20
6:45 a.m.,2250,18
4:00 p.m.,2251,40
6:00 a.m.,2252,9
7:10 a.m.,2253,0
7:10 a.m.,2254,0
7:10 a.m.,2255,0
6:40 a.m.,2256,3
7:00 p.m.,2257,42
8:41 a.m.,2258,69
7:45 p.m.,2259,1
11:25 p.m.,2260,5
4:00 p.m.,2261,40
7:35 a.m.,2262,44
7:00 a.m.,2263,6
4:15 p.m.,2264,7
9:05 a.m.,2265,15
11:50 a.m.,2266,8
11:40 a.m.,2267,48
6:00 a.m.,2268,9
11:05 a.m.,2269,62
7:55 a.m.,2270,11
10:15 a.m.,2271,12
7:30 a.m.,2272,13
1:00 p.m.,2273,14
6:45 a.m.,2274,18
12:15 p.m.,2275,4
12:30 p.m.,2276,79
2:30 p.m.,2277,46
12:00 p.m.,2278,24
5:25 p.m.,2279,50
7:25 a.m.,2280,17
7:27 p.m.,2281,83
11:35 a.m.,2282,19
10:40 a.m.,2283,20
3:35 p.m.,2284,21
7:15 a.m.,2285,22
6:30 p.m.,2286,2
6:45 p.m.,2287,23
12:00 p.m.,2288,24
7:15 p.m.,2289,52
9:15 a.m.,2290,53
6:00 a.m.,2291,9
7:10 a.m.,2292,0
4:55 p.m.,2293,25
3:50 p.m.,2294,64
8:00 p.m.,2295,26
10:40 a.m.,2296,20
1:33 p.m.,2297,65
1:29 p.m.,2298,55
4:25 p.m.,2299,66
9:00 p.m.,2300,28
8:25 p.m.,2301,29
6:59 a.m.,2302,30
8:35 a.m.,2303,31
1:30 p.m.,2304,32
11:08 p.m.,2305,57
5:30 p.m.,2306,67
8:20 p.m.,2307,33
2:35 p.m.,2308,34
2:55 p.m.,2309,35
7:15 a.m.,2310,22
12:10 p.m.,2311,36
1:05 p.m.,2312,37
3:05 p.m.,2313,38
4:00 p.m.,2314,40
7:10 a.m.,2315,0
11:55 a.m.,2316,68
10:40 a.m.,2317,20
4:00 p.m.,2318,40
6:00 a.m.,2319,9
7:10 a.m.,2320,0
7:10 a.m.,2321,0
6:40 a.m.,2322,3
8:00 a.m.,2323,60
7:45 p.m.,2324,1
6:30 p.m.,2325,2
7:15 p.m.,2326,52
3:27 p.m.,2327,61
11:25 p.m.,2328,5
4:00 p.m.,2329,40
7:00 a.m.,2330,6
4:15 p.m.,2331,7
9:05 a.m.,2332,15
11:50 a.m.,2333,8
6:00 a.m.,2334,9
11:05 a.m.,2335,62
7:55 a.m.,2336,11
10:15 a.m.,2337,12
7:30 a.m.,2338,13
1:00 p.m.,2339,14
6:45 a.m.,2340,18
12:15 p.m.,2341,4
12:00 p.m.,2342,24
7:25 a.m.,2343,17
11:35 a.m.,2344,19
10:40 a.m.,2345,20
7:15 a.m.,2346,22
6:45 p.m.,2347,23
12:00 p.m.,2348,24
9:15 a.m.,2349,53
6:00 a.m.,2350,9
7:10 a.m.,2351,0
3:50 p.m.,2352,64
8:00 p.m.,2353,26
1:33 p.m.,2354,65
11:55 p.m.,2355,27
4:25 p.m.,2356,66
9:00 p.m.,2357,28
8:25 p.m.,2358,29
6:59 a.m.,2359,30
8:35 a.m.,2360,31
2:30 p.m.,2361,46
1:30 p.m.,2362,32
2:35 p.m.,2363,34
2:55 p.m.,2364,35
7:15 a.m.,2365,22
12:10 p.m.,2366,36
1:05 p.m.,2367,37
3:05 p.m.,2368,38
4:00 p.m.,2369,40
7:10 a.m.,2370,0
11:55 a.m.,2371,68
10:40 a.m.,2372,20
4:00 p.m.,2373,40
6:00 a.m.,2374,9
7:10 a.m.,2375,0
