HospitalName,CountyName,original_index,unique_index
huntsville hospital,madison,790,81
huntsville hospital,madison,791,81
huntsville hospital,madison,792,81
huntsville hospital,madison,793,81
huntsville hospital,madison,794,81
huntsville hospital,madison,795,81
huntsville hospital,madison,796,81
huntsville hospital,madison,797,81
huntsville hospital,madisox,798,84
huntsville hospital,madison,799,81
huntsville hospital,madison,800,81
huntsville hospital,madison,801,81
gadsden regional medical center,etowah,802,85
gadsden regional medical center,etowah,803,85
gadsden regional medical center,etowah,804,85
gadsden regional medical center,etowah,805,85
gadsden regional medical center,etowah,806,85
gadsden regional medical center,etowah,807,85
gadsden regional medical center,etowah,808,85
gadsden regional medical center,etowah,809,85
gadsden regional medical center,etowah,810,85
gadsden regional medical center,etowah,811,85
gadsden regional medical center,etowah,812,85
gadsden regional medical center,etowah,813,85
gadsden regional medical center,etowah,814,85
gadsden regional medical center,etowah,815,85
gadsden regional medical center,etowah,816,85
gadsden regional medical center,etowah,817,85
gadsden regional medical center,etowah,818,85
gadsden regional medical center,etowah,819,85
gadsden regional medical center,etowah,820,85
gadsden regional medical center,etowah,821,85
gadsden regional medical center,etowah,822,85
gadsden regional medical center,etowah,823,85
gadsden regional medical center,etowah,824,85
gadsden regional medical center,etowah,825,85
gadsden regional medical center,etowah,826,85
chilton medical center,chilton,827,86
chilton medical center,chilton,828,86
chilton medical center,chilton,829,86
chilton medical center,chilton,830,86
chilton medical center,chilton,831,86
chilton medical center,chilton,832,86
chilton medical center,chilton,833,86
chilton medical center,chilton,834,86
chilton medical center,chilton,835,86
chilton medical center,chilton,836,86
chilton medical center,chilton,837,86
chilton medical center,chilton,838,86
chilton medical center,chilton,839,86
chilton medical center,chilton,840,86
chilton medical center,chilton,841,86
chilton medical center,chilton,842,86
chilton medical center,chilton,843,86
chilton medical center,chilton,844,86
chilton medical center,chilton,845,86
chilton medical center,chilton,846,86
chilton medical center,chilton,847,86
chilton medical center,chilton,848,86
chilton medical center,chilton,849,86
chilton medical center,chilton,850,86
chilton medical center,chilton,851,86
marion regional medical center,marion,852,87
marion regional medical center,marion,853,87
marion regional medical center,marion,854,87
marion regional medical center,marion,855,87
marion regional medical center,marion,856,87
marion regional medical center,marion,857,87
marion regional medical center,marion,858,87
marion regional medical center,marion,859,87
marion regional medical center,marion,860,87
marion regional medical center,marion,861,87
marion regional medical center,marion,862,87
marion regional medical center,marion,863,87
marion regional medical center,marion,864,87
marion regional medical center,marion,865,87
marion regional medical center,marion,866,87
marion regional medical center,marion,867,87
marion regional medical center,marion,868,87
marion regional medical center,marion,869,87
marion regional medical center,marion,870,87
marion regional medical center,marion,871,87
marion regional medical center,marion,872,87
marion regional medical center,marion,873,87
marion regional medical center,marion,874,87
marion regional medical center,marion,875,87
marion regional medical center,marion,876,87
fayette medical center,fayette,877,88
fayette medical center,fayette,878,88
fayette medical center,fayette,879,88
fayette medical center,fayette,880,88
fayette medical center,fayette,881,88
fayette medical center,fayette,882,88
fayette medical center,fayette,883,88
fayette medical center,fayette,884,88
fayette medical center,fayette,885,88
fayette medical center,fayette,886,88
fayette medical center,fayette,887,88
fayette medical center,fayette,888,88
fayette medical center,fayette,889,88
fayette medical center,fayette,890,88
fayette medical center,fayette,891,88
fayette medical center,fayette,892,88
fayette medical center,fayette,893,88
fayette medical center,fayette,894,88
fayette medical center,fayexxe,895,89
fayette medical center,fayette,896,88
fayette medical center,fayette,897,88
fayette medical center,fayette,898,88
fayette medical center,fayette,899,88
fayette medical center,fayette,900,88
fayette medical center,fayette,901,88
riverview regional medical center,etowah,902,90
rivxrvixw rxgional mxdical cxntxr,etowah,903,91
riverview regional medical center,etowah,904,90
riverview regional medical center,etowah,905,90
riverview regional medical center,etowah,906,90
riverview regional medical center,etowah,907,90
riverview regional medical center,etowah,908,90
riverview regional medical center,etowah,909,90
riverview regional medical center,etowah,910,90
riverview regional medical center,etowah,911,90
riverview regional medical center,etowah,912,90
riverview regional medical center,etowah,913,90
riverview regional medical center,etowah,914,90
riverview regional medical center,etowah,915,90
riverview regional medical center,etowah,916,90
riverview regional medical center,etowxh,917,92
riverview regional medical center,etowah,918,90
riverview regional medical center,etowah,919,90
riverview regional medical center,etowah,920,90
xivexview xegional medical centex,etowah,921,93
riverview rexional medical center,etowah,922,94
riverview regional medical center,etowah,923,90
riverview regional medical center,etowah,924,90
riverview regional medical center,etowah,925,90
riverview regional medical center,etowah,926,90
riverview regional medical center,etowah,927,90
riverview regional medical center,etowah,928,90
riverview regional medical center,etowah,929,90
georgiana hospital,butler,930,95
georgiana hospital,butler,931,95
georgiana hospital,butler,932,95
georgiana hospital,butler,933,95
georgiana hospital,butler,934,95
georgiana hospital,butler,935,95
georgiana hospital,butler,936,95
georgiana hospital,butler,937,95
georgiaxa hospital,butler,938,96
georgiana hospital,butler,939,95
georgiana hospital,butler,940,95
georgiana hospital,butler,941,95
georgiana hospital,butler,942,95
georgiana hospital,butxer,943,97
georgiana hospital,butler,944,95
georgiana hospital,butler,945,95
georgiana hospital,butler,946,95
georgiana hospital,butler,947,95
georgiana hospital,butler,948,95
georgiana hospital,butler,949,95
georgiana hospital,butler,950,95
georgiana hospital,butler,951,95
georgiana hospital,butler,952,95
georgiana hospital,butler,953,95
georgiana hospital,butler,954,95
medical center enterprise,coffee,955,98
medixal xenter enterprise,coffee,956,99
medical center enterprise,coffee,957,98
medical center enterprise,coffee,958,98
medical center enterprise,coffee,959,98
medical center enterprise,coffee,960,98
medical center enterprise,coffee,961,98
medxcal center enterprxse,coffee,962,100
medical center enterprise,coffee,963,98
medical center enterprise,coffee,964,98
medical center enterprise,coffee,965,98
medical center enterprise,cxffee,966,101
medical center enterprise,coffee,967,98
medical center enterprise,coffee,968,98
medical center enterprise,coffee,969,98
medical center enterprise,coffee,970,98
medical center enterprise,coffee,971,98
medical center enterprise,coffee,972,98
medical center enterprise,coffee,973,98
medical center enterprise,coffee,974,98
medical center enterprise,coffee,975,98
medical center enterprise,coffee,976,98
medical center enterprise,coffee,977,98
medical center enterprise,coffee,978,98
medical center enterprise,coffee,979,98
st vincents blount,blount,980,102
st vincents blount,blount,981,102
st vincents blount,blount,982,102
st vincents blount,blount,983,102
st vincents blount,blount,984,102
st vincents blount,blount,985,102
st vincents blount,blount,986,102
st vincents bxount,blount,987,103
st vincents blount,blount,988,102
st vincents blount,blount,989,102
st vincents blount,blount,990,102
st vincents blount,blount,991,102
st vincents blount,blount,992,102
st vincents blount,blount,993,102
st vincents blount,blount,994,102
st vincents blount,blount,995,102
st vincents blount,blount,996,102
st vincents blount,blount,997,102
st vincents blount,blount,998,102
st vincents blount,blount,999,102
