Address1,PhoneNumber,original_index,unique_index,count
805 friendship road,33x28365x1,713,75,1
805 friendship road,3342836541,714,73,23
805 friendship road,3342836541,715,73,23
1912 alabama highway 157,2567372000,716,76,24
1912 alabama highway 157,2567372000,717,76,24
1912 alabama highway 157,2567372000,718,76,24
1912 alabama highway 157,2567372000,719,76,24
1912 alabama highway 157,2567372000,720,76,24
1912 alabama highway 157,2567372000,721,76,24
1912 alabama highway 157,2567372000,722,76,24
1912 alabama highway 157,2567372000,723,76,24
1912 alabama highway 157,2567372000,724,76,24
1912 alabama highway 157,2567372000,725,76,24
1912 alabama highway 157,2567372000,726,76,24
1912 alabama highway 157,2567372000,727,76,24
1912 alabama highway 157,2567372000,728,76,24
1912 alabama highway 157,2567372000,729,76,24
1912 alabama highway 157,2567372000,730,76,24
1912 alabama highway 157,2567372000,731,76,24
1912 alabama highway 157,2567372000,732,76,24
1912 alabama highway 157,2567372000,733,76,24
1912 alabama highway 157,2567372000,734,76,24
1912 alabama highway 157,2567372000,735,76,24
1912xalabamaxhighwayx157,2567372000,736,77,1
1912 alabama highway 157,2567372000,737,76,24
1912 alabama highway 157,2567372000,738,76,24
1912 alabama highway 157,2567372000,739,76,24
1912 alabama highway 157,2567372000,740,76,24
849 south three notch street,3342228466,741,78,23
849 south three notch street,3342228466,742,78,23
849 south three notch street,3342228466,743,78,23
849 south three notch street,3342228466,744,78,23
849 south three notch street,3342228466,745,78,23
849 south three notch street,3342228466,746,78,23
849 south three notch street,3342228466,747,78,23
849 south three notch street,3342228466,748,78,23
849 south three notch street,3342228466,749,78,23
849 south three notch street,3342228466,750,78,23
849 south three notch street,334xxx8466,751,79,1
849 south three notch street,3342228466,752,78,23
849 south three notch street,3342228466,753,78,23
849 south three notch street,3342228466,754,78,23
849 south three notch street,3342228466,755,78,23
849 south three notch street,3342228466,756,78,23
849 south three notch street,3342228466,757,78,23
849 south three notch street,3342228466,758,78,23
849 south three notch street,3342228466,759,78,23
849 south three notch street,3342228466,760,78,23
849 south three notch street,3342228466,761,78,23
849 south three notch street,3342228466,762,78,23
849 south three notch street,33422284xx,763,80,1
849 south three notch street,3342228466,764,78,23
849 south three notch street,3342228466,765,78,23
301 east 18th st,2562358900,766,31,25
301 east 1xth st,2562358900,767,81,1
301 east 18th st,2562358900,768,31,25
301 east 18th st,2562358900,769,31,25
301 east 18th st,2562358900,770,31,25
301 east 18th st,2562358900,771,31,25
301 east 18th st,2562358900,772,31,25
301 east 18th st,2562358900,773,31,25
101 sivley rd,2562651000,774,82,28
101 sivley rd,2562651000,775,82,28
101 sivley rd,2562651000,776,82,28
101 sivley rd,2562651000,777,82,28
101 sivley rd,2562651000,778,82,28
101 sivley rd,2562651000,779,82,28
101 sivley rd,2562651000,780,82,28
101 sivley rd,2562651000,781,82,28
101 sivley rd,2562651000,782,82,28
101 sivley rd,2562651000,783,82,28
101 sivley rd,2562651000,784,82,28
101 sivley rd,2562651000,785,82,28
101 sivley rd,2562651000,786,82,28
101 sivley rd,2562651000,787,82,28
101 sivley rd,2562651000,788,82,28
101 sivley rd,2562651000,789,82,28
101 sivley rd,2562651000,790,82,28
101 sivley rd,2562651000,791,82,28
101 sivley rd,2562651000,792,82,28
101 sivley rd,2562651000,793,82,28
101 sivley rd,2562651000,794,82,28
101 sivley rd,2562651000,795,82,28
101 sivley rd,2562651000,796,82,28
101 sivley rd,2562651000,797,82,28
101 sivley rd,2562651000,798,82,28
101 sivley rd,2562651000,799,82,28
101 sivley rd,2562651000,800,82,28
101 sivley rd,2562651000,801,82,28
1007 goodyear avenue,2564944000,802,83,24
1007 goodyear avenue,2564944000,803,83,24
1007 goodyear avenue,2564944000,804,83,24
1007 goodyear avenue,2564944000,805,83,24
1007 goodyear avenue,2564944000,806,83,24
1007 goodyear avenue,2564944000,807,83,24
1007 goodyear avenue,2564944000,808,83,24
1007 goodyear avenue,2564944000,809,83,24
1007 goodyear avenue,2564944000,810,83,24
1007 goodyear avenue,2564944000,811,83,24
1007 goodyear avenue,2564944000,812,83,24
1007 goodyear avenue,2564944000,813,83,24
1007 goodyear avenue,2564944000,814,83,24
1007 goodyear avenue,2564944000,815,83,24
1007 goodyear avenue,2564944000,816,83,24
1007 goodyear avenue,2564944000,817,83,24
1007 goodyear avenue,2564944000,818,83,24
1007 goodyear avenue,2564944000,819,83,24
1007 goodyear avenue,2564944000,820,83,24
1007 goodyear avenue,2564944000,821,83,24
1007 goodyear avenue,2564944000,822,83,24
1007 goodyear avenue,2564944000,823,83,24
1007 goodyear avenue,2564944xxx,824,84,1
1007 goodyear avenue,2564944000,825,83,24
1007 goodyear avenue,2564944000,826,83,24
1010 lay dam road,2057552500,827,85,24
1010 lay dam road,2057552500,828,85,24
1010 lay dam road,2057552500,829,85,24
1010 lay dam road,2057552500,830,85,24
1010 lay dam road,2057552500,831,85,24
1010 lay dam road,2057552500,832,85,24
1010 lay dam road,2057552500,833,85,24
1010 lay dam road,2057552500,834,85,24
1010 lay dam road,2057552500,835,85,24
1010 lay dam road,2057552500,836,85,24
1010 lay dam road,2057552500,837,85,24
1010 lay dam road,2057552500,838,85,24
1010 lay dam road,2057552500,839,85,24
1010 lay dam road,2057552500,840,85,24
1010 lay dam road,2057552500,841,85,24
1010 lay dam road,2057552500,842,85,24
1010 lay dam road,2057552500,843,85,24
1010 lay dam road,2057552500,844,85,24
1010 lay dam road,2057552500,845,85,24
1010 lay dam road,2057552500,846,85,24
1010 lay dam road,2057552500,847,85,24
1010 lay dam road,2057552500,848,85,24
x0x0 lay dam road,2057552500,849,86,1
1010 lay dam road,2057552500,850,85,24
1010 lay dam road,2057552500,851,85,24
1256 military street south,2059216200,852,87,22
1256 military street south,2059216200,853,87,22
1256 military street south,2059216200,854,87,22
1256 military street south,x059x16x00,855,88,1
1256 military street south,2059216200,856,87,22
1256 military street sxuth,2059216200,857,89,1
1256 military street south,2059216200,858,87,22
1256 military street south,2059216200,859,87,22
1256 military street south,2059216200,860,87,22
1256 military street south,2059216200,861,87,22
1256 military street south,2059216200,862,87,22
1256 military street south,2059216200,863,87,22
1256 military street south,2059216200,864,87,22
1256 military street south,20x9216200,865,90,1
1256 military street south,2059216200,866,87,22
1256 military street south,2059216200,867,87,22
1256 military street south,2059216200,868,87,22
1256 military street south,2059216200,869,87,22
1256 military street south,2059216200,870,87,22
1256 military street south,2059216200,871,87,22
1256 military street south,2059216200,872,87,22
1256 military street south,2059216200,873,87,22
1256 military street south,2059216200,874,87,22
1256 military street south,2059216200,875,87,22
1256 military street south,2059216200,876,87,22
1653 temple avenue north,2059325966,877,91,23
1653 temple avenue north,2059325966,878,91,23
1653 temple avenue north,2059325966,879,91,23
1653 temple avenue north,2059325966,880,91,23
1653 temple avenue north,x0593x5966,881,92,2
1653 temple avenue north,2059325966,882,91,23
1653 temple avenue north,x0593x5966,883,92,2
1653 temple avenue north,2059325966,884,91,23
1653 temple avenue north,2059325966,885,91,23
1653 temple avenue north,2059325966,886,91,23
1653 temple avenue north,2059325966,887,91,23
1653 temple avenue north,2059325966,888,91,23
1653 temple avenue north,2059325966,889,91,23
1653 temple avenue north,2059325966,890,91,23
1653 temple avenue north,2059325966,891,91,23
1653 temple avenue north,2059325966,892,91,23
1653 temple avenue north,2059325966,893,91,23
1653 temple avenue north,2059325966,894,91,23
1653 temple avenue north,2059325966,895,91,23
1653 temple avenue north,2059325966,896,91,23
1653 temple avenue north,2059325966,897,91,23
1653 temple avenue north,2059325966,898,91,23
1653 temple avenue north,2059325966,899,91,23
1653 temple avenue north,2059325966,900,91,23
1653 temple avenue north,2059325966,901,91,23
600 south third street,2565435200,902,93,26
600 south third street,2565435200,903,93,26
600 south third street,2565435200,904,93,26
600 south third street,2565435200,905,93,26
600 south third street,2565435200,906,93,26
600 south third street,2565435200,907,93,26
600 south third street,2565435200,908,93,26
600 south third street,2565435200,909,93,26
600 south third street,2565435200,910,93,26
600 south third street,2565435200,911,93,26
600 south third street,2565435200,912,93,26
600 south third street,2565435200,913,93,26
600 south third street,2565435200,914,93,26
600 souxh xhird sxreex,2565435200,915,94,1
600 south third street,x565435x00,916,95,1
600 south third street,2565435200,917,93,26
600 south third street,2565435200,918,93,26
600 south third street,2565435200,919,93,26
600 south third street,2565435200,920,93,26
600 south third street,2565435200,921,93,26
600 south third street,2565435200,922,93,26
600 south third street,2565435200,923,93,26
600 south third street,2565435200,924,93,26
600 south third street,2565435200,925,93,26
600 south third street,2565435200,926,93,26
600 south third street,2565435200,927,93,26
600 south third street,2565435200,928,93,26
600 south third street,2565435200,929,93,26
515 miranda st,3343762205,930,96,22
515 miranda st,3343762205,931,96,22
515 miranda st,3343762205,932,96,22
515 miranda st,3343762205,933,96,22
515 miranda sx,3343762205,934,97,1
515 miranxa st,3343762205,935,98,1
515 miranda st,3343762205,936,96,22
515 miranda st,3343762205,937,96,22
515 miranda st,3343762205,938,96,22
515 miranda st,3343762205,939,96,22
515 miranda st,3343762205,940,96,22
515 miranda st,3343762205,941,96,22
515 miranda st,3343762205,942,96,22
515 miranda st,3343762205,943,96,22
515 miranda st,3343762205,944,96,22
515 mirxndx st,3343762205,945,99,1
515 miranda st,3343762205,946,96,22
515 miranda st,3343762205,947,96,22
515 miranda st,3343762205,948,96,22
515 miranda st,3343762205,949,96,22
515 miranda st,3343762205,950,96,22
515 miranda st,3343762205,951,96,22
515 miranda st,3343762205,952,96,22
515 miranda st,3343762205,953,96,22
515 miranda st,3343762205,954,96,22
400 n edwards street,3343470584,955,100,24
400xnxedwardsxstreet,3343470584,956,101,1
400 n edwards street,3343470584,957,100,24
400 n edwards street,3343470584,958,100,24
400 n edwards street,3343470584,959,100,24
400 n edwards street,3343470584,960,100,24
400 n edwards street,3343470584,961,100,24
400 n edwards street,3343470584,962,100,24
400 n edwards street,3343470584,963,100,24
400 n edwards street,3343470584,964,100,24
400 n edwards street,3343470584,965,100,24
400 n edwards street,3343470584,966,100,24
400 n edwards street,3343470584,967,100,24
400 n edwards street,3343470584,968,100,24
400 n edwards street,3343470584,969,100,24
400 n edwards street,3343470584,970,100,24
400 n edwards street,3343470584,971,100,24
400 n edwards street,3343470584,972,100,24
400 n edwards street,3343470584,973,100,24
400 n edwards street,3343470584,974,100,24
400 n edwards street,3343470584,975,100,24
400 n edwards street,3343470584,976,100,24
400 n edwards street,3343470584,977,100,24
400 n edwards street,3343470584,978,100,24
400 n edwards street,3343470584,979,100,24
150 gilbreath drive,2052743000,980,102,19
150 gilbreath drive,2052743000,981,102,19
150 gilbreath drive,2052743000,982,102,19
150 gilbreath drive,2052743000,983,102,19
150 gilbreath drive,2052743000,984,102,19
150 gilbreath drive,2052743000,985,102,19
150 gilxreath drive,2052743000,986,103,1
150 gilbreath drive,2052743000,987,102,19
150 gilbreath drive,2052743000,988,102,19
150 gilbreath drive,2052743000,989,102,19
150 gilbreath drive,2052743000,990,102,19
150 gilbreath drive,2052743000,991,102,19
150 gilbreath drive,2052743000,992,102,19
150 gilbreath drive,2052743000,993,102,19
150 gilbreath drive,2052743000,994,102,19
150 gilbreath drive,2052743000,995,102,19
150 gilbreath drive,2052743000,996,102,19
150 gilbreath drive,2052743000,997,102,19
150 gilbreath drive,2052743000,998,102,19
150 gilbreath drive,2052743000,999,102,19
